"","subsector","species","month","international_waters","tons"
"432","artisanal","CALAMAR","SEP",0,NA
"433","artisanal","CAMARON DE ROCA","ABR",0,1
"434","artisanal","CAMARON DE ROCA","AGO",0,NA
"435","artisanal","CAMARON DE ROCA","DIC",0,1
"436","artisanal","CAMARON DE ROCA","ENE",0,1
"437","artisanal","CAMARON DE ROCA","FEB",0,NA
"438","artisanal","CAMARON DE ROCA","JUL",0,1
"439","artisanal","CAMARON DE ROCA","JUN",0,NA
"440","artisanal","CAMARON DE ROCA","MAR",0,1
"441","artisanal","CAMARON DE ROCA","MAY",0,1
"442","artisanal","CAMARON DE ROCA","NOV",0,NA
"443","artisanal","CAMARON DE ROCA","OCT",0,NA
"444","artisanal","CAMARON DE ROCA","SEP",0,1
"445","artisanal","CAMARON NAILON","ABR",0,84.75
"446","artisanal","CAMARON NAILON","AGO",0,4
"447","artisanal","CAMARON NAILON","DIC",0,101.25
"448","artisanal","CAMARON NAILON","ENE",0,179
"449","artisanal","CAMARON NAILON","FEB",0,207
"450","artisanal","CAMARON NAILON","JUL",0,46.25
"451","artisanal","CAMARON NAILON","JUN",0,47.75
"452","artisanal","CAMARON NAILON","MAR",0,126.5
"453","artisanal","CAMARON NAILON","MAY",0,46.25
"454","artisanal","CAMARON NAILON","NOV",0,45.75
"455","artisanal","CAMARON NAILON","OCT",0,131
"456","artisanal","CAMARON NAILON","SEP",0,50.5
"457","artisanal","CAMARON NAVAJA","ABR",0,NA
"458","artisanal","CAMARON NAVAJA","AGO",0,NA
"459","artisanal","CAMARON NAVAJA","DIC",0,NA
"460","artisanal","CAMARON NAVAJA","ENE",0,NA
"461","artisanal","CAMARON NAVAJA","FEB",0,1
"462","artisanal","CAMARON NAVAJA","JUL",0,NA
"463","artisanal","CAMARON NAVAJA","JUN",0,NA
"464","artisanal","CAMARON NAVAJA","MAR",0,NA
"465","artisanal","CAMARON NAVAJA","MAY",0,NA
"466","artisanal","CAMARON NAVAJA","NOV",0,NA
"467","artisanal","CAMARON NAVAJA","OCT",0,NA
"468","artisanal","CAMARON NAVAJA","SEP",0,NA
"469","artisanal","CANGREJO DORADO DE J. FERNANDEZ","ABR",0,1.33333333333333
"470","artisanal","CANGREJO DORADO DE J. FERNANDEZ","AGO",0,1
"471","artisanal","CANGREJO DORADO DE J. FERNANDEZ","DIC",0,1.5
"472","artisanal","CANGREJO DORADO DE J. FERNANDEZ","ENE",0,1.66666666666667
"473","artisanal","CANGREJO DORADO DE J. FERNANDEZ","FEB",0,1
"474","artisanal","CANGREJO DORADO DE J. FERNANDEZ","JUL",0,1
"475","artisanal","CANGREJO DORADO DE J. FERNANDEZ","JUN",0,1
"476","artisanal","CANGREJO DORADO DE J. FERNANDEZ","MAR",0,1.5
"477","artisanal","CANGREJO DORADO DE J. FERNANDEZ","MAY",0,1.33333333333333
"478","artisanal","CANGREJO DORADO DE J. FERNANDEZ","NOV",0,1.5
"479","artisanal","CANGREJO DORADO DE J. FERNANDEZ","OCT",0,1.25
"480","artisanal","CANGREJO DORADO DE J. FERNANDEZ","SEP",0,1
"481","artisanal","CANQUE","ABR",0,1
"482","artisanal","CANQUE","AGO",0,NA
"483","artisanal","CANQUE","DIC",0,1
"484","artisanal","CANQUE","ENE",0,1
"485","artisanal","CANQUE","FEB",0,NA
"486","artisanal","CANQUE","JUL",0,NA
"487","artisanal","CANQUE","JUN",0,NA
"488","artisanal","CANQUE","MAR",0,1
"489","artisanal","CANQUE","MAY",0,NA
"490","artisanal","CANQUE","NOV",0,NA
"491","artisanal","CANQUE","OCT",0,NA
"492","artisanal","CANQUE","SEP",0,NA
"493","artisanal","CARACOL LOCATE","ABR",0,NA
"494","artisanal","CARACOL LOCATE","AGO",0,1.5
"495","artisanal","CARACOL LOCATE","DIC",0,135.5
"496","artisanal","CARACOL LOCATE","ENE",0,95.75
"497","artisanal","CARACOL LOCATE","FEB",0,67.25
"498","artisanal","CARACOL LOCATE","JUL",0,NA
"499","artisanal","CARACOL LOCATE","JUN",0,5
"500","artisanal","CARACOL LOCATE","MAR",0,20
"501","artisanal","CARACOL LOCATE","MAY",0,2
"502","artisanal","CARACOL LOCATE","NOV",0,210.75
"503","artisanal","CARACOL LOCATE","OCT",0,1
"504","artisanal","CARACOL LOCATE","SEP",0,1
"505","artisanal","CARACOL PALO PALO","ABR",0,14
"506","artisanal","CARACOL PALO PALO","AGO",0,14
"507","artisanal","CARACOL PALO PALO","DIC",0,16
"508","artisanal","CARACOL PALO PALO","ENE",0,6
"509","artisanal","CARACOL PALO PALO","FEB",0,7
"510","artisanal","CARACOL PALO PALO","JUL",0,10.5
"511","artisanal","CARACOL PALO PALO","JUN",0,19
"512","artisanal","CARACOL PALO PALO","MAR",0,13.5
"513","artisanal","CARACOL PALO PALO","MAY",0,9.66666666666667
"514","artisanal","CARACOL PALO PALO","NOV",0,21.6666666666667
"515","artisanal","CARACOL PALO PALO","OCT",0,30.75
"516","artisanal","CARACOL PALO PALO","SEP",0,19
"517","artisanal","CARACOL PICUYO","ABR",0,6
"518","artisanal","CARACOL PICUYO","AGO",0,1
"519","artisanal","CARACOL PICUYO","DIC",0,NA
"520","artisanal","CARACOL PICUYO","ENE",0,1
"521","artisanal","CARACOL PICUYO","FEB",0,NA
"522","artisanal","CARACOL PICUYO","JUL",0,2
"523","artisanal","CARACOL PICUYO","JUN",0,NA
"524","artisanal","CARACOL PICUYO","MAR",0,4
"525","artisanal","CARACOL PICUYO","MAY",0,2
"526","artisanal","CARACOL PICUYO","NOV",0,NA
"527","artisanal","CARACOL PICUYO","OCT",0,NA
"528","artisanal","CARACOL PICUYO","SEP",0,3
"529","artisanal","CARACOL RUBIO","ABR",0,NA
"530","artisanal","CARACOL RUBIO","AGO",0,1
"531","artisanal","CARACOL RUBIO","DIC",0,1
"532","artisanal","CARACOL RUBIO","ENE",0,1
"533","artisanal","CARACOL RUBIO","FEB",0,NA
"534","artisanal","CARACOL RUBIO","JUL",0,NA
"535","artisanal","CARACOL RUBIO","JUN",0,NA
"536","artisanal","CARACOL RUBIO","MAR",0,1
"537","artisanal","CARACOL RUBIO","MAY",0,NA
"538","artisanal","CARACOL RUBIO","NOV",0,NA
"539","artisanal","CARACOL RUBIO","OCT",0,1.5
"540","artisanal","CARACOL RUBIO","SEP",0,NA
"541","artisanal","CARACOL TEGULA","ABR",0,4.25
"542","artisanal","CARACOL TEGULA","AGO",0,3.75
"543","artisanal","CARACOL TEGULA","DIC",0,5
"544","artisanal","CARACOL TEGULA","ENE",0,8.25
"545","artisanal","CARACOL TEGULA","FEB",0,5.25
"546","artisanal","CARACOL TEGULA","JUL",0,2.75
"547","artisanal","CARACOL TEGULA","JUN",0,4.66666666666667
"548","artisanal","CARACOL TEGULA","MAR",0,7
"549","artisanal","CARACOL TEGULA","MAY",0,5.25
"550","artisanal","CARACOL TEGULA","NOV",0,3.66666666666667
"551","artisanal","CARACOL TEGULA","OCT",0,4.25
"552","artisanal","CARACOL TEGULA","SEP",0,3.66666666666667
"553","artisanal","CARACOL TROPHON","ABR",0,NA
"554","artisanal","CARACOL TROPHON","AGO",0,NA
"555","artisanal","CARACOL TROPHON","DIC",0,NA
"556","artisanal","CARACOL TROPHON","ENE",0,NA
"557","artisanal","CARACOL TROPHON","FEB",0,1
"558","artisanal","CARACOL TROPHON","JUL",0,NA
"559","artisanal","CARACOL TROPHON","JUN",0,NA
"560","artisanal","CARACOL TROPHON","MAR",0,NA
"561","artisanal","CARACOL TROPHON","MAY",0,NA
"562","artisanal","CARACOL TROPHON","NOV",0,NA
"563","artisanal","CARACOL TROPHON","OCT",0,NA
"564","artisanal","CARACOL TROPHON","SEP",0,NA
"565","artisanal","CARACOL TRUMULCO","ABR",0,13.5
"566","artisanal","CARACOL TRUMULCO","AGO",0,14.75
"567","artisanal","CARACOL TRUMULCO","DIC",0,NA
"568","artisanal","CARACOL TRUMULCO","ENE",0,13
"569","artisanal","CARACOL TRUMULCO","FEB",0,10.75
"570","artisanal","CARACOL TRUMULCO","JUL",0,19.5
"571","artisanal","CARACOL TRUMULCO","JUN",0,21
"572","artisanal","CARACOL TRUMULCO","MAR",0,7.25
"573","artisanal","CARACOL TRUMULCO","MAY",0,19
"574","artisanal","CARACOL TRUMULCO","NOV",0,14.25
"575","artisanal","CARACOL TRUMULCO","OCT",0,14.75
"576","artisanal","CARACOL TRUMULCO","SEP",0,14
"577","artisanal","CAROLA","ABR",0,NA
"578","artisanal","CAROLA","AGO",0,NA
"579","artisanal","CAROLA","DIC",0,1
"580","artisanal","CAROLA","ENE",0,NA
"581","artisanal","CAROLA","FEB",0,1
"582","artisanal","CAROLA","JUL",0,NA
"583","artisanal","CAROLA","JUN",0,NA
"584","artisanal","CAROLA","MAR",0,NA
"585","artisanal","CAROLA","MAY",0,NA
"586","artisanal","CAROLA","NOV",0,NA
"587","artisanal","CAROLA","OCT",0,NA
"588","artisanal","CAROLA","SEP",0,NA
"589","artisanal","CENTOLLA","ABR",0,67
"590","artisanal","CENTOLLA","AGO",0,1020.5
"591","artisanal","CENTOLLA","DIC",0,310.25
"592","artisanal","CENTOLLA","ENE",0,NA
"593","artisanal","CENTOLLA","FEB",0,47.3333333333333
"594","artisanal","CENTOLLA","JUL",0,755.75
"595","artisanal","CENTOLLA","JUN",0,83
"596","artisanal","CENTOLLA","MAR",0,35.75
"597","artisanal","CENTOLLA","MAY",0,69.5
"598","artisanal","CENTOLLA","NOV",0,1327
"599","artisanal","CENTOLLA","OCT",0,1112
"600","artisanal","CENTOLLA","SEP",0,861.25
"601","artisanal","CENTOLLON","ABR",0,676
"602","artisanal","CENTOLLON","AGO",0,234.75
"603","artisanal","CENTOLLON","DIC",0,9.5
"604","artisanal","CENTOLLON","ENE",0,NA
"605","artisanal","CENTOLLON","FEB",0,125.75
"606","artisanal","CENTOLLON","JUL",0,174.75
"607","artisanal","CENTOLLON","JUN",0,285.75
"608","artisanal","CENTOLLON","MAR",0,560.75
"609","artisanal","CENTOLLON","MAY",0,615.75
"610","artisanal","CENTOLLON","NOV",0,232.5
"611","artisanal","CENTOLLON","OCT",0,338.75
"612","artisanal","CENTOLLON","SEP",0,242.75
"613","artisanal","CHANCHARRO","ABR",0,NA
"614","artisanal","CHANCHARRO","AGO",0,NA
"615","artisanal","CHANCHARRO","DIC",0,1
"616","artisanal","CHANCHARRO","ENE",0,3
"617","artisanal","CHANCHARRO","FEB",0,NA
"618","artisanal","CHANCHARRO","JUL",0,NA
"619","artisanal","CHANCHARRO","JUN",0,NA
"620","artisanal","CHANCHARRO","MAR",0,2
"621","artisanal","CHANCHARRO","MAY",0,NA
"622","artisanal","CHANCHARRO","NOV",0,1
"623","artisanal","CHANCHARRO","OCT",0,NA
"624","artisanal","CHANCHARRO","SEP",0,NA
"625","artisanal","CHASCA","ABR",0,20.5
"626","artisanal","CHASCA","AGO",0,49
"627","artisanal","CHASCA","DIC",0,81
"628","artisanal","CHASCA","ENE",0,49.5
"629","artisanal","CHASCA","FEB",0,35.25
"630","artisanal","CHASCA","JUL",0,37
"631","artisanal","CHASCA","JUN",0,NA
"632","artisanal","CHASCA","MAR",0,21
"633","artisanal","CHASCA","MAY",0,13
"634","artisanal","CHASCA","NOV",0,46.75
"635","artisanal","CHASCA","OCT",0,40.25
"636","artisanal","CHASCA","SEP",0,22.5
"637","artisanal","CHASCON O HUIRO NEGRO","ABR",0,16932.3333333333
"638","artisanal","CHASCON O HUIRO NEGRO","AGO",0,11474.3333333333
"639","artisanal","CHASCON O HUIRO NEGRO","DIC",0,13296
"640","artisanal","CHASCON O HUIRO NEGRO","ENE",0,15290
"641","artisanal","CHASCON O HUIRO NEGRO","FEB",0,17256
"642","artisanal","CHASCON O HUIRO NEGRO","JUL",0,13404.3333333333
"643","artisanal","CHASCON O HUIRO NEGRO","JUN",0,11135.6666666667
"644","artisanal","CHASCON O HUIRO NEGRO","MAR",0,15279.6666666667
"645","artisanal","CHASCON O HUIRO NEGRO","MAY",0,17100
"646","artisanal","CHASCON O HUIRO NEGRO","NOV",0,11307.6666666667
"647","artisanal","CHASCON O HUIRO NEGRO","OCT",0,10182.6666666667
"648","artisanal","CHASCON O HUIRO NEGRO","SEP",0,11024.3333333333
"649","artisanal","CHASQUE O CHALACO","ABR",0,NA
"650","artisanal","CHASQUE O CHALACO","AGO",0,NA
"651","artisanal","CHASQUE O CHALACO","DIC",0,NA
"652","artisanal","CHASQUE O CHALACO","ENE",0,NA
"653","artisanal","CHASQUE O CHALACO","FEB",0,NA
"654","artisanal","CHASQUE O CHALACO","JUL",0,NA
"655","artisanal","CHASQUE O CHALACO","JUN",0,NA
"656","artisanal","CHASQUE O CHALACO","MAR",0,5
"657","artisanal","CHASQUE O CHALACO","MAY",0,NA
"658","artisanal","CHASQUE O CHALACO","NOV",0,NA
"659","artisanal","CHASQUE O CHALACO","OCT",0,NA
"660","artisanal","CHASQUE O CHALACO","SEP",0,NA
"661","artisanal","CHICOREA DE MAR","ABR",0,149
"662","artisanal","CHICOREA DE MAR","AGO",0,75.5
"663","artisanal","CHICOREA DE MAR","DIC",0,223.25
"664","artisanal","CHICOREA DE MAR","ENE",0,245
"665","artisanal","CHICOREA DE MAR","FEB",0,210.75
"666","artisanal","CHICOREA DE MAR","JUL",0,88
"667","artisanal","CHICOREA DE MAR","JUN",0,42.5
"668","artisanal","CHICOREA DE MAR","MAR",0,237.25
"669","artisanal","CHICOREA DE MAR","MAY",0,88.5
"670","artisanal","CHICOREA DE MAR","NOV",0,313.75
"671","artisanal","CHICOREA DE MAR","OCT",0,259.25
"672","artisanal","CHICOREA DE MAR","SEP",0,144.5
"673","artisanal","CHOCHA","ABR",0,1
"674","artisanal","CHOCHA","AGO",0,NA
"675","artisanal","CHOCHA","DIC",0,1.5
"676","artisanal","CHOCHA","ENE",0,1
"677","artisanal","CHOCHA","FEB",0,1
"678","artisanal","CHOCHA","JUL",0,NA
"679","artisanal","CHOCHA","JUN",0,NA
"680","artisanal","CHOCHA","MAR",0,1
"681","artisanal","CHOCHA","MAY",0,1
"682","artisanal","CHOCHA","NOV",0,1
"683","artisanal","CHOCHA","OCT",0,1
"684","artisanal","CHOCHA","SEP",0,1
"685","artisanal","CHOLGA","ABR",0,673.25
"686","artisanal","CHOLGA","AGO",0,647.75
"687","artisanal","CHOLGA","DIC",0,73
"688","artisanal","CHOLGA","ENE",0,420.5
"689","artisanal","CHOLGA","FEB",0,535
"690","artisanal","CHOLGA","JUL",0,664.5
"691","artisanal","CHOLGA","JUN",0,680.75
"692","artisanal","CHOLGA","MAR",0,924.75
"693","artisanal","CHOLGA","MAY",0,617.5
"694","artisanal","CHOLGA","NOV",0,23.75
"695","artisanal","CHOLGA","OCT",0,30
"696","artisanal","CHOLGA","SEP",0,650.5
"697","artisanal","CHORITO","ABR",0,157
"698","artisanal","CHORITO","AGO",0,148.75
"699","artisanal","CHORITO","DIC",0,47.6666666666667
"700","artisanal","CHORITO","ENE",0,112.5
"701","artisanal","CHORITO","FEB",0,136
"702","artisanal","CHORITO","JUL",0,130
"703","artisanal","CHORITO","JUN",0,126.25
"704","artisanal","CHORITO","MAR",0,173
"705","artisanal","CHORITO","MAY",0,146.75
"706","artisanal","CHORITO","NOV",0,13.3333333333333
"707","artisanal","CHORITO","OCT",0,204.75
"708","artisanal","CHORITO","SEP",0,171
"709","artisanal","CHORO","ABR",0,194.5
"710","artisanal","CHORO","AGO",0,189.75
"711","artisanal","CHORO","DIC",0,2.33333333333333
"712","artisanal","CHORO","ENE",0,131.25
"713","artisanal","CHORO","FEB",0,121.75
"714","artisanal","CHORO","JUL",0,157.75
"715","artisanal","CHORO","JUN",0,139
"716","artisanal","CHORO","MAR",0,184.5
"717","artisanal","CHORO","MAY",0,126.5
"718","artisanal","CHORO","NOV",0,3
"719","artisanal","CHORO","OCT",0,3
"720","artisanal","CHORO","SEP",0,127.25
"721","artisanal","COCHAYUYO","ABR",0,1014.75
"722","artisanal","COCHAYUYO","AGO",0,213.75
"723","artisanal","COCHAYUYO","DIC",0,1295.5
"724","artisanal","COCHAYUYO","ENE",0,1447
"725","artisanal","COCHAYUYO","FEB",0,1159.5
"726","artisanal","COCHAYUYO","JUL",0,167.25
"727","artisanal","COCHAYUYO","JUN",0,201.5
"728","artisanal","COCHAYUYO","MAR",0,1271.25
"729","artisanal","COCHAYUYO","MAY",0,467.75
"730","artisanal","COCHAYUYO","NOV",0,777.25
"731","artisanal","COCHAYUYO","OCT",0,595.75
"732","artisanal","COCHAYUYO","SEP",0,310.75
"733","artisanal","COCHINILLA","ABR",0,NA
"734","artisanal","COCHINILLA","AGO",0,NA
"735","artisanal","COCHINILLA","DIC",0,NA
"736","artisanal","COCHINILLA","ENE",0,NA
"737","artisanal","COCHINILLA","FEB",0,NA
"738","artisanal","COCHINILLA","JUL",0,NA
"739","artisanal","COCHINILLA","JUN",0,NA
"740","artisanal","COCHINILLA","MAR",0,NA
"741","artisanal","COCHINILLA","MAY",0,NA
"742","artisanal","COCHINILLA","NOV",0,31
"743","artisanal","COCHINILLA","OCT",0,NA
"744","artisanal","COCHINILLA","SEP",0,NA
"745","artisanal","COJINOBA DEL NORTE / PIAFRI","ABR",0,14.5
"746","artisanal","COJINOBA DEL NORTE / PIAFRI","AGO",0,13.75
"747","artisanal","COJINOBA DEL NORTE / PIAFRI","DIC",0,15.25
"748","artisanal","COJINOBA DEL NORTE / PIAFRI","ENE",0,19.5
"749","artisanal","COJINOBA DEL NORTE / PIAFRI","FEB",0,20.75
"750","artisanal","COJINOBA DEL NORTE / PIAFRI","JUL",0,43.5
"751","artisanal","COJINOBA DEL NORTE / PIAFRI","JUN",0,35.75
"752","artisanal","COJINOBA DEL NORTE / PIAFRI","MAR",0,13.75
"753","artisanal","COJINOBA DEL NORTE / PIAFRI","MAY",0,19.5
"754","artisanal","COJINOBA DEL NORTE / PIAFRI","NOV",0,13.5
"755","artisanal","COJINOBA DEL NORTE / PIAFRI","OCT",0,12
"756","artisanal","COJINOBA DEL NORTE / PIAFRI","SEP",0,9.25
"757","artisanal","COJINOBA DEL SUR O AZUL","ABR",0,3
"758","artisanal","COJINOBA DEL SUR O AZUL","AGO",0,1
"759","artisanal","COJINOBA DEL SUR O AZUL","DIC",0,NA
"760","artisanal","COJINOBA DEL SUR O AZUL","ENE",0,2
"761","artisanal","COJINOBA DEL SUR O AZUL","FEB",0,1
"762","artisanal","COJINOBA DEL SUR O AZUL","JUL",0,NA
"763","artisanal","COJINOBA DEL SUR O AZUL","JUN",0,3
"764","artisanal","COJINOBA DEL SUR O AZUL","MAR",0,1
"765","artisanal","COJINOBA DEL SUR O AZUL","MAY",0,1.66666666666667
"766","artisanal","COJINOBA DEL SUR O AZUL","NOV",0,NA
"767","artisanal","COJINOBA DEL SUR O AZUL","OCT",0,NA
"768","artisanal","COJINOBA DEL SUR O AZUL","SEP",0,2
"769","artisanal","COJINOBA MOTEADA","ABR",0,NA
"770","artisanal","COJINOBA MOTEADA","AGO",0,NA
"771","artisanal","COJINOBA MOTEADA","DIC",0,NA
"772","artisanal","COJINOBA MOTEADA","ENE",0,NA
"773","artisanal","COJINOBA MOTEADA","FEB",0,NA
"774","artisanal","COJINOBA MOTEADA","JUL",0,NA
"775","artisanal","COJINOBA MOTEADA","JUN",0,NA
"776","artisanal","COJINOBA MOTEADA","MAR",0,3
"777","artisanal","COJINOBA MOTEADA","MAY",0,NA
"778","artisanal","COJINOBA MOTEADA","NOV",0,NA
"779","artisanal","COJINOBA MOTEADA","OCT",0,NA
"780","artisanal","COJINOBA MOTEADA","SEP",0,NA
"781","artisanal","CONGRIO COLORADO","ABR",0,46
"782","artisanal","CONGRIO COLORADO","AGO",0,34.75
"783","artisanal","CONGRIO COLORADO","DIC",0,51.75
"784","artisanal","CONGRIO COLORADO","ENE",0,67.5
"785","artisanal","CONGRIO COLORADO","FEB",0,54.25
"786","artisanal","CONGRIO COLORADO","JUL",0,33.25
"787","artisanal","CONGRIO COLORADO","JUN",0,32.25
"788","artisanal","CONGRIO COLORADO","MAR",0,47
"789","artisanal","CONGRIO COLORADO","MAY",0,42
"790","artisanal","CONGRIO COLORADO","NOV",0,51.25
"791","artisanal","CONGRIO COLORADO","OCT",0,37.5
"792","artisanal","CONGRIO COLORADO","SEP",0,39.75
"793","artisanal","CONGRIO DORADO","ABR",0,41.75
"794","artisanal","CONGRIO DORADO","AGO",0,26.25
"795","artisanal","CONGRIO DORADO","DIC",0,56
"796","artisanal","CONGRIO DORADO","ENE",0,207.25
"797","artisanal","CONGRIO DORADO","FEB",0,64.75
"798","artisanal","CONGRIO DORADO","JUL",0,33.75
"799","artisanal","CONGRIO DORADO","JUN",0,16
"800","artisanal","CONGRIO DORADO","MAR",0,41
"801","artisanal","CONGRIO DORADO","MAY",0,18.75
"802","artisanal","CONGRIO DORADO","NOV",0,44.5
"803","artisanal","CONGRIO DORADO","OCT",0,44.75
"804","artisanal","CONGRIO DORADO","SEP",0,57
"805","artisanal","CONGRIO NEGRO","ABR",0,14.75
"806","artisanal","CONGRIO NEGRO","AGO",0,15
"807","artisanal","CONGRIO NEGRO","DIC",0,17.5
"808","artisanal","CONGRIO NEGRO","ENE",0,27.25
"809","artisanal","CONGRIO NEGRO","FEB",0,19.5
"810","artisanal","CONGRIO NEGRO","JUL",0,13.75
"811","artisanal","CONGRIO NEGRO","JUN",0,7.5
"812","artisanal","CONGRIO NEGRO","MAR",0,17.5
"813","artisanal","CONGRIO NEGRO","MAY",0,8.5
"814","artisanal","CONGRIO NEGRO","NOV",0,19.75
"815","artisanal","CONGRIO NEGRO","OCT",0,12.5
"816","artisanal","CONGRIO NEGRO","SEP",0,15
"817","artisanal","CORVINA","ABR",0,136.75
"818","artisanal","CORVINA","AGO",0,70.75
"819","artisanal","CORVINA","DIC",0,78
"820","artisanal","CORVINA","ENE",0,122.75
"821","artisanal","CORVINA","FEB",0,122.25
"822","artisanal","CORVINA","JUL",0,56.25
"823","artisanal","CORVINA","JUN",0,82.5
"824","artisanal","CORVINA","MAR",0,132.75
"825","artisanal","CORVINA","MAY",0,144.5
"826","artisanal","CORVINA","NOV",0,20
"827","artisanal","CORVINA","OCT",0,20
"828","artisanal","CORVINA","SEP",0,69.75
"829","artisanal","CULENGUE","ABR",0,38.25
"830","artisanal","CULENGUE","AGO",0,53
"831","artisanal","CULENGUE","DIC",0,221.75
"832","artisanal","CULENGUE","ENE",0,101.25
"833","artisanal","CULENGUE","FEB",0,77.75
"834","artisanal","CULENGUE","JUL",0,39
"835","artisanal","CULENGUE","JUN",0,42.5
"836","artisanal","CULENGUE","MAR",0,77.5
"837","artisanal","CULENGUE","MAY",0,34.75
"838","artisanal","CULENGUE","NOV",0,308.25
"839","artisanal","CULENGUE","OCT",0,307.5
"840","artisanal","CULENGUE","SEP",0,143.75
"841","artisanal","DORADO DE ALTURA / MAHI MAHI","ABR",0,NA
"842","artisanal","DORADO DE ALTURA / MAHI MAHI","AGO",0,NA
"843","artisanal","DORADO DE ALTURA / MAHI MAHI","DIC",0,126
"844","artisanal","DORADO DE ALTURA / MAHI MAHI","ENE",0,71
"845","artisanal","DORADO DE ALTURA / MAHI MAHI","FEB",0,15
"846","artisanal","DORADO DE ALTURA / MAHI MAHI","JUL",0,NA
"847","artisanal","DORADO DE ALTURA / MAHI MAHI","JUN",0,NA
"848","artisanal","DORADO DE ALTURA / MAHI MAHI","MAR",0,1
"849","artisanal","DORADO DE ALTURA / MAHI MAHI","MAY",0,NA
"850","artisanal","DORADO DE ALTURA / MAHI MAHI","NOV",0,24
"851","artisanal","DORADO DE ALTURA / MAHI MAHI","OCT",0,NA
"852","artisanal","DORADO DE ALTURA / MAHI MAHI","SEP",0,NA
"853","artisanal","EMPERADOR","ABR",0,NA
"854","artisanal","EMPERADOR","AGO",0,NA
"855","artisanal","EMPERADOR","DIC",0,NA
"856","artisanal","EMPERADOR","ENE",0,NA
"857","artisanal","EMPERADOR","FEB",0,NA
"858","artisanal","EMPERADOR","JUL",0,1
"859","artisanal","EMPERADOR","JUN",0,1.5
"860","artisanal","EMPERADOR","MAR",0,NA
"861","artisanal","EMPERADOR","MAY",0,1
"862","artisanal","EMPERADOR","NOV",0,NA
"863","artisanal","EMPERADOR","OCT",0,NA
"864","artisanal","EMPERADOR","SEP",0,NA
"865","artisanal","ERIZO","ABR",0,5303.5
"866","artisanal","ERIZO","AGO",0,5068.5
"867","artisanal","ERIZO","DIC",0,NA
"868","artisanal","ERIZO","ENE",0,43
"869","artisanal","ERIZO","FEB",0,97
"870","artisanal","ERIZO","JUL",0,4779
"871","artisanal","ERIZO","JUN",0,6074
"872","artisanal","ERIZO","MAR",0,931.5
"873","artisanal","ERIZO","MAY",0,5644
"874","artisanal","ERIZO","NOV",0,15
"875","artisanal","ERIZO","OCT",0,530
"876","artisanal","ERIZO","SEP",0,1600
"877","artisanal","GAMBA","ABR",0,1.66666666666667
"878","artisanal","GAMBA","AGO",0,3
"879","artisanal","GAMBA","DIC",0,6
"880","artisanal","GAMBA","ENE",0,1.33333333333333
"881","artisanal","GAMBA","FEB",0,1.66666666666667
"882","artisanal","GAMBA","JUL",0,1
"883","artisanal","GAMBA","JUN",0,NA
"884","artisanal","GAMBA","MAR",0,3
"885","artisanal","GAMBA","MAY",0,1
"886","artisanal","GAMBA","NOV",0,2
"887","artisanal","GAMBA","OCT",0,2
"888","artisanal","GAMBA","SEP",0,NA
"889","artisanal","HUAIQUIL O CORVINILLA","ABR",0,1
"890","artisanal","HUAIQUIL O CORVINILLA","AGO",0,NA
"891","artisanal","HUAIQUIL O CORVINILLA","DIC",0,NA
"892","artisanal","HUAIQUIL O CORVINILLA","ENE",0,NA
"893","artisanal","HUAIQUIL O CORVINILLA","FEB",0,NA
"894","artisanal","HUAIQUIL O CORVINILLA","JUL",0,1
"895","artisanal","HUAIQUIL O CORVINILLA","JUN",0,NA
"896","artisanal","HUAIQUIL O CORVINILLA","MAR",0,NA
"897","artisanal","HUAIQUIL O CORVINILLA","MAY",0,NA
"898","artisanal","HUAIQUIL O CORVINILLA","NOV",0,NA
"899","artisanal","HUAIQUIL O CORVINILLA","OCT",0,NA
"900","artisanal","HUAIQUIL O CORVINILLA","SEP",0,NA
"901","artisanal","HUEPO O NAVAJA DE MAR","ABR",0,201.75
"902","artisanal","HUEPO O NAVAJA DE MAR","AGO",0,114.5
"903","artisanal","HUEPO O NAVAJA DE MAR","DIC",0,609.25
"904","artisanal","HUEPO O NAVAJA DE MAR","ENE",0,478.75
"905","artisanal","HUEPO O NAVAJA DE MAR","FEB",0,387.5
"906","artisanal","HUEPO O NAVAJA DE MAR","JUL",0,110.25
"907","artisanal","HUEPO O NAVAJA DE MAR","JUN",0,132.5
"908","artisanal","HUEPO O NAVAJA DE MAR","MAR",0,322.5
"909","artisanal","HUEPO O NAVAJA DE MAR","MAY",0,144.75
"910","artisanal","HUEPO O NAVAJA DE MAR","NOV",0,71
"911","artisanal","HUEPO O NAVAJA DE MAR","OCT",0,13.6666666666667
"912","artisanal","HUEPO O NAVAJA DE MAR","SEP",0,122.75
"913","artisanal","HUIRO","ABR",0,2447.25
"914","artisanal","HUIRO","AGO",0,1442.75
"915","artisanal","HUIRO","DIC",0,3091.5
"916","artisanal","HUIRO","ENE",0,3422.75
"917","artisanal","HUIRO","FEB",0,3698
"918","artisanal","HUIRO","JUL",0,1697.5
"919","artisanal","HUIRO","JUN",0,1820.25
"920","artisanal","HUIRO","MAR",0,2728.75
"921","artisanal","HUIRO","MAY",0,2080.25
"922","artisanal","HUIRO","NOV",0,2811
"923","artisanal","HUIRO","OCT",0,2257.25
"924","artisanal","HUIRO","SEP",0,1491
"925","artisanal","HUIRO NEGRO O CHASCON","ABR",0,18971
