"","subsector","species","region","international_waters","tons"
"1049","artisanal","HUAIQUIL O CORVINILLA","X",0,NA
"1050","artisanal","HUAIQUIL O CORVINILLA","XI",0,NA
"1051","artisanal","HUAIQUIL O CORVINILLA","XII",0,NA
"1052","artisanal","HUAIQUIL O CORVINILLA","XIV",0,NA
"1053","artisanal","HUAIQUIL O CORVINILLA","XV",0,NA
"1054","artisanal","HUEPO O NAVAJA DE MAR","I",0,NA
"1055","artisanal","HUEPO O NAVAJA DE MAR","II",0,1
"1056","artisanal","HUEPO O NAVAJA DE MAR","III",0,NA
"1057","artisanal","HUEPO O NAVAJA DE MAR","IV",0,NA
"1058","artisanal","HUEPO O NAVAJA DE MAR","IX",0,NA
"1059","artisanal","HUEPO O NAVAJA DE MAR","V",0,NA
"1060","artisanal","HUEPO O NAVAJA DE MAR","VI",0,NA
"1061","artisanal","HUEPO O NAVAJA DE MAR","VII",0,2
"1062","artisanal","HUEPO O NAVAJA DE MAR","VIII",0,1503.2
"1063","artisanal","HUEPO O NAVAJA DE MAR","X",0,371.4
"1064","artisanal","HUEPO O NAVAJA DE MAR","XI",0,NA
"1065","artisanal","HUEPO O NAVAJA DE MAR","XII",0,879.4
"1066","artisanal","HUEPO O NAVAJA DE MAR","XIV",0,33.6
"1067","artisanal","HUEPO O NAVAJA DE MAR","XV",0,NA
"1068","artisanal","HUIRO","I",0,245.2
"1069","artisanal","HUIRO","II",0,1204.4
"1070","artisanal","HUIRO","III",0,10712.8
"1071","artisanal","HUIRO","IV",0,3610
"1072","artisanal","HUIRO","IX",0,6.5
"1073","artisanal","HUIRO","V",0,1488.8
"1074","artisanal","HUIRO","VI",0,289.4
"1075","artisanal","HUIRO","VII",0,107.4
"1076","artisanal","HUIRO","VIII",0,220.8
"1077","artisanal","HUIRO","X",0,10936.6
"1078","artisanal","HUIRO","XI",0,1
"1079","artisanal","HUIRO","XII",0,2
"1080","artisanal","HUIRO","XIV",0,72.6
"1081","artisanal","HUIRO","XV",0,18
"1082","artisanal","HUIRO NEGRO O CHASCON","I",0,16049
"1083","artisanal","HUIRO NEGRO O CHASCON","II",0,55462
"1084","artisanal","HUIRO NEGRO O CHASCON","III",0,88162
"1085","artisanal","HUIRO NEGRO O CHASCON","IV",0,36569
"1086","artisanal","HUIRO NEGRO O CHASCON","IX",0,NA
"1087","artisanal","HUIRO NEGRO O CHASCON","V",0,5070
"1088","artisanal","HUIRO NEGRO O CHASCON","VI",0,600
"1089","artisanal","HUIRO NEGRO O CHASCON","VII",0,834
"1090","artisanal","HUIRO NEGRO O CHASCON","VIII",0,7600
"1091","artisanal","HUIRO NEGRO O CHASCON","X",0,747
"1092","artisanal","HUIRO NEGRO O CHASCON","XI",0,1
"1093","artisanal","HUIRO NEGRO O CHASCON","XII",0,NA
"1094","artisanal","HUIRO NEGRO O CHASCON","XIV",0,NA
"1095","artisanal","HUIRO NEGRO O CHASCON","XV",0,163
"1096","artisanal","HUIRO PALO","I",0,636.2
"1097","artisanal","HUIRO PALO","II",0,6966.4
"1098","artisanal","HUIRO PALO","III",0,21059
"1099","artisanal","HUIRO PALO","IV",0,24971.6
"1100","artisanal","HUIRO PALO","IX",0,NA
"1101","artisanal","HUIRO PALO","V",0,10035.8
"1102","artisanal","HUIRO PALO","VI",0,31.6666666666667
"1103","artisanal","HUIRO PALO","VII",0,58.5
"1104","artisanal","HUIRO PALO","VIII",0,976.2
"1105","artisanal","HUIRO PALO","X",0,553.6
"1106","artisanal","HUIRO PALO","XI",0,NA
"1107","artisanal","HUIRO PALO","XII",0,NA
"1108","artisanal","HUIRO PALO","XIV",0,9.5
"1109","artisanal","HUIRO PALO","XV",0,21
"1110","artisanal","JAIBA LIMON","I",0,NA
"1111","artisanal","JAIBA LIMON","II",0,NA
"1112","artisanal","JAIBA LIMON","III",0,NA
"1113","artisanal","JAIBA LIMON","IV",0,1
"1114","artisanal","JAIBA LIMON","IX",0,NA
"1115","artisanal","JAIBA LIMON","V",0,303.6
"1116","artisanal","JAIBA LIMON","VI",0,303.4
"1117","artisanal","JAIBA LIMON","VII",0,161.6
"1118","artisanal","JAIBA LIMON","VIII",0,536.4
"1119","artisanal","JAIBA LIMON","X",0,3
"1120","artisanal","JAIBA LIMON","XI",0,NA
"1121","artisanal","JAIBA LIMON","XII",0,NA
"1122","artisanal","JAIBA LIMON","XIV",0,NA
"1123","artisanal","JAIBA LIMON","XV",0,NA
"1124","artisanal","JAIBA MARMOLA","I",0,NA
"1125","artisanal","JAIBA MARMOLA","II",0,NA
"1126","artisanal","JAIBA MARMOLA","III",0,NA
"1127","artisanal","JAIBA MARMOLA","IV",0,NA
"1128","artisanal","JAIBA MARMOLA","IX",0,37.2
"1129","artisanal","JAIBA MARMOLA","V",0,2
"1130","artisanal","JAIBA MARMOLA","VI",0,NA
"1131","artisanal","JAIBA MARMOLA","VII",0,1.4
"1132","artisanal","JAIBA MARMOLA","VIII",0,60
"1133","artisanal","JAIBA MARMOLA","X",0,3081.8
"1134","artisanal","JAIBA MARMOLA","XI",0,981.4
"1135","artisanal","JAIBA MARMOLA","XII",0,2
"1136","artisanal","JAIBA MARMOLA","XIV",0,58.4
"1137","artisanal","JAIBA MARMOLA","XV",0,1
"1138","artisanal","JAIBA MORA","I",0,NA
"1139","artisanal","JAIBA MORA","II",0,2
"1140","artisanal","JAIBA MORA","III",0,14.6
"1141","artisanal","JAIBA MORA","IV",0,25.4
"1142","artisanal","JAIBA MORA","IX",0,1
"1143","artisanal","JAIBA MORA","V",0,8.6
"1144","artisanal","JAIBA MORA","VI",0,NA
"1145","artisanal","JAIBA MORA","VII",0,NA
"1146","artisanal","JAIBA MORA","VIII",0,45.2
"1147","artisanal","JAIBA MORA","X",0,7.8
"1148","artisanal","JAIBA MORA","XI",0,12
"1149","artisanal","JAIBA MORA","XII",0,NA
"1150","artisanal","JAIBA MORA","XIV",0,18.8
"1151","artisanal","JAIBA MORA","XV",0,NA
"1152","artisanal","JAIBA PACO","I",0,NA
"1153","artisanal","JAIBA PACO","II",0,NA
"1154","artisanal","JAIBA PACO","III",0,NA
"1155","artisanal","JAIBA PACO","IV",0,NA
"1156","artisanal","JAIBA PACO","IX",0,NA
"1157","artisanal","JAIBA PACO","V",0,3
"1158","artisanal","JAIBA PACO","VI",0,NA
"1159","artisanal","JAIBA PACO","VII",0,NA
"1160","artisanal","JAIBA PACO","VIII",0,1
"1161","artisanal","JAIBA PACO","X",0,NA
"1162","artisanal","JAIBA PACO","XI",0,NA
"1163","artisanal","JAIBA PACO","XII",0,NA
"1164","artisanal","JAIBA PACO","XIV",0,1.25
"1165","artisanal","JAIBA PACO","XV",0,NA
"1166","artisanal","JAIBA PANCHOTE O CANGREJO","I",0,5
"1167","artisanal","JAIBA PANCHOTE O CANGREJO","II",0,NA
"1168","artisanal","JAIBA PANCHOTE O CANGREJO","III",0,NA
"1169","artisanal","JAIBA PANCHOTE O CANGREJO","IV",0,NA
"1170","artisanal","JAIBA PANCHOTE O CANGREJO","IX",0,NA
"1171","artisanal","JAIBA PANCHOTE O CANGREJO","V",0,NA
"1172","artisanal","JAIBA PANCHOTE O CANGREJO","VI",0,NA
"1173","artisanal","JAIBA PANCHOTE O CANGREJO","VII",0,NA
"1174","artisanal","JAIBA PANCHOTE O CANGREJO","VIII",0,5.25
"1175","artisanal","JAIBA PANCHOTE O CANGREJO","X",0,10.6
"1176","artisanal","JAIBA PANCHOTE O CANGREJO","XI",0,NA
"1177","artisanal","JAIBA PANCHOTE O CANGREJO","XII",0,NA
"1178","artisanal","JAIBA PANCHOTE O CANGREJO","XIV",0,1
"1179","artisanal","JAIBA PANCHOTE O CANGREJO","XV",0,NA
"1180","artisanal","JAIBA PANCORA","I",0,NA
"1181","artisanal","JAIBA PANCORA","II",0,NA
"1182","artisanal","JAIBA PANCORA","III",0,NA
"1183","artisanal","JAIBA PANCORA","IV",0,1
"1184","artisanal","JAIBA PANCORA","IX",0,NA
"1185","artisanal","JAIBA PANCORA","V",0,NA
"1186","artisanal","JAIBA PANCORA","VI",0,NA
"1187","artisanal","JAIBA PANCORA","VII",0,NA
"1188","artisanal","JAIBA PANCORA","VIII",0,3
"1189","artisanal","JAIBA PANCORA","X",0,NA
"1190","artisanal","JAIBA PANCORA","XI",0,NA
"1191","artisanal","JAIBA PANCORA","XII",0,NA
"1192","artisanal","JAIBA PANCORA","XIV",0,1
"1193","artisanal","JAIBA PANCORA","XV",0,NA
"1194","artisanal","JAIBA PATUDA","I",0,NA
"1195","artisanal","JAIBA PATUDA","II",0,1.66666666666667
"1196","artisanal","JAIBA PATUDA","III",0,NA
"1197","artisanal","JAIBA PATUDA","IV",0,NA
"1198","artisanal","JAIBA PATUDA","IX",0,NA
"1199","artisanal","JAIBA PATUDA","V",0,NA
"1200","artisanal","JAIBA PATUDA","VI",0,NA
"1201","artisanal","JAIBA PATUDA","VII",0,1
"1202","artisanal","JAIBA PATUDA","VIII",0,15.8
"1203","artisanal","JAIBA PATUDA","X",0,NA
"1204","artisanal","JAIBA PATUDA","XI",0,NA
"1205","artisanal","JAIBA PATUDA","XII",0,NA
"1206","artisanal","JAIBA PATUDA","XIV",0,4
"1207","artisanal","JAIBA PATUDA","XV",0,NA
"1208","artisanal","JAIBA PELUDA O PACHONA","I",0,48.8
"1209","artisanal","JAIBA PELUDA O PACHONA","II",0,49.4
"1210","artisanal","JAIBA PELUDA O PACHONA","III",0,25.8
"1211","artisanal","JAIBA PELUDA O PACHONA","IV",0,37.4
"1212","artisanal","JAIBA PELUDA O PACHONA","IX",0,NA
"1213","artisanal","JAIBA PELUDA O PACHONA","V",0,8.6
"1214","artisanal","JAIBA PELUDA O PACHONA","VI",0,NA
"1215","artisanal","JAIBA PELUDA O PACHONA","VII",0,NA
"1216","artisanal","JAIBA PELUDA O PACHONA","VIII",0,212.4
"1217","artisanal","JAIBA PELUDA O PACHONA","X",0,78.8
"1218","artisanal","JAIBA PELUDA O PACHONA","XI",0,NA
"1219","artisanal","JAIBA PELUDA O PACHONA","XII",0,NA
"1220","artisanal","JAIBA PELUDA O PACHONA","XIV",0,2
"1221","artisanal","JAIBA PELUDA O PACHONA","XV",0,6
"1222","artisanal","JAIBA REINA","I",0,NA
"1223","artisanal","JAIBA REINA","II",0,NA
"1224","artisanal","JAIBA REINA","III",0,NA
"1225","artisanal","JAIBA REINA","IV",0,NA
"1226","artisanal","JAIBA REINA","IX",0,NA
"1227","artisanal","JAIBA REINA","V",0,NA
"1228","artisanal","JAIBA REINA","VI",0,NA
"1229","artisanal","JAIBA REINA","VII",0,NA
"1230","artisanal","JAIBA REINA","VIII",0,107.4
"1231","artisanal","JAIBA REINA","X",0,5
"1232","artisanal","JAIBA REINA","XI",0,NA
"1233","artisanal","JAIBA REINA","XII",0,NA
"1234","artisanal","JAIBA REINA","XIV",0,14.4
"1235","artisanal","JAIBA REINA","XV",0,NA
"1236","artisanal","JAIBA REMADORA","I",0,NA
"1237","artisanal","JAIBA REMADORA","II",0,4
"1238","artisanal","JAIBA REMADORA","III",0,7
"1239","artisanal","JAIBA REMADORA","IV",0,1.66666666666667
"1240","artisanal","JAIBA REMADORA","IX",0,NA
"1241","artisanal","JAIBA REMADORA","V",0,17.6
"1242","artisanal","JAIBA REMADORA","VI",0,23.6
"1243","artisanal","JAIBA REMADORA","VII",0,34
"1244","artisanal","JAIBA REMADORA","VIII",0,129
"1245","artisanal","JAIBA REMADORA","X",0,2
"1246","artisanal","JAIBA REMADORA","XI",0,1
"1247","artisanal","JAIBA REMADORA","XII",0,NA
"1248","artisanal","JAIBA REMADORA","XIV",0,NA
"1249","artisanal","JAIBA REMADORA","XV",0,NA
"1250","artisanal","JERGUILLA","I",0,NA
"1251","artisanal","JERGUILLA","II",0,NA
"1252","artisanal","JERGUILLA","III",0,NA
"1253","artisanal","JERGUILLA","IV",0,5.8
"1254","artisanal","JERGUILLA","IX",0,NA
"1255","artisanal","JERGUILLA","V",0,2.75
"1256","artisanal","JERGUILLA","VI",0,NA
"1257","artisanal","JERGUILLA","VII",0,NA
"1258","artisanal","JERGUILLA","VIII",0,NA
"1259","artisanal","JERGUILLA","X",0,NA
"1260","artisanal","JERGUILLA","XI",0,NA
"1261","artisanal","JERGUILLA","XII",0,NA
"1262","artisanal","JERGUILLA","XIV",0,NA
"1263","artisanal","JERGUILLA","XV",0,NA
"1264","artisanal","JIBIA O CALAMAR ROJO","I",0,1
"1265","artisanal","JIBIA O CALAMAR ROJO","II",0,NA
"1266","artisanal","JIBIA O CALAMAR ROJO","III",0,34.4
"1267","artisanal","JIBIA O CALAMAR ROJO","IV",0,18797.6
"1268","artisanal","JIBIA O CALAMAR ROJO","IX",0,32.5
"1269","artisanal","JIBIA O CALAMAR ROJO","V",0,56058.8
"1270","artisanal","JIBIA O CALAMAR ROJO","VI",0,1
"1271","artisanal","JIBIA O CALAMAR ROJO","VII",0,480.6
"1272","artisanal","JIBIA O CALAMAR ROJO","VIII",0,42228
"1273","artisanal","JIBIA O CALAMAR ROJO","X",0,NA
"1274","artisanal","JIBIA O CALAMAR ROJO","XI",0,NA
"1275","artisanal","JIBIA O CALAMAR ROJO","XII",0,NA
"1276","artisanal","JIBIA O CALAMAR ROJO","XIV",0,391.5
"1277","artisanal","JIBIA O CALAMAR ROJO","XV",0,3.66666666666667
"1278","artisanal","JULIANA O TAWERA","I",0,NA
"1279","artisanal","JULIANA O TAWERA","II",0,NA
"1280","artisanal","JULIANA O TAWERA","III",0,NA
"1281","artisanal","JULIANA O TAWERA","IV",0,NA
"1282","artisanal","JULIANA O TAWERA","IX",0,NA
"1283","artisanal","JULIANA O TAWERA","V",0,NA
"1284","artisanal","JULIANA O TAWERA","VI",0,NA
"1285","artisanal","JULIANA O TAWERA","VII",0,NA
"1286","artisanal","JULIANA O TAWERA","VIII",0,NA
"1287","artisanal","JULIANA O TAWERA","X",0,3978.2
"1288","artisanal","JULIANA O TAWERA","XI",0,NA
"1289","artisanal","JULIANA O TAWERA","XII",0,NA
"1290","artisanal","JULIANA O TAWERA","XIV",0,NA
"1291","artisanal","JULIANA O TAWERA","XV",0,NA
"1292","artisanal","JUREL","I",0,15
"1293","artisanal","JUREL","II",0,634
"1294","artisanal","JUREL","III",0,11044.2
"1295","artisanal","JUREL","IV",0,8288.4
"1296","artisanal","JUREL","IX",0,5
"1297","artisanal","JUREL","V",0,286.2
"1298","artisanal","JUREL","VI",0,21
"1299","artisanal","JUREL","VII",0,94.4
"1300","artisanal","JUREL","VIII",0,8643.4
"1301","artisanal","JUREL","X",0,73.4
"1302","artisanal","JUREL","XI",0,NA
"1303","artisanal","JUREL","XII",0,NA
"1304","artisanal","JUREL","XIV",0,992
"1305","artisanal","JUREL","XV",0,58.6
"1306","artisanal","JUREL DE JUAN FERNANDEZ","I",0,NA
"1307","artisanal","JUREL DE JUAN FERNANDEZ","II",0,NA
"1308","artisanal","JUREL DE JUAN FERNANDEZ","III",0,NA
"1309","artisanal","JUREL DE JUAN FERNANDEZ","IV",0,NA
"1310","artisanal","JUREL DE JUAN FERNANDEZ","IX",0,NA
"1311","artisanal","JUREL DE JUAN FERNANDEZ","V",0,29.6
"1312","artisanal","JUREL DE JUAN FERNANDEZ","VI",0,NA
"1313","artisanal","JUREL DE JUAN FERNANDEZ","VII",0,NA
"1314","artisanal","JUREL DE JUAN FERNANDEZ","VIII",0,NA
"1315","artisanal","JUREL DE JUAN FERNANDEZ","X",0,NA
"1316","artisanal","JUREL DE JUAN FERNANDEZ","XI",0,NA
"1317","artisanal","JUREL DE JUAN FERNANDEZ","XII",0,NA
"1318","artisanal","JUREL DE JUAN FERNANDEZ","XIV",0,NA
"1319","artisanal","JUREL DE JUAN FERNANDEZ","XV",0,NA
"1320","artisanal","JUREL FINO","I",0,NA
"1321","artisanal","JUREL FINO","II",0,1
"1322","artisanal","JUREL FINO","III",0,NA
"1323","artisanal","JUREL FINO","IV",0,NA
"1324","artisanal","JUREL FINO","IX",0,NA
"1325","artisanal","JUREL FINO","V",0,NA
"1326","artisanal","JUREL FINO","VI",0,NA
"1327","artisanal","JUREL FINO","VII",0,NA
"1328","artisanal","JUREL FINO","VIII",0,NA
"1329","artisanal","JUREL FINO","X",0,NA
"1330","artisanal","JUREL FINO","XI",0,NA
"1331","artisanal","JUREL FINO","XII",0,NA
"1332","artisanal","JUREL FINO","XIV",0,NA
"1333","artisanal","JUREL FINO","XV",0,NA
"1334","artisanal","LANGOSTA DE J.FERNANDEZ","I",0,NA
"1335","artisanal","LANGOSTA DE J.FERNANDEZ","II",0,NA
"1336","artisanal","LANGOSTA DE J.FERNANDEZ","III",0,NA
"1337","artisanal","LANGOSTA DE J.FERNANDEZ","IV",0,NA
"1338","artisanal","LANGOSTA DE J.FERNANDEZ","IX",0,NA
"1339","artisanal","LANGOSTA DE J.FERNANDEZ","V",0,85.6
"1340","artisanal","LANGOSTA DE J.FERNANDEZ","VI",0,NA
"1341","artisanal","LANGOSTA DE J.FERNANDEZ","VII",0,NA
"1342","artisanal","LANGOSTA DE J.FERNANDEZ","VIII",0,NA
"1343","artisanal","LANGOSTA DE J.FERNANDEZ","X",0,NA
"1344","artisanal","LANGOSTA DE J.FERNANDEZ","XI",0,NA
"1345","artisanal","LANGOSTA DE J.FERNANDEZ","XII",0,NA
"1346","artisanal","LANGOSTA DE J.FERNANDEZ","XIV",0,NA
"1347","artisanal","LANGOSTA DE J.FERNANDEZ","XV",0,NA
"1348","artisanal","LANGOSTA ENANA","I",0,NA
"1349","artisanal","LANGOSTA ENANA","II",0,1
"1350","artisanal","LANGOSTA ENANA","III",0,NA
"1351","artisanal","LANGOSTA ENANA","IV",0,NA
"1352","artisanal","LANGOSTA ENANA","IX",0,NA
"1353","artisanal","LANGOSTA ENANA","V",0,NA
"1354","artisanal","LANGOSTA ENANA","VI",0,NA
"1355","artisanal","LANGOSTA ENANA","VII",0,NA
"1356","artisanal","LANGOSTA ENANA","VIII",0,NA
"1357","artisanal","LANGOSTA ENANA","X",0,NA
"1358","artisanal","LANGOSTA ENANA","XI",0,NA
"1359","artisanal","LANGOSTA ENANA","XII",0,NA
"1360","artisanal","LANGOSTA ENANA","XIV",0,NA
"1361","artisanal","LANGOSTA ENANA","XV",0,NA
"1362","artisanal","LANGOSTINO AMARILLO","I",0,NA
"1363","artisanal","LANGOSTINO AMARILLO","II",0,NA
"1364","artisanal","LANGOSTINO AMARILLO","III",0,6
"1365","artisanal","LANGOSTINO AMARILLO","IV",0,755.2
"1366","artisanal","LANGOSTINO AMARILLO","IX",0,NA
"1367","artisanal","LANGOSTINO AMARILLO","V",0,114.2
"1368","artisanal","LANGOSTINO AMARILLO","VI",0,NA
"1369","artisanal","LANGOSTINO AMARILLO","VII",0,NA
"1370","artisanal","LANGOSTINO AMARILLO","VIII",0,35
"1371","artisanal","LANGOSTINO AMARILLO","X",0,NA
"1372","artisanal","LANGOSTINO AMARILLO","XI",0,NA
"1373","artisanal","LANGOSTINO AMARILLO","XII",0,NA
"1374","artisanal","LANGOSTINO AMARILLO","XIV",0,NA
"1375","artisanal","LANGOSTINO AMARILLO","XV",0,NA
"1376","artisanal","LANGOSTINO COLORADO","I",0,NA
"1377","artisanal","LANGOSTINO COLORADO","II",0,NA
"1378","artisanal","LANGOSTINO COLORADO","III",0,3
"1379","artisanal","LANGOSTINO COLORADO","IV",0,567
"1380","artisanal","LANGOSTINO COLORADO","IX",0,NA
"1381","artisanal","LANGOSTINO COLORADO","V",0,97.4
"1382","artisanal","LANGOSTINO COLORADO","VI",0,NA
"1383","artisanal","LANGOSTINO COLORADO","VII",0,1.33333333333333
"1384","artisanal","LANGOSTINO COLORADO","VIII",0,356.2
"1385","artisanal","LANGOSTINO COLORADO","X",0,NA
"1386","artisanal","LANGOSTINO COLORADO","XI",0,NA
"1387","artisanal","LANGOSTINO COLORADO","XII",0,NA
"1388","artisanal","LANGOSTINO COLORADO","XIV",0,NA
"1389","artisanal","LANGOSTINO COLORADO","XV",0,NA
"1390","artisanal","LANGOSTINO DE LOS CANALES","I",0,NA
"1391","artisanal","LANGOSTINO DE LOS CANALES","II",0,NA
"1392","artisanal","LANGOSTINO DE LOS CANALES","III",0,NA
"1393","artisanal","LANGOSTINO DE LOS CANALES","IV",0,NA
"1394","artisanal","LANGOSTINO DE LOS CANALES","IX",0,NA
"1395","artisanal","LANGOSTINO DE LOS CANALES","V",0,NA
"1396","artisanal","LANGOSTINO DE LOS CANALES","VI",0,NA
"1397","artisanal","LANGOSTINO DE LOS CANALES","VII",0,NA
"1398","artisanal","LANGOSTINO DE LOS CANALES","VIII",0,NA
"1399","artisanal","LANGOSTINO DE LOS CANALES","X",0,8
"1400","artisanal","LANGOSTINO DE LOS CANALES","XI",0,NA
"1401","artisanal","LANGOSTINO DE LOS CANALES","XII",0,NA
"1402","artisanal","LANGOSTINO DE LOS CANALES","XIV",0,NA
"1403","artisanal","LANGOSTINO DE LOS CANALES","XV",0,NA
"1404","artisanal","LANGOSTINO ENANO","I",0,45.2
"1405","artisanal","LANGOSTINO ENANO","II",0,1.66666666666667
"1406","artisanal","LANGOSTINO ENANO","III",0,NA
"1407","artisanal","LANGOSTINO ENANO","IV",0,NA
"1408","artisanal","LANGOSTINO ENANO","IX",0,NA
"1409","artisanal","LANGOSTINO ENANO","V",0,NA
"1410","artisanal","LANGOSTINO ENANO","VI",0,NA
"1411","artisanal","LANGOSTINO ENANO","VII",0,NA
"1412","artisanal","LANGOSTINO ENANO","VIII",0,NA
"1413","artisanal","LANGOSTINO ENANO","X",0,92.25
"1414","artisanal","LANGOSTINO ENANO","XI",0,NA
"1415","artisanal","LANGOSTINO ENANO","XII",0,NA
"1416","artisanal","LANGOSTINO ENANO","XIV",0,NA
"1417","artisanal","LANGOSTINO ENANO","XV",0,65.2
"1418","artisanal","LAPA","I",0,NA
"1419","artisanal","LAPA","II",0,NA
"1420","artisanal","LAPA","III",0,NA
"1421","artisanal","LAPA","IV",0,4
"1422","artisanal","LAPA","IX",0,NA
"1423","artisanal","LAPA","V",0,3
"1424","artisanal","LAPA","VI",0,NA
"1425","artisanal","LAPA","VII",0,NA
"1426","artisanal","LAPA","VIII",0,NA
"1427","artisanal","LAPA","X",0,NA
"1428","artisanal","LAPA","XI",0,NA
"1429","artisanal","LAPA","XII",0,NA
"1430","artisanal","LAPA","XIV",0,NA
"1431","artisanal","LAPA","XV",0,NA
"1432","artisanal","LAPA BONETE","I",0,NA
"1433","artisanal","LAPA BONETE","II",0,NA
"1434","artisanal","LAPA BONETE","III",0,14
"1435","artisanal","LAPA BONETE","IV",0,1
"1436","artisanal","LAPA BONETE","IX",0,NA
"1437","artisanal","LAPA BONETE","V",0,NA
"1438","artisanal","LAPA BONETE","VI",0,NA
"1439","artisanal","LAPA BONETE","VII",0,NA
"1440","artisanal","LAPA BONETE","VIII",0,NA
"1441","artisanal","LAPA BONETE","X",0,NA
"1442","artisanal","LAPA BONETE","XI",0,NA
"1443","artisanal","LAPA BONETE","XII",0,NA
"1444","artisanal","LAPA BONETE","XIV",0,NA
"1445","artisanal","LAPA BONETE","XV",0,NA
"1446","artisanal","LAPA NEGRA","I",0,10.6
"1447","artisanal","LAPA NEGRA","II",0,277
"1448","artisanal","LAPA NEGRA","III",0,164.4
"1449","artisanal","LAPA NEGRA","IV",0,84
"1450","artisanal","LAPA NEGRA","IX",0,6
"1451","artisanal","LAPA NEGRA","V",0,53
"1452","artisanal","LAPA NEGRA","VI",0,2
"1453","artisanal","LAPA NEGRA","VII",0,1.5
"1454","artisanal","LAPA NEGRA","VIII",0,30.6
"1455","artisanal","LAPA NEGRA","X",0,14.4
"1456","artisanal","LAPA NEGRA","XI",0,3
"1457","artisanal","LAPA NEGRA","XII",0,NA
"1458","artisanal","LAPA NEGRA","XIV",0,20.4
"1459","artisanal","LAPA NEGRA","XV",0,14
"1460","artisanal","LAPA PICTA","I",0,NA
"1461","artisanal","LAPA PICTA","II",0,NA
"1462","artisanal","LAPA PICTA","III",0,NA
"1463","artisanal","LAPA PICTA","IV",0,2
"1464","artisanal","LAPA PICTA","IX",0,NA
"1465","artisanal","LAPA PICTA","V",0,NA
"1466","artisanal","LAPA PICTA","VI",0,NA
"1467","artisanal","LAPA PICTA","VII",0,NA
"1468","artisanal","LAPA PICTA","VIII",0,6.6
"1469","artisanal","LAPA PICTA","X",0,2
"1470","artisanal","LAPA PICTA","XI",0,NA
"1471","artisanal","LAPA PICTA","XII",0,NA
"1472","artisanal","LAPA PICTA","XIV",0,1
"1473","artisanal","LAPA PICTA","XV",0,NA
"1474","artisanal","LAPA REINA","I",0,NA
"1475","artisanal","LAPA REINA","II",0,1
"1476","artisanal","LAPA REINA","III",0,10
"1477","artisanal","LAPA REINA","IV",0,12.5
"1478","artisanal","LAPA REINA","IX",0,NA
"1479","artisanal","LAPA REINA","V",0,2.6
"1480","artisanal","LAPA REINA","VI",0,NA
"1481","artisanal","LAPA REINA","VII",0,NA
"1482","artisanal","LAPA REINA","VIII",0,NA
"1483","artisanal","LAPA REINA","X",0,NA
"1484","artisanal","LAPA REINA","XI",0,224
"1485","artisanal","LAPA REINA","XII",0,NA
"1486","artisanal","LAPA REINA","XIV",0,NA
"1487","artisanal","LAPA REINA","XV",0,NA
"1488","artisanal","LAPA ROSADA","I",0,NA
"1489","artisanal","LAPA ROSADA","II",0,NA
"1490","artisanal","LAPA ROSADA","III",0,13.6
"1491","artisanal","LAPA ROSADA","IV",0,9
"1492","artisanal","LAPA ROSADA","IX",0,NA
"1493","artisanal","LAPA ROSADA","V",0,3.8
"1494","artisanal","LAPA ROSADA","VI",0,NA
"1495","artisanal","LAPA ROSADA","VII",0,NA
"1496","artisanal","LAPA ROSADA","VIII",0,1
"1497","artisanal","LAPA ROSADA","X",0,NA
"1498","artisanal","LAPA ROSADA","XI",0,NA
"1499","artisanal","LAPA ROSADA","XII",0,NA
"1500","artisanal","LAPA ROSADA","XIV",0,1
"1501","artisanal","LAPA ROSADA","XV",0,NA
"1502","artisanal","LECHUGUILLA","I",0,NA
"1503","artisanal","LECHUGUILLA","II",0,NA
"1504","artisanal","LECHUGUILLA","III",0,3.33333333333333
"1505","artisanal","LECHUGUILLA","IV",0,67.6
"1506","artisanal","LECHUGUILLA","IX",0,NA
"1507","artisanal","LECHUGUILLA","V",0,NA
"1508","artisanal","LECHUGUILLA","VI",0,NA
"1509","artisanal","LECHUGUILLA","VII",0,NA
"1510","artisanal","LECHUGUILLA","VIII",0,4
"1511","artisanal","LECHUGUILLA","X",0,19
"1512","artisanal","LECHUGUILLA","XI",0,NA
"1513","artisanal","LECHUGUILLA","XII",0,NA
"1514","artisanal","LECHUGUILLA","XIV",0,3
"1515","artisanal","LECHUGUILLA","XV",0,NA
"1516","artisanal","LENGUADO","I",0,NA
"1517","artisanal","LENGUADO","II",0,1.33333333333333
"1518","artisanal","LENGUADO","III",0,1
"1519","artisanal","LENGUADO","IV",0,2
"1520","artisanal","LENGUADO","IX",0,NA
"1521","artisanal","LENGUADO","V",0,1.66666666666667
"1522","artisanal","LENGUADO","VI",0,NA
"1523","artisanal","LENGUADO","VII",0,NA
"1524","artisanal","LENGUADO","VIII",0,1
"1525","artisanal","LENGUADO","X",0,NA
"1526","artisanal","LENGUADO","XI",0,NA
"1527","artisanal","LENGUADO","XII",0,NA
"1528","artisanal","LENGUADO","XIV",0,1
"1529","artisanal","LENGUADO","XV",0,2
"1530","artisanal","LENGUADO DE OJOS CHICOS","I",0,NA
"1531","artisanal","LENGUADO DE OJOS CHICOS","II",0,NA
"1532","artisanal","LENGUADO DE OJOS CHICOS","III",0,NA
"1533","artisanal","LENGUADO DE OJOS CHICOS","IV",0,4.5
"1534","artisanal","LENGUADO DE OJOS CHICOS","IX",0,NA
