"","subsector","species","region","international_waters","tons"
"2025","artisanal","PEZ SOL","V",0,2.5
"2026","artisanal","PEZ SOL","VI",0,NA
"2027","artisanal","PEZ SOL","VII",0,NA
"2028","artisanal","PEZ SOL","VIII",0,3.66666666666667
"2029","artisanal","PEZ SOL","X",0,NA
"2030","artisanal","PEZ SOL","XI",0,NA
"2031","artisanal","PEZ SOL","XII",0,NA
"2032","artisanal","PEZ SOL","XIV",0,NA
"2033","artisanal","PEZ SOL","XV",0,NA
"2034","artisanal","PICHIBUENO","I",0,NA
"2035","artisanal","PICHIBUENO","II",0,NA
"2036","artisanal","PICHIBUENO","III",0,NA
"2037","artisanal","PICHIBUENO","IV",0,NA
"2038","artisanal","PICHIBUENO","IX",0,NA
"2039","artisanal","PICHIBUENO","V",0,4.25
"2040","artisanal","PICHIBUENO","VI",0,NA
"2041","artisanal","PICHIBUENO","VII",0,NA
"2042","artisanal","PICHIBUENO","VIII",0,NA
"2043","artisanal","PICHIBUENO","X",0,NA
"2044","artisanal","PICHIBUENO","XI",0,NA
"2045","artisanal","PICHIBUENO","XII",0,NA
"2046","artisanal","PICHIBUENO","XIV",0,NA
"2047","artisanal","PICHIBUENO","XV",0,2.5
"2048","artisanal","PICOROCO","I",0,NA
"2049","artisanal","PICOROCO","II",0,NA
"2050","artisanal","PICOROCO","III",0,1
"2051","artisanal","PICOROCO","IV",0,11.6
"2052","artisanal","PICOROCO","IX",0,NA
"2053","artisanal","PICOROCO","V",0,23
"2054","artisanal","PICOROCO","VI",0,NA
"2055","artisanal","PICOROCO","VII",0,NA
"2056","artisanal","PICOROCO","VIII",0,55.6
"2057","artisanal","PICOROCO","X",0,109.8
"2058","artisanal","PICOROCO","XI",0,2.5
"2059","artisanal","PICOROCO","XII",0,NA
"2060","artisanal","PICOROCO","XIV",0,NA
"2061","artisanal","PICOROCO","XV",0,NA
"2062","artisanal","PIURE","I",0,111
"2063","artisanal","PIURE","II",0,12.5
"2064","artisanal","PIURE","III",0,49
"2065","artisanal","PIURE","IV",0,38.25
"2066","artisanal","PIURE","IX",0,1.25
"2067","artisanal","PIURE","V",0,2.5
"2068","artisanal","PIURE","VI",0,77
"2069","artisanal","PIURE","VII",0,135.75
"2070","artisanal","PIURE","VIII",0,357.75
"2071","artisanal","PIURE","X",0,1214
"2072","artisanal","PIURE","XI",0,2
"2073","artisanal","PIURE","XII",0,NA
"2074","artisanal","PIURE","XIV",0,72.25
"2075","artisanal","PIURE","XV",0,69
"2076","artisanal","PULGA SALTARINA O GAMBITA","I",0,NA
"2077","artisanal","PULGA SALTARINA O GAMBITA","II",0,NA
"2078","artisanal","PULGA SALTARINA O GAMBITA","III",0,NA
"2079","artisanal","PULGA SALTARINA O GAMBITA","IV",0,NA
"2080","artisanal","PULGA SALTARINA O GAMBITA","IX",0,NA
"2081","artisanal","PULGA SALTARINA O GAMBITA","V",0,NA
"2082","artisanal","PULGA SALTARINA O GAMBITA","VI",0,1.75
"2083","artisanal","PULGA SALTARINA O GAMBITA","VII",0,NA
"2084","artisanal","PULGA SALTARINA O GAMBITA","VIII",0,NA
"2085","artisanal","PULGA SALTARINA O GAMBITA","X",0,NA
"2086","artisanal","PULGA SALTARINA O GAMBITA","XI",0,NA
"2087","artisanal","PULGA SALTARINA O GAMBITA","XII",0,NA
"2088","artisanal","PULGA SALTARINA O GAMBITA","XIV",0,6.75
"2089","artisanal","PULGA SALTARINA O GAMBITA","XV",0,NA
"2090","artisanal","PULPO DE JUAN FERNANDEZ","I",0,NA
"2091","artisanal","PULPO DE JUAN FERNANDEZ","II",0,NA
"2092","artisanal","PULPO DE JUAN FERNANDEZ","III",0,NA
"2093","artisanal","PULPO DE JUAN FERNANDEZ","IV",0,NA
"2094","artisanal","PULPO DE JUAN FERNANDEZ","IX",0,NA
"2095","artisanal","PULPO DE JUAN FERNANDEZ","V",0,2.5
"2096","artisanal","PULPO DE JUAN FERNANDEZ","VI",0,NA
"2097","artisanal","PULPO DE JUAN FERNANDEZ","VII",0,NA
"2098","artisanal","PULPO DE JUAN FERNANDEZ","VIII",0,NA
"2099","artisanal","PULPO DE JUAN FERNANDEZ","X",0,NA
"2100","artisanal","PULPO DE JUAN FERNANDEZ","XI",0,NA
"2101","artisanal","PULPO DE JUAN FERNANDEZ","XII",0,NA
"2102","artisanal","PULPO DE JUAN FERNANDEZ","XIV",0,NA
"2103","artisanal","PULPO DE JUAN FERNANDEZ","XV",0,NA
"2104","artisanal","PULPO DEL NORTE","I",0,432.8
"2105","artisanal","PULPO DEL NORTE","II",0,1350.2
"2106","artisanal","PULPO DEL NORTE","III",0,88.6
"2107","artisanal","PULPO DEL NORTE","IV",0,NA
"2108","artisanal","PULPO DEL NORTE","IX",0,NA
"2109","artisanal","PULPO DEL NORTE","V",0,NA
"2110","artisanal","PULPO DEL NORTE","VI",0,NA
"2111","artisanal","PULPO DEL NORTE","VII",0,NA
"2112","artisanal","PULPO DEL NORTE","VIII",0,NA
"2113","artisanal","PULPO DEL NORTE","X",0,NA
"2114","artisanal","PULPO DEL NORTE","XI",0,53
"2115","artisanal","PULPO DEL NORTE","XII",0,NA
"2116","artisanal","PULPO DEL NORTE","XIV",0,NA
"2117","artisanal","PULPO DEL NORTE","XV",0,17.4
"2118","artisanal","PULPO DEL SUR","I",0,NA
"2119","artisanal","PULPO DEL SUR","II",0,NA
"2120","artisanal","PULPO DEL SUR","III",0,NA
"2121","artisanal","PULPO DEL SUR","IV",0,NA
"2122","artisanal","PULPO DEL SUR","IX",0,NA
"2123","artisanal","PULPO DEL SUR","V",0,NA
"2124","artisanal","PULPO DEL SUR","VI",0,NA
"2125","artisanal","PULPO DEL SUR","VII",0,NA
"2126","artisanal","PULPO DEL SUR","VIII",0,NA
"2127","artisanal","PULPO DEL SUR","X",0,654.4
"2128","artisanal","PULPO DEL SUR","XI",0,5
"2129","artisanal","PULPO DEL SUR","XII",0,1
"2130","artisanal","PULPO DEL SUR","XIV",0,NA
"2131","artisanal","PULPO DEL SUR","XV",0,NA
"2132","artisanal","PUYE","I",0,NA
"2133","artisanal","PUYE","II",0,NA
"2134","artisanal","PUYE","III",0,NA
"2135","artisanal","PUYE","IV",0,NA
"2136","artisanal","PUYE","IX",0,NA
"2137","artisanal","PUYE","V",0,NA
"2138","artisanal","PUYE","VI",0,NA
"2139","artisanal","PUYE","VII",0,NA
"2140","artisanal","PUYE","VIII",0,NA
"2141","artisanal","PUYE","X",0,NA
"2142","artisanal","PUYE","XI",0,1
"2143","artisanal","PUYE","XII",0,NA
"2144","artisanal","PUYE","XIV",0,NA
"2145","artisanal","PUYE","XV",0,NA
"2146","artisanal","QUIMERA NEGRA","I",0,1
"2147","artisanal","QUIMERA NEGRA","II",0,NA
"2148","artisanal","QUIMERA NEGRA","III",0,NA
"2149","artisanal","QUIMERA NEGRA","IV",0,NA
"2150","artisanal","QUIMERA NEGRA","IX",0,NA
"2151","artisanal","QUIMERA NEGRA","V",0,NA
"2152","artisanal","QUIMERA NEGRA","VI",0,NA
"2153","artisanal","QUIMERA NEGRA","VII",0,NA
"2154","artisanal","QUIMERA NEGRA","VIII",0,NA
"2155","artisanal","QUIMERA NEGRA","X",0,NA
"2156","artisanal","QUIMERA NEGRA","XI",0,NA
"2157","artisanal","QUIMERA NEGRA","XII",0,NA
"2158","artisanal","QUIMERA NEGRA","XIV",0,NA
"2159","artisanal","QUIMERA NEGRA","XV",0,NA
"2160","artisanal","RAYA ESPINOSA","I",0,NA
"2161","artisanal","RAYA ESPINOSA","II",0,NA
"2162","artisanal","RAYA ESPINOSA","III",0,NA
"2163","artisanal","RAYA ESPINOSA","IV",0,NA
"2164","artisanal","RAYA ESPINOSA","IX",0,NA
"2165","artisanal","RAYA ESPINOSA","V",0,9
"2166","artisanal","RAYA ESPINOSA","VI",0,NA
"2167","artisanal","RAYA ESPINOSA","VII",0,2
"2168","artisanal","RAYA ESPINOSA","VIII",0,NA
"2169","artisanal","RAYA ESPINOSA","X",0,14
"2170","artisanal","RAYA ESPINOSA","XI",0,1
"2171","artisanal","RAYA ESPINOSA","XII",0,4
"2172","artisanal","RAYA ESPINOSA","XIV",0,1
"2173","artisanal","RAYA ESPINOSA","XV",0,NA
"2174","artisanal","RAYA VOLANTIN","I",0,NA
"2175","artisanal","RAYA VOLANTIN","II",0,NA
"2176","artisanal","RAYA VOLANTIN","III",0,NA
"2177","artisanal","RAYA VOLANTIN","IV",0,NA
"2178","artisanal","RAYA VOLANTIN","IX",0,NA
"2179","artisanal","RAYA VOLANTIN","V",0,18
"2180","artisanal","RAYA VOLANTIN","VI",0,NA
"2181","artisanal","RAYA VOLANTIN","VII",0,6
"2182","artisanal","RAYA VOLANTIN","VIII",0,14
"2183","artisanal","RAYA VOLANTIN","X",0,155
"2184","artisanal","RAYA VOLANTIN","XI",0,19.25
"2185","artisanal","RAYA VOLANTIN","XII",0,13.5
"2186","artisanal","RAYA VOLANTIN","XIV",0,8
"2187","artisanal","RAYA VOLANTIN","XV",0,NA
"2188","artisanal","REINETA","I",0,NA
"2189","artisanal","REINETA","II",0,NA
"2190","artisanal","REINETA","III",0,NA
"2191","artisanal","REINETA","IV",0,NA
"2192","artisanal","REINETA","IX",0,504.4
"2193","artisanal","REINETA","V",0,8.6
"2194","artisanal","REINETA","VI",0,6
"2195","artisanal","REINETA","VII",0,1438.8
"2196","artisanal","REINETA","VIII",0,18129
"2197","artisanal","REINETA","X",0,7831.8
"2198","artisanal","REINETA","XI",0,1
"2199","artisanal","REINETA","XII",0,NA
"2200","artisanal","REINETA","XIV",0,74
"2201","artisanal","REINETA","XV",0,NA
"2202","artisanal","REMOREMO","I",0,NA
"2203","artisanal","REMOREMO","II",0,NA
"2204","artisanal","REMOREMO","III",0,NA
"2205","artisanal","REMOREMO","IV",0,NA
"2206","artisanal","REMOREMO","IX",0,NA
"2207","artisanal","REMOREMO","V",0,1
"2208","artisanal","REMOREMO","VI",0,NA
"2209","artisanal","REMOREMO","VII",0,NA
"2210","artisanal","REMOREMO","VIII",0,NA
"2211","artisanal","REMOREMO","X",0,NA
"2212","artisanal","REMOREMO","XI",0,NA
"2213","artisanal","REMOREMO","XII",0,NA
"2214","artisanal","REMOREMO","XIV",0,NA
"2215","artisanal","REMOREMO","XV",0,NA
"2216","artisanal","ROBALO","I",0,NA
"2217","artisanal","ROBALO","II",0,NA
"2218","artisanal","ROBALO","III",0,NA
"2219","artisanal","ROBALO","IV",0,NA
"2220","artisanal","ROBALO","IX",0,10.4
"2221","artisanal","ROBALO","V",0,4
"2222","artisanal","ROBALO","VI",0,NA
"2223","artisanal","ROBALO","VII",0,20.2
"2224","artisanal","ROBALO","VIII",0,33.75
"2225","artisanal","ROBALO","X",0,29.8
"2226","artisanal","ROBALO","XI",0,40.8
"2227","artisanal","ROBALO","XII",0,8
"2228","artisanal","ROBALO","XIV",0,118.8
"2229","artisanal","ROBALO","XV",0,NA
"2230","artisanal","ROCOCO","I",0,NA
"2231","artisanal","ROCOCO","II",0,NA
"2232","artisanal","ROCOCO","III",0,NA
"2233","artisanal","ROCOCO","IV",0,NA
"2234","artisanal","ROCOCO","IX",0,NA
"2235","artisanal","ROCOCO","V",0,NA
"2236","artisanal","ROCOCO","VI",0,NA
"2237","artisanal","ROCOCO","VII",0,NA
"2238","artisanal","ROCOCO","VIII",0,NA
"2239","artisanal","ROCOCO","X",0,NA
"2240","artisanal","ROCOCO","XI",0,NA
"2241","artisanal","ROCOCO","XII",0,NA
"2242","artisanal","ROCOCO","XIV",0,NA
"2243","artisanal","ROCOCO","XV",0,2
"2244","artisanal","ROLLIZO","I",0,1
"2245","artisanal","ROLLIZO","II",0,4
"2246","artisanal","ROLLIZO","III",0,3.4
"2247","artisanal","ROLLIZO","IV",0,3.6
"2248","artisanal","ROLLIZO","IX",0,NA
"2249","artisanal","ROLLIZO","V",0,NA
"2250","artisanal","ROLLIZO","VI",0,NA
"2251","artisanal","ROLLIZO","VII",0,1
"2252","artisanal","ROLLIZO","VIII",0,3.25
"2253","artisanal","ROLLIZO","X",0,5.6
"2254","artisanal","ROLLIZO","XI",0,27
"2255","artisanal","ROLLIZO","XII",0,NA
"2256","artisanal","ROLLIZO","XIV",0,1
"2257","artisanal","ROLLIZO","XV",0,1
"2258","artisanal","RONCACHO","I",0,NA
"2259","artisanal","RONCACHO","II",0,NA
"2260","artisanal","RONCACHO","III",0,NA
"2261","artisanal","RONCACHO","IV",0,NA
"2262","artisanal","RONCACHO","IX",0,NA
"2263","artisanal","RONCACHO","V",0,NA
"2264","artisanal","RONCACHO","VI",0,NA
"2265","artisanal","RONCACHO","VII",0,5.66666666666667
"2266","artisanal","RONCACHO","VIII",0,NA
"2267","artisanal","RONCACHO","X",0,NA
"2268","artisanal","RONCACHO","XI",0,NA
"2269","artisanal","RONCACHO","XII",0,NA
"2270","artisanal","RONCACHO","XIV",0,NA
"2271","artisanal","RONCACHO","XV",0,69
"2272","artisanal","SALMON REY","I",0,NA
"2273","artisanal","SALMON REY","II",0,NA
"2274","artisanal","SALMON REY","III",0,NA
"2275","artisanal","SALMON REY","IV",0,NA
"2276","artisanal","SALMON REY","IX",0,2
"2277","artisanal","SALMON REY","V",0,NA
"2278","artisanal","SALMON REY","VI",0,NA
"2279","artisanal","SALMON REY","VII",0,NA
"2280","artisanal","SALMON REY","VIII",0,NA
"2281","artisanal","SALMON REY","X",0,NA
"2282","artisanal","SALMON REY","XI",0,NA
"2283","artisanal","SALMON REY","XII",0,NA
"2284","artisanal","SALMON REY","XIV",0,NA
"2285","artisanal","SALMON REY","XV",0,NA
"2286","artisanal","SARDINA AUSTRAL","I",0,NA
"2287","artisanal","SARDINA AUSTRAL","II",0,NA
"2288","artisanal","SARDINA AUSTRAL","III",0,NA
"2289","artisanal","SARDINA AUSTRAL","IV",0,NA
"2290","artisanal","SARDINA AUSTRAL","IX",0,NA
"2291","artisanal","SARDINA AUSTRAL","V",0,NA
"2292","artisanal","SARDINA AUSTRAL","VI",0,NA
"2293","artisanal","SARDINA AUSTRAL","VII",0,NA
"2294","artisanal","SARDINA AUSTRAL","VIII",0,NA
"2295","artisanal","SARDINA AUSTRAL","X",0,20573
"2296","artisanal","SARDINA AUSTRAL","XI",0,6019.8
"2297","artisanal","SARDINA AUSTRAL","XII",0,NA
"2298","artisanal","SARDINA AUSTRAL","XIV",0,NA
"2299","artisanal","SARDINA AUSTRAL","XV",0,NA
"2300","artisanal","SARDINA COMUN","I",0,NA
"2301","artisanal","SARDINA COMUN","II",0,7.66666666666667
"2302","artisanal","SARDINA COMUN","III",0,NA
"2303","artisanal","SARDINA COMUN","IV",0,NA
"2304","artisanal","SARDINA COMUN","IX",0,3
"2305","artisanal","SARDINA COMUN","V",0,6351.2
"2306","artisanal","SARDINA COMUN","VI",0,NA
"2307","artisanal","SARDINA COMUN","VII",0,NA
"2308","artisanal","SARDINA COMUN","VIII",0,254557.2
"2309","artisanal","SARDINA COMUN","X",0,2509
"2310","artisanal","SARDINA COMUN","XI",0,NA
"2311","artisanal","SARDINA COMUN","XII",0,NA
"2312","artisanal","SARDINA COMUN","XIV",0,76707.2
"2313","artisanal","SARDINA COMUN","XV",0,NA
"2314","artisanal","SARDINA ESPA<U+00D1>OLA","I",0,NA
"2315","artisanal","SARDINA ESPA<U+00D1>OLA","II",0,249.4
"2316","artisanal","SARDINA ESPA<U+00D1>OLA","III",0,5
"2317","artisanal","SARDINA ESPA<U+00D1>OLA","IV",0,32.5
"2318","artisanal","SARDINA ESPA<U+00D1>OLA","IX",0,NA
"2319","artisanal","SARDINA ESPA<U+00D1>OLA","V",0,NA
"2320","artisanal","SARDINA ESPA<U+00D1>OLA","VI",0,NA
"2321","artisanal","SARDINA ESPA<U+00D1>OLA","VII",0,NA
"2322","artisanal","SARDINA ESPA<U+00D1>OLA","VIII",0,NA
"2323","artisanal","SARDINA ESPA<U+00D1>OLA","X",0,NA
"2324","artisanal","SARDINA ESPA<U+00D1>OLA","XI",0,NA
"2325","artisanal","SARDINA ESPA<U+00D1>OLA","XII",0,NA
"2326","artisanal","SARDINA ESPA<U+00D1>OLA","XIV",0,50
"2327","artisanal","SARDINA ESPA<U+00D1>OLA","XV",0,NA
"2328","artisanal","SARGO","I",0,2
"2329","artisanal","SARGO","II",0,3.33333333333333
"2330","artisanal","SARGO","III",0,NA
"2331","artisanal","SARGO","IV",0,NA
"2332","artisanal","SARGO","IX",0,NA
"2333","artisanal","SARGO","V",0,NA
"2334","artisanal","SARGO","VI",0,NA
"2335","artisanal","SARGO","VII",0,NA
"2336","artisanal","SARGO","VIII",0,NA
"2337","artisanal","SARGO","X",0,NA
"2338","artisanal","SARGO","XI",0,NA
"2339","artisanal","SARGO","XII",0,NA
"2340","artisanal","SARGO","XIV",0,NA
"2341","artisanal","SARGO","XV",0,5
"2342","artisanal","SIERRA","I",0,NA
"2343","artisanal","SIERRA","II",0,NA
"2344","artisanal","SIERRA","III",0,5
"2345","artisanal","SIERRA","IV",0,15.2
"2346","artisanal","SIERRA","IX",0,177.8
"2347","artisanal","SIERRA","V",0,161.8
"2348","artisanal","SIERRA","VI",0,74.4
"2349","artisanal","SIERRA","VII",0,318.8
"2350","artisanal","SIERRA","VIII",0,871.2
"2351","artisanal","SIERRA","X",0,170.8
"2352","artisanal","SIERRA","XI",0,1.75
"2353","artisanal","SIERRA","XII",0,NA
"2354","artisanal","SIERRA","XIV",0,1545.4
"2355","artisanal","SIERRA","XV",0,NA
"2356","artisanal","TAQUILLA","I",0,NA
"2357","artisanal","TAQUILLA","II",0,NA
"2358","artisanal","TAQUILLA","III",0,NA
"2359","artisanal","TAQUILLA","IV",0,1
"2360","artisanal","TAQUILLA","IX",0,1.5
"2361","artisanal","TAQUILLA","V",0,NA
"2362","artisanal","TAQUILLA","VI",0,NA
"2363","artisanal","TAQUILLA","VII",0,NA
"2364","artisanal","TAQUILLA","VIII",0,1356.6
"2365","artisanal","TAQUILLA","X",0,28.3333333333333
"2366","artisanal","TAQUILLA","XI",0,NA
"2367","artisanal","TAQUILLA","XII",0,NA
"2368","artisanal","TAQUILLA","XIV",0,NA
"2369","artisanal","TAQUILLA","XV",0,NA
"2370","artisanal","TIBURON FUME, GRIS O GATA DE MAR","I",0,NA
"2371","artisanal","TIBURON FUME, GRIS O GATA DE MAR","II",0,2
"2372","artisanal","TIBURON FUME, GRIS O GATA DE MAR","III",0,NA
"2373","artisanal","TIBURON FUME, GRIS O GATA DE MAR","IV",0,NA
"2374","artisanal","TIBURON FUME, GRIS O GATA DE MAR","IX",0,NA
"2375","artisanal","TIBURON FUME, GRIS O GATA DE MAR","V",0,NA
"2376","artisanal","TIBURON FUME, GRIS O GATA DE MAR","VI",0,NA
"2377","artisanal","TIBURON FUME, GRIS O GATA DE MAR","VII",0,NA
"2378","artisanal","TIBURON FUME, GRIS O GATA DE MAR","VIII",0,3
"2379","artisanal","TIBURON FUME, GRIS O GATA DE MAR","X",0,NA
"2380","artisanal","TIBURON FUME, GRIS O GATA DE MAR","XI",0,NA
"2381","artisanal","TIBURON FUME, GRIS O GATA DE MAR","XII",0,NA
"2382","artisanal","TIBURON FUME, GRIS O GATA DE MAR","XIV",0,NA
"2383","artisanal","TIBURON FUME, GRIS O GATA DE MAR","XV",0,NA
"2384","artisanal","TIBURON NARIGON GRIS","I",0,NA
"2385","artisanal","TIBURON NARIGON GRIS","II",0,2
"2386","artisanal","TIBURON NARIGON GRIS","III",0,1
"2387","artisanal","TIBURON NARIGON GRIS","IV",0,NA
"2388","artisanal","TIBURON NARIGON GRIS","IX",0,NA
"2389","artisanal","TIBURON NARIGON GRIS","V",0,NA
"2390","artisanal","TIBURON NARIGON GRIS","VI",0,NA
"2391","artisanal","TIBURON NARIGON GRIS","VII",0,NA
"2392","artisanal","TIBURON NARIGON GRIS","VIII",0,1
"2393","artisanal","TIBURON NARIGON GRIS","X",0,NA
"2394","artisanal","TIBURON NARIGON GRIS","XI",0,NA
"2395","artisanal","TIBURON NARIGON GRIS","XII",0,NA
"2396","artisanal","TIBURON NARIGON GRIS","XIV",0,NA
"2397","artisanal","TIBURON NARIGON GRIS","XV",0,NA
"2398","artisanal","TIBURON O MARRAJO DENTUDO","I",0,53.2
"2399","artisanal","TIBURON O MARRAJO DENTUDO","I",1,NA
"2400","artisanal","TIBURON O MARRAJO DENTUDO","II",0,34.8
"2401","artisanal","TIBURON O MARRAJO DENTUDO","II",1,NA
"2402","artisanal","TIBURON O MARRAJO DENTUDO","III",0,46.6
"2403","artisanal","TIBURON O MARRAJO DENTUDO","III",1,NA
"2404","artisanal","TIBURON O MARRAJO DENTUDO","IV",0,44.6
"2405","artisanal","TIBURON O MARRAJO DENTUDO","IV",1,16.5
"2406","artisanal","TIBURON O MARRAJO DENTUDO","IX",0,NA
"2407","artisanal","TIBURON O MARRAJO DENTUDO","IX",1,NA
"2408","artisanal","TIBURON O MARRAJO DENTUDO","R.M.",1,NA
"2409","artisanal","TIBURON O MARRAJO DENTUDO","V",0,52.6
"2410","artisanal","TIBURON O MARRAJO DENTUDO","V",1,NA
"2411","artisanal","TIBURON O MARRAJO DENTUDO","VI",0,NA
"2412","artisanal","TIBURON O MARRAJO DENTUDO","VI",1,NA
"2413","artisanal","TIBURON O MARRAJO DENTUDO","VII",0,1.5
"2414","artisanal","TIBURON O MARRAJO DENTUDO","VII",1,NA
"2415","artisanal","TIBURON O MARRAJO DENTUDO","VIII",0,37.2
"2416","artisanal","TIBURON O MARRAJO DENTUDO","VIII",1,3
"2417","artisanal","TIBURON O MARRAJO DENTUDO","X",0,NA
"2418","artisanal","TIBURON O MARRAJO DENTUDO","X",1,NA
"2419","artisanal","TIBURON O MARRAJO DENTUDO","XI",0,NA
"2420","artisanal","TIBURON O MARRAJO DENTUDO","XI",1,NA
"2421","artisanal","TIBURON O MARRAJO DENTUDO","XII",0,NA
"2422","artisanal","TIBURON O MARRAJO DENTUDO","XII",1,NA
"2423","artisanal","TIBURON O MARRAJO DENTUDO","XIV",0,9
"2424","artisanal","TIBURON O MARRAJO DENTUDO","XIV",1,NA
"2425","artisanal","TIBURON O MARRAJO DENTUDO","XV",0,19.4
"2426","artisanal","TIBURON O MARRAJO DENTUDO","XV",1,NA
"2427","artisanal","TIBURON SARDINERO","I",0,NA
"2428","artisanal","TIBURON SARDINERO","I",1,NA
"2429","artisanal","TIBURON SARDINERO","II",0,1
"2430","artisanal","TIBURON SARDINERO","II",1,NA
"2431","artisanal","TIBURON SARDINERO","III",0,NA
"2432","artisanal","TIBURON SARDINERO","III",1,NA
"2433","artisanal","TIBURON SARDINERO","IV",0,24.4
"2434","artisanal","TIBURON SARDINERO","IV",1,1
"2435","artisanal","TIBURON SARDINERO","IX",0,NA
"2436","artisanal","TIBURON SARDINERO","IX",1,NA
"2437","artisanal","TIBURON SARDINERO","R.M.",1,NA
"2438","artisanal","TIBURON SARDINERO","V",0,13
"2439","artisanal","TIBURON SARDINERO","V",1,NA
"2440","artisanal","TIBURON SARDINERO","VI",0,NA
"2441","artisanal","TIBURON SARDINERO","VI",1,NA
"2442","artisanal","TIBURON SARDINERO","VII",0,3
"2443","artisanal","TIBURON SARDINERO","VII",1,NA
"2444","artisanal","TIBURON SARDINERO","VIII",0,34.6
"2445","artisanal","TIBURON SARDINERO","VIII",1,2
"2446","artisanal","TIBURON SARDINERO","X",0,NA
"2447","artisanal","TIBURON SARDINERO","X",1,NA
"2448","artisanal","TIBURON SARDINERO","XI",0,NA
"2449","artisanal","TIBURON SARDINERO","XI",1,NA
"2450","artisanal","TIBURON SARDINERO","XII",0,NA
"2451","artisanal","TIBURON SARDINERO","XII",1,NA
"2452","artisanal","TIBURON SARDINERO","XIV",0,20
"2453","artisanal","TIBURON SARDINERO","XIV",1,NA
"2454","artisanal","TIBURON SARDINERO","XV",0,2
"2455","artisanal","TIBURON SARDINERO","XV",1,NA
"2456","artisanal","TOLLO","I",0,1.33333333333333
"2457","artisanal","TOLLO","II",0,2.6
"2458","artisanal","TOLLO","III",0,1
"2459","artisanal","TOLLO","IV",0,1
"2460","artisanal","TOLLO","IX",0,7.4
"2461","artisanal","TOLLO","V",0,4
"2462","artisanal","TOLLO","VI",0,NA
"2463","artisanal","TOLLO","VII",0,6.2
"2464","artisanal","TOLLO","VIII",0,1
"2465","artisanal","TOLLO","X",0,3
"2466","artisanal","TOLLO","XI",0,NA
"2467","artisanal","TOLLO","XII",0,NA
"2468","artisanal","TOLLO","XIV",0,NA
"2469","artisanal","TOLLO","XV",0,1.66666666666667
"2470","artisanal","TOLLO DE CACHOS","I",0,NA
"2471","artisanal","TOLLO DE CACHOS","II",0,NA
"2472","artisanal","TOLLO DE CACHOS","III",0,NA
"2473","artisanal","TOLLO DE CACHOS","IV",0,NA
"2474","artisanal","TOLLO DE CACHOS","IX",0,NA
"2475","artisanal","TOLLO DE CACHOS","V",0,NA
"2476","artisanal","TOLLO DE CACHOS","VI",0,NA
"2477","artisanal","TOLLO DE CACHOS","VII",0,NA
"2478","artisanal","TOLLO DE CACHOS","VIII",0,NA
"2479","artisanal","TOLLO DE CACHOS","X",0,1.33333333333333
"2480","artisanal","TOLLO DE CACHOS","XI",0,NA
"2481","artisanal","TOLLO DE CACHOS","XII",0,NA
"2482","artisanal","TOLLO DE CACHOS","XIV",0,NA
"2483","artisanal","TOLLO DE CACHOS","XV",0,NA
"2484","artisanal","TOTAL ALGAS","I",1,0
"2485","artisanal","TOTAL ALGAS","II",1,0
"2486","artisanal","TOTAL ALGAS","III",1,0
"2487","artisanal","TOTAL ALGAS","IV",1,0
"2488","artisanal","TOTAL ALGAS","IX",1,0
"2489","artisanal","TOTAL ALGAS","R.M.",1,0
"2490","artisanal","TOTAL ALGAS","V",1,0
"2491","artisanal","TOTAL ALGAS","VI",1,0
"2492","artisanal","TOTAL ALGAS","VII",1,0
"2493","artisanal","TOTAL ALGAS","VIII",1,0
"2494","artisanal","TOTAL ALGAS","X",1,0
"2495","artisanal","TOTAL ALGAS","XI",1,0
"2496","artisanal","TOTAL ALGAS","XII",1,0
"2497","artisanal","TOTAL ALGAS","XIV",1,0
"2498","artisanal","TOTAL ALGAS","XV",1,0
"2499","artisanal","TUMBAO","I",0,NA
"2500","artisanal","TUMBAO","II",0,NA
"2501","artisanal","TUMBAO","III",0,NA
"2502","artisanal","TUMBAO","IV",0,NA
"2503","artisanal","TUMBAO","IX",0,NA
"2504","artisanal","TUMBAO","V",0,NA
"2505","artisanal","TUMBAO","VI",0,NA
"2506","artisanal","TUMBAO","VII",0,NA
"2507","artisanal","TUMBAO","VIII",0,NA
"2508","artisanal","TUMBAO","X",0,539.4
"2509","artisanal","TUMBAO","XI",0,NA
"2510","artisanal","TUMBAO","XII",0,NA
"2511","artisanal","TUMBAO","XIV",0,NA
"2512","artisanal","TUMBAO","XV",0,NA
"2513","artisanal","VIDRIOLA, PALOMETA, DORADO O TOREMO","I",0,85
"2514","artisanal","VIDRIOLA, PALOMETA, DORADO O TOREMO","II",0,77.8
"2515","artisanal","VIDRIOLA, PALOMETA, DORADO O TOREMO","III",0,91
"2516","artisanal","VIDRIOLA, PALOMETA, DORADO O TOREMO","IV",0,31.4
"2517","artisanal","VIDRIOLA, PALOMETA, DORADO O TOREMO","IX",0,NA
"2518","artisanal","VIDRIOLA, PALOMETA, DORADO O TOREMO","V",0,134.6
"2519","artisanal","VIDRIOLA, PALOMETA, DORADO O TOREMO","VI",0,NA
"2520","artisanal","VIDRIOLA, PALOMETA, DORADO O TOREMO","VII",0,NA
"2521","artisanal","VIDRIOLA, PALOMETA, DORADO O TOREMO","VIII",0,1
"2522","artisanal","VIDRIOLA, PALOMETA, DORADO O TOREMO","X",0,NA
