"species","region","tons","product","year"
"CHORO","III",0,"fresh",2015
"CULENGUE","III",0,"fresh",2015
"HUEPO O NAVAJA DE MAR","III",0,"fresh",2015
"JIBIA O CALAMAR ROJO","III",0,"fresh",2015
"LAPA BONETE","III",0,"fresh",2015
"LAPA NEGRA","III",27,"fresh",2015
"LAPA REINA","III",0,"fresh",2015
"LOCO","III",0,"fresh",2015
"MACHA","III",0,"fresh",2015
"NAVAJUELA","III",0,"fresh",2015
"OSTION DEL NORTE","III",0,"fresh",2015
"OSTION DEL SUR","III",0,"fresh",2015
"OSTRA CHILENA","III",0,"fresh",2015
"PULPO DEL NORTE","III",0,"fresh",2015
"PULPO DEL SUR","III",0,"fresh",2015
"TUMBAO","III",0,"fresh",2015
"CAMARON NAILON","III",0,"fresh",2015
"CENTOLLA","III",0,"fresh",2015
"CENTOLLON","III",0,"fresh",2015
"JAIBA MARMOLA","III",0,"fresh",2015
"JAIBA PELUDA O PACHONA","III",0,"fresh",2015
"LANGOSTINO AMARILLO","III",0,"fresh",2015
"ERIZO","III",26,"fresh",2015
"PIURE","III",0,"fresh",2015
"COCHAYUYO","IV",0,"fresh",2015
"ALBACORA O PEZ ESPADA / IVI HEHEU","IV",626,"fresh",2015
"ANCHOVETA","IV",0,"fresh",2015
"AZULEJO","IV",38,"fresh",2015
"BACALAO DE PROFUNDIDAD","IV",0,"fresh",2015
"CABALLA","IV",0,"fresh",2015
"COJINOBA MOTEADA","IV",0,"fresh",2015
"CONGRIO COLORADO","IV",0,"fresh",2015
"CONGRIO DORADO","IV",0,"fresh",2015
"CONGRIO NEGRO","IV",0,"fresh",2015
"CORVINA","IV",0,"fresh",2015
"JUREL","IV",1,"fresh",2015
"LENGUADO DE OJOS GRANDES","IV",0,"fresh",2015
"MERLUZA COMUN","IV",0,"fresh",2015
"MERLUZA DE COLA","IV",0,"fresh",2015
"MERLUZA DEL SUR O AUSTRAL","IV",0,"fresh",2015
"PEJEGALLO","IV",0,"fresh",2015
"PEJERREY DE MAR","IV",0,"fresh",2015
"REINETA","IV",8,"fresh",2015
"ROBALO","IV",0,"fresh",2015
"SALMON DEL ATLANTICO","IV",0,"fresh",2015
"SALMON PLATEADO O COHO","IV",0,"fresh",2015
"SIERRA","IV",0,"fresh",2015
"TIBURON O MARRAJO DENTUDO","IV",19,"fresh",2015
"TOLLO","IV",0,"fresh",2015
"TRUCHA ARCOIRIS","IV",0,"fresh",2015
"ABALON JAPONES","IV",0,"fresh",2015
"ABALON ROJO","IV",6,"fresh",2015
"ALMEJA","IV",0,"fresh",2015
"CARACOL LOCATE","IV",6,"fresh",2015
"CARACOL PICUYO","IV",0,"fresh",2015
"CHOLGA","IV",0,"fresh",2015
"CHORITO","IV",0,"fresh",2015
"CHORO","IV",0,"fresh",2015
"CULENGUE","IV",0,"fresh",2015
"HUEPO O NAVAJA DE MAR","IV",0,"fresh",2015
"JIBIA O CALAMAR ROJO","IV",1508,"fresh",2015
"LAPA BONETE","IV",0,"fresh",2015
"LAPA NEGRA","IV",26,"fresh",2015
"LAPA REINA","IV",2,"fresh",2015
"LOCO","IV",110,"fresh",2015
"MACHA","IV",0,"fresh",2015
"NAVAJUELA","IV",0,"fresh",2015
"OSTION DEL NORTE","IV",68,"fresh",2015
"OSTION DEL SUR","IV",0,"fresh",2015
"OSTRA CHILENA","IV",0,"fresh",2015
"PULPO DEL NORTE","IV",0,"fresh",2015
"PULPO DEL SUR","IV",0,"fresh",2015
"TUMBAO","IV",0,"fresh",2015
"CAMARON NAILON","IV",35,"fresh",2015
"CENTOLLA","IV",0,"fresh",2015
"CENTOLLON","IV",0,"fresh",2015
"JAIBA MARMOLA","IV",0,"fresh",2015
"JAIBA PELUDA O PACHONA","IV",4,"fresh",2015
"LANGOSTINO AMARILLO","IV",3,"fresh",2015
"ERIZO","IV",0,"fresh",2015
"PIURE","IV",0,"fresh",2015
"COCHAYUYO","V",0,"fresh",2015
"ALBACORA O PEZ ESPADA / IVI HEHEU","V",106,"fresh",2015
"ANCHOVETA","V",0,"fresh",2015
"AZULEJO","V",0,"fresh",2015
"BACALAO DE PROFUNDIDAD","V",0,"fresh",2015
"CABALLA","V",0,"fresh",2015
"COJINOBA MOTEADA","V",0,"fresh",2015
"CONGRIO COLORADO","V",0,"fresh",2015
"CONGRIO DORADO","V",0,"fresh",2015
"CONGRIO NEGRO","V",0,"fresh",2015
"CORVINA","V",0,"fresh",2015
"JUREL","V",0,"fresh",2015
"LENGUADO DE OJOS GRANDES","V",0,"fresh",2015
"MERLUZA COMUN","V",0,"fresh",2015
"MERLUZA DE COLA","V",0,"fresh",2015
"MERLUZA DEL SUR O AUSTRAL","V",0,"fresh",2015
"PEJEGALLO","V",0,"fresh",2015
"PEJERREY DE MAR","V",0,"fresh",2015
"REINETA","V",18,"fresh",2015
"ROBALO","V",0,"fresh",2015
"SALMON DEL ATLANTICO","V",0,"fresh",2015
"SALMON PLATEADO O COHO","V",0,"fresh",2015
"SIERRA","V",0,"fresh",2015
"TIBURON O MARRAJO DENTUDO","V",0,"fresh",2015
"TOLLO","V",0,"fresh",2015
"TRUCHA ARCOIRIS","V",0,"fresh",2015
"ABALON JAPONES","V",0,"fresh",2015
"ABALON ROJO","V",10,"fresh",2015
"ALMEJA","V",0,"fresh",2015
"CARACOL LOCATE","V",0,"fresh",2015
"CARACOL PICUYO","V",0,"fresh",2015
"CHOLGA","V",0,"fresh",2015
"CHORITO","V",0,"fresh",2015
"CHORO","V",0,"fresh",2015
"CULENGUE","V",0,"fresh",2015
"HUEPO O NAVAJA DE MAR","V",0,"fresh",2015
"JIBIA O CALAMAR ROJO","V",2919,"fresh",2015
"LAPA BONETE","V",0,"fresh",2015
"LAPA NEGRA","V",0,"fresh",2015
"LAPA REINA","V",0,"fresh",2015
"LOCO","V",0,"fresh",2015
"MACHA","V",0,"fresh",2015
"NAVAJUELA","V",0,"fresh",2015
"OSTION DEL NORTE","V",0,"fresh",2015
"OSTION DEL SUR","V",0,"fresh",2015
"OSTRA CHILENA","V",0,"fresh",2015
"PULPO DEL NORTE","V",0,"fresh",2015
"PULPO DEL SUR","V",0,"fresh",2015
"TUMBAO","V",0,"fresh",2015
"CAMARON NAILON","V",0,"fresh",2015
"CENTOLLA","V",0,"fresh",2015
"CENTOLLON","V",0,"fresh",2015
"JAIBA MARMOLA","V",0,"fresh",2015
"JAIBA PELUDA O PACHONA","V",0,"fresh",2015
"LANGOSTINO AMARILLO","V",0,"fresh",2015
"ERIZO","V",0,"fresh",2015
"PIURE","V",0,"fresh",2015
"COCHAYUYO","VI",0,"fresh",2015
"ALBACORA O PEZ ESPADA / IVI HEHEU","VI",0,"fresh",2015
"ANCHOVETA","VI",0,"fresh",2015
"AZULEJO","VI",0,"fresh",2015
"BACALAO DE PROFUNDIDAD","VI",0,"fresh",2015
"CABALLA","VI",0,"fresh",2015
"COJINOBA MOTEADA","VI",0,"fresh",2015
"CONGRIO COLORADO","VI",0,"fresh",2015
"CONGRIO DORADO","VI",0,"fresh",2015
"CONGRIO NEGRO","VI",0,"fresh",2015
"CORVINA","VI",0,"fresh",2015
"JUREL","VI",0,"fresh",2015
"LENGUADO DE OJOS GRANDES","VI",0,"fresh",2015
"MERLUZA COMUN","VI",0,"fresh",2015
"MERLUZA DE COLA","VI",0,"fresh",2015
"MERLUZA DEL SUR O AUSTRAL","VI",0,"fresh",2015
"PEJEGALLO","VI",0,"fresh",2015
"PEJERREY DE MAR","VI",0,"fresh",2015
"REINETA","VI",2,"fresh",2015
"ROBALO","VI",0,"fresh",2015
"SALMON DEL ATLANTICO","VI",0,"fresh",2015
"SALMON PLATEADO O COHO","VI",0,"fresh",2015
"SIERRA","VI",0,"fresh",2015
"TIBURON O MARRAJO DENTUDO","VI",0,"fresh",2015
"TOLLO","VI",0,"fresh",2015
"TRUCHA ARCOIRIS","VI",0,"fresh",2015
"ABALON JAPONES","VI",0,"fresh",2015
"ABALON ROJO","VI",0,"fresh",2015
"ALMEJA","VI",0,"fresh",2015
"CARACOL LOCATE","VI",0,"fresh",2015
"CARACOL PICUYO","VI",0,"fresh",2015
"CHOLGA","VI",0,"fresh",2015
"CHORITO","VI",0,"fresh",2015
"CHORO","VI",0,"fresh",2015
"CULENGUE","VI",0,"fresh",2015
"HUEPO O NAVAJA DE MAR","VI",0,"fresh",2015
"JIBIA O CALAMAR ROJO","VI",0,"fresh",2015
"LAPA BONETE","VI",0,"fresh",2015
"LAPA NEGRA","VI",0,"fresh",2015
"LAPA REINA","VI",0,"fresh",2015
"LOCO","VI",0,"fresh",2015
"MACHA","VI",0,"fresh",2015
"NAVAJUELA","VI",0,"fresh",2015
"OSTION DEL NORTE","VI",0,"fresh",2015
"OSTION DEL SUR","VI",0,"fresh",2015
"OSTRA CHILENA","VI",0,"fresh",2015
"PULPO DEL NORTE","VI",0,"fresh",2015
"PULPO DEL SUR","VI",0,"fresh",2015
"TUMBAO","VI",0,"fresh",2015
"CAMARON NAILON","VI",0,"fresh",2015
"CENTOLLA","VI",0,"fresh",2015
"CENTOLLON","VI",0,"fresh",2015
"JAIBA MARMOLA","VI",0,"fresh",2015
"JAIBA PELUDA O PACHONA","VI",0,"fresh",2015
"LANGOSTINO AMARILLO","VI",0,"fresh",2015
"ERIZO","VI",0,"fresh",2015
"PIURE","VI",0,"fresh",2015
"COCHAYUYO","VII",0,"fresh",2015
"ALBACORA O PEZ ESPADA / IVI HEHEU","VII",0,"fresh",2015
"ANCHOVETA","VII",0,"fresh",2015
"AZULEJO","VII",0,"fresh",2015
"BACALAO DE PROFUNDIDAD","VII",0,"fresh",2015
"CABALLA","VII",0,"fresh",2015
"COJINOBA MOTEADA","VII",0,"fresh",2015
"CONGRIO COLORADO","VII",0,"fresh",2015
"CONGRIO DORADO","VII",0,"fresh",2015
"CONGRIO NEGRO","VII",0,"fresh",2015
"CORVINA","VII",0,"fresh",2015
"JUREL","VII",0,"fresh",2015
"LENGUADO DE OJOS GRANDES","VII",0,"fresh",2015
"MERLUZA COMUN","VII",0,"fresh",2015
"MERLUZA DE COLA","VII",0,"fresh",2015
"MERLUZA DEL SUR O AUSTRAL","VII",0,"fresh",2015
"PEJEGALLO","VII",0,"fresh",2015
"PEJERREY DE MAR","VII",0,"fresh",2015
"REINETA","VII",0,"fresh",2015
"ROBALO","VII",0,"fresh",2015
"SALMON DEL ATLANTICO","VII",0,"fresh",2015
"SALMON PLATEADO O COHO","VII",0,"fresh",2015
"SIERRA","VII",0,"fresh",2015
"TIBURON O MARRAJO DENTUDO","VII",0,"fresh",2015
"TOLLO","VII",0,"fresh",2015
"TRUCHA ARCOIRIS","VII",0,"fresh",2015
"ABALON JAPONES","VII",0,"fresh",2015
"ABALON ROJO","VII",0,"fresh",2015
"ALMEJA","VII",0,"fresh",2015
"CARACOL LOCATE","VII",0,"fresh",2015
"CARACOL PICUYO","VII",0,"fresh",2015
"CHOLGA","VII",0,"fresh",2015
"CHORITO","VII",0,"fresh",2015
"CHORO","VII",0,"fresh",2015
"CULENGUE","VII",0,"fresh",2015
"HUEPO O NAVAJA DE MAR","VII",0,"fresh",2015
"JIBIA O CALAMAR ROJO","VII",0,"fresh",2015
"LAPA BONETE","VII",0,"fresh",2015
"LAPA NEGRA","VII",0,"fresh",2015
"LAPA REINA","VII",0,"fresh",2015
"LOCO","VII",0,"fresh",2015
"MACHA","VII",0,"fresh",2015
"NAVAJUELA","VII",0,"fresh",2015
"OSTION DEL NORTE","VII",0,"fresh",2015
"OSTION DEL SUR","VII",0,"fresh",2015
"OSTRA CHILENA","VII",0,"fresh",2015
"PULPO DEL NORTE","VII",0,"fresh",2015
"PULPO DEL SUR","VII",0,"fresh",2015
"TUMBAO","VII",0,"fresh",2015
"CAMARON NAILON","VII",0,"fresh",2015
"CENTOLLA","VII",0,"fresh",2015
"CENTOLLON","VII",0,"fresh",2015
"JAIBA MARMOLA","VII",0,"fresh",2015
"JAIBA PELUDA O PACHONA","VII",0,"fresh",2015
"LANGOSTINO AMARILLO","VII",0,"fresh",2015
"ERIZO","VII",0,"fresh",2015
"PIURE","VII",0,"fresh",2015
"COCHAYUYO","VIII",0,"fresh",2015
"ALBACORA O PEZ ESPADA / IVI HEHEU","VIII",9,"fresh",2015
"ANCHOVETA","VIII",0,"fresh",2015
"AZULEJO","VIII",0,"fresh",2015
"BACALAO DE PROFUNDIDAD","VIII",0,"fresh",2015
"CABALLA","VIII",636,"fresh",2015
"COJINOBA MOTEADA","VIII",0,"fresh",2015
"CONGRIO COLORADO","VIII",0,"fresh",2015
"CONGRIO DORADO","VIII",4,"fresh",2015
"CONGRIO NEGRO","VIII",0,"fresh",2015
"CORVINA","VIII",1,"fresh",2015
"JUREL","VIII",39816,"fresh",2015
"LENGUADO DE OJOS GRANDES","VIII",2,"fresh",2015
"MERLUZA COMUN","VIII",3808,"fresh",2015
"MERLUZA DE COLA","VIII",4120,"fresh",2015
"MERLUZA DEL SUR O AUSTRAL","VIII",5,"fresh",2015
"PEJEGALLO","VIII",0,"fresh",2015
"PEJERREY DE MAR","VIII",7,"fresh",2015
"REINETA","VIII",480,"fresh",2015
"ROBALO","VIII",0,"fresh",2015
"SALMON DEL ATLANTICO","VIII",0,"fresh",2015
"SALMON PLATEADO O COHO","VIII",0,"fresh",2015
"SIERRA","VIII",0,"fresh",2015
"TIBURON O MARRAJO DENTUDO","VIII",0,"fresh",2015
"TOLLO","VIII",0,"fresh",2015
"TRUCHA ARCOIRIS","VIII",0,"fresh",2015
"ABALON JAPONES","VIII",0,"fresh",2015
"ABALON ROJO","VIII",1,"fresh",2015
"ALMEJA","VIII",0,"fresh",2015
"CARACOL LOCATE","VIII",0,"fresh",2015
"CARACOL PICUYO","VIII",0,"fresh",2015
"CHOLGA","VIII",0,"fresh",2015
"CHORITO","VIII",0,"fresh",2015
"CHORO","VIII",0,"fresh",2015
"CULENGUE","VIII",1,"fresh",2015
"HUEPO O NAVAJA DE MAR","VIII",29,"fresh",2015
"JIBIA O CALAMAR ROJO","VIII",27148,"fresh",2015
"LAPA BONETE","VIII",0,"fresh",2015
"LAPA NEGRA","VIII",0,"fresh",2015
"LAPA REINA","VIII",0,"fresh",2015
"LOCO","VIII",22,"fresh",2015
"MACHA","VIII",0,"fresh",2015
"NAVAJUELA","VIII",93,"fresh",2015
"OSTION DEL NORTE","VIII",0,"fresh",2015
"OSTION DEL SUR","VIII",0,"fresh",2015
"OSTRA CHILENA","VIII",0,"fresh",2015
"PULPO DEL NORTE","VIII",0,"fresh",2015
"PULPO DEL SUR","VIII",0,"fresh",2015
"TUMBAO","VIII",0,"fresh",2015
"CAMARON NAILON","VIII",0,"fresh",2015
"CENTOLLA","VIII",0,"fresh",2015
"CENTOLLON","VIII",0,"fresh",2015
"JAIBA MARMOLA","VIII",0,"fresh",2015
"JAIBA PELUDA O PACHONA","VIII",0,"fresh",2015
"LANGOSTINO AMARILLO","VIII",0,"fresh",2015
"ERIZO","VIII",0,"fresh",2015
"PIURE","VIII",0,"fresh",2015
"COCHAYUYO","IX",0,"fresh",2015
"ALBACORA O PEZ ESPADA / IVI HEHEU","IX",0,"fresh",2015
"ANCHOVETA","IX",0,"fresh",2015
"AZULEJO","IX",0,"fresh",2015
"BACALAO DE PROFUNDIDAD","IX",0,"fresh",2015
"CABALLA","IX",0,"fresh",2015
"COJINOBA MOTEADA","IX",0,"fresh",2015
"CONGRIO COLORADO","IX",0,"fresh",2015
"CONGRIO DORADO","IX",0,"fresh",2015
"CONGRIO NEGRO","IX",0,"fresh",2015
"CORVINA","IX",0,"fresh",2015
"JUREL","IX",0,"fresh",2015
"LENGUADO DE OJOS GRANDES","IX",0,"fresh",2015
"MERLUZA COMUN","IX",0,"fresh",2015
"MERLUZA DE COLA","IX",0,"fresh",2015
"MERLUZA DEL SUR O AUSTRAL","IX",0,"fresh",2015
"PEJEGALLO","IX",0,"fresh",2015
"PEJERREY DE MAR","IX",0,"fresh",2015
"REINETA","IX",0,"fresh",2015
"ROBALO","IX",0,"fresh",2015
"SALMON DEL ATLANTICO","IX",22,"fresh",2015
"SALMON PLATEADO O COHO","IX",0,"fresh",2015
"SIERRA","IX",0,"fresh",2015
"TIBURON O MARRAJO DENTUDO","IX",0,"fresh",2015
"TOLLO","IX",0,"fresh",2015
"TRUCHA ARCOIRIS","IX",0,"fresh",2015
"ABALON JAPONES","IX",0,"fresh",2015
"ABALON ROJO","IX",0,"fresh",2015
"ALMEJA","IX",0,"fresh",2015
"CARACOL LOCATE","IX",0,"fresh",2015
"CARACOL PICUYO","IX",0,"fresh",2015
"CHOLGA","IX",0,"fresh",2015
"CHORITO","IX",0,"fresh",2015
"CHORO","IX",0,"fresh",2015
"CULENGUE","IX",0,"fresh",2015
"HUEPO O NAVAJA DE MAR","IX",0,"fresh",2015
"JIBIA O CALAMAR ROJO","IX",0,"fresh",2015
"LAPA BONETE","IX",0,"fresh",2015
"LAPA NEGRA","IX",0,"fresh",2015
"LAPA REINA","IX",0,"fresh",2015
"LOCO","IX",0,"fresh",2015
"MACHA","IX",0,"fresh",2015
"NAVAJUELA","IX",0,"fresh",2015
"OSTION DEL NORTE","IX",0,"fresh",2015
"OSTION DEL SUR","IX",0,"fresh",2015
"OSTRA CHILENA","IX",0,"fresh",2015
"PULPO DEL NORTE","IX",0,"fresh",2015
"PULPO DEL SUR","IX",0,"fresh",2015
"TUMBAO","IX",0,"fresh",2015
"CAMARON NAILON","IX",0,"fresh",2015
"CENTOLLA","IX",0,"fresh",2015
"CENTOLLON","IX",0,"fresh",2015
"JAIBA MARMOLA","IX",0,"fresh",2015
"JAIBA PELUDA O PACHONA","IX",0,"fresh",2015
"LANGOSTINO AMARILLO","IX",0,"fresh",2015
"ERIZO","IX",0,"fresh",2015
"PIURE","IX",0,"fresh",2015
"COCHAYUYO","XIV",0,"fresh",2015
"ALBACORA O PEZ ESPADA / IVI HEHEU","XIV",0,"fresh",2015
"ANCHOVETA","XIV",0,"fresh",2015
"AZULEJO","XIV",0,"fresh",2015
"BACALAO DE PROFUNDIDAD","XIV",0,"fresh",2015
"CABALLA","XIV",0,"fresh",2015
"COJINOBA MOTEADA","XIV",0,"fresh",2015
"CONGRIO COLORADO","XIV",0,"fresh",2015
"CONGRIO DORADO","XIV",0,"fresh",2015
"CONGRIO NEGRO","XIV",0,"fresh",2015
"CORVINA","XIV",0,"fresh",2015
"JUREL","XIV",0,"fresh",2015
"LENGUADO DE OJOS GRANDES","XIV",0,"fresh",2015
"MERLUZA COMUN","XIV",0,"fresh",2015
"MERLUZA DE COLA","XIV",0,"fresh",2015
"MERLUZA DEL SUR O AUSTRAL","XIV",0,"fresh",2015
"PEJEGALLO","XIV",0,"fresh",2015
"PEJERREY DE MAR","XIV",0,"fresh",2015
"REINETA","XIV",0,"fresh",2015
"ROBALO","XIV",0,"fresh",2015
"SALMON DEL ATLANTICO","XIV",0,"fresh",2015
"SALMON PLATEADO O COHO","XIV",0,"fresh",2015
"SIERRA","XIV",0,"fresh",2015
"TIBURON O MARRAJO DENTUDO","XIV",0,"fresh",2015
"TOLLO","XIV",0,"fresh",2015
"TRUCHA ARCOIRIS","XIV",0,"fresh",2015
"ABALON JAPONES","XIV",0,"fresh",2015
"ABALON ROJO","XIV",0,"fresh",2015
"ALMEJA","XIV",0,"fresh",2015
"CARACOL LOCATE","XIV",0,"fresh",2015
"CARACOL PICUYO","XIV",0,"fresh",2015
"CHOLGA","XIV",0,"fresh",2015
"CHORITO","XIV",0,"fresh",2015
"CHORO","XIV",0,"fresh",2015
"CULENGUE","XIV",1,"fresh",2015
"HUEPO O NAVAJA DE MAR","XIV",10,"fresh",2015
"JIBIA O CALAMAR ROJO","XIV",0,"fresh",2015
"LAPA BONETE","XIV",0,"fresh",2015
"LAPA NEGRA","XIV",2,"fresh",2015
"LAPA REINA","XIV",0,"fresh",2015
"LOCO","XIV",4,"fresh",2015
"MACHA","XIV",0,"fresh",2015
"NAVAJUELA","XIV",0,"fresh",2015
"OSTION DEL NORTE","XIV",0,"fresh",2015
"OSTION DEL SUR","XIV",0,"fresh",2015
"OSTRA CHILENA","XIV",0,"fresh",2015
"PULPO DEL NORTE","XIV",0,"fresh",2015
"PULPO DEL SUR","XIV",0,"fresh",2015
"TUMBAO","XIV",0,"fresh",2015
"CAMARON NAILON","XIV",0,"fresh",2015
"CENTOLLA","XIV",11,"fresh",2015
"CENTOLLON","XIV",0,"fresh",2015
"JAIBA MARMOLA","XIV",0,"fresh",2015
"JAIBA PELUDA O PACHONA","XIV",0,"fresh",2015
"LANGOSTINO AMARILLO","XIV",0,"fresh",2015
"ERIZO","XIV",0,"fresh",2015
"PIURE","XIV",0,"fresh",2015
"COCHAYUYO","X",13,"fresh",2015
"ALBACORA O PEZ ESPADA / IVI HEHEU","X",0,"fresh",2015
"ANCHOVETA","X",0,"fresh",2015
"AZULEJO","X",0,"fresh",2015
"BACALAO DE PROFUNDIDAD","X",36,"fresh",2015
"CABALLA","X",0,"fresh",2015
"COJINOBA MOTEADA","X",0,"fresh",2015
"CONGRIO COLORADO","X",0,"fresh",2015
"CONGRIO DORADO","X",45,"fresh",2015
"CONGRIO NEGRO","X",0,"fresh",2015
"CORVINA","X",0,"fresh",2015
"JUREL","X",52,"fresh",2015
"LENGUADO DE OJOS GRANDES","X",0,"fresh",2015
"MERLUZA COMUN","X",0,"fresh",2015
"MERLUZA DE COLA","X",0,"fresh",2015
"MERLUZA DEL SUR O AUSTRAL","X",3968,"fresh",2015
"PEJEGALLO","X",0,"fresh",2015
"PEJERREY DE MAR","X",27,"fresh",2015
"REINETA","X",24,"fresh",2015
"ROBALO","X",0,"fresh",2015
"SALMON DEL ATLANTICO","X",439156,"fresh",2015
"SALMON PLATEADO O COHO","X",54771,"fresh",2015
"SIERRA","X",14,"fresh",2015
"TIBURON O MARRAJO DENTUDO","X",0,"fresh",2015
"TOLLO","X",0,"fresh",2015
"TRUCHA ARCOIRIS","X",42776,"fresh",2015
"ABALON JAPONES","X",0,"fresh",2015
"ABALON ROJO","X",0,"fresh",2015
"ALMEJA","X",123,"fresh",2015
"CARACOL LOCATE","X",0,"fresh",2015
"CARACOL PICUYO","X",1,"fresh",2015
"CHOLGA","X",440,"fresh",2015
"CHORITO","X",1639,"fresh",2015
"CHORO","X",3,"fresh",2015
"CULENGUE","X",114,"fresh",2015
"HUEPO O NAVAJA DE MAR","X",0,"fresh",2015
"JIBIA O CALAMAR ROJO","X",0,"fresh",2015
"LAPA BONETE","X",0,"fresh",2015
"LAPA NEGRA","X",0,"fresh",2015
"LAPA REINA","X",0,"fresh",2015
"LOCO","X",147,"fresh",2015
"MACHA","X",8,"fresh",2015
"NAVAJUELA","X",47,"fresh",2015
"OSTION DEL NORTE","X",0,"fresh",2015
"OSTION DEL SUR","X",0,"fresh",2015
"OSTRA CHILENA","X",5,"fresh",2015
"PULPO DEL NORTE","X",1,"fresh",2015
"PULPO DEL SUR","X",43,"fresh",2015
"TUMBAO","X",0,"fresh",2015
"CAMARON NAILON","X",0,"fresh",2015
"CENTOLLA","X",13,"fresh",2015
"CENTOLLON","X",0,"fresh",2015
"JAIBA MARMOLA","X",1,"fresh",2015
"JAIBA PELUDA O PACHONA","X",0,"fresh",2015
"LANGOSTINO AMARILLO","X",0,"fresh",2015
"ERIZO","X",755,"fresh",2015
"PIURE","X",130,"fresh",2015
"COCHAYUYO","XI",0,"fresh",2015
"ALBACORA O PEZ ESPADA / IVI HEHEU","XI",0,"fresh",2015
"ANCHOVETA","XI",0,"fresh",2015
"AZULEJO","XI",0,"fresh",2015
"BACALAO DE PROFUNDIDAD","XI",0,"fresh",2015
"CABALLA","XI",0,"fresh",2015
"COJINOBA MOTEADA","XI",4,"fresh",2015
"CONGRIO COLORADO","XI",0,"fresh",2015
"CONGRIO DORADO","XI",4,"fresh",2015
"CONGRIO NEGRO","XI",0,"fresh",2015
"CORVINA","XI",0,"fresh",2015
"JUREL","XI",0,"fresh",2015
"LENGUADO DE OJOS GRANDES","XI",0,"fresh",2015
"MERLUZA COMUN","XI",0,"fresh",2015
"MERLUZA DE COLA","XI",7,"fresh",2015
"MERLUZA DEL SUR O AUSTRAL","XI",763,"fresh",2015
"PEJEGALLO","XI",0,"fresh",2015
"PEJERREY DE MAR","XI",0,"fresh",2015
"REINETA","XI",1315,"fresh",2015
"ROBALO","XI",0,"fresh",2015
"SALMON DEL ATLANTICO","XI",13267,"fresh",2015
"SALMON PLATEADO O COHO","XI",0,"fresh",2015
"SIERRA","XI",0,"fresh",2015
"TIBURON O MARRAJO DENTUDO","XI",0,"fresh",2015
"TOLLO","XI",0,"fresh",2015
"TRUCHA ARCOIRIS","XI",3,"fresh",2015
"ABALON JAPONES","XI",0,"fresh",2015
"ABALON ROJO","XI",0,"fresh",2015
"ALMEJA","XI",0,"fresh",2015
"CARACOL LOCATE","XI",0,"fresh",2015
"CARACOL PICUYO","XI",0,"fresh",2015
"CHOLGA","XI",0,"fresh",2015
"CHORITO","XI",0,"fresh",2015
"CHORO","XI",0,"fresh",2015
"CULENGUE","XI",0,"fresh",2015
"HUEPO O NAVAJA DE MAR","XI",0,"fresh",2015
"JIBIA O CALAMAR ROJO","XI",0,"fresh",2015
"LAPA BONETE","XI",0,"fresh",2015
"LAPA NEGRA","XI",0,"fresh",2015
"LAPA REINA","XI",0,"fresh",2015
"LOCO","XI",0,"fresh",2015
"MACHA","XI",0,"fresh",2015
"NAVAJUELA","XI",0,"fresh",2015
"OSTION DEL NORTE","XI",0,"fresh",2015
"OSTION DEL SUR","XI",0,"fresh",2015
"OSTRA CHILENA","XI",0,"fresh",2015
"PULPO DEL NORTE","XI",0,"fresh",2015
"PULPO DEL SUR","XI",0,"fresh",2015
"TUMBAO","XI",0,"fresh",2015
"CAMARON NAILON","XI",0,"fresh",2015
"CENTOLLA","XI",0,"fresh",2015
"CENTOLLON","XI",0,"fresh",2015
"JAIBA MARMOLA","XI",0,"fresh",2015
"JAIBA PELUDA O PACHONA","XI",0,"fresh",2015
"LANGOSTINO AMARILLO","XI",0,"fresh",2015
"ERIZO","XI",68,"fresh",2015
"PIURE","XI",0,"fresh",2015
"COCHAYUYO","XII",0,"fresh",2015
"ALBACORA O PEZ ESPADA / IVI HEHEU","XII",0,"fresh",2015
"ANCHOVETA","XII",0,"fresh",2015
"AZULEJO","XII",0,"fresh",2015
"BACALAO DE PROFUNDIDAD","XII",0,"fresh",2015
"CABALLA","XII",0,"fresh",2015
"COJINOBA MOTEADA","XII",0,"fresh",2015
"CONGRIO COLORADO","XII",0,"fresh",2015
"CONGRIO DORADO","XII",4,"fresh",2015
"CONGRIO NEGRO","XII",0,"fresh",2015
"CORVINA","XII",0,"fresh",2015
"JUREL","XII",0,"fresh",2015
"LENGUADO DE OJOS GRANDES","XII",0,"fresh",2015
"MERLUZA COMUN","XII",0,"fresh",2015
"MERLUZA DE COLA","XII",0,"fresh",2015
"MERLUZA DEL SUR O AUSTRAL","XII",2,"fresh",2015
"PEJEGALLO","XII",0,"fresh",2015
"PEJERREY DE MAR","XII",2,"fresh",2015
"REINETA","XII",0,"fresh",2015
"ROBALO","XII",0,"fresh",2015
"SALMON DEL ATLANTICO","XII",7459,"fresh",2015
"SALMON PLATEADO O COHO","XII",0,"fresh",2015
"SIERRA","XII",0,"fresh",2015
"TIBURON O MARRAJO DENTUDO","XII",0,"fresh",2015
"TOLLO","XII",0,"fresh",2015
"TRUCHA ARCOIRIS","XII",63,"fresh",2015
"ABALON JAPONES","XII",0,"fresh",2015
"ABALON ROJO","XII",0,"fresh",2015
"ALMEJA","XII",0,"fresh",2015
"CARACOL LOCATE","XII",0,"fresh",2015
"CARACOL PICUYO","XII",0,"fresh",2015
"CHOLGA","XII",1,"fresh",2015
