"species","region","tons","product","year","sc_name","en_name"
"BACALADILLO O MOTE","XV",2,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","XV",287,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","XV",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","XV",914,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","XV",258,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","XV",0,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","XV",0,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","XV",0,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","XV",0,"fish meal",2013,"Pescado","Fish"
"REINETA","XV",0,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","XV",0,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","XV",0,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","XV",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","XV",0,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","XV",0,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","XV",0,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","I",1832,"fish meal",2013,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","I",93624,"fish meal",2013,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","I",133,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","I",1348,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","I",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","I",1943,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","I",0,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","I",0,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","I",0,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","I",5,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","I",0,"fish meal",2013,"Pescado","Fish"
"REINETA","I",0,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","I",0,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","I",0,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","I",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","I",0,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","I",5,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","I",7,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","II",62,"fish meal",2013,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","II",24351,"fish meal",2013,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","II",0,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","II",154,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","II",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","II",796,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","II",0,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","II",0,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","II",0,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","II",0,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","II",0,"fish meal",2013,"Pescado","Fish"
"REINETA","II",0,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","II",0,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","II",0,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","II",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","II",0,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","II",9,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","II",0,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","III",0,"fish meal",2013,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","III",4923,"fish meal",2013,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","III",2557,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","III",1783,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","III",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","III",682,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","III",0,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","III",0,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","III",0,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","III",0,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","III",0,"fish meal",2013,"Pescado","Fish"
"REINETA","III",0,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","III",0,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","III",0,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","III",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","III",0,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","III",23,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","III",0,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","IV",0,"fish meal",2013,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","IV",2625,"fish meal",2013,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","IV",209,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","IV",334,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","IV",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","IV",2754,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","IV",837,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","IV",0,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","IV",0,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","IV",0,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","IV",6,"fish meal",2013,"Pescado","Fish"
"REINETA","IV",0,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","IV",0,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","IV",0,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","IV",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","IV",0,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","IV",165,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","IV",0,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","V",0,"fish meal",2013,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","V",946,"fish meal",2013,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","V",669,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","V",0,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","V",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","V",0,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","V",79,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","V",0,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","V",1,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","V",0,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","V",0,"fish meal",2013,"Pescado","Fish"
"REINETA","V",0,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","V",0,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","V",1072,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","V",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","V",0,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","V",0,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","V",0,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","VI",0,"fish meal",2013,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","VI",0,"fish meal",2013,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","VI",0,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","VI",0,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","VI",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","VI",0,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","VI",0,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","VI",0,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","VI",0,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","VI",0,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","VI",0,"fish meal",2013,"Pescado","Fish"
"REINETA","VI",0,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","VI",0,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","VI",0,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","VI",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","VI",0,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","VI",0,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","VI",0,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","VII",0,"fish meal",2013,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","VII",0,"fish meal",2013,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","VII",0,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","VII",0,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","VII",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","VII",0,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","VII",0,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","VII",0,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","VII",0,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","VII",0,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","VII",0,"fish meal",2013,"Pescado","Fish"
"REINETA","VII",0,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","VII",0,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","VII",0,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","VII",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","VII",0,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","VII",0,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","VII",0,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","VIII",1,"fish meal",2013,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","VIII",7159,"fish meal",2013,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","VIII",5766,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","VIII",1893,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","VIII",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","VIII",8353,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","VIII",489,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","VIII",948,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","VIII",238,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","VIII",1,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","VIII",27,"fish meal",2013,"Pescado","Fish"
"REINETA","VIII",1,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","VIII",0,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","VIII",34830,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","VIII",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","VIII",2,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","VIII",304,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","VIII",0,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","IX",0,"fish meal",2013,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","IX",0,"fish meal",2013,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","IX",0,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","IX",0,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","IX",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","IX",0,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","IX",0,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","IX",0,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","IX",0,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","IX",0,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","IX",0,"fish meal",2013,"Pescado","Fish"
"REINETA","IX",0,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","IX",0,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","IX",0,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","IX",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","IX",0,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","IX",0,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","IX",0,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","XIV",0,"fish meal",2013,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","XIV",681,"fish meal",2013,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","XIV",1698,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","XIV",0,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","XIV",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","XIV",0,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","XIV",0,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","XIV",0,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","XIV",91,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","XIV",0,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","XIV",0,"fish meal",2013,"Pescado","Fish"
"REINETA","XIV",0,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","XIV",0,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","XIV",9279,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","XIV",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","XIV",0,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","XIV",0,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","XIV",0,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","X",0,"fish meal",2013,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","X",30,"fish meal",2013,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","X",6,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","X",0,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","X",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","X",1,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","X",0,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","X",0,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","X",0,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","X",0,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","X",0,"fish meal",2013,"Pescado","Fish"
"REINETA","X",0,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","X",3864,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","X",765,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","X",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","X",0,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","X",0,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","X",0,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","XI",0,"fish meal",2013,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","XI",0,"fish meal",2013,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","XI",0,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","XI",0,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","XI",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","XI",0,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","XI",0,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","XI",0,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","XI",0,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","XI",0,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","XI",0,"fish meal",2013,"Pescado","Fish"
"REINETA","XI",0,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","XI",0,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","XI",0,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","XI",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","XI",0,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","XI",0,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","XI",0,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","XII",0,"fish meal",2013,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","XII",0,"fish meal",2013,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","XII",0,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","XII",0,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","XII",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","XII",0,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","XII",0,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","XII",0,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","XII",0,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","XII",0,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","XII",0,"fish meal",2013,"Pescado","Fish"
"REINETA","XII",0,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","XII",0,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","XII",0,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","XII",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","XII",0,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","XII",0,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","XII",0,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","RM",0,"fish meal",2013,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","RM",0,"fish meal",2013,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","RM",0,"fish meal",2013,"Normanichthys crockeri","Mote sculpin"
"CABALLA","RM",0,"fish meal",2013,"Scomber japonicus","Chub mackerel"
"CABINZA","RM",0,"fish meal",2013,"Isacia conceptionis","Cabinza grunt"
"JUREL","RM",0,"fish meal",2013,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","RM",0,"fish meal",2013,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","RM",0,"fish meal",2013,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","RM",0,"fish meal",2013,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","RM",0,"fish meal",2013,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","RM",0,"fish meal",2013,"Pescado","Fish"
"REINETA","RM",0,"fish meal",2013,"Brama australis","Southern rays bream"
"SARDINA AUSTRAL","RM",0,"fish meal",2013,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","RM",0,"fish meal",2013,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","RM",0,"fish meal",2013,"Sardinops sagax","South American pilchard"
"CALAMAR","RM",0,"fish meal",2013,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","RM",0,"fish meal",2013,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","RM",0,"fish meal",2013,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","XV",0,"fish meal",2014,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","XV",58882,"fish meal",2014,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","XV",0,"fish meal",2014,"Normanichthys crockeri","Mote sculpin"
"CABALLA","XV",79,"fish meal",2014,"Scomber japonicus","Chub mackerel"
"CABINZA","XV",0,"fish meal",2014,"Isacia conceptionis","Cabinza grunt"
"COJINOBA DEL SUR O AZUL","XV",0,"fish meal",2014,"Seriolella caerulea","White warehou"
"CORVINA","XV",0,"fish meal",2014,"Cilus gilberti","Corvina drum"
"JUREL","XV",286,"fish meal",2014,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","XV",260,"fish meal",2014,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","XV",0,"fish meal",2014,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","XV",0,"fish meal",2014,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","XV",0,"fish meal",2014,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","XV",0,"fish meal",2014,"Pescado","Fish"
"REINETA","XV",0,"fish meal",2014,"Brama australis","Southern rays bream"
"RONCACHO","XV",10,"fish meal",2014,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","XV",0,"fish meal",2014,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","XV",0,"fish meal",2014,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","XV",0,"fish meal",2014,"Sardinops sagax","South American pilchard"
"SIERRA","XV",0,"fish meal",2014,"Thyrsites atun","Snoek"
"CALAMAR","XV",0,"fish meal",2014,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","XV",1,"fish meal",2014,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO COLORADO","XV",0,"fish meal",2014,"Pleuroncodes monodon","Red squat lobster"
"LANGOSTINO ENANO","XV",4,"fish meal",2014,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","I",82,"fish meal",2014,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","I",87213,"fish meal",2014,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","I",3,"fish meal",2014,"Normanichthys crockeri","Mote sculpin"
"CABALLA","I",1119,"fish meal",2014,"Scomber japonicus","Chub mackerel"
"CABINZA","I",0,"fish meal",2014,"Isacia conceptionis","Cabinza grunt"
"COJINOBA DEL SUR O AZUL","I",0,"fish meal",2014,"Seriolella caerulea","White warehou"
"CORVINA","I",0,"fish meal",2014,"Cilus gilberti","Corvina drum"
"JUREL","I",3028,"fish meal",2014,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","I",0,"fish meal",2014,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","I",0,"fish meal",2014,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","I",0,"fish meal",2014,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","I",4,"fish meal",2014,"Odontesthes regia","Chilean silverside"
"PESCADO NO CLASIFICADO","I",0,"fish meal",2014,"Pescado","Fish"
"REINETA","I",0,"fish meal",2014,"Brama australis","Southern rays bream"
"RONCACHO","I",0,"fish meal",2014,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","I",0,"fish meal",2014,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","I",0,"fish meal",2014,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","I",0,"fish meal",2014,"Sardinops sagax","South American pilchard"
"SIERRA","I",0,"fish meal",2014,"Thyrsites atun","Snoek"
"CALAMAR","I",0,"fish meal",2014,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","I",14,"fish meal",2014,"Dosidicus gigas","Jumbo flying squid"
