"species","region","tons","product","year","sc_name","en_name"
"AGUJILLA","VIII",1,"fish meal",2015,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","VIII",12194,"fish meal",2015,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","VIII",5088,"fish meal",2015,"Normanichthys crockeri","Mote sculpin"
"CABALLA","VIII",2307,"fish meal",2015,"Scomber japonicus","Chub mackerel"
"CABINZA","VIII",0,"fish meal",2015,"Isacia conceptionis","Cabinza grunt"
"CABRILLA COMUN","VIII",0,"fish meal",2015,"Paralabrax humeralis","Peruvian rock seabass"
"JUREL","VIII",20074,"fish meal",2015,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","VIII",1733,"fish meal",2015,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","VIII",0,"fish meal",2015,"Macruronus magellanicus","Patagonian grenadier"
"MERLUZA DEL SUR O AUSTRAL","VIII",0,"fish meal",2015,"Merluccius australis","Southern hake"
"PAMPANITO","VIII",462,"fish meal",2015,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","VIII",0,"fish meal",2015,"Odontesthes regia","Chilean silverside"
"RONCACHO","VIII",0,"fish meal",2015,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","VIII",0,"fish meal",2015,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","VIII",70494,"fish meal",2015,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","VIII",0,"fish meal",2015,"Sardinops sagax","South American pilchard"
"CALAMAR","VIII",0,"fish meal",2015,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","VIII",25,"fish meal",2015,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","VIII",0,"fish meal",2015,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","IX",0,"fish meal",2015,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","IX",0,"fish meal",2015,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","IX",0,"fish meal",2015,"Normanichthys crockeri","Mote sculpin"
"CABALLA","IX",0,"fish meal",2015,"Scomber japonicus","Chub mackerel"
"CABINZA","IX",0,"fish meal",2015,"Isacia conceptionis","Cabinza grunt"
"CABRILLA COMUN","IX",0,"fish meal",2015,"Paralabrax humeralis","Peruvian rock seabass"
"JUREL","IX",0,"fish meal",2015,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","IX",0,"fish meal",2015,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","IX",0,"fish meal",2015,"Macruronus magellanicus","Patagonian grenadier"
"MERLUZA DEL SUR O AUSTRAL","IX",0,"fish meal",2015,"Merluccius australis","Southern hake"
"PAMPANITO","IX",0,"fish meal",2015,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","IX",0,"fish meal",2015,"Odontesthes regia","Chilean silverside"
"RONCACHO","IX",0,"fish meal",2015,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","IX",0,"fish meal",2015,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","IX",0,"fish meal",2015,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","IX",0,"fish meal",2015,"Sardinops sagax","South American pilchard"
"CALAMAR","IX",0,"fish meal",2015,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","IX",0,"fish meal",2015,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","IX",0,"fish meal",2015,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","XIV",0,"fish meal",2015,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","XIV",146,"fish meal",2015,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","XIV",281,"fish meal",2015,"Normanichthys crockeri","Mote sculpin"
"CABALLA","XIV",0,"fish meal",2015,"Scomber japonicus","Chub mackerel"
"CABINZA","XIV",0,"fish meal",2015,"Isacia conceptionis","Cabinza grunt"
"CABRILLA COMUN","XIV",0,"fish meal",2015,"Paralabrax humeralis","Peruvian rock seabass"
"JUREL","XIV",2,"fish meal",2015,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","XIV",1,"fish meal",2015,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","XIV",0,"fish meal",2015,"Macruronus magellanicus","Patagonian grenadier"
"MERLUZA DEL SUR O AUSTRAL","XIV",0,"fish meal",2015,"Merluccius australis","Southern hake"
"PAMPANITO","XIV",4,"fish meal",2015,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","XIV",0,"fish meal",2015,"Odontesthes regia","Chilean silverside"
"RONCACHO","XIV",0,"fish meal",2015,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","XIV",0,"fish meal",2015,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","XIV",12531,"fish meal",2015,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","XIV",0,"fish meal",2015,"Sardinops sagax","South American pilchard"
"CALAMAR","XIV",0,"fish meal",2015,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","XIV",0,"fish meal",2015,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","XIV",0,"fish meal",2015,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","X",0,"fish meal",2015,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","X",70,"fish meal",2015,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","X",0,"fish meal",2015,"Normanichthys crockeri","Mote sculpin"
"CABALLA","X",0,"fish meal",2015,"Scomber japonicus","Chub mackerel"
"CABINZA","X",0,"fish meal",2015,"Isacia conceptionis","Cabinza grunt"
"CABRILLA COMUN","X",0,"fish meal",2015,"Paralabrax humeralis","Peruvian rock seabass"
"JUREL","X",0,"fish meal",2015,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","X",0,"fish meal",2015,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","X",7,"fish meal",2015,"Macruronus magellanicus","Patagonian grenadier"
"MERLUZA DEL SUR O AUSTRAL","X",3,"fish meal",2015,"Merluccius australis","Southern hake"
"PAMPANITO","X",0,"fish meal",2015,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","X",0,"fish meal",2015,"Odontesthes regia","Chilean silverside"
"RONCACHO","X",0,"fish meal",2015,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","X",4296,"fish meal",2015,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","X",404,"fish meal",2015,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","X",0,"fish meal",2015,"Sardinops sagax","South American pilchard"
"CALAMAR","X",0,"fish meal",2015,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","X",0,"fish meal",2015,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","X",12,"fish meal",2015,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","XI",0,"fish meal",2015,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","XI",0,"fish meal",2015,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","XI",0,"fish meal",2015,"Normanichthys crockeri","Mote sculpin"
"CABALLA","XI",0,"fish meal",2015,"Scomber japonicus","Chub mackerel"
"CABINZA","XI",0,"fish meal",2015,"Isacia conceptionis","Cabinza grunt"
"CABRILLA COMUN","XI",0,"fish meal",2015,"Paralabrax humeralis","Peruvian rock seabass"
"JUREL","XI",0,"fish meal",2015,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","XI",0,"fish meal",2015,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","XI",0,"fish meal",2015,"Macruronus magellanicus","Patagonian grenadier"
"MERLUZA DEL SUR O AUSTRAL","XI",0,"fish meal",2015,"Merluccius australis","Southern hake"
"PAMPANITO","XI",0,"fish meal",2015,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","XI",0,"fish meal",2015,"Odontesthes regia","Chilean silverside"
"RONCACHO","XI",0,"fish meal",2015,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","XI",762,"fish meal",2015,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","XI",0,"fish meal",2015,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","XI",0,"fish meal",2015,"Sardinops sagax","South American pilchard"
"CALAMAR","XI",0,"fish meal",2015,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","XI",0,"fish meal",2015,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","XI",0,"fish meal",2015,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","XII",0,"fish meal",2015,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","XII",0,"fish meal",2015,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","XII",0,"fish meal",2015,"Normanichthys crockeri","Mote sculpin"
"CABALLA","XII",0,"fish meal",2015,"Scomber japonicus","Chub mackerel"
"CABINZA","XII",0,"fish meal",2015,"Isacia conceptionis","Cabinza grunt"
"CABRILLA COMUN","XII",0,"fish meal",2015,"Paralabrax humeralis","Peruvian rock seabass"
"JUREL","XII",0,"fish meal",2015,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","XII",0,"fish meal",2015,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","XII",0,"fish meal",2015,"Macruronus magellanicus","Patagonian grenadier"
"MERLUZA DEL SUR O AUSTRAL","XII",0,"fish meal",2015,"Merluccius australis","Southern hake"
"PAMPANITO","XII",0,"fish meal",2015,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","XII",0,"fish meal",2015,"Odontesthes regia","Chilean silverside"
"RONCACHO","XII",0,"fish meal",2015,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","XII",0,"fish meal",2015,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","XII",0,"fish meal",2015,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","XII",0,"fish meal",2015,"Sardinops sagax","South American pilchard"
"CALAMAR","XII",0,"fish meal",2015,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","XII",0,"fish meal",2015,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","XII",0,"fish meal",2015,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","RM",0,"fish meal",2015,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","RM",0,"fish meal",2015,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","RM",0,"fish meal",2015,"Normanichthys crockeri","Mote sculpin"
"CABALLA","RM",0,"fish meal",2015,"Scomber japonicus","Chub mackerel"
"CABINZA","RM",0,"fish meal",2015,"Isacia conceptionis","Cabinza grunt"
"CABRILLA COMUN","RM",0,"fish meal",2015,"Paralabrax humeralis","Peruvian rock seabass"
"JUREL","RM",0,"fish meal",2015,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","RM",0,"fish meal",2015,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA DE COLA","RM",0,"fish meal",2015,"Macruronus magellanicus","Patagonian grenadier"
"MERLUZA DEL SUR O AUSTRAL","RM",0,"fish meal",2015,"Merluccius australis","Southern hake"
"PAMPANITO","RM",0,"fish meal",2015,"Stromateus stellatus","Starry butterfish"
"PEJERREY DE MAR","RM",0,"fish meal",2015,"Odontesthes regia","Chilean silverside"
"RONCACHO","RM",0,"fish meal",2015,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","RM",0,"fish meal",2015,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","RM",0,"fish meal",2015,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","RM",0,"fish meal",2015,"Sardinops sagax","South American pilchard"
"CALAMAR","RM",0,"fish meal",2015,"Loligo gahi","Patagonian squid"
"JIBIA O CALAMAR ROJO","RM",0,"fish meal",2015,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","RM",0,"fish meal",2015,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","XV",0,"fish meal",2016,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","XV",17807,"fish meal",2016,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","XV",0,"fish meal",2016,"Normanichthys crockeri","Mote sculpin"
"BONITO","XV",0,"fish meal",2016,"Sarda chiliensis","Eastern Pacific bonito"
"CABALLA","XV",88,"fish meal",2016,"Scomber japonicus","Chub mackerel"
"CHANCHARRO","XV",0,"fish meal",2016,"Helicolenus lengerichi","Rockfish helicolenus"
"JUREL","XV",135,"fish meal",2016,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","XV",20,"fish meal",2016,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA COMUN","XV",0,"fish meal",2016,"Merluccius gayi gayi","South Pacific hake"
"MERLUZA DE COLA","XV",0,"fish meal",2016,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","XV",0,"fish meal",2016,"Stromateus stellatus","Starry butterfish"
"RONCACHO","XV",18,"fish meal",2016,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","XV",0,"fish meal",2016,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","XV",0,"fish meal",2016,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","XV",0,"fish meal",2016,"Sardinops sagax","South American pilchard"
"SIERRA","XV",0,"fish meal",2016,"Thyrsites atun","Snoek"
"JIBIA O CALAMAR ROJO","XV",0,"fish meal",2016,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","XV",29,"fish meal",2016,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","I",36,"fish meal",2016,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","I",23869,"fish meal",2016,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","I",0,"fish meal",2016,"Normanichthys crockeri","Mote sculpin"
"BONITO","I",0,"fish meal",2016,"Sarda chiliensis","Eastern Pacific bonito"
"CABALLA","I",545,"fish meal",2016,"Scomber japonicus","Chub mackerel"
"CHANCHARRO","I",0,"fish meal",2016,"Helicolenus lengerichi","Rockfish helicolenus"
"JUREL","I",3682,"fish meal",2016,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","I",0,"fish meal",2016,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA COMUN","I",0,"fish meal",2016,"Merluccius gayi gayi","South Pacific hake"
"MERLUZA DE COLA","I",0,"fish meal",2016,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","I",0,"fish meal",2016,"Stromateus stellatus","Starry butterfish"
"RONCACHO","I",0,"fish meal",2016,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","I",0,"fish meal",2016,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","I",0,"fish meal",2016,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","I",0,"fish meal",2016,"Sardinops sagax","South American pilchard"
"SIERRA","I",0,"fish meal",2016,"Thyrsites atun","Snoek"
"JIBIA O CALAMAR ROJO","I",1,"fish meal",2016,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","I",8,"fish meal",2016,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","II",16,"fish meal",2016,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","II",9651,"fish meal",2016,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","II",0,"fish meal",2016,"Normanichthys crockeri","Mote sculpin"
"BONITO","II",16,"fish meal",2016,"Sarda chiliensis","Eastern Pacific bonito"
"CABALLA","II",79,"fish meal",2016,"Scomber japonicus","Chub mackerel"
"CHANCHARRO","II",0,"fish meal",2016,"Helicolenus lengerichi","Rockfish helicolenus"
"JUREL","II",1833,"fish meal",2016,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","II",0,"fish meal",2016,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA COMUN","II",0,"fish meal",2016,"Merluccius gayi gayi","South Pacific hake"
"MERLUZA DE COLA","II",0,"fish meal",2016,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","II",0,"fish meal",2016,"Stromateus stellatus","Starry butterfish"
"RONCACHO","II",0,"fish meal",2016,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","II",0,"fish meal",2016,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","II",0,"fish meal",2016,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","II",0,"fish meal",2016,"Sardinops sagax","South American pilchard"
"SIERRA","II",0,"fish meal",2016,"Thyrsites atun","Snoek"
"JIBIA O CALAMAR ROJO","II",0,"fish meal",2016,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","II",0,"fish meal",2016,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","III",0,"fish meal",2016,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","III",3875,"fish meal",2016,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","III",78,"fish meal",2016,"Normanichthys crockeri","Mote sculpin"
"BONITO","III",0,"fish meal",2016,"Sarda chiliensis","Eastern Pacific bonito"
"CABALLA","III",3886,"fish meal",2016,"Scomber japonicus","Chub mackerel"
"CHANCHARRO","III",0,"fish meal",2016,"Helicolenus lengerichi","Rockfish helicolenus"
"JUREL","III",1639,"fish meal",2016,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","III",0,"fish meal",2016,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA COMUN","III",0,"fish meal",2016,"Merluccius gayi gayi","South Pacific hake"
"MERLUZA DE COLA","III",0,"fish meal",2016,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","III",0,"fish meal",2016,"Stromateus stellatus","Starry butterfish"
"RONCACHO","III",0,"fish meal",2016,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","III",0,"fish meal",2016,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","III",0,"fish meal",2016,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","III",0,"fish meal",2016,"Sardinops sagax","South American pilchard"
"SIERRA","III",0,"fish meal",2016,"Thyrsites atun","Snoek"
"JIBIA O CALAMAR ROJO","III",1,"fish meal",2016,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","III",0,"fish meal",2016,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","IV",0,"fish meal",2016,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","IV",278,"fish meal",2016,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","IV",0,"fish meal",2016,"Normanichthys crockeri","Mote sculpin"
"BONITO","IV",0,"fish meal",2016,"Sarda chiliensis","Eastern Pacific bonito"
"CABALLA","IV",1492,"fish meal",2016,"Scomber japonicus","Chub mackerel"
"CHANCHARRO","IV",0,"fish meal",2016,"Helicolenus lengerichi","Rockfish helicolenus"
"JUREL","IV",2480,"fish meal",2016,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","IV",211,"fish meal",2016,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA COMUN","IV",0,"fish meal",2016,"Merluccius gayi gayi","South Pacific hake"
"MERLUZA DE COLA","IV",0,"fish meal",2016,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","IV",0,"fish meal",2016,"Stromateus stellatus","Starry butterfish"
"RONCACHO","IV",0,"fish meal",2016,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","IV",0,"fish meal",2016,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","IV",0,"fish meal",2016,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","IV",15,"fish meal",2016,"Sardinops sagax","South American pilchard"
"SIERRA","IV",0,"fish meal",2016,"Thyrsites atun","Snoek"
"JIBIA O CALAMAR ROJO","IV",0,"fish meal",2016,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","IV",0,"fish meal",2016,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","V",0,"fish meal",2016,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","V",339,"fish meal",2016,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","V",0,"fish meal",2016,"Normanichthys crockeri","Mote sculpin"
"BONITO","V",0,"fish meal",2016,"Sarda chiliensis","Eastern Pacific bonito"
"CABALLA","V",0,"fish meal",2016,"Scomber japonicus","Chub mackerel"
"CHANCHARRO","V",0,"fish meal",2016,"Helicolenus lengerichi","Rockfish helicolenus"
"JUREL","V",1,"fish meal",2016,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","V",0,"fish meal",2016,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA COMUN","V",0,"fish meal",2016,"Merluccius gayi gayi","South Pacific hake"
"MERLUZA DE COLA","V",0,"fish meal",2016,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","V",0,"fish meal",2016,"Stromateus stellatus","Starry butterfish"
"RONCACHO","V",0,"fish meal",2016,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","V",0,"fish meal",2016,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","V",1022,"fish meal",2016,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","V",0,"fish meal",2016,"Sardinops sagax","South American pilchard"
"SIERRA","V",0,"fish meal",2016,"Thyrsites atun","Snoek"
"JIBIA O CALAMAR ROJO","V",0,"fish meal",2016,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","V",0,"fish meal",2016,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","VI",0,"fish meal",2016,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","VI",0,"fish meal",2016,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","VI",0,"fish meal",2016,"Normanichthys crockeri","Mote sculpin"
"BONITO","VI",0,"fish meal",2016,"Sarda chiliensis","Eastern Pacific bonito"
"CABALLA","VI",0,"fish meal",2016,"Scomber japonicus","Chub mackerel"
"CHANCHARRO","VI",0,"fish meal",2016,"Helicolenus lengerichi","Rockfish helicolenus"
"JUREL","VI",0,"fish meal",2016,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","VI",0,"fish meal",2016,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA COMUN","VI",0,"fish meal",2016,"Merluccius gayi gayi","South Pacific hake"
"MERLUZA DE COLA","VI",0,"fish meal",2016,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","VI",0,"fish meal",2016,"Stromateus stellatus","Starry butterfish"
"RONCACHO","VI",0,"fish meal",2016,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","VI",0,"fish meal",2016,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","VI",0,"fish meal",2016,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","VI",0,"fish meal",2016,"Sardinops sagax","South American pilchard"
"SIERRA","VI",0,"fish meal",2016,"Thyrsites atun","Snoek"
"JIBIA O CALAMAR ROJO","VI",0,"fish meal",2016,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","VI",0,"fish meal",2016,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","VII",0,"fish meal",2016,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","VII",0,"fish meal",2016,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","VII",0,"fish meal",2016,"Normanichthys crockeri","Mote sculpin"
"BONITO","VII",0,"fish meal",2016,"Sarda chiliensis","Eastern Pacific bonito"
"CABALLA","VII",0,"fish meal",2016,"Scomber japonicus","Chub mackerel"
"CHANCHARRO","VII",0,"fish meal",2016,"Helicolenus lengerichi","Rockfish helicolenus"
"JUREL","VII",0,"fish meal",2016,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","VII",0,"fish meal",2016,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA COMUN","VII",0,"fish meal",2016,"Merluccius gayi gayi","South Pacific hake"
"MERLUZA DE COLA","VII",0,"fish meal",2016,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","VII",0,"fish meal",2016,"Stromateus stellatus","Starry butterfish"
"RONCACHO","VII",0,"fish meal",2016,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","VII",0,"fish meal",2016,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","VII",0,"fish meal",2016,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","VII",0,"fish meal",2016,"Sardinops sagax","South American pilchard"
"SIERRA","VII",0,"fish meal",2016,"Thyrsites atun","Snoek"
"JIBIA O CALAMAR ROJO","VII",0,"fish meal",2016,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","VII",0,"fish meal",2016,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","VIII",1,"fish meal",2016,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","VIII",13411,"fish meal",2016,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","VIII",3906,"fish meal",2016,"Normanichthys crockeri","Mote sculpin"
"BONITO","VIII",0,"fish meal",2016,"Sarda chiliensis","Eastern Pacific bonito"
"CABALLA","VIII",4818,"fish meal",2016,"Scomber japonicus","Chub mackerel"
"CHANCHARRO","VIII",0,"fish meal",2016,"Helicolenus lengerichi","Rockfish helicolenus"
"JUREL","VIII",27873,"fish meal",2016,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","VIII",1555,"fish meal",2016,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA COMUN","VIII",0,"fish meal",2016,"Merluccius gayi gayi","South Pacific hake"
"MERLUZA DE COLA","VIII",0,"fish meal",2016,"Macruronus magellanicus","Patagonian grenadier"
"PAMPANITO","VIII",1863,"fish meal",2016,"Stromateus stellatus","Starry butterfish"
"RONCACHO","VIII",0,"fish meal",2016,"Sciaena deliciosa","Lorna drum"
"SARDINA AUSTRAL","VIII",263,"fish meal",2016,"Sprattus fuegensis","Falkland sprat"
"SARDINA COMUN","VIII",40181,"fish meal",2016,"Strangomera bentincki","Araucanian herring"
"SARDINA ESPANOLA","VIII",0,"fish meal",2016,"Sardinops sagax","South American pilchard"
"SIERRA","VIII",0,"fish meal",2016,"Thyrsites atun","Snoek"
"JIBIA O CALAMAR ROJO","VIII",16,"fish meal",2016,"Dosidicus gigas","Jumbo flying squid"
"LANGOSTINO ENANO","VIII",0,"fish meal",2016,"Pleuroncodes sp","Squat lobster"
"AGUJILLA","IX",0,"fish meal",2016,"Scomberesox saurus scombroides","King gar"
"ANCHOVETA","IX",0,"fish meal",2016,"Engraulis ringens","Anchoveta"
"BACALADILLO O MOTE","IX",0,"fish meal",2016,"Normanichthys crockeri","Mote sculpin"
"BONITO","IX",0,"fish meal",2016,"Sarda chiliensis","Eastern Pacific bonito"
"CABALLA","IX",0,"fish meal",2016,"Scomber japonicus","Chub mackerel"
"CHANCHARRO","IX",0,"fish meal",2016,"Helicolenus lengerichi","Rockfish helicolenus"
"JUREL","IX",0,"fish meal",2016,"Trachurus murphyi","Chilean jack mackerel"
"MACHUELO O TRITRE","IX",0,"fish meal",2016,"Ethmidium maculatum","Pacific menhaden"
"MERLUZA COMUN","IX",0,"fish meal",2016,"Merluccius gayi gayi","South Pacific hake"
"MERLUZA DE COLA","IX",0,"fish meal",2016,"Macruronus magellanicus","Patagonian grenadier"
