"species","region","tons","product","year","sc_name","en_name"
"CHASCA","V",39,"dry algae",2016,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","V",183,"dry algae",2016,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","V",0,"dry algae",2016,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","V",55,"dry algae",2016,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","V",0,"dry algae",2016,"Haematococcus pluvialis","Haematococcus"
"HUIRO","V",36,"dry algae",2016,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","V",111,"dry algae",2016,"Lessonia trabeculata","Giant brown kelp"
"LECHUGUILLA","V",0,"dry algae",2016,"Ulva lactuca","Sea lettuce"
"LIQUEN GOMOSO","V",0,"dry algae",2016,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUGA CUCHARA O CORTA","V",10,"dry algae",2016,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","V",0,"dry algae",2016,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","V",0,"dry algae",2016,"Gigartina skottsbergii","Red luga"
"PELILLO","V",0,"dry algae",2016,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","V",0,"dry algae",2016,"Spirulina spp.","Spirulina"
"CHASCA","VI",0,"dry algae",2016,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","VI",0,"dry algae",2016,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","VI",0,"dry algae",2016,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","VI",26,"dry algae",2016,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","VI",0,"dry algae",2016,"Haematococcus pluvialis","Haematococcus"
"HUIRO","VI",0,"dry algae",2016,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","VI",0,"dry algae",2016,"Lessonia trabeculata","Giant brown kelp"
"LECHUGUILLA","VI",0,"dry algae",2016,"Ulva lactuca","Sea lettuce"
"LIQUEN GOMOSO","VI",0,"dry algae",2016,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUGA CUCHARA O CORTA","VI",0,"dry algae",2016,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","VI",0,"dry algae",2016,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","VI",0,"dry algae",2016,"Gigartina skottsbergii","Red luga"
"PELILLO","VI",0,"dry algae",2016,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","VI",0,"dry algae",2016,"Spirulina spp.","Spirulina"
"CHASCA","VII",0,"dry algae",2016,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","VII",0,"dry algae",2016,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","VII",4,"dry algae",2016,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","VII",72,"dry algae",2016,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","VII",0,"dry algae",2016,"Haematococcus pluvialis","Haematococcus"
"HUIRO","VII",14,"dry algae",2016,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","VII",0,"dry algae",2016,"Lessonia trabeculata","Giant brown kelp"
"LECHUGUILLA","VII",0,"dry algae",2016,"Ulva lactuca","Sea lettuce"
"LIQUEN GOMOSO","VII",0,"dry algae",2016,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUGA CUCHARA O CORTA","VII",0,"dry algae",2016,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","VII",0,"dry algae",2016,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","VII",85,"dry algae",2016,"Gigartina skottsbergii","Red luga"
"PELILLO","VII",0,"dry algae",2016,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","VII",0,"dry algae",2016,"Spirulina spp.","Spirulina"
"CHASCA","VIII",2,"dry algae",2016,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","VIII",282,"dry algae",2016,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","VIII",130,"dry algae",2016,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","VIII",1660,"dry algae",2016,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","VIII",0,"dry algae",2016,"Haematococcus pluvialis","Haematococcus"
"HUIRO","VIII",2,"dry algae",2016,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","VIII",7,"dry algae",2016,"Lessonia trabeculata","Giant brown kelp"
"LECHUGUILLA","VIII",1,"dry algae",2016,"Ulva lactuca","Sea lettuce"
"LIQUEN GOMOSO","VIII",48,"dry algae",2016,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUGA CUCHARA O CORTA","VIII",342,"dry algae",2016,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","VIII",3858,"dry algae",2016,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","VIII",1151,"dry algae",2016,"Gigartina skottsbergii","Red luga"
"PELILLO","VIII",788,"dry algae",2016,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","VIII",0,"dry algae",2016,"Spirulina spp.","Spirulina"
"CHASCA","IX",0,"dry algae",2016,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","IX",0,"dry algae",2016,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","IX",0,"dry algae",2016,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","IX",0,"dry algae",2016,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","IX",0,"dry algae",2016,"Haematococcus pluvialis","Haematococcus"
"HUIRO","IX",0,"dry algae",2016,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","IX",0,"dry algae",2016,"Lessonia trabeculata","Giant brown kelp"
"LECHUGUILLA","IX",0,"dry algae",2016,"Ulva lactuca","Sea lettuce"
"LIQUEN GOMOSO","IX",0,"dry algae",2016,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUGA CUCHARA O CORTA","IX",0,"dry algae",2016,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","IX",0,"dry algae",2016,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","IX",0,"dry algae",2016,"Gigartina skottsbergii","Red luga"
"PELILLO","IX",0,"dry algae",2016,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","IX",0,"dry algae",2016,"Spirulina spp.","Spirulina"
"CHASCA","X",0,"dry algae",2016,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","X",0,"dry algae",2016,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","X",3,"dry algae",2016,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","X",0,"dry algae",2016,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","X",0,"dry algae",2016,"Haematococcus pluvialis","Haematococcus"
"HUIRO","X",0,"dry algae",2016,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","X",0,"dry algae",2016,"Lessonia trabeculata","Giant brown kelp"
"LECHUGUILLA","X",0,"dry algae",2016,"Ulva lactuca","Sea lettuce"
"LIQUEN GOMOSO","X",0,"dry algae",2016,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUGA CUCHARA O CORTA","X",0,"dry algae",2016,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","X",0,"dry algae",2016,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","X",542,"dry algae",2016,"Gigartina skottsbergii","Red luga"
"PELILLO","X",0,"dry algae",2016,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","X",0,"dry algae",2016,"Spirulina spp.","Spirulina"
"CHASCA","XI",0,"dry algae",2016,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","XI",0,"dry algae",2016,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","XI",0,"dry algae",2016,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","XI",0,"dry algae",2016,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","XI",0,"dry algae",2016,"Haematococcus pluvialis","Haematococcus"
"HUIRO","XI",0,"dry algae",2016,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","XI",0,"dry algae",2016,"Lessonia trabeculata","Giant brown kelp"
"LECHUGUILLA","XI",0,"dry algae",2016,"Ulva lactuca","Sea lettuce"
"LIQUEN GOMOSO","XI",0,"dry algae",2016,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUGA CUCHARA O CORTA","XI",0,"dry algae",2016,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","XI",0,"dry algae",2016,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","XI",0,"dry algae",2016,"Gigartina skottsbergii","Red luga"
"PELILLO","XI",0,"dry algae",2016,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","XI",0,"dry algae",2016,"Spirulina spp.","Spirulina"
"CHASCA","XII",0,"dry algae",2016,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","XII",0,"dry algae",2016,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","XII",0,"dry algae",2016,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","XII",0,"dry algae",2016,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","XII",0,"dry algae",2016,"Haematococcus pluvialis","Haematococcus"
"HUIRO","XII",0,"dry algae",2016,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","XII",0,"dry algae",2016,"Lessonia trabeculata","Giant brown kelp"
"LECHUGUILLA","XII",0,"dry algae",2016,"Ulva lactuca","Sea lettuce"
"LIQUEN GOMOSO","XII",0,"dry algae",2016,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUGA CUCHARA O CORTA","XII",0,"dry algae",2016,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","XII",0,"dry algae",2016,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","XII",713,"dry algae",2016,"Gigartina skottsbergii","Red luga"
"PELILLO","XII",0,"dry algae",2016,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","XII",0,"dry algae",2016,"Spirulina spp.","Spirulina"
"CHASCA","R.M.",10,"dry algae",2016,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","R.M.",530,"dry algae",2016,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","R.M.",0,"dry algae",2016,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","R.M.",0,"dry algae",2016,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","R.M.",0,"dry algae",2016,"Haematococcus pluvialis","Haematococcus"
"HUIRO","R.M.",12,"dry algae",2016,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","R.M.",1130,"dry algae",2016,"Lessonia trabeculata","Giant brown kelp"
"LECHUGUILLA","R.M.",0,"dry algae",2016,"Ulva lactuca","Sea lettuce"
"LIQUEN GOMOSO","R.M.",0,"dry algae",2016,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUGA CUCHARA O CORTA","R.M.",63,"dry algae",2016,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","R.M.",1462,"dry algae",2016,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","R.M.",539,"dry algae",2016,"Gigartina skottsbergii","Red luga"
"PELILLO","R.M.",44,"dry algae",2016,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","R.M.",0,"dry algae",2016,"Spirulina spp.","Spirulina"
"CHASCA","Total",54,"dry algae",2016,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","Total",33927,"dry algae",2016,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","Total",162,"dry algae",2016,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","Total",2274,"dry algae",2016,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","Total",10,"dry algae",2016,"Haematococcus pluvialis","Haematococcus"
"HUIRO","Total",3312,"dry algae",2016,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","Total",9768,"dry algae",2016,"Lessonia trabeculata","Giant brown kelp"
"LECHUGUILLA","Total",1,"dry algae",2016,"Ulva lactuca","Sea lettuce"
"LIQUEN GOMOSO","Total",48,"dry algae",2016,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUGA CUCHARA O CORTA","Total",415,"dry algae",2016,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","Total",5320,"dry algae",2016,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","Total",3030,"dry algae",2016,"Gigartina skottsbergii","Red luga"
"PELILLO","Total",1233,"dry algae",2016,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","Total",3,"dry algae",2016,"Spirulina spp.","Spirulina"
"CAROLA","XV",0,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","XV",0,"dry algae",2017,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","XV",11,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","XV",0,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","XV",0,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","XV",0,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","XV",0,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","XV",8,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","XV",0,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","XV",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","XV",0,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","XV",0,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","XV",0,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","XV",0,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","XV",0,"dry algae",2017,"Spirulina spp.","Spirulina"
"CAROLA","I",0,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","I",0,"dry algae",2017,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","I",5086,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","I",0,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","I",0,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","I",7,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","I",524,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","I",575,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","I",0,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","I",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","I",0,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","I",0,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","I",0,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","I",0,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","I",37,"dry algae",2017,"Spirulina spp.","Spirulina"
"CAROLA","II",0,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","II",0,"dry algae",2017,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","II",9969,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","II",0,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","II",4,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","II",0,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","II",608,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","II",1463,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","II",0,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","II",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","II",0,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","II",0,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","II",0,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","II",58,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","II",0,"dry algae",2017,"Spirulina spp.","Spirulina"
"CAROLA","III",0,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","III",0,"dry algae",2017,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","III",19618,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","III",0,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","III",26,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","III",0,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","III",552,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","III",3702,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","III",0,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","III",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","III",0,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","III",0,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","III",0,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","III",0,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","III",0,"dry algae",2017,"Spirulina spp.","Spirulina"
"CAROLA","IV",0,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","IV",2,"dry algae",2017,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","IV",6333,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","IV",5,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","IV",279,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","IV",0,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","IV",2216,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","IV",6702,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","IV",0,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","IV",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","IV",0,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","IV",0,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","IV",0,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","IV",600,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","IV",0,"dry algae",2017,"Spirulina spp.","Spirulina"
"CAROLA","V",0,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","V",25,"dry algae",2017,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","V",607,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","V",0,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","V",65,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","V",0,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","V",21,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","V",108,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","V",0,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","V",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","V",18,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","V",0,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","V",0,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","V",0,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","V",0,"dry algae",2017,"Spirulina spp.","Spirulina"
"CAROLA","VI",0,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","VI",0,"dry algae",2017,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","VI",0,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","VI",0,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","VI",105,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","VI",0,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","VI",1,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","VI",0,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","VI",0,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","VI",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","VI",0,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","VI",0,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","VI",0,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","VI",0,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","VI",0,"dry algae",2017,"Spirulina spp.","Spirulina"
"CAROLA","VII",0,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","VII",0,"dry algae",2017,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","VII",39,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","VII",2,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","VII",8,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","VII",0,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","VII",0,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","VII",0,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","VII",0,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","VII",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","VII",0,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","VII",419,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","VII",331,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","VII",17,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","VII",0,"dry algae",2017,"Spirulina spp.","Spirulina"
"CAROLA","VIII",1,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","VIII",20,"dry algae",2017,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","VIII",422,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","VIII",142,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","VIII",2028,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","VIII",0,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","VIII",185,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","VIII",20,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","VIII",78,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","VIII",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","VIII",165,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","VIII",2584,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","VIII",1400,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","VIII",950,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","VIII",0,"dry algae",2017,"Spirulina spp.","Spirulina"
"CAROLA","IX",0,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","IX",0,"dry algae",2017,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","IX",0,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","IX",0,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","IX",0,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","IX",0,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","IX",0,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","IX",0,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","IX",0,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","IX",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","IX",0,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","IX",0,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","IX",0,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","IX",0,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","IX",0,"dry algae",2017,"Spirulina spp.","Spirulina"
"CAROLA","XIV",0,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","XIV",0,"dry algae",2017,"Gelidium rex","Red algae"
"CHASCON O HUIRO NEGRO","XIV",0,"dry algae",2017,"Lessonia nigrescens","Giant grey kelp"
"CHICOREA DE MAR","XIV",0,"dry algae",2017,"Chondracanthus chamissoi","Red algae chicorea"
"COCHAYUYO","XIV",0,"dry algae",2017,"Durvillaea antarctica","New Zealand bull"
"HAEMATOCOCCUS","XIV",0,"dry algae",2017,"Haematococcus pluvialis","Haematococcus"
"HUIRO","XIV",0,"dry algae",2017,"Macrocystis spp.","Giant kelp"
"HUIRO PALO","XIV",0,"dry algae",2017,"Lessonia trabeculata","Giant brown kelp"
"LIQUEN GOMOSO","XIV",0,"dry algae",2017,"Gymnogongrus furcellatus","Liquen Gomoso"
"LUCHE","XIV",0,"dry algae",2017,"Porphyra columbina","Luche"
"LUGA CUCHARA O CORTA","XIV",0,"dry algae",2017,"Mazzaella laminarioides","Luga"
"LUGA NEGRA O CRESPA","XIV",0,"dry algae",2017,"Sarcothalia crispata","Black algae luga"
"LUGA-ROJA","XIV",0,"dry algae",2017,"Gigartina skottsbergii","Red luga"
"PELILLO","XIV",0,"dry algae",2017,"Gracilaria spp.","Red algae gracilaria"
"SPIRULINA","XIV",0,"dry algae",2017,"Spirulina spp.","Spirulina"
"CAROLA","X",0,"dry algae",2017,"Callophyllis variegata","Carola"
"CHASCA","X",0,"dry algae",2017,"Gelidium rex","Red algae"
