"year","region","especie_SERNAPESCA","nombre_cientifico_SERNAPESCA","tons"
2014,1,"COCHAYUYO","Durvillaea antarctica",25.263
2014,1,"ERIZO","Loxechinus albus",15.775
2014,1,"HUIRO","Macrocystis spp.",157.045
2014,1,"JUREL","Trachurus murphyi",24.8
2014,2,"ALGAS MIXTAS",NA,75.96
2014,2,"CARACOL LOCATE","Thais chocolata",6.573
2014,2,"CAROLA","Callophyllis variegata",75.96
2014,2,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",5827.542
2014,2,"COCHAYUYO","Durvillaea antarctica",29.439
2014,2,"HUIRO","Macrocystis spp.",213.555
2014,2,"SALMON REY","Oncorhynchus tshawytscha",98.73694
2014,2,"SARDINA ESPANOLA","Sardinops sagax",25.739
2014,3,"ALGAS MIXTAS",NA,50.401
2014,3,"CAROLA","Callophyllis variegata",50.401
2014,3,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",25593.08
2014,3,"CHICOREA DE MAR","Chondracanthus chamissoi",25.3
2014,3,"COCHAYUYO","Durvillaea antarctica",276.256
2014,3,"ERIZO","Loxechinus albus",9.298
2014,3,"HUIRO","Macrocystis spp.",391.98
2014,4,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",941.80848
2014,4,"ALGAS MIXTAS",NA,1657.1625
2014,4,"CABALLA","Scomber japonicus",59.07
2014,4,"CAMARON NAILON","Heterocarpus reedi",188.07556
2014,4,"CARACOL LOCATE","Thais chocolata",11.24
2014,4,"CAROLA","Callophyllis variegata",1657.1625
2014,4,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",9966.101
2014,4,"CHICOREA DE MAR","Chondracanthus chamissoi",486.32
2014,4,"CHOLGA","Aulacomya ater",4.7553
2014,4,"CHORITO","Mytilus chilensis",2.903
2014,4,"CHORO","Choromytilus chorus",4.7553
2014,4,"COCHAYUYO","Durvillaea antarctica",64.19
2014,4,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",10.98
2014,4,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",10.98
2014,4,"COJINOBA MOTEADA","Seriolella punctata",10.98
2014,4,"HUIRO","Macrocystis spp.",312.88
2014,4,"JAIBA","Cancer spp.",2.22684
2014,4,"JAIBA LIMON","Cancer porteri",2.22684
2014,4,"JAIBA MARMOLA","Cancer edwardsi",2.22684
2014,4,"JAIBA MORA","Homalaspis plana",2.22684
2014,4,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",2.22684
2014,4,"JAIBA PELUDA O PACHONA","Cancer setosus",2.22684
2014,4,"JAIBA REINA","Cancer coronatus",2.22684
2014,4,"JAIBA REMADORA","Ovalipes trimaculatus",2.22684
2014,4,"JUREL","Trachurus murphyi",971.75408
2014,4,"LANGOSTA DE J.FERNANDEZ","Jasus frontalis",10.789
2014,4,"LANGOSTINO AMARILLO","Cervimunida johni",122.08365
2014,4,"LANGOSTINO COLORADO","Pleuroncodes monodon",113.74566
2014,4,"MACHA","Mesodesma donacium",0.22
2014,4,"NAVAJUELA","Tagelus dombeii",9.072
2014,4,"OSTION DEL NORTE","Argopecten purpuratus",111.6724
2014,4,"OSTRA DEL PACIFICO","Crassostrea gigas",3.659
2014,4,"PELILLO","Gracilaria spp.",114.161
2014,4,"PULPO DEL SUR","Enteroctopus megalocyathus",1.508
2014,4,"REINETA","Brama australis",160.23762
2014,4,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",24.525
2014,5,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",67.47482
2014,5,"ALGAS MIXTAS",NA,4.656
2014,5,"ANGUILA","Ophichthus spp.",1.236
2014,5,"ATUN ALETA LARGA","Thunnus albacares",19.812
2014,5,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",50.774
2014,5,"CAMARON NAILON","Heterocarpus reedi",247.125
2014,5,"CAROLA","Callophyllis variegata",4.656
2014,5,"CENTOLLA","Lithodes santolla",272.06191
2014,5,"CENTOLLON","Paralomis granulosa",2.81314
2014,5,"CHASCA","Gelidium rex",12.0672
2014,5,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",8467.8605
2014,5,"CHOLGA","Aulacomya ater",245.17284
2014,5,"CHORO","Choromytilus chorus",245.17284
2014,5,"COCHAYUYO","Durvillaea antarctica",18.91
2014,5,"CONGRIO COLORADO","Genypterus chilensis",3.226
2014,5,"CONGRIO NEGRO","Genypterus maculatus",3.226
2014,5,"ERIZO","Loxechinus albus",0.435
2014,5,"HUIRO","Macrocystis spp.",290.37
2014,5,"JAIBA","Cancer spp.",84.48924
2014,5,"JAIBA LIMON","Cancer porteri",84.48924
2014,5,"JAIBA MARMOLA","Cancer edwardsi",84.48924
2014,5,"JAIBA MORA","Homalaspis plana",84.48924
2014,5,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",84.48924
2014,5,"JAIBA PELUDA O PACHONA","Cancer setosus",84.48924
2014,5,"JAIBA REINA","Cancer coronatus",84.48924
2014,5,"JAIBA REMADORA","Ovalipes trimaculatus",84.48924
2014,5,"LANGOSTA DE J.FERNANDEZ","Jasus frontalis",0.142
2014,5,"LANGOSTINO AMARILLO","Cervimunida johni",0.1575
2014,5,"LANGOSTINO COLORADO","Pleuroncodes monodon",2.2825
2014,5,"LOCO","Concholepas concholepas",7.972
2014,5,"MERLUZA COMUN","Merluccius gayi gayi",9.362
2014,5,"MERLUZA DE TRES ALETAS","Micromesistius australis",6.84
2014,5,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",8.841
2014,5,"SALMON REY","Oncorhynchus tshawytscha",0.107
2014,6,"ALGAS MIXTAS",NA,289.652
2014,6,"CAROLA","Callophyllis variegata",289.652
2014,6,"CHASCA","Gelidium rex",61.697
2014,6,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",26.052
2014,6,"COCHAYUYO","Durvillaea antarctica",296.84078
2014,6,"HUIRO","Macrocystis spp.",396.035
2014,6,"SALMON REY","Oncorhynchus tshawytscha",317.69194
2014,7,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",1.12
2014,7,"CHOLGA","Aulacomya ater",8.7395
2014,7,"CHORO","Choromytilus chorus",8.7395
2014,8,"ABALON JAPONES","Haliotis discus hannai",2.3232
2014,8,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",180.23199
2014,8,"ALGAS MIXTAS",NA,2414.566
2014,8,"ALMEJA","Venus antiqua",19.715
2014,8,"ALMEJA O TACA","Protothaca taca",19.715
2014,8,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",147.04447
2014,8,"CABALLA","Scomber japonicus",115.018
2014,8,"CARACOL PALO PALO","Argobuccinum spp.",35.2134
2014,8,"CARACOL REAL O GIGANTE O VOLUTA ANGULOSA","Zidona dufresnei",0.048
2014,8,"CAROLA","Callophyllis variegata",2414.566
2014,8,"CENTOLLA","Lithodes santolla",15.05852
2014,8,"CHASCA","Gelidium rex",2.016
2014,8,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",327.4242
2014,8,"CHICOREA DE MAR","Chondracanthus chamissoi",1519.53567
2014,8,"CHOLGA","Aulacomya ater",500.36038
2014,8,"CHORO","Choromytilus chorus",500.36038
2014,8,"COCHAYUYO","Durvillaea antarctica",1659.74343
2014,8,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",85.64933
2014,8,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",85.64933
2014,8,"COJINOBA MOTEADA","Seriolella punctata",85.64933
2014,8,"CULENGUE","Gari solida",215.8568
2014,8,"ERIZO","Loxechinus albus",8.56
2014,8,"HUEPO O NAVAJA DE MAR","Ensis macha",482.66713
2014,8,"HUIRO","Macrocystis spp.",1968.6854
2014,8,"JAIBA","Cancer spp.",14.488
2014,8,"JAIBA LIMON","Cancer porteri",14.488
2014,8,"JAIBA MARMOLA","Cancer edwardsi",14.488
2014,8,"JAIBA MORA","Homalaspis plana",14.488
2014,8,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",14.488
2014,8,"JAIBA PELUDA O PACHONA","Cancer setosus",14.488
2014,8,"JAIBA REINA","Cancer coronatus",14.488
2014,8,"JAIBA REMADORA","Ovalipes trimaculatus",14.488
2014,8,"JUREL","Trachurus murphyi",100974.55191
2014,8,"LANGOSTINO AMARILLO","Cervimunida johni",44.4247
2014,8,"LANGOSTINO COLORADO","Pleuroncodes monodon",427.7791
2014,8,"LOCO","Concholepas concholepas",311.3003
2014,8,"MACHA","Mesodesma donacium",2.29894
2014,8,"MERLUZA COMUN","Merluccius gayi gayi",1678.10294
2014,8,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",139.12394
2014,8,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",100.74077
2014,8,"NAVAJUELA","Tagelus dombeii",488.24606
2014,8,"PEJERREY DE MAR","Odontesthes regia",161.809
2014,8,"PELILLO","Gracilaria spp.",413.981
2014,8,"REINETA","Brama australis",1682.48125
2014,8,"SALMON REY","Oncorhynchus tshawytscha",852.3788
2014,8,"SARDINA ESPANOLA","Sardinops sagax",1.052
2014,8,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",92.731
2014,9,"CENTOLLA","Lithodes santolla",17.839
2014,9,"SALMON REY","Oncorhynchus tshawytscha",47.50394
2014,10,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",550.50895
2014,10,"ALGAS MIXTAS",NA,1082.86
2014,10,"ALMEJA","Venus antiqua",278.41721
2014,10,"ALMEJA O TACA","Protothaca taca",278.41721
2014,10,"ATUN LISTADO,BARRILETE,CACHURRETA/AUHOPU","Katsuwonus pelamis",1.70449
2014,10,"BACALAO ANTARTICO","Dissostichus mawsoni",7.57357
2014,10,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",171.03117
2014,10,"CABALLA","Scomber japonicus",41.8
2014,10,"CAMARON NAILON","Heterocarpus reedi",39.576
2014,10,"CARACOL LOCATE","Thais chocolata",7.035
2014,10,"CARACOL PALO PALO","Argobuccinum spp.",24.62238
2014,10,"CAROLA","Callophyllis variegata",1082.86
2014,10,"CENTOLLA","Lithodes santolla",822.32133
2014,10,"CENTOLLA DEL NORTE","Lithodes spp.",0.424
2014,10,"CENTOLLON","Paralomis granulosa",18.4173
2014,10,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",50.6
2014,10,"CHICOREA DE MAR","Chondracanthus chamissoi",5.927
2014,10,"CHOLGA","Aulacomya ater",67168.00672
2014,10,"CHORITO","Mytilus chilensis",42.652
2014,10,"CHORO","Choromytilus chorus",67168.00672
2014,10,"COCHAYUYO","Durvillaea antarctica",73.9862
2014,10,"CONGRIO COLORADO","Genypterus chilensis",20.19133
2014,10,"CONGRIO DORADO","Genypterus blacodes",50.13172
2014,10,"CONGRIO NEGRO","Genypterus maculatus",20.19133
2014,10,"CULENGUE","Gari solida",159.4739
2014,10,"ERIZO","Loxechinus albus",255.42114
2014,10,"GRANADERO GRANDE","Macrourus holotrachys",2.04
2014,10,"HUEPO O NAVAJA DE MAR","Ensis macha",354.41745
2014,10,"HUIRO","Macrocystis spp.",1345.992
2014,10,"JAIBA","Cancer spp.",178.04965
2014,10,"JAIBA LIMON","Cancer porteri",178.04965
2014,10,"JAIBA MARMOLA","Cancer edwardsi",178.04965
2014,10,"JAIBA MORA","Homalaspis plana",178.04965
2014,10,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",178.04965
2014,10,"JAIBA PELUDA O PACHONA","Cancer setosus",178.04965
2014,10,"JAIBA REINA","Cancer coronatus",178.04965
2014,10,"JAIBA REMADORA","Ovalipes trimaculatus",178.04965
2014,10,"JULIANA O TAWERA","Tawera gayi",212.58816
2014,10,"JUREL","Trachurus murphyi",30560.2
2014,10,"LANGOSTINO AMARILLO","Cervimunida johni",61.62139
2014,10,"LANGOSTINO COLORADO","Pleuroncodes monodon",625.15401
2014,10,"LOCO","Concholepas concholepas",154.9508
2014,10,"MACHA","Mesodesma donacium",94.83927
2014,10,"MERLUZA COMUN","Merluccius gayi gayi",467.10149
2014,10,"MERLUZA DE COLA","Macruronus magellanicus",209.77642
2014,10,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",237.86164
2014,10,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",3952.29749
2014,10,"NAVAJUELA","Tagelus dombeii",1202.75482
2014,10,"OSTION DEL NORTE","Argopecten purpuratus",6.119
2014,10,"PEJERRATA","Coelorhynchus chilensis",2.04
2014,10,"PEJERRATA O GRANADERO ESCAMOSO","Macrourus carinatus.",2.04
2014,10,"PEJERREY DE MAR","Odontesthes regia",380.45168
2014,10,"PEPINO DE MAR","Athyonidium chilensis",7.0726
2014,10,"PULPO DEL NORTE","Octopus (vulgaris) mimus",1.279
2014,10,"PULPO DEL SUR","Enteroctopus megalocyathus",20.3509
2014,10,"REINETA","Brama australis",174.265
2014,10,"SALMON REY","Oncorhynchus tshawytscha",111993.03604
2014,10,"SARDINA AUSTRAL","Sprattus fuegensis",2.334
2014,10,"SARDINA COMUN","Strangomera bentincki",2.334
2014,10,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",76790.6844
2014,11,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",17.24563
2014,11,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",34.59773
2014,11,"BROTULA","Salilota australis",24.37651
2014,11,"CENTOLLA","Lithodes santolla",127.61223
2014,11,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",513.86441
2014,11,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",513.86441
2014,11,"COJINOBA MOTEADA","Seriolella punctata",513.86441
2014,11,"CONGRIO COLORADO","Genypterus chilensis",1.0708
2014,11,"CONGRIO DORADO","Genypterus blacodes",70.39244
2014,11,"CONGRIO NEGRO","Genypterus maculatus",1.0708
2014,11,"JAIBA","Cancer spp.",49.95875
2014,11,"JAIBA LIMON","Cancer porteri",49.95875
2014,11,"JAIBA MARMOLA","Cancer edwardsi",49.95875
2014,11,"JAIBA MORA","Homalaspis plana",49.95875
2014,11,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",49.95875
2014,11,"JAIBA PELUDA O PACHONA","Cancer setosus",49.95875
2014,11,"JAIBA REINA","Cancer coronatus",49.95875
2014,11,"JAIBA REMADORA","Ovalipes trimaculatus",49.95875
2014,11,"MERLUZA COMUN","Merluccius gayi gayi",259.54297
2014,11,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",95.18641
2014,11,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",2189.01656
2014,11,"REINETA","Brama australis",58.24258
2014,11,"SALMON REY","Oncorhynchus tshawytscha",3486.62829
2014,11,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",3903.28055
2014,12,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",43.80723
2014,12,"ALGAS MIXTAS",NA,68.774
2014,12,"ALMEJA","Venus antiqua",1.65
2014,12,"ALMEJA O TACA","Protothaca taca",1.65
2014,12,"ANGUILA","Ophichthus spp.",3.45
2014,12,"BACALAO ANTARTICO","Dissostichus mawsoni",21.05142
2014,12,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",1281.7468
2014,12,"BROTULA","Salilota australis",197.19827
2014,12,"CAROLA","Callophyllis variegata",68.774
2014,12,"CENTOLLA","Lithodes santolla",3373.09893
2014,12,"CENTOLLON","Paralomis granulosa",344.92467
2014,12,"CENTOLLON DEL NORTE","NA",8.8978
2014,12,"CHORITO","Mytilus chilensis",17.884
2014,12,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",1850.6575
2014,12,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",1850.6575
2014,12,"COJINOBA MOTEADA","Seriolella punctata",1850.6575
2014,12,"CONGRIO COLORADO","Genypterus chilensis",8.3728
2014,12,"CONGRIO DORADO","Genypterus blacodes",175.39916
2014,12,"CONGRIO NEGRO","Genypterus maculatus",8.3728
2014,12,"ERIZO","Loxechinus albus",62.06809
2014,12,"HUEPO O NAVAJA DE MAR","Ensis macha",9.10333
2014,12,"JAIBA","Cancer spp.",90.33784
2014,12,"JAIBA LIMON","Cancer porteri",90.33784
2014,12,"JAIBA MARMOLA","Cancer edwardsi",90.33784
2014,12,"JAIBA MORA","Homalaspis plana",90.33784
2014,12,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",90.33784
2014,12,"JAIBA PELUDA O PACHONA","Cancer setosus",90.33784
2014,12,"JAIBA REINA","Cancer coronatus",90.33784
2014,12,"JAIBA REMADORA","Ovalipes trimaculatus",90.33784
2014,12,"LOCO","Concholepas concholepas",0.848
2014,12,"MERLUZA COMUN","Merluccius gayi gayi",5.82239
2014,12,"MERLUZA DE TRES ALETAS","Micromesistius australis",1390.193
2014,12,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",1252.74445
2014,12,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",2149.20329
2014,12,"PEPINO DE MAR","Athyonidium chilensis",2.332
2014,12,"REINETA","Brama australis",14.6
2014,12,"SALMON REY","Oncorhynchus tshawytscha",622.35273
2014,12,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",135.75776
2014,13,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",67.06947
2014,13,"ALGAS MIXTAS",NA,1.419
2014,13,"ATUN LISTADO,BARRILETE,CACHURRETA/AUHOPU","Katsuwonus pelamis",0.5044
2014,13,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",0.1
2014,13,"CAMARON NAILON","Heterocarpus reedi",10.8
2014,13,"CAROLA","Callophyllis variegata",1.419
2014,13,"CENTOLLA","Lithodes santolla",189.03696
2014,13,"CENTOLLA DEL NORTE","Lithodes spp.",0.465
2014,13,"CENTOLLON DEL NORTE","NA",24.50944
2014,13,"CHASCA","Gelidium rex",24.1344
2014,13,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",122.184
2014,13,"CHICOREA DE MAR","Chondracanthus chamissoi",1.042
2014,13,"CHOLGA","Aulacomya ater",284.63527
2014,13,"CHORITO","Mytilus chilensis",8.9225
2014,13,"CHORO","Choromytilus chorus",284.63527
2014,13,"COCHAYUYO","Durvillaea antarctica",0.58
2014,13,"CONGRIO COLORADO","Genypterus chilensis",4.278
2014,13,"CONGRIO NEGRO","Genypterus maculatus",4.278
2014,13,"ERIZO","Loxechinus albus",9.6538
2014,13,"HUIRO","Macrocystis spp.",22.371
2014,13,"PEJERREY DE MAR","Odontesthes regia",21.186
2014,13,"PELILLO","Gracilaria spp.",33.146
2014,13,"SALMON REY","Oncorhynchus tshawytscha",3.84916
2014,13,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",48.40796
2014,14,"ALMEJA","Venus antiqua",5.796
2014,14,"ALMEJA O TACA","Protothaca taca",5.796
2014,14,"CENTOLLA","Lithodes santolla",5.85205
2014,14,"CHOLGA","Aulacomya ater",627.50246
2014,14,"CHORO","Choromytilus chorus",627.50246
2014,14,"CONGRIO DORADO","Genypterus blacodes",1.51447
2014,14,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",106.42831
2014,14,"REINETA","Brama australis",0.338
2014,14,"SALMON REY","Oncorhynchus tshawytscha",47.54
2014,14,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",22.91288
2014,15,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",17.37487
2014,15,"ANCHOVETA","Engraulis ringens",42.05268
2014,15,"ATUN ALETA LARGA","Thunnus albacares",81.32948
2014,15,"CENTOLLA","Lithodes santolla",6.81472
2014,15,"CHOLGA","Aulacomya ater",5.25
2014,15,"CHORO","Choromytilus chorus",5.25
2014,15,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",114.1081
2014,15,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",114.1081
2014,15,"COJINOBA MOTEADA","Seriolella punctata",114.1081
2014,15,"CONGRIO COLORADO","Genypterus chilensis",1.32196
2014,15,"CONGRIO DORADO","Genypterus blacodes",23.00709
2014,15,"CONGRIO NEGRO","Genypterus maculatus",1.32196
2014,15,"CORVINA","Cilus gilberti",2.52
2014,15,"ERIZO","Loxechinus albus",0.717
2014,15,"JAIBA","Cancer spp.",18.67948
2014,15,"JAIBA LIMON","Cancer porteri",18.67948
2014,15,"JAIBA MARMOLA","Cancer edwardsi",18.67948
2014,15,"JAIBA MORA","Homalaspis plana",18.67948
2014,15,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",18.67948
2014,15,"JAIBA PELUDA O PACHONA","Cancer setosus",18.67948
2014,15,"JAIBA REINA","Cancer coronatus",18.67948
2014,15,"JAIBA REMADORA","Ovalipes trimaculatus",18.67948
2014,15,"JUREL","Trachurus murphyi",133.532
2014,15,"MERLUZA COMUN","Merluccius gayi gayi",0.667
2014,15,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",28.16856
2014,15,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",221.68033
2014,15,"NAVAJUELA","Tagelus dombeii",10.0224
2014,15,"REINETA","Brama australis",619.39183
2014,15,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",1360.06447
2014,20,"ANCHOVETA","Engraulis ringens",18.83608
2014,20,"ANGUILA","Ophichthus spp.",18.8495
2014,20,"BACALAO ANTARTICO","Dissostichus mawsoni",5.70744
2014,20,"MERLUZA COMUN","Merluccius gayi gayi",69.006
2014,NA,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",0.19
2014,NA,"ALGAS MIXTAS",NA,0.152
2014,NA,"ATUN ALETA LARGA","Thunnus albacares",0.227
2014,NA,"BACALAO ANTARTICO","Dissostichus mawsoni",0.036
2014,NA,"CAROLA","Callophyllis variegata",0.152
2014,NA,"CENTOLLA","Lithodes santolla",0.4866
2014,NA,"CHOLGA","Aulacomya ater",0.366
2014,NA,"CHORITO","Mytilus chilensis",0.411
2014,NA,"CHORO","Choromytilus chorus",0.366
2014,NA,"ERIZO","Loxechinus albus",0.1575
2014,NA,"GRANADERO GRANDE","Macrourus holotrachys",0.062
2014,NA,"HUEPO O NAVAJA DE MAR","Ensis macha",0.014
2014,NA,"HUIRO","Macrocystis spp.",0.015
2014,NA,"JAIBA","Cancer spp.",0.355
2014,NA,"JAIBA LIMON","Cancer porteri",0.355
2014,NA,"JAIBA MARMOLA","Cancer edwardsi",0.355
2014,NA,"JAIBA MORA","Homalaspis plana",0.355
2014,NA,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",0.355
2014,NA,"JAIBA PELUDA O PACHONA","Cancer setosus",0.355
2014,NA,"JAIBA REINA","Cancer coronatus",0.355
2014,NA,"JAIBA REMADORA","Ovalipes trimaculatus",0.355
2014,NA,"JUREL","Trachurus murphyi",0.361
2014,NA,"LOCO","Concholepas concholepas",0.012
2014,NA,"MERLUZA COMUN","Merluccius gayi gayi",0.112
2014,NA,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",0.427
2014,NA,"OSTION DEL NORTE","Argopecten purpuratus",0.01
2014,NA,"PEJERRATA","Coelorhynchus chilensis",0.062
2014,NA,"PEJERRATA O GRANADERO ESCAMOSO","Macrourus carinatus.",0.062
2014,NA,"PEPINO DE MAR","Athyonidium chilensis",0.052
2014,NA,"PULPO DEL SUR","Enteroctopus megalocyathus",0.025
2014,NA,"SALMON REY","Oncorhynchus tshawytscha",0.491
2014,NA,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",0.28
2015,0,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",0.01
2015,0,"ALGAS MIXTAS",NA,0.01472
2015,0,"ATUN LISTADO,BARRILETE,CACHURRETA/AUHOPU","Katsuwonus pelamis",0.38203
2015,0,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",12.38512
2015,0,"BAGRE","Ameiurus melas",26.4
2015,0,"BROTULA","Salilota australis",0.05677
2015,0,"CALAMAR ILLEX O POTA DEL ATLANTICO","Illex argentinus",2.90253
2015,0,"CAMARON ECUATORIANO O PENAEUE","Penaeus vannamei",0.86385
2015,0,"CAMARON NAILON","Heterocarpus reedi",0.098
2015,0,"CARACOL PALO PALO","Argobuccinum spp.",0.01108
2015,0,"CAROLA","Callophyllis variegata",0.01472
2015,0,"CENTOLLA","Lithodes santolla",0.15884
2015,0,"CENTOLLON","Paralomis granulosa",0.048
2015,0,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",0.0042
2015,0,"CHOLGA","Aulacomya ater",1.31214
2015,0,"CHORITO","Mytilus chilensis",0.093
2015,0,"CHORO","Choromytilus chorus",1.31214
2015,0,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",0.025
2015,0,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",0.025
2015,0,"COJINOBA MOTEADA","Seriolella punctata",0.025
2015,0,"CORVINA","Cilus gilberti",0.015
2015,0,"CULENGUE","Gari solida",0.00624
2015,0,"ERIZO","Loxechinus albus",0.05324
2015,0,"HUEPO O NAVAJA DE MAR","Ensis macha",0.01864
2015,0,"HUIRO","Macrocystis spp.",0.00273
2015,0,"JAIBA","Cancer spp.",0.06079
2015,0,"JAIBA LIMON","Cancer porteri",0.06079
2015,0,"JAIBA MARMOLA","Cancer edwardsi",0.06079
2015,0,"JAIBA MORA","Homalaspis plana",0.06079
2015,0,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",0.06079
2015,0,"JAIBA PELUDA O PACHONA","Cancer setosus",0.06079
2015,0,"JAIBA REINA","Cancer coronatus",0.06079
2015,0,"JAIBA REMADORA","Ovalipes trimaculatus",0.06079
2015,0,"LANGOSTINO COLORADO","Pleuroncodes monodon",0.036
2015,0,"LOCO","Concholepas concholepas",21.89999
2015,0,"MERLUZA COMUN","Merluccius gayi gayi",0.14324
2015,0,"MERLUZA DE COLA","Macruronus magellanicus",0.12724
2015,0,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",0.12724
2015,0,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",0.26324
2015,0,"NAVAJUELA","Tagelus dombeii",0.01237
2015,0,"PEJERREY DE MAR","Odontesthes regia",0.053
2015,0,"PEPINO DE MAR","Athyonidium chilensis",0.258
2015,0,"POTA DEL PACIFICO","Todarodes Pacificus",2.90253
2015,0,"SALMON REY","Oncorhynchus tshawytscha",0.6139
2015,0,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",1.171
2015,1,"ALGAS MIXTAS",NA,52.1
2015,1,"CARACOL LOCATE","Thais chocolata",24
2015,1,"CAROLA","Callophyllis variegata",52.1
2015,1,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",5613.953
2015,1,"CHICOREA DE MAR","Chondracanthus chamissoi",23.701
2015,1,"ERIZO","Loxechinus albus",32.177
2015,1,"HUIRO","Macrocystis spp.",126.6
2015,2,"ALGAS MIXTAS",NA,96.882
2015,2,"ATUN LISTADO,BARRILETE,CACHURRETA/AUHOPU","Katsuwonus pelamis",23.575
2015,2,"CARACOL LOCATE","Thais chocolata",45.021
2015,2,"CAROLA","Callophyllis variegata",96.882
2015,2,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",12097.535
2015,2,"COCHAYUYO","Durvillaea antarctica",40.3
2015,2,"ERIZO","Loxechinus albus",0.49
2015,2,"HUIRO","Macrocystis spp.",406.004
2015,2,"SARDINA ESPANOLA","Sardinops sagax",39.667
2015,3,"ABALON JAPONES","Haliotis discus hannai",0.2904
2015,3,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",61.725
2015,3,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",22324.347
2015,3,"CHOLGA","Aulacomya ater",25.812
2015,3,"CHORO","Choromytilus chorus",25.812
2015,3,"COCHAYUYO","Durvillaea antarctica",147.132
