"year","region","especie_SERNAPESCA","nombre_cientifico_SERNAPESCA","tons"
2015,3,"CULENGUE","Gari solida",0.0252
2015,3,"ERIZO","Loxechinus albus",13.018
2015,3,"HUEPO O NAVAJA DE MAR","Ensis macha",0.0252
2015,3,"HUIRO","Macrocystis spp.",599.55
2015,3,"LOCO","Concholepas concholepas",0.0252
2015,3,"NAVAJUELA","Tagelus dombeii",0.0252
2015,4,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",920.12117
2015,4,"ALGAS MIXTAS",NA,1113.929
2015,4,"CABALLA","Scomber japonicus",54.10162
2015,4,"CAMARON NAILON","Heterocarpus reedi",114.68594
2015,4,"CARACOL LOCATE","Thais chocolata",18.183
2015,4,"CAROLA","Callophyllis variegata",1113.929
2015,4,"CENTOLLA","Lithodes santolla",0.059
2015,4,"CHASCA","Gelidium rex",63.637
2015,4,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",12909.705
2015,4,"CHICOREA DE MAR","Chondracanthus chamissoi",99.1
2015,4,"CHORITO","Mytilus chilensis",55.696
2015,4,"COCHAYUYO","Durvillaea antarctica",193.74393
2015,4,"HUIRO","Macrocystis spp.",1383.989
2015,4,"JAIBA","Cancer spp.",5.6483
2015,4,"JAIBA LIMON","Cancer porteri",5.6483
2015,4,"JAIBA MARMOLA","Cancer edwardsi",5.6483
2015,4,"JAIBA MORA","Homalaspis plana",5.6483
2015,4,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",5.6483
2015,4,"JAIBA PELUDA O PACHONA","Cancer setosus",5.6483
2015,4,"JAIBA REINA","Cancer coronatus",5.6483
2015,4,"JAIBA REMADORA","Ovalipes trimaculatus",5.6483
2015,4,"JUREL","Trachurus murphyi",474.71127
2015,4,"LANGOSTA DE J.FERNANDEZ","Jasus frontalis",4.012
2015,4,"LANGOSTINO AMARILLO","Cervimunida johni",7.3494
2015,4,"LANGOSTINO COLORADO","Pleuroncodes monodon",1.6896
2015,4,"NAVAJUELA","Tagelus dombeii",1.1
2015,4,"OSTION DEL NORTE","Argopecten purpuratus",73.068
2015,4,"OSTRA DEL PACIFICO","Crassostrea gigas",5.084
2015,4,"PELILLO","Gracilaria spp.",127.957
2015,4,"REINETA","Brama australis",21.35
2015,5,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",481.7522
2015,5,"ALGAS MIXTAS",NA,184.901
2015,5,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",66.68
2015,5,"CAMARON NAILON","Heterocarpus reedi",234.91294
2015,5,"CAROLA","Callophyllis variegata",184.901
2015,5,"CENTOLLA","Lithodes santolla",547.82365
2015,5,"CENTOLLON","Paralomis granulosa",4.70908
2015,5,"CHASCA","Gelidium rex",24.1344
2015,5,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",209.253
2015,5,"CHOLGA","Aulacomya ater",143.498
2015,5,"CHORO","Choromytilus chorus",143.498
2015,5,"COCHAYUYO","Durvillaea antarctica",22.044
2015,5,"CONGRIO COLORADO","Genypterus chilensis",2.365
2015,5,"CONGRIO NEGRO","Genypterus maculatus",2.365
2015,5,"JAIBA","Cancer spp.",59.946
2015,5,"JAIBA LIMON","Cancer porteri",59.946
2015,5,"JAIBA MARMOLA","Cancer edwardsi",59.946
2015,5,"JAIBA MORA","Homalaspis plana",59.946
2015,5,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",59.946
2015,5,"JAIBA PELUDA O PACHONA","Cancer setosus",59.946
2015,5,"JAIBA REINA","Cancer coronatus",59.946
2015,5,"JAIBA REMADORA","Ovalipes trimaculatus",59.946
2015,5,"JUREL","Trachurus murphyi",5.495
2015,5,"LOCO","Concholepas concholepas",26.086
2015,5,"MERLUZA COMUN","Merluccius gayi gayi",24.965
2015,5,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",32.977
2015,5,"PEJERREY DE MAR","Odontesthes regia",4.972
2015,5,"PELILLO","Gracilaria spp.",101.0494
2015,5,"REINETA","Brama australis",1.1
2015,6,"ALGAS MIXTAS",NA,97.958
2015,6,"CAROLA","Callophyllis variegata",97.958
2015,6,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",47.514
2015,6,"CHICOREA DE MAR","Chondracanthus chamissoi",7.739
2015,6,"COCHAYUYO","Durvillaea antarctica",113.3895
2015,6,"HUIRO","Macrocystis spp.",61.81
2015,6,"JUREL","Trachurus murphyi",23.1
2015,6,"PELILLO","Gracilaria spp.",10.429
2015,6,"SALMON REY","Oncorhynchus tshawytscha",267.72968
2015,6,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",227.1434
2015,7,"COCHAYUYO","Durvillaea antarctica",7.2174
2015,7,"REINETA","Brama australis",21.3575
2015,7,"SALMON REY","Oncorhynchus tshawytscha",24.5824
2015,8,"ABALON JAPONES","Haliotis discus hannai",15.8582
2015,8,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",304.06633
2015,8,"ALGAS MIXTAS",NA,2646.887
2015,8,"ATUN ALETA LARGA","Thunnus albacares",17.7989
2015,8,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",55.76321
2015,8,"CABALLA","Scomber japonicus",141.686
2015,8,"CARACOL PALO PALO","Argobuccinum spp.",17.92373
2015,8,"CAROLA","Callophyllis variegata",2646.887
2015,8,"CENTOLLA","Lithodes santolla",232.49012
2015,8,"CHASCA","Gelidium rex",2.1
2015,8,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",26.625
2015,8,"CHICOREA DE MAR","Chondracanthus chamissoi",929.4235
2015,8,"CHOLGA","Aulacomya ater",433.69552
2015,8,"CHORO","Choromytilus chorus",433.69552
2015,8,"COCHAYUYO","Durvillaea antarctica",1896.70768
2015,8,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",52.48441
2015,8,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",52.48441
2015,8,"COJINOBA MOTEADA","Seriolella punctata",52.48441
2015,8,"CULENGUE","Gari solida",200.4106
2015,8,"ERIZO","Loxechinus albus",58.2757
2015,8,"HUEPO O NAVAJA DE MAR","Ensis macha",713.80924
2015,8,"HUIRO","Macrocystis spp.",411.9533
2015,8,"JUREL","Trachurus murphyi",59591.75082
2015,8,"LANGOSTINO AMARILLO","Cervimunida johni",124.69551
2015,8,"LANGOSTINO COLORADO","Pleuroncodes monodon",649.96618
2015,8,"LOCO","Concholepas concholepas",150.54385
2015,8,"MERLUZA COMUN","Merluccius gayi gayi",1962.61665
2015,8,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",43.5
2015,8,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",0.424
2015,8,"NAVAJUELA","Tagelus dombeii",467.68337
2015,8,"PEJERREY DE MAR","Odontesthes regia",235.3995
2015,8,"PELILLO","Gracilaria spp.",367.206
2015,8,"PEPINO DE MAR","Athyonidium chilensis",7.863
2015,8,"REINETA","Brama australis",1555.59709
2015,8,"SALMON REY","Oncorhynchus tshawytscha",53.74071
2015,8,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",4.1556
2015,9,"CENTOLLA","Lithodes santolla",1.64621
2015,9,"JUREL","Trachurus murphyi",234.38
2015,9,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",2.996
2015,10,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",219.66586
2015,10,"ALGAS MIXTAS",NA,1503.908
2015,10,"ALMEJA","Venus antiqua",382.13423
2015,10,"ALMEJA O TACA","Protothaca taca",382.13423
2015,10,"ATUN ALETA LARGA","Thunnus albacares",8.4652
2015,10,"ATUN LISTADO,BARRILETE,CACHURRETA/AUHOPU","Katsuwonus pelamis",5.0476
2015,10,"BACALAO ANTARTICO","Dissostichus mawsoni",0.6799
2015,10,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",14.92778
2015,10,"BROTULA","Salilota australis",0.941
2015,10,"CABALLA","Scomber japonicus",296.714
2015,10,"CARACOL PALO PALO","Argobuccinum spp.",8.10945
2015,10,"CAROLA","Callophyllis variegata",1503.908
2015,10,"CENTOLLA","Lithodes santolla",374.44201
2015,10,"CENTOLLA DEL NORTE","Lithodes spp.",9.63015
2015,10,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",25.001
2015,10,"CHICOREA DE MAR","Chondracanthus chamissoi",48.929
2015,10,"CHOLGA","Aulacomya ater",74237.28247
2015,10,"CHORITO","Mytilus chilensis",132.05856
2015,10,"CHORO","Choromytilus chorus",74237.28247
2015,10,"COCHAYUYO","Durvillaea antarctica",53.07
2015,10,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",24.37574
2015,10,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",24.37574
2015,10,"COJINOBA MOTEADA","Seriolella punctata",24.37574
2015,10,"CONGRIO COLORADO","Genypterus chilensis",5.374
2015,10,"CONGRIO DORADO","Genypterus blacodes",87.16808
2015,10,"CONGRIO NEGRO","Genypterus maculatus",5.374
2015,10,"CULENGUE","Gari solida",141.4565
2015,10,"ERIZO","Loxechinus albus",323.41312
2015,10,"HUEPO O NAVAJA DE MAR","Ensis macha",389.39284
2015,10,"HUIRO","Macrocystis spp.",1424.805
2015,10,"JAIBA","Cancer spp.",139.88049
2015,10,"JAIBA LIMON","Cancer porteri",139.88049
2015,10,"JAIBA MARMOLA","Cancer edwardsi",139.88049
2015,10,"JAIBA MORA","Homalaspis plana",139.88049
2015,10,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",139.88049
2015,10,"JAIBA PELUDA O PACHONA","Cancer setosus",139.88049
2015,10,"JAIBA REINA","Cancer coronatus",139.88049
2015,10,"JAIBA REMADORA","Ovalipes trimaculatus",139.88049
2015,10,"JULIANA O TAWERA","Tawera gayi",113.78293
2015,10,"JUREL","Trachurus murphyi",25319.468
2015,10,"LANGOSTINO AMARILLO","Cervimunida johni",23.30533
2015,10,"LANGOSTINO COLORADO","Pleuroncodes monodon",248.26861
2015,10,"LOCO","Concholepas concholepas",132.2875
2015,10,"MACHA","Mesodesma donacium",28.9857
2015,10,"MERLUZA COMUN","Merluccius gayi gayi",108.66283
2015,10,"MERLUZA DE COLA","Macruronus magellanicus",25.46552
2015,10,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",36.21862
2015,10,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",4333.44328
2015,10,"NAVAJUELA","Tagelus dombeii",1066.90281
2015,10,"OSTION DEL NORTE","Argopecten purpuratus",0.0364
2015,10,"OSTION PATAGONICO","Chlamys patagonica",0.0364
2015,10,"PEJERREY DE MAR","Odontesthes regia",189.5912
2015,10,"PELILLO","Gracilaria spp.",85.358
2015,10,"PEPINO DE MAR","Athyonidium chilensis",0.511
2015,10,"REINETA","Brama australis",137.43884
2015,10,"SALMON REY","Oncorhynchus tshawytscha",129092.9693
2015,10,"SARDINA AUSTRAL","Sprattus fuegensis",0.389
2015,10,"SARDINA COMUN","Strangomera bentincki",0.389
2015,10,"SARDINA ESPANOLA","Sardinops sagax",24.675
2015,10,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",64911.40935
2015,11,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",21.0225
2015,11,"BROTULA","Salilota australis",5.7775
2015,11,"CENTOLLA","Lithodes santolla",88.03211
2015,11,"CHOLGA","Aulacomya ater",27.92168
2015,11,"CHORO","Choromytilus chorus",27.92168
2015,11,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",823.7975
2015,11,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",823.7975
2015,11,"COJINOBA MOTEADA","Seriolella punctata",823.7975
2015,11,"CONGRIO COLORADO","Genypterus chilensis",4.01577
2015,11,"CONGRIO DORADO","Genypterus blacodes",106.04777
2015,11,"CONGRIO NEGRO","Genypterus maculatus",4.01577
2015,11,"JAIBA","Cancer spp.",52.86806
2015,11,"JAIBA LIMON","Cancer porteri",52.86806
2015,11,"JAIBA MARMOLA","Cancer edwardsi",52.86806
2015,11,"JAIBA MORA","Homalaspis plana",52.86806
2015,11,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",52.86806
2015,11,"JAIBA PELUDA O PACHONA","Cancer setosus",52.86806
2015,11,"JAIBA REINA","Cancer coronatus",52.86806
2015,11,"JAIBA REMADORA","Ovalipes trimaculatus",52.86806
2015,11,"MERLUZA COMUN","Merluccius gayi gayi",7.07107
2015,11,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",197.12058
2015,11,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",2873.88266
2015,11,"REINETA","Brama australis",27.92091
2015,11,"SALMON REY","Oncorhynchus tshawytscha",49.58
2015,11,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",4462.37468
2015,12,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",11.00008
2015,12,"BACALAO ANTARTICO","Dissostichus mawsoni",15.42017
2015,12,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",1013.31528
2015,12,"BROTULA","Salilota australis",409.626
2015,12,"CENTOLLA","Lithodes santolla",2504.23306
2015,12,"CENTOLLON","Paralomis granulosa",307.75764
2015,12,"CENTOLLON DEL NORTE","NA",1.7174
2015,12,"CHORITO","Mytilus chilensis",31.064
2015,12,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",1556.64255
2015,12,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",1556.64255
2015,12,"COJINOBA MOTEADA","Seriolella punctata",1556.64255
2015,12,"CONGRIO COLORADO","Genypterus chilensis",3.9746
2015,12,"CONGRIO DORADO","Genypterus blacodes",145.62637
2015,12,"CONGRIO NEGRO","Genypterus maculatus",3.9746
2015,12,"DRACO RAYADO","Champsocephalus gunnari",27.06217
2015,12,"ERIZO","Loxechinus albus",79.908
2015,12,"HUEPO O NAVAJA DE MAR","Ensis macha",31.482
2015,12,"JAIBA","Cancer spp.",107.2271
2015,12,"JAIBA LIMON","Cancer porteri",107.2271
2015,12,"JAIBA MARMOLA","Cancer edwardsi",107.2271
2015,12,"JAIBA MORA","Homalaspis plana",107.2271
2015,12,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",107.2271
2015,12,"JAIBA PELUDA O PACHONA","Cancer setosus",107.2271
2015,12,"JAIBA REINA","Cancer coronatus",107.2271
2015,12,"JAIBA REMADORA","Ovalipes trimaculatus",107.2271
2015,12,"LOCO","Concholepas concholepas",6.21
2015,12,"MERLUZA COMUN","Merluccius gayi gayi",10.15807
2015,12,"MERLUZA DE TRES ALETAS","Micromesistius australis",1602.522
2015,12,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",700.548
2015,12,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",2251.21637
2015,12,"REINETA","Brama australis",50.35
2015,12,"SALMON REY","Oncorhynchus tshawytscha",157.58561
2015,12,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",587.58059
2015,13,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",99.42178
2015,13,"ALGAS MIXTAS",NA,124.291
2015,13,"CAMARON NAILON","Heterocarpus reedi",88.3116
2015,13,"CAROLA","Callophyllis variegata",124.291
2015,13,"CENTOLLA","Lithodes santolla",424.25727
2015,13,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",534.8738
2015,13,"CHOLGA","Aulacomya ater",75.158
2015,13,"CHORO","Choromytilus chorus",75.158
2015,13,"COCHAYUYO","Durvillaea antarctica",0.3
2015,13,"CONGRIO COLORADO","Genypterus chilensis",4.5
2015,13,"CONGRIO NEGRO","Genypterus maculatus",4.5
2015,13,"ERIZO","Loxechinus albus",63.1772
2015,13,"HUIRO","Macrocystis spp.",8.495
2015,13,"JAIBA","Cancer spp.",7.698
2015,13,"JAIBA LIMON","Cancer porteri",7.698
2015,13,"JAIBA MARMOLA","Cancer edwardsi",7.698
2015,13,"JAIBA MORA","Homalaspis plana",7.698
2015,13,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",7.698
2015,13,"JAIBA PELUDA O PACHONA","Cancer setosus",7.698
2015,13,"JAIBA REINA","Cancer coronatus",7.698
2015,13,"JAIBA REMADORA","Ovalipes trimaculatus",7.698
2015,13,"JUREL","Trachurus murphyi",285.28
2015,13,"LANGOSTINO AMARILLO","Cervimunida johni",156.81956
2015,13,"LANGOSTINO COLORADO","Pleuroncodes monodon",41.35946
2015,13,"LOCO","Concholepas concholepas",0.163
2015,13,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",26.0345
2015,13,"OSTRA CHILENA","Ostrea chilensis",0.254
2015,13,"PEJERREY DE MAR","Odontesthes regia",76.816
2015,13,"PEPINO DE MAR","Athyonidium chilensis",1.71
2015,13,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",42.6266
2015,14,"CENTOLLA","Lithodes santolla",134.13181
2015,14,"CHOLGA","Aulacomya ater",39.85
2015,14,"CHORO","Choromytilus chorus",39.85
2015,14,"COCHAYUYO","Durvillaea antarctica",14.56
2015,14,"JAIBA","Cancer spp.",1.544
2015,14,"JAIBA LIMON","Cancer porteri",1.544
2015,14,"JAIBA MARMOLA","Cancer edwardsi",1.544
2015,14,"JAIBA MORA","Homalaspis plana",1.544
2015,14,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",1.544
2015,14,"JAIBA PELUDA O PACHONA","Cancer setosus",1.544
2015,14,"JAIBA REINA","Cancer coronatus",1.544
2015,14,"JAIBA REMADORA","Ovalipes trimaculatus",1.544
2015,14,"JUREL","Trachurus murphyi",66.059
2015,14,"REINETA","Brama australis",91.78
2015,14,"SALMON REY","Oncorhynchus tshawytscha",3703.59937
2015,14,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",1844.34411
2015,15,"ANCHOVETA","Engraulis ringens",4.6249
2015,15,"ATUN ALETA LARGA","Thunnus albacares",5.84189
2015,15,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",33.6
2015,15,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",33.6
2015,15,"COJINOBA MOTEADA","Seriolella punctata",33.6
2015,15,"CORVINA","Cilus gilberti",10.08
2015,15,"JUREL","Trachurus murphyi",39.425
2015,15,"REINETA","Brama australis",461.51941
2015,15,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",24.3
2015,20,"ANCHOVETA","Engraulis ringens",18.93492
2015,20,"BACALAO ANTARTICO","Dissostichus mawsoni",17.28386
2015,20,"CAMARON ECUATORIANO O PENAEUE","Penaeus vannamei",21.945
2015,20,"CENTOLLA","Lithodes santolla",20.615
2015,NA,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",0.302
2015,NA,"ALGAS MIXTAS",NA,0.052
2015,NA,"ATUN ALETA LARGA","Thunnus albacares",0.4602
2015,NA,"BACALAO ANTARTICO","Dissostichus mawsoni",0.05
2015,NA,"CABALLA","Scomber japonicus",0.112
2015,NA,"CAMARON NAILON","Heterocarpus reedi",0.036
2015,NA,"CARACOL LOCATE","Thais chocolata",0.007
2015,NA,"CAROLA","Callophyllis variegata",0.052
2015,NA,"CENTOLLA","Lithodes santolla",0.188
2015,NA,"CENTOLLON","Paralomis granulosa",0.237
2015,NA,"CHOLGA","Aulacomya ater",0.342
2015,NA,"CHORITO","Mytilus chilensis",0.148
2015,NA,"CHORO","Choromytilus chorus",0.342
2015,NA,"ERIZO","Loxechinus albus",0.239
2015,NA,"JAIBA","Cancer spp.",0.055
2015,NA,"JAIBA LIMON","Cancer porteri",0.055
2015,NA,"JAIBA MARMOLA","Cancer edwardsi",0.055
2015,NA,"JAIBA MORA","Homalaspis plana",0.055
2015,NA,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",0.055
2015,NA,"JAIBA PELUDA O PACHONA","Cancer setosus",0.055
2015,NA,"JAIBA REINA","Cancer coronatus",0.055
2015,NA,"JAIBA REMADORA","Ovalipes trimaculatus",0.055
2015,NA,"JUREL","Trachurus murphyi",0.265
2015,NA,"NAVAJUELA","Tagelus dombeii",0.045
2015,NA,"PEJERREY DE MAR","Odontesthes regia",0.0027
2015,NA,"PEPINO DE MAR","Athyonidium chilensis",0.08945
2015,NA,"PULPO DEL SUR","Enteroctopus megalocyathus",0.015
2015,NA,"SALMON REY","Oncorhynchus tshawytscha",0.458
2015,NA,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",0.43627
2016,0,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",0.012
2016,0,"ALGAS MIXTAS",NA,1.449
2016,0,"ALMEJA","Venus antiqua",0.011
2016,0,"ALMEJA O TACA","Protothaca taca",0.011
2016,0,"ANGUILA","Ophichthus spp.",26.95
2016,0,"ATUN ALETA LARGA","Thunnus albacares",0.09516
2016,0,"BAGRE","Ameiurus melas",26.95
2016,0,"BROTULA","Salilota australis",0.13138
2016,0,"CAMARON NAILON","Heterocarpus reedi",0.05525
2016,0,"CAROLA","Callophyllis variegata",1.449
2016,0,"CENTOLLA","Lithodes santolla",0.44943
2016,0,"CENTOLLA DEL NORTE","Lithodes spp.",0.05
2016,0,"CENTOLLON","Paralomis granulosa",0.01
2016,0,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",0.306
2016,0,"CHOLGA","Aulacomya ater",1.48185
2016,0,"CHORITO","Mytilus chilensis",0.0304
2016,0,"CHORO","Choromytilus chorus",1.48185
2016,0,"COJINOBA DEL NORTE / PIAFRI","Seriolella violacea",0.055
2016,0,"COJINOBA DEL SUR O AZUL","Seriolella caerulea",0.055
2016,0,"COJINOBA MOTEADA","Seriolella punctata",0.055
2016,0,"ERIZO","Loxechinus albus",0.05656
2016,0,"HUEPO O NAVAJA DE MAR","Ensis macha",0.00094
2016,0,"JAIBA","Cancer spp.",0.0814
2016,0,"JAIBA LIMON","Cancer porteri",0.0814
2016,0,"JAIBA MARMOLA","Cancer edwardsi",0.0814
2016,0,"JAIBA MORA","Homalaspis plana",0.0814
2016,0,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",0.0814
2016,0,"JAIBA PELUDA O PACHONA","Cancer setosus",0.0814
2016,0,"JAIBA REINA","Cancer coronatus",0.0814
2016,0,"JAIBA REMADORA","Ovalipes trimaculatus",0.0814
2016,0,"JUREL","Trachurus murphyi",6.5023
2016,0,"LANGOSTINO AMARILLO","Cervimunida johni",0.03675
2016,0,"LOCO","Concholepas concholepas",0.00144
2016,0,"MERLUZA COMUN","Merluccius gayi gayi",0.0999
2016,0,"MERLUZA DE COLA","Macruronus magellanicus",0.0209
2016,0,"MERLUZA DE TRES ALETAS","Micromesistius australis",0.0015
2016,0,"MERLUZA DEL ATLANTICO","Merluccius hubbsi",0.0209
2016,0,"MERLUZA DEL SUR O AUSTRAL","Merluccius australis",0.2474
2016,0,"PELILLO","Gracilaria spp.",0.008
2016,0,"PEPINO DE MAR","Athyonidium chilensis",0.022
2016,0,"PULPO DEL NORTE","Octopus (vulgaris) mimus",0.016
2016,0,"REINETA","Brama australis",0.013
2016,0,"SALMON REY","Oncorhynchus tshawytscha",0.46757
2016,0,"TRUCHA ARCOIRIS","Oncorhynchus mykiss",0.91387
2016,1,"ALGAS MIXTAS",NA,376.82
2016,1,"CAROLA","Callophyllis variegata",376.82
2016,1,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",6824.022
2016,1,"ERIZO","Loxechinus albus",35.349
2016,1,"HUIRO","Macrocystis spp.",960.742
2016,2,"CAMARON NAILON","Heterocarpus reedi",2.246
2016,2,"CARACOL LOCATE","Thais chocolata",23.013
2016,2,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",12887.587
2016,2,"ERIZO","Loxechinus albus",0.118
2016,2,"HUEPO O NAVAJA DE MAR","Ensis macha",1.9278
2016,2,"HUIRO","Macrocystis spp.",1592.01
2016,2,"PEPINO DE MAR","Athyonidium chilensis",2.52
2016,2,"SALMON REY","Oncorhynchus tshawytscha",24.858
2016,3,"ABALON JAPONES","Haliotis discus hannai",2.9884
2016,3,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",233.434
2016,3,"ALGAS MIXTAS",NA,23.992
2016,3,"CAMARON NAILON","Heterocarpus reedi",20.4
2016,3,"CAROLA","Callophyllis variegata",23.992
2016,3,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",25730.207
2016,3,"CHICOREA DE MAR","Chondracanthus chamissoi",52.992
2016,3,"COCHAYUYO","Durvillaea antarctica",201.201
2016,3,"CULENGUE","Gari solida",0.1455
2016,3,"ERIZO","Loxechinus albus",26.71
2016,3,"HUEPO O NAVAJA DE MAR","Ensis macha",0.1455
2016,3,"HUIRO","Macrocystis spp.",1034.914
2016,3,"LOCO","Concholepas concholepas",0.2715
2016,3,"NAVAJUELA","Tagelus dombeii",0.1455
2016,3,"SALMON REY","Oncorhynchus tshawytscha",262.29351
2016,4,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",1184.76628
2016,4,"ALGAS MIXTAS",NA,1274.2855
2016,4,"BACALAO ANTARTICO","Dissostichus mawsoni",13.77118
2016,4,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",158.77025
2016,4,"CAMARON NAILON","Heterocarpus reedi",145.75308
2016,4,"CARACOL LOCATE","Thais chocolata",11.571
2016,4,"CAROLA","Callophyllis variegata",1274.2855
2016,4,"CHASCA","Gelidium rex",30.6
2016,4,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",12252.418
2016,4,"CHICOREA DE MAR","Chondracanthus chamissoi",217.903
2016,4,"CHORITO","Mytilus chilensis",1.9
2016,4,"COCHAYUYO","Durvillaea antarctica",237.305
2016,4,"HUIRO","Macrocystis spp.",2198.615
2016,4,"JAIBA","Cancer spp.",1.238
2016,4,"JAIBA LIMON","Cancer porteri",1.238
2016,4,"JAIBA MARMOLA","Cancer edwardsi",1.238
2016,4,"JAIBA MORA","Homalaspis plana",1.238
2016,4,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",1.238
2016,4,"JAIBA PELUDA O PACHONA","Cancer setosus",1.238
2016,4,"JAIBA REINA","Cancer coronatus",1.238
2016,4,"JAIBA REMADORA","Ovalipes trimaculatus",1.238
2016,4,"JUREL","Trachurus murphyi",159.293
2016,4,"LANGOSTINO COLORADO","Pleuroncodes monodon",30.12348
2016,4,"OSTION DEL NORTE","Argopecten purpuratus",58.984
2016,4,"OSTRA DEL PACIFICO","Crassostrea gigas",8.252
2016,4,"PELILLO","Gracilaria spp.",146.563
2016,4,"SALMON REY","Oncorhynchus tshawytscha",48.72473
2016,5,"ALBACORA O PEZ ESPADA / IVI HEHEU","Xiphias gladius",601.811
2016,5,"ALGAS MIXTAS",NA,465.722
2016,5,"BACALAO DE PROFUNDIDAD","Dissostichus eleginoides",59.733
2016,5,"CAMARON NAILON","Heterocarpus reedi",252.33562
2016,5,"CAROLA","Callophyllis variegata",465.722
2016,5,"CENTOLLA","Lithodes santolla",383.75142
2016,5,"CENTOLLON","Paralomis granulosa",30.23875
2016,5,"CHASCA","Gelidium rex",12.0672
2016,5,"CHASCON O HUIRO NEGRO","Lessonia nigrescens",104.2
2016,5,"CHICOREA DE MAR","Chondracanthus chamissoi",24.3
2016,5,"CHOLGA","Aulacomya ater",195.2915
2016,5,"CHORO","Choromytilus chorus",195.2915
2016,5,"COCHAYUYO","Durvillaea antarctica",30.959
2016,5,"HUEPO O NAVAJA DE MAR","Ensis macha",0.946
2016,5,"HUIRO","Macrocystis spp.",58.463
2016,5,"JAIBA","Cancer spp.",44.756
2016,5,"JAIBA LIMON","Cancer porteri",44.756
2016,5,"JAIBA MARMOLA","Cancer edwardsi",44.756
2016,5,"JAIBA MORA","Homalaspis plana",44.756
2016,5,"JAIBA PANCHOTE O CANGREJO","Taliepus dentatus",44.756
