"species","region","tons","product","year"
"BACALADILLO O MOTE","RM",0,"oil",2016
"CABALLA","RM",0,"oil",2016
"JUREL","RM",0,"oil",2016
"MACHUELO O TRITRE","RM",0,"oil",2016
"MERLUZA COMUN","RM",0,"oil",2016
"PAMPANITO","RM",0,"oil",2016
"SARDINA AUSTRAL","RM",0,"oil",2016
"SARDINA COMUN","RM",0,"oil",2016
"SARDINA ESPANOLA","RM",0,"oil",2016
"JIBIA O CALAMAR ROJO","RM",0,"oil",2016
"PELILLO","XV",0,"agar",2013
"PELILLO","I",0,"agar",2013
"PELILLO","II",0,"agar",2013
"PELILLO","III",0,"agar",2013
"PELILLO","IV",0,"agar",2013
"PELILLO","V",4313,"agar",2013
"PELILLO","VI",0,"agar",2013
"PELILLO","VII",0,"agar",2013
"PELILLO","VIII",4426,"agar",2013
"PELILLO","IX",0,"agar",2013
"PELILLO","XIV",0,"agar",2013
"PELILLO","X",8779,"agar",2013
"PELILLO","XI",0,"agar",2013
"PELILLO","XII",0,"agar",2013
"PELILLO","RM",0,"agar",2013
"CHASCA","XV",0,"agar",2014
"PELILLO","XV",0,"agar",2014
"CHASCA","I",0,"agar",2014
"PELILLO","I",0,"agar",2014
"CHASCA","II",0,"agar",2014
"PELILLO","II",0,"agar",2014
"CHASCA","III",0,"agar",2014
"PELILLO","III",0,"agar",2014
"CHASCA","IV",0,"agar",2014
"PELILLO","IV",0,"agar",2014
"CHASCA","V",106,"agar",2014
"PELILLO","V",19251,"agar",2014
"CHASCA","VI",0,"agar",2014
"PELILLO","VI",0,"agar",2014
"CHASCA","VII",0,"agar",2014
"PELILLO","VII",0,"agar",2014
"CHASCA","VIII",0,"agar",2014
"PELILLO","VIII",7078,"agar",2014
"CHASCA","IX",0,"agar",2014
"PELILLO","IX",0,"agar",2014
"CHASCA","XIV",0,"agar",2014
"PELILLO","XIV",0,"agar",2014
"CHASCA","X",0,"agar",2014
"PELILLO","X",4226,"agar",2014
"CHASCA","XI",0,"agar",2014
"PELILLO","XI",0,"agar",2014
"CHASCA","XII",0,"agar",2014
"PELILLO","XII",0,"agar",2014
"CHASCA","RM",0,"agar",2014
"PELILLO","RM",0,"agar",2014
"PELILLO","XV",0,"agar",2015
"PELILLO","I",0,"agar",2015
"PELILLO","II",0,"agar",2015
"PELILLO","III",0,"agar",2015
"PELILLO","IV",0,"agar",2015
"PELILLO","V",23985,"agar",2015
"PELILLO","VI",0,"agar",2015
"PELILLO","VII",0,"agar",2015
"PELILLO","VIII",5858,"agar",2015
"PELILLO","IX",0,"agar",2015
"PELILLO","XIV",0,"agar",2015
"PELILLO","X",8387,"agar",2015
"PELILLO","XI",0,"agar",2015
"PELILLO","XII",0,"agar",2015
"PELILLO","RM",0,"agar",2015
"PELILLO","XV",0,"agar",2016
"PELILLO","I",0,"agar",2016
"PELILLO","II",0,"agar",2016
"PELILLO","III",0,"agar",2016
"PELILLO","IV",0,"agar",2016
"PELILLO","V",13676,"agar",2016
"PELILLO","VI",0,"agar",2016
"PELILLO","VII",0,"agar",2016
"PELILLO","VIII",7798,"agar",2016
"PELILLO","IX",0,"agar",2016
"PELILLO","XIV",0,"agar",2016
"PELILLO","X",4006,"agar",2016
"PELILLO","XI",0,"agar",2016
"PELILLO","XII",0,"agar",2016
"PELILLO","RM",0,"agar",2016
"HUIRO","XV",0,"alginato",2015
"HUIRO","I",0,"alginato",2015
"HUIRO","II",0,"alginato",2015
"HUIRO","III",0,"alginato",2015
"HUIRO","IV",0,"alginato",2015
"HUIRO","V",0,"alginato",2015
"HUIRO","VI",0,"alginato",2015
"HUIRO","VII",0,"alginato",2015
"HUIRO","VIII",0,"alginato",2015
"HUIRO","IX",0,"alginato",2015
"HUIRO","XIV",22,"alginato",2015
"HUIRO","X",0,"alginato",2015
"HUIRO","XI",0,"alginato",2015
"HUIRO","XII",0,"alginato",2015
"HUIRO","RM",0,"alginato",2015
"LUGA CUCHARA O CORTA","XV",0,"carragenina",2013
"LUGA NEGRA O CRESPA","XV",0,"carragenina",2013
"LUGA-ROJA","XV",0,"carragenina",2013
"LUGA CUCHARA O CORTA","I",0,"carragenina",2013
"LUGA NEGRA O CRESPA","I",0,"carragenina",2013
"LUGA-ROJA","I",0,"carragenina",2013
"LUGA CUCHARA O CORTA","II",0,"carragenina",2013
"LUGA NEGRA O CRESPA","II",0,"carragenina",2013
"LUGA-ROJA","II",0,"carragenina",2013
"LUGA CUCHARA O CORTA","III",0,"carragenina",2013
"LUGA NEGRA O CRESPA","III",0,"carragenina",2013
"LUGA-ROJA","III",0,"carragenina",2013
"LUGA CUCHARA O CORTA","IV",0,"carragenina",2013
"LUGA NEGRA O CRESPA","IV",0,"carragenina",2013
"LUGA-ROJA","IV",0,"carragenina",2013
"LUGA CUCHARA O CORTA","V",0,"carragenina",2013
"LUGA NEGRA O CRESPA","V",0,"carragenina",2013
"LUGA-ROJA","V",0,"carragenina",2013
"LUGA CUCHARA O CORTA","VI",0,"carragenina",2013
"LUGA NEGRA O CRESPA","VI",0,"carragenina",2013
"LUGA-ROJA","VI",0,"carragenina",2013
"LUGA CUCHARA O CORTA","VII",0,"carragenina",2013
"LUGA NEGRA O CRESPA","VII",0,"carragenina",2013
"LUGA-ROJA","VII",0,"carragenina",2013
"LUGA CUCHARA O CORTA","VIII",0,"carragenina",2013
"LUGA NEGRA O CRESPA","VIII",0,"carragenina",2013
"LUGA-ROJA","VIII",0,"carragenina",2013
"LUGA CUCHARA O CORTA","IX",0,"carragenina",2013
"LUGA NEGRA O CRESPA","IX",0,"carragenina",2013
"LUGA-ROJA","IX",0,"carragenina",2013
"LUGA CUCHARA O CORTA","XIV",0,"carragenina",2013
"LUGA NEGRA O CRESPA","XIV",0,"carragenina",2013
"LUGA-ROJA","XIV",0,"carragenina",2013
"LUGA CUCHARA O CORTA","X",255,"carragenina",2013
"LUGA NEGRA O CRESPA","X",2266,"carragenina",2013
"LUGA-ROJA","X",8584,"carragenina",2013
"LUGA CUCHARA O CORTA","XI",0,"carragenina",2013
"LUGA NEGRA O CRESPA","XI",0,"carragenina",2013
"LUGA-ROJA","XI",0,"carragenina",2013
"LUGA CUCHARA O CORTA","XII",0,"carragenina",2013
"LUGA NEGRA O CRESPA","XII",0,"carragenina",2013
"LUGA-ROJA","XII",5852,"carragenina",2013
"LUGA CUCHARA O CORTA","RM",0,"carragenina",2013
"LUGA NEGRA O CRESPA","RM",0,"carragenina",2013
"LUGA-ROJA","RM",0,"carragenina",2013
"LUGA CUCHARA O CORTA","XV",0,"carragenina",2015
"LUGA NEGRA O CRESPA","XV",0,"carragenina",2015
"LUGA-ROJA","XV",0,"carragenina",2015
"LUGA CUCHARA O CORTA","I",0,"carragenina",2015
"LUGA NEGRA O CRESPA","I",0,"carragenina",2015
"LUGA-ROJA","I",0,"carragenina",2015
"LUGA CUCHARA O CORTA","II",0,"carragenina",2015
"LUGA NEGRA O CRESPA","II",0,"carragenina",2015
"LUGA-ROJA","II",0,"carragenina",2015
"LUGA CUCHARA O CORTA","III",0,"carragenina",2015
"LUGA NEGRA O CRESPA","III",0,"carragenina",2015
"LUGA-ROJA","III",0,"carragenina",2015
"LUGA CUCHARA O CORTA","IV",0,"carragenina",2015
"LUGA NEGRA O CRESPA","IV",0,"carragenina",2015
"LUGA-ROJA","IV",0,"carragenina",2015
"LUGA CUCHARA O CORTA","V",0,"carragenina",2015
"LUGA NEGRA O CRESPA","V",0,"carragenina",2015
"LUGA-ROJA","V",0,"carragenina",2015
"LUGA CUCHARA O CORTA","VI",0,"carragenina",2015
"LUGA NEGRA O CRESPA","VI",0,"carragenina",2015
"LUGA-ROJA","VI",0,"carragenina",2015
"LUGA CUCHARA O CORTA","VII",0,"carragenina",2015
"LUGA NEGRA O CRESPA","VII",0,"carragenina",2015
"LUGA-ROJA","VII",0,"carragenina",2015
"LUGA CUCHARA O CORTA","VIII",0,"carragenina",2015
"LUGA NEGRA O CRESPA","VIII",0,"carragenina",2015
"LUGA-ROJA","VIII",0,"carragenina",2015
"LUGA CUCHARA O CORTA","IX",0,"carragenina",2015
"LUGA NEGRA O CRESPA","IX",0,"carragenina",2015
"LUGA-ROJA","IX",0,"carragenina",2015
"LUGA CUCHARA O CORTA","XIV",0,"carragenina",2015
"LUGA NEGRA O CRESPA","XIV",0,"carragenina",2015
"LUGA-ROJA","XIV",0,"carragenina",2015
"LUGA CUCHARA O CORTA","X",84,"carragenina",2015
"LUGA NEGRA O CRESPA","X",2487,"carragenina",2015
"LUGA-ROJA","X",2481,"carragenina",2015
"LUGA CUCHARA O CORTA","XI",0,"carragenina",2015
"LUGA NEGRA O CRESPA","XI",0,"carragenina",2015
"LUGA-ROJA","XI",0,"carragenina",2015
"LUGA CUCHARA O CORTA","XII",0,"carragenina",2015
"LUGA NEGRA O CRESPA","XII",0,"carragenina",2015
"LUGA-ROJA","XII",2281,"carragenina",2015
"LUGA CUCHARA O CORTA","RM",0,"carragenina",2015
"LUGA NEGRA O CRESPA","RM",0,"carragenina",2015
"LUGA-ROJA","RM",0,"carragenina",2015
"LUGA CUCHARA O CORTA","XV",0,"carragenina",2016
"LUGA NEGRA O CRESPA","XV",0,"carragenina",2016
"LUGA-ROJA","XV",0,"carragenina",2016
"LUGA CUCHARA O CORTA","I",0,"carragenina",2016
"LUGA NEGRA O CRESPA","I",0,"carragenina",2016
"LUGA-ROJA","I",0,"carragenina",2016
"LUGA CUCHARA O CORTA","II",0,"carragenina",2016
"LUGA NEGRA O CRESPA","II",0,"carragenina",2016
"LUGA-ROJA","II",0,"carragenina",2016
"LUGA CUCHARA O CORTA","III",0,"carragenina",2016
"LUGA NEGRA O CRESPA","III",0,"carragenina",2016
"LUGA-ROJA","III",0,"carragenina",2016
"LUGA CUCHARA O CORTA","IV",0,"carragenina",2016
"LUGA NEGRA O CRESPA","IV",0,"carragenina",2016
"LUGA-ROJA","IV",0,"carragenina",2016
"LUGA CUCHARA O CORTA","V",0,"carragenina",2016
"LUGA NEGRA O CRESPA","V",0,"carragenina",2016
"LUGA-ROJA","V",0,"carragenina",2016
"LUGA CUCHARA O CORTA","VI",0,"carragenina",2016
"LUGA NEGRA O CRESPA","VI",0,"carragenina",2016
"LUGA-ROJA","VI",0,"carragenina",2016
"LUGA CUCHARA O CORTA","VII",0,"carragenina",2016
"LUGA NEGRA O CRESPA","VII",0,"carragenina",2016
"LUGA-ROJA","VII",0,"carragenina",2016
"LUGA CUCHARA O CORTA","VIII",0,"carragenina",2016
"LUGA NEGRA O CRESPA","VIII",0,"carragenina",2016
"LUGA-ROJA","VIII",0,"carragenina",2016
"LUGA CUCHARA O CORTA","IX",0,"carragenina",2016
"LUGA NEGRA O CRESPA","IX",0,"carragenina",2016
"LUGA-ROJA","IX",0,"carragenina",2016
"LUGA CUCHARA O CORTA","XIV",0,"carragenina",2016
"LUGA NEGRA O CRESPA","XIV",0,"carragenina",2016
"LUGA-ROJA","XIV",0,"carragenina",2016
"LUGA CUCHARA O CORTA","X",19,"carragenina",2016
"LUGA NEGRA O CRESPA","X",2710,"carragenina",2016
"LUGA-ROJA","X",1155,"carragenina",2016
"LUGA CUCHARA O CORTA","XI",0,"carragenina",2016
"LUGA NEGRA O CRESPA","XI",0,"carragenina",2016
"LUGA-ROJA","XI",0,"carragenina",2016
"LUGA CUCHARA O CORTA","XII",0,"carragenina",2016
"LUGA NEGRA O CRESPA","XII",0,"carragenina",2016
"LUGA-ROJA","XII",317,"carragenina",2016
"LUGA CUCHARA O CORTA","RM",0,"carragenina",2016
"LUGA NEGRA O CRESPA","RM",0,"carragenina",2016
"LUGA-ROJA","RM",0,"carragenina",2016
"PELILLO","XV",0,"colagar",2013
"PELILLO","I",0,"colagar",2013
"PELILLO","II",0,"colagar",2013
"PELILLO","III",0,"colagar",2013
"PELILLO","IV",0,"colagar",2013
"PELILLO","V",0,"colagar",2013
"PELILLO","VI",0,"colagar",2013
"PELILLO","VII",0,"colagar",2013
"PELILLO","VIII",0,"colagar",2013
"PELILLO","IX",0,"colagar",2013
"PELILLO","XIV",0,"colagar",2013
"PELILLO","X",8060,"colagar",2013
"PELILLO","XI",0,"colagar",2013
"PELILLO","XII",0,"colagar",2013
"PELILLO","RM",0,"colagar",2013
"PELILLO","XV",0,"colagar",2014
"PELILLO","I",0,"colagar",2014
"PELILLO","II",0,"colagar",2014
"PELILLO","III",0,"colagar",2014
"PELILLO","IV",0,"colagar",2014
"PELILLO","V",0,"colagar",2014
"PELILLO","VI",0,"colagar",2014
"PELILLO","VII",0,"colagar",2014
"PELILLO","VIII",0,"colagar",2014
"PELILLO","IX",0,"colagar",2014
"PELILLO","XIV",0,"colagar",2014
"PELILLO","X",0,"colagar",2014
"PELILLO","XI",0,"colagar",2014
"PELILLO","XII",0,"colagar",2014
"PELILLO","RM",364,"colagar",2014
"CHICOREA DE MAR","XV",0,"colagar",2015
"PELILLO","XV",0,"colagar",2015
"CHICOREA DE MAR","I",0,"colagar",2015
"PELILLO","I",0,"colagar",2015
"CHICOREA DE MAR","II",0,"colagar",2015
"PELILLO","II",0,"colagar",2015
"CHICOREA DE MAR","III",0,"colagar",2015
"PELILLO","III",0,"colagar",2015
"CHICOREA DE MAR","IV",0,"colagar",2015
"PELILLO","IV",0,"colagar",2015
"CHICOREA DE MAR","V",0,"colagar",2015
"PELILLO","V",0,"colagar",2015
"CHICOREA DE MAR","VI",0,"colagar",2015
"PELILLO","VI",0,"colagar",2015
"CHICOREA DE MAR","VII",0,"colagar",2015
"PELILLO","VII",0,"colagar",2015
"CHICOREA DE MAR","VIII",0,"colagar",2015
"PELILLO","VIII",31,"colagar",2015
"CHICOREA DE MAR","IX",0,"colagar",2015
"PELILLO","IX",0,"colagar",2015
"CHICOREA DE MAR","XIV",0,"colagar",2015
"PELILLO","XIV",0,"colagar",2015
"CHICOREA DE MAR","X",250,"colagar",2015
"PELILLO","X",6096,"colagar",2015
"CHICOREA DE MAR","XI",0,"colagar",2015
"PELILLO","XI",0,"colagar",2015
"CHICOREA DE MAR","XII",0,"colagar",2015
"PELILLO","XII",0,"colagar",2015
"CHICOREA DE MAR","RM",0,"colagar",2015
"PELILLO","RM",304,"colagar",2015
"PELILLO","XV",0,"colagar",2016
"PELILLO","I",0,"colagar",2016
"PELILLO","II",0,"colagar",2016
"PELILLO","III",0,"colagar",2016
"PELILLO","IV",0,"colagar",2016
"PELILLO","V",0,"colagar",2016
"PELILLO","VI",0,"colagar",2016
"PELILLO","VII",0,"colagar",2016
"PELILLO","VIII",54,"colagar",2016
"PELILLO","IX",0,"colagar",2016
"PELILLO","XIV",0,"colagar",2016
"PELILLO","X",3908,"colagar",2016
"PELILLO","XI",0,"colagar",2016
"PELILLO","XII",0,"colagar",2016
"PELILLO","RM",2085,"colagar",2016
"AGUJILLA","XV",24,"fish meal",2013
"ANCHOVETA","XV",196271,"fish meal",2013
"BACALADILLO O MOTE","XV",13,"fish meal",2013
"CABALLA","XV",1245,"fish meal",2013
"CABINZA","XV",0,"fish meal",2013
"JUREL","XV",3940,"fish meal",2013
"MACHUELO O TRITRE","XV",1098,"fish meal",2013
"MERLUZA DE COLA","XV",0,"fish meal",2013
"PAMPANITO","XV",0,"fish meal",2013
"PEJERREY DE MAR","XV",4,"fish meal",2013
"PESCADO NO CLASIFICADO","XV",0,"fish meal",2013
"REINETA","XV",0,"fish meal",2013
"SARDINA AUSTRAL","XV",0,"fish meal",2013
"SARDINA COMUN","XV",0,"fish meal",2013
"SARDINA ESPANOLA","XV",0,"fish meal",2013
"CALAMAR","XV",0,"fish meal",2013
"JIBIA O CALAMAR ROJO","XV",1,"fish meal",2013
"LANGOSTINO ENANO","XV",0,"fish meal",2013
"AGUJILLA","I",7760,"fish meal",2013
"ANCHOVETA","I",406246,"fish meal",2013
"BACALADILLO O MOTE","I",545,"fish meal",2013
"CABALLA","I",5505,"fish meal",2013
"CABINZA","I",0,"fish meal",2013
"JUREL","I",8243,"fish meal",2013
"MACHUELO O TRITRE","I",0,"fish meal",2013
"MERLUZA DE COLA","I",0,"fish meal",2013
"PAMPANITO","I",0,"fish meal",2013
"PEJERREY DE MAR","I",24,"fish meal",2013
"PESCADO NO CLASIFICADO","I",0,"fish meal",2013
"REINETA","I",0,"fish meal",2013
"SARDINA AUSTRAL","I",0,"fish meal",2013
"SARDINA COMUN","I",0,"fish meal",2013
"SARDINA ESPANOLA","I",0,"fish meal",2013
"CALAMAR","I",0,"fish meal",2013
"JIBIA O CALAMAR ROJO","I",29,"fish meal",2013
"LANGOSTINO ENANO","I",26,"fish meal",2013
"AGUJILLA","II",264,"fish meal",2013
"ANCHOVETA","II",100779,"fish meal",2013
"BACALADILLO O MOTE","II",0,"fish meal",2013
"CABALLA","II",749,"fish meal",2013
"CABINZA","II",0,"fish meal",2013
"JUREL","II",3827,"fish meal",2013
"MACHUELO O TRITRE","II",0,"fish meal",2013
"MERLUZA DE COLA","II",0,"fish meal",2013
"PAMPANITO","II",0,"fish meal",2013
"PEJERREY DE MAR","II",0,"fish meal",2013
"PESCADO NO CLASIFICADO","II",2,"fish meal",2013
"REINETA","II",0,"fish meal",2013
"SARDINA AUSTRAL","II",0,"fish meal",2013
"SARDINA COMUN","II",0,"fish meal",2013
"SARDINA ESPANOLA","II",0,"fish meal",2013
"CALAMAR","II",0,"fish meal",2013
"JIBIA O CALAMAR ROJO","II",26,"fish meal",2013
"LANGOSTINO ENANO","II",0,"fish meal",2013
"AGUJILLA","III",0,"fish meal",2013
"ANCHOVETA","III",22079,"fish meal",2013
"BACALADILLO O MOTE","III",11754,"fish meal",2013
"CABALLA","III",7256,"fish meal",2013
"CABINZA","III",0,"fish meal",2013
"JUREL","III",2900,"fish meal",2013
"MACHUELO O TRITRE","III",0,"fish meal",2013
"MERLUZA DE COLA","III",0,"fish meal",2013
"PAMPANITO","III",0,"fish meal",2013
"PEJERREY DE MAR","III",0,"fish meal",2013
"PESCADO NO CLASIFICADO","III",0,"fish meal",2013
"REINETA","III",0,"fish meal",2013
"SARDINA AUSTRAL","III",0,"fish meal",2013
"SARDINA COMUN","III",0,"fish meal",2013
"SARDINA ESPANOLA","III",0,"fish meal",2013
"CALAMAR","III",0,"fish meal",2013
"JIBIA O CALAMAR ROJO","III",113,"fish meal",2013
"LANGOSTINO ENANO","III",0,"fish meal",2013
"AGUJILLA","IV",0,"fish meal",2013
"ANCHOVETA","IV",11937,"fish meal",2013
"BACALADILLO O MOTE","IV",1223,"fish meal",2013
"CABALLA","IV",1281,"fish meal",2013
"CABINZA","IV",1,"fish meal",2013
"JUREL","IV",12608,"fish meal",2013
"MACHUELO O TRITRE","IV",3651,"fish meal",2013
"MERLUZA DE COLA","IV",0,"fish meal",2013
"PAMPANITO","IV",0,"fish meal",2013
"PEJERREY DE MAR","IV",0,"fish meal",2013
"PESCADO NO CLASIFICADO","IV",33,"fish meal",2013
"REINETA","IV",0,"fish meal",2013
"SARDINA AUSTRAL","IV",0,"fish meal",2013
"SARDINA COMUN","IV",0,"fish meal",2013
"SARDINA ESPANOLA","IV",7,"fish meal",2013
"CALAMAR","IV",0,"fish meal",2013
"JIBIA O CALAMAR ROJO","IV",1520,"fish meal",2013
"LANGOSTINO ENANO","IV",0,"fish meal",2013
"AGUJILLA","V",0,"fish meal",2013
"ANCHOVETA","V",4460,"fish meal",2013
"BACALADILLO O MOTE","V",3161,"fish meal",2013
"CABALLA","V",0,"fish meal",2013
"CABINZA","V",0,"fish meal",2013
"JUREL","V",0,"fish meal",2013
"MACHUELO O TRITRE","V",372,"fish meal",2013
"MERLUZA DE COLA","V",0,"fish meal",2013
"PAMPANITO","V",4,"fish meal",2013
"PEJERREY DE MAR","V",0,"fish meal",2013
"PESCADO NO CLASIFICADO","V",0,"fish meal",2013
"REINETA","V",0,"fish meal",2013
"SARDINA AUSTRAL","V",0,"fish meal",2013
"SARDINA COMUN","V",5120,"fish meal",2013
"SARDINA ESPANOLA","V",0,"fish meal",2013
"CALAMAR","V",0,"fish meal",2013
"JIBIA O CALAMAR ROJO","V",0,"fish meal",2013
"LANGOSTINO ENANO","V",0,"fish meal",2013
"AGUJILLA","VI",0,"fish meal",2013
"ANCHOVETA","VI",0,"fish meal",2013
"BACALADILLO O MOTE","VI",0,"fish meal",2013
"CABALLA","VI",0,"fish meal",2013
"CABINZA","VI",0,"fish meal",2013
"JUREL","VI",0,"fish meal",2013
"MACHUELO O TRITRE","VI",0,"fish meal",2013
"MERLUZA DE COLA","VI",0,"fish meal",2013
"PAMPANITO","VI",0,"fish meal",2013
"PEJERREY DE MAR","VI",0,"fish meal",2013
"PESCADO NO CLASIFICADO","VI",0,"fish meal",2013
"REINETA","VI",0,"fish meal",2013
"SARDINA AUSTRAL","VI",0,"fish meal",2013
"SARDINA COMUN","VI",0,"fish meal",2013
"SARDINA ESPANOLA","VI",0,"fish meal",2013
"CALAMAR","VI",0,"fish meal",2013
"JIBIA O CALAMAR ROJO","VI",0,"fish meal",2013
"LANGOSTINO ENANO","VI",0,"fish meal",2013
"AGUJILLA","VII",0,"fish meal",2013
"ANCHOVETA","VII",0,"fish meal",2013
"BACALADILLO O MOTE","VII",0,"fish meal",2013
"CABALLA","VII",0,"fish meal",2013
"CABINZA","VII",0,"fish meal",2013
"JUREL","VII",0,"fish meal",2013
"MACHUELO O TRITRE","VII",0,"fish meal",2013
"MERLUZA DE COLA","VII",0,"fish meal",2013
"PAMPANITO","VII",0,"fish meal",2013
"PEJERREY DE MAR","VII",0,"fish meal",2013
"PESCADO NO CLASIFICADO","VII",0,"fish meal",2013
"REINETA","VII",0,"fish meal",2013
"SARDINA AUSTRAL","VII",0,"fish meal",2013
"SARDINA COMUN","VII",0,"fish meal",2013
"SARDINA ESPANOLA","VII",0,"fish meal",2013
"CALAMAR","VII",0,"fish meal",2013
"JIBIA O CALAMAR ROJO","VII",0,"fish meal",2013
"LANGOSTINO ENANO","VII",0,"fish meal",2013
"AGUJILLA","VIII",4,"fish meal",2013
"ANCHOVETA","VIII",34188,"fish meal",2013
"BACALADILLO O MOTE","VIII",28890,"fish meal",2013
"CABALLA","VIII",8750,"fish meal",2013
"CABINZA","VIII",0,"fish meal",2013
"JUREL","VIII",35425,"fish meal",2013
"MACHUELO O TRITRE","VIII",2402,"fish meal",2013
"MERLUZA DE COLA","VIII",4771,"fish meal",2013
"PAMPANITO","VIII",1196,"fish meal",2013
"PEJERREY DE MAR","VIII",5,"fish meal",2013
"PESCADO NO CLASIFICADO","VIII",169,"fish meal",2013
"REINETA","VIII",3,"fish meal",2013
"SARDINA AUSTRAL","VIII",0,"fish meal",2013
"SARDINA COMUN","VIII",178575,"fish meal",2013
"SARDINA ESPANOLA","VIII",0,"fish meal",2013
"CALAMAR","VIII",12,"fish meal",2013
"JIBIA O CALAMAR ROJO","VIII",1513,"fish meal",2013
"LANGOSTINO ENANO","VIII",0,"fish meal",2013
"AGUJILLA","IX",0,"fish meal",2013
"ANCHOVETA","IX",0,"fish meal",2013
"BACALADILLO O MOTE","IX",0,"fish meal",2013
"CABALLA","IX",0,"fish meal",2013
"CABINZA","IX",0,"fish meal",2013
"JUREL","IX",0,"fish meal",2013
"MACHUELO O TRITRE","IX",0,"fish meal",2013
"MERLUZA DE COLA","IX",0,"fish meal",2013
"PAMPANITO","IX",0,"fish meal",2013
"PEJERREY DE MAR","IX",0,"fish meal",2013
"PESCADO NO CLASIFICADO","IX",0,"fish meal",2013
"REINETA","IX",0,"fish meal",2013
"SARDINA AUSTRAL","IX",0,"fish meal",2013
"SARDINA COMUN","IX",0,"fish meal",2013
"SARDINA ESPANOLA","IX",0,"fish meal",2013
"CALAMAR","IX",0,"fish meal",2013
"JIBIA O CALAMAR ROJO","IX",0,"fish meal",2013
"LANGOSTINO ENANO","IX",0,"fish meal",2013
"AGUJILLA","XIV",0,"fish meal",2013
"ANCHOVETA","XIV",3311,"fish meal",2013
"BACALADILLO O MOTE","XIV",8358,"fish meal",2013
"CABALLA","XIV",0,"fish meal",2013
"CABINZA","XIV",0,"fish meal",2013
"JUREL","XIV",0,"fish meal",2013
"MACHUELO O TRITRE","XIV",0,"fish meal",2013
"MERLUZA DE COLA","XIV",0,"fish meal",2013
"PAMPANITO","XIV",429,"fish meal",2013
"PEJERREY DE MAR","XIV",1,"fish meal",2013
"PESCADO NO CLASIFICADO","XIV",0,"fish meal",2013
"REINETA","XIV",0,"fish meal",2013
"SARDINA AUSTRAL","XIV",0,"fish meal",2013
"SARDINA COMUN","XIV",44880,"fish meal",2013
"SARDINA ESPANOLA","XIV",0,"fish meal",2013
"CALAMAR","XIV",0,"fish meal",2013
"JIBIA O CALAMAR ROJO","XIV",0,"fish meal",2013
"LANGOSTINO ENANO","XIV",0,"fish meal",2013
"AGUJILLA","X",0,"fish meal",2013
"ANCHOVETA","X",180,"fish meal",2013
"BACALADILLO O MOTE","X",38,"fish meal",2013
"CABALLA","X",0,"fish meal",2013
"CABINZA","X",0,"fish meal",2013
"JUREL","X",4,"fish meal",2013
"MACHUELO O TRITRE","X",0,"fish meal",2013
"MERLUZA DE COLA","X",0,"fish meal",2013
"PAMPANITO","X",0,"fish meal",2013
"PEJERREY DE MAR","X",0,"fish meal",2013
"PESCADO NO CLASIFICADO","X",1,"fish meal",2013
"REINETA","X",0,"fish meal",2013
"SARDINA AUSTRAL","X",20957,"fish meal",2013
"SARDINA COMUN","X",4646,"fish meal",2013
"SARDINA ESPANOLA","X",0,"fish meal",2013
"CALAMAR","X",0,"fish meal",2013
"JIBIA O CALAMAR ROJO","X",0,"fish meal",2013
"LANGOSTINO ENANO","X",1,"fish meal",2013
"AGUJILLA","XI",0,"fish meal",2013
"ANCHOVETA","XI",0,"fish meal",2013
"BACALADILLO O MOTE","XI",0,"fish meal",2013
"CABALLA","XI",0,"fish meal",2013
"CABINZA","XI",0,"fish meal",2013
"JUREL","XI",0,"fish meal",2013
"MACHUELO O TRITRE","XI",0,"fish meal",2013
"MERLUZA DE COLA","XI",0,"fish meal",2013
"PAMPANITO","XI",0,"fish meal",2013
"PEJERREY DE MAR","XI",0,"fish meal",2013
"PESCADO NO CLASIFICADO","XI",0,"fish meal",2013
"REINETA","XI",0,"fish meal",2013
"SARDINA AUSTRAL","XI",0,"fish meal",2013
"SARDINA COMUN","XI",0,"fish meal",2013
"SARDINA ESPANOLA","XI",0,"fish meal",2013
"CALAMAR","XI",0,"fish meal",2013
"JIBIA O CALAMAR ROJO","XI",0,"fish meal",2013
"LANGOSTINO ENANO","XI",0,"fish meal",2013
"AGUJILLA","XII",0,"fish meal",2013
"ANCHOVETA","XII",0,"fish meal",2013
"BACALADILLO O MOTE","XII",0,"fish meal",2013
"CABALLA","XII",0,"fish meal",2013
"CABINZA","XII",0,"fish meal",2013
"JUREL","XII",0,"fish meal",2013
"MACHUELO O TRITRE","XII",0,"fish meal",2013
"MERLUZA DE COLA","XII",0,"fish meal",2013
"PAMPANITO","XII",0,"fish meal",2013
"PEJERREY DE MAR","XII",0,"fish meal",2013
"PESCADO NO CLASIFICADO","XII",0,"fish meal",2013
"REINETA","XII",0,"fish meal",2013
"SARDINA AUSTRAL","XII",0,"fish meal",2013
"SARDINA COMUN","XII",0,"fish meal",2013
"SARDINA ESPANOLA","XII",0,"fish meal",2013
"CALAMAR","XII",0,"fish meal",2013
"JIBIA O CALAMAR ROJO","XII",0,"fish meal",2013
"LANGOSTINO ENANO","XII",0,"fish meal",2013
"AGUJILLA","RM",0,"fish meal",2013
"ANCHOVETA","RM",0,"fish meal",2013
"BACALADILLO O MOTE","RM",0,"fish meal",2013
"CABALLA","RM",0,"fish meal",2013
"CABINZA","RM",0,"fish meal",2013
"JUREL","RM",0,"fish meal",2013
"MACHUELO O TRITRE","RM",0,"fish meal",2013
