"species","region","tons","product","year"
"MERLUZA DE COLA","RM",0,"fish meal",2013
"PAMPANITO","RM",0,"fish meal",2013
"PEJERREY DE MAR","RM",0,"fish meal",2013
"PESCADO NO CLASIFICADO","RM",0,"fish meal",2013
"REINETA","RM",0,"fish meal",2013
"SARDINA AUSTRAL","RM",0,"fish meal",2013
"SARDINA COMUN","RM",0,"fish meal",2013
"SARDINA ESPANOLA","RM",0,"fish meal",2013
"CALAMAR","RM",0,"fish meal",2013
"JIBIA O CALAMAR ROJO","RM",0,"fish meal",2013
"LANGOSTINO ENANO","RM",0,"fish meal",2013
"AGUJILLA","XV",3,"fish meal",2014
"ANCHOVETA","XV",257592,"fish meal",2014
"BACALADILLO O MOTE","XV",2,"fish meal",2014
"CABALLA","XV",351,"fish meal",2014
"CABINZA","XV",4,"fish meal",2014
"COJINOBA DEL SUR O AZUL","XV",0,"fish meal",2014
"CORVINA","XV",0,"fish meal",2014
"JUREL","XV",1217,"fish meal",2014
"MACHUELO O TRITRE","XV",1108,"fish meal",2014
"MERLUZA DE COLA","XV",0,"fish meal",2014
"PAMPANITO","XV",2,"fish meal",2014
"PEJERREY DE MAR","XV",1,"fish meal",2014
"PESCADO NO CLASIFICADO","XV",2,"fish meal",2014
"REINETA","XV",0,"fish meal",2014
"RONCACHO","XV",59,"fish meal",2014
"SARDINA AUSTRAL","XV",0,"fish meal",2014
"SARDINA COMUN","XV",0,"fish meal",2014
"SARDINA ESPANOLA","XV",0,"fish meal",2014
"SIERRA","XV",0,"fish meal",2014
"CALAMAR","XV",0,"fish meal",2014
"JIBIA O CALAMAR ROJO","XV",5,"fish meal",2014
"LANGOSTINO COLORADO","XV",0,"fish meal",2014
"LANGOSTINO ENANO","XV",31,"fish meal",2014
"AGUJILLA","I",360,"fish meal",2014
"ANCHOVETA","I",383043,"fish meal",2014
"BACALADILLO O MOTE","I",12,"fish meal",2014
"CABALLA","I",4368,"fish meal",2014
"CABINZA","I",0,"fish meal",2014
"COJINOBA DEL SUR O AZUL","I",0,"fish meal",2014
"CORVINA","I",0,"fish meal",2014
"JUREL","I",13071,"fish meal",2014
"MACHUELO O TRITRE","I",0,"fish meal",2014
"MERLUZA DE COLA","I",0,"fish meal",2014
"PAMPANITO","I",0,"fish meal",2014
"PEJERREY DE MAR","I",18,"fish meal",2014
"PESCADO NO CLASIFICADO","I",0,"fish meal",2014
"REINETA","I",0,"fish meal",2014
"RONCACHO","I",0,"fish meal",2014
"SARDINA AUSTRAL","I",0,"fish meal",2014
"SARDINA COMUN","I",0,"fish meal",2014
"SARDINA ESPANOLA","I",0,"fish meal",2014
"SIERRA","I",0,"fish meal",2014
"CALAMAR","I",0,"fish meal",2014
"JIBIA O CALAMAR ROJO","I",58,"fish meal",2014
"LANGOSTINO COLORADO","I",0,"fish meal",2014
"LANGOSTINO ENANO","I",130,"fish meal",2014
"AGUJILLA","II",22,"fish meal",2014
"ANCHOVETA","II",77228,"fish meal",2014
"BACALADILLO O MOTE","II",0,"fish meal",2014
"CABALLA","II",2308,"fish meal",2014
"CABINZA","II",0,"fish meal",2014
"COJINOBA DEL SUR O AZUL","II",0,"fish meal",2014
"CORVINA","II",0,"fish meal",2014
"JUREL","II",3107,"fish meal",2014
"MACHUELO O TRITRE","II",0,"fish meal",2014
"MERLUZA DE COLA","II",0,"fish meal",2014
"PAMPANITO","II",0,"fish meal",2014
"PEJERREY DE MAR","II",2,"fish meal",2014
"PESCADO NO CLASIFICADO","II",135,"fish meal",2014
"REINETA","II",0,"fish meal",2014
"RONCACHO","II",0,"fish meal",2014
"SARDINA AUSTRAL","II",0,"fish meal",2014
"SARDINA COMUN","II",0,"fish meal",2014
"SARDINA ESPANOLA","II",89,"fish meal",2014
"SIERRA","II",0,"fish meal",2014
"CALAMAR","II",0,"fish meal",2014
"JIBIA O CALAMAR ROJO","II",12,"fish meal",2014
"LANGOSTINO COLORADO","II",0,"fish meal",2014
"LANGOSTINO ENANO","II",0,"fish meal",2014
"AGUJILLA","III",1,"fish meal",2014
"ANCHOVETA","III",3418,"fish meal",2014
"BACALADILLO O MOTE","III",510,"fish meal",2014
"CABALLA","III",5026,"fish meal",2014
"CABINZA","III",8,"fish meal",2014
"COJINOBA DEL SUR O AZUL","III",0,"fish meal",2014
"CORVINA","III",0,"fish meal",2014
"JUREL","III",3650,"fish meal",2014
"MACHUELO O TRITRE","III",0,"fish meal",2014
"MERLUZA DE COLA","III",0,"fish meal",2014
"PAMPANITO","III",0,"fish meal",2014
"PEJERREY DE MAR","III",0,"fish meal",2014
"PESCADO NO CLASIFICADO","III",0,"fish meal",2014
"REINETA","III",0,"fish meal",2014
"RONCACHO","III",0,"fish meal",2014
"SARDINA AUSTRAL","III",0,"fish meal",2014
"SARDINA COMUN","III",0,"fish meal",2014
"SARDINA ESPANOLA","III",1,"fish meal",2014
"SIERRA","III",0,"fish meal",2014
"CALAMAR","III",0,"fish meal",2014
"JIBIA O CALAMAR ROJO","III",0,"fish meal",2014
"LANGOSTINO COLORADO","III",0,"fish meal",2014
"LANGOSTINO ENANO","III",0,"fish meal",2014
"AGUJILLA","IV",8,"fish meal",2014
"ANCHOVETA","IV",20263,"fish meal",2014
"BACALADILLO O MOTE","IV",543,"fish meal",2014
"CABALLA","IV",124,"fish meal",2014
"CABINZA","IV",0,"fish meal",2014
"COJINOBA DEL SUR O AZUL","IV",0,"fish meal",2014
"CORVINA","IV",0,"fish meal",2014
"JUREL","IV",4256,"fish meal",2014
"MACHUELO O TRITRE","IV",2275,"fish meal",2014
"MERLUZA DE COLA","IV",0,"fish meal",2014
"PAMPANITO","IV",0,"fish meal",2014
"PEJERREY DE MAR","IV",0,"fish meal",2014
"PESCADO NO CLASIFICADO","IV",0,"fish meal",2014
"REINETA","IV",0,"fish meal",2014
"RONCACHO","IV",0,"fish meal",2014
"SARDINA AUSTRAL","IV",0,"fish meal",2014
"SARDINA COMUN","IV",0,"fish meal",2014
"SARDINA ESPANOLA","IV",0,"fish meal",2014
"SIERRA","IV",0,"fish meal",2014
"CALAMAR","IV",0,"fish meal",2014
"JIBIA O CALAMAR ROJO","IV",5,"fish meal",2014
"LANGOSTINO COLORADO","IV",0,"fish meal",2014
"LANGOSTINO ENANO","IV",0,"fish meal",2014
"AGUJILLA","V",0,"fish meal",2014
"ANCHOVETA","V",3382,"fish meal",2014
"BACALADILLO O MOTE","V",3,"fish meal",2014
"CABALLA","V",0,"fish meal",2014
"CABINZA","V",0,"fish meal",2014
"COJINOBA DEL SUR O AZUL","V",0,"fish meal",2014
"CORVINA","V",0,"fish meal",2014
"JUREL","V",0,"fish meal",2014
"MACHUELO O TRITRE","V",72,"fish meal",2014
"MERLUZA DE COLA","V",0,"fish meal",2014
"PAMPANITO","V",0,"fish meal",2014
"PEJERREY DE MAR","V",0,"fish meal",2014
"PESCADO NO CLASIFICADO","V",0,"fish meal",2014
"REINETA","V",0,"fish meal",2014
"RONCACHO","V",0,"fish meal",2014
"SARDINA AUSTRAL","V",0,"fish meal",2014
"SARDINA COMUN","V",8968,"fish meal",2014
"SARDINA ESPANOLA","V",0,"fish meal",2014
"SIERRA","V",0,"fish meal",2014
"CALAMAR","V",0,"fish meal",2014
"JIBIA O CALAMAR ROJO","V",0,"fish meal",2014
"LANGOSTINO COLORADO","V",0,"fish meal",2014
"LANGOSTINO ENANO","V",0,"fish meal",2014
"AGUJILLA","VI",0,"fish meal",2014
"ANCHOVETA","VI",0,"fish meal",2014
"BACALADILLO O MOTE","VI",0,"fish meal",2014
"CABALLA","VI",0,"fish meal",2014
"CABINZA","VI",0,"fish meal",2014
"COJINOBA DEL SUR O AZUL","VI",0,"fish meal",2014
"CORVINA","VI",0,"fish meal",2014
"JUREL","VI",0,"fish meal",2014
"MACHUELO O TRITRE","VI",0,"fish meal",2014
"MERLUZA DE COLA","VI",0,"fish meal",2014
"PAMPANITO","VI",0,"fish meal",2014
"PEJERREY DE MAR","VI",0,"fish meal",2014
"PESCADO NO CLASIFICADO","VI",0,"fish meal",2014
"REINETA","VI",0,"fish meal",2014
"RONCACHO","VI",0,"fish meal",2014
"SARDINA AUSTRAL","VI",0,"fish meal",2014
"SARDINA COMUN","VI",0,"fish meal",2014
"SARDINA ESPANOLA","VI",0,"fish meal",2014
"SIERRA","VI",0,"fish meal",2014
"CALAMAR","VI",0,"fish meal",2014
"JIBIA O CALAMAR ROJO","VI",0,"fish meal",2014
"LANGOSTINO COLORADO","VI",0,"fish meal",2014
"LANGOSTINO ENANO","VI",0,"fish meal",2014
"AGUJILLA","VII",0,"fish meal",2014
"ANCHOVETA","VII",0,"fish meal",2014
"BACALADILLO O MOTE","VII",0,"fish meal",2014
"CABALLA","VII",0,"fish meal",2014
"CABINZA","VII",0,"fish meal",2014
"COJINOBA DEL SUR O AZUL","VII",0,"fish meal",2014
"CORVINA","VII",0,"fish meal",2014
"JUREL","VII",0,"fish meal",2014
"MACHUELO O TRITRE","VII",0,"fish meal",2014
"MERLUZA DE COLA","VII",0,"fish meal",2014
"PAMPANITO","VII",0,"fish meal",2014
"PEJERREY DE MAR","VII",0,"fish meal",2014
"PESCADO NO CLASIFICADO","VII",0,"fish meal",2014
"REINETA","VII",0,"fish meal",2014
"RONCACHO","VII",0,"fish meal",2014
"SARDINA AUSTRAL","VII",0,"fish meal",2014
"SARDINA COMUN","VII",0,"fish meal",2014
"SARDINA ESPANOLA","VII",0,"fish meal",2014
"SIERRA","VII",0,"fish meal",2014
"CALAMAR","VII",0,"fish meal",2014
"JIBIA O CALAMAR ROJO","VII",0,"fish meal",2014
"LANGOSTINO COLORADO","VII",0,"fish meal",2014
"LANGOSTINO ENANO","VII",0,"fish meal",2014
"AGUJILLA","VIII",14,"fish meal",2014
"ANCHOVETA","VIII",54497,"fish meal",2014
"BACALADILLO O MOTE","VIII",42439,"fish meal",2014
"CABALLA","VIII",7318,"fish meal",2014
"CABINZA","VIII",0,"fish meal",2014
"COJINOBA DEL SUR O AZUL","VIII",3,"fish meal",2014
"CORVINA","VIII",5,"fish meal",2014
"JUREL","VIII",55755,"fish meal",2014
"MACHUELO O TRITRE","VIII",4518,"fish meal",2014
"MERLUZA DE COLA","VIII",51,"fish meal",2014
"PAMPANITO","VIII",3256,"fish meal",2014
"PEJERREY DE MAR","VIII",34,"fish meal",2014
"PESCADO NO CLASIFICADO","VIII",57,"fish meal",2014
"REINETA","VIII",31,"fish meal",2014
"RONCACHO","VIII",0,"fish meal",2014
"SARDINA AUSTRAL","VIII",474,"fish meal",2014
"SARDINA COMUN","VIII",442624,"fish meal",2014
"SARDINA ESPANOLA","VIII",7,"fish meal",2014
"SIERRA","VIII",1,"fish meal",2014
"CALAMAR","VIII",9,"fish meal",2014
"JIBIA O CALAMAR ROJO","VIII",7455,"fish meal",2014
"LANGOSTINO COLORADO","VIII",21,"fish meal",2014
"LANGOSTINO ENANO","VIII",0,"fish meal",2014
"AGUJILLA","IX",0,"fish meal",2014
"ANCHOVETA","IX",0,"fish meal",2014
"BACALADILLO O MOTE","IX",0,"fish meal",2014
"CABALLA","IX",0,"fish meal",2014
"CABINZA","IX",0,"fish meal",2014
"COJINOBA DEL SUR O AZUL","IX",0,"fish meal",2014
"CORVINA","IX",0,"fish meal",2014
"JUREL","IX",0,"fish meal",2014
"MACHUELO O TRITRE","IX",0,"fish meal",2014
"MERLUZA DE COLA","IX",0,"fish meal",2014
"PAMPANITO","IX",0,"fish meal",2014
"PEJERREY DE MAR","IX",0,"fish meal",2014
"PESCADO NO CLASIFICADO","IX",0,"fish meal",2014
"REINETA","IX",0,"fish meal",2014
"RONCACHO","IX",0,"fish meal",2014
"SARDINA AUSTRAL","IX",0,"fish meal",2014
"SARDINA COMUN","IX",0,"fish meal",2014
"SARDINA ESPANOLA","IX",0,"fish meal",2014
"SIERRA","IX",0,"fish meal",2014
"CALAMAR","IX",0,"fish meal",2014
"JIBIA O CALAMAR ROJO","IX",0,"fish meal",2014
"LANGOSTINO COLORADO","IX",0,"fish meal",2014
"LANGOSTINO ENANO","IX",0,"fish meal",2014
"AGUJILLA","XIV",0,"fish meal",2014
"ANCHOVETA","XIV",1054,"fish meal",2014
"BACALADILLO O MOTE","XIV",4420,"fish meal",2014
"CABALLA","XIV",0,"fish meal",2014
"CABINZA","XIV",0,"fish meal",2014
"COJINOBA DEL SUR O AZUL","XIV",0,"fish meal",2014
"CORVINA","XIV",0,"fish meal",2014
"JUREL","XIV",0,"fish meal",2014
"MACHUELO O TRITRE","XIV",0,"fish meal",2014
"MERLUZA DE COLA","XIV",0,"fish meal",2014
"PAMPANITO","XIV",53,"fish meal",2014
"PEJERREY DE MAR","XIV",1,"fish meal",2014
"PESCADO NO CLASIFICADO","XIV",0,"fish meal",2014
"REINETA","XIV",0,"fish meal",2014
"RONCACHO","XIV",0,"fish meal",2014
"SARDINA AUSTRAL","XIV",0,"fish meal",2014
"SARDINA COMUN","XIV",85305,"fish meal",2014
"SARDINA ESPANOLA","XIV",0,"fish meal",2014
"SIERRA","XIV",0,"fish meal",2014
"CALAMAR","XIV",0,"fish meal",2014
"JIBIA O CALAMAR ROJO","XIV",0,"fish meal",2014
"LANGOSTINO COLORADO","XIV",0,"fish meal",2014
"LANGOSTINO ENANO","XIV",0,"fish meal",2014
"AGUJILLA","X",0,"fish meal",2014
"ANCHOVETA","X",184,"fish meal",2014
"BACALADILLO O MOTE","X",61,"fish meal",2014
"CABALLA","X",0,"fish meal",2014
"CABINZA","X",0,"fish meal",2014
"COJINOBA DEL SUR O AZUL","X",0,"fish meal",2014
"CORVINA","X",0,"fish meal",2014
"JUREL","X",0,"fish meal",2014
"MACHUELO O TRITRE","X",0,"fish meal",2014
"MERLUZA DE COLA","X",1,"fish meal",2014
"PAMPANITO","X",9,"fish meal",2014
"PEJERREY DE MAR","X",0,"fish meal",2014
"PESCADO NO CLASIFICADO","X",0,"fish meal",2014
"REINETA","X",0,"fish meal",2014
"RONCACHO","X",0,"fish meal",2014
"SARDINA AUSTRAL","X",22779,"fish meal",2014
"SARDINA COMUN","X",2952,"fish meal",2014
"SARDINA ESPANOLA","X",0,"fish meal",2014
"SIERRA","X",0,"fish meal",2014
"CALAMAR","X",0,"fish meal",2014
"JIBIA O CALAMAR ROJO","X",0,"fish meal",2014
"LANGOSTINO COLORADO","X",0,"fish meal",2014
"LANGOSTINO ENANO","X",62,"fish meal",2014
"AGUJILLA","XI",0,"fish meal",2014
"ANCHOVETA","XI",0,"fish meal",2014
"BACALADILLO O MOTE","XI",0,"fish meal",2014
"CABALLA","XI",0,"fish meal",2014
"CABINZA","XI",0,"fish meal",2014
"COJINOBA DEL SUR O AZUL","XI",0,"fish meal",2014
"CORVINA","XI",0,"fish meal",2014
"JUREL","XI",0,"fish meal",2014
"MACHUELO O TRITRE","XI",0,"fish meal",2014
"MERLUZA DE COLA","XI",0,"fish meal",2014
"PAMPANITO","XI",0,"fish meal",2014
"PEJERREY DE MAR","XI",0,"fish meal",2014
"PESCADO NO CLASIFICADO","XI",0,"fish meal",2014
"REINETA","XI",0,"fish meal",2014
"RONCACHO","XI",0,"fish meal",2014
"SARDINA AUSTRAL","XI",0,"fish meal",2014
"SARDINA COMUN","XI",0,"fish meal",2014
"SARDINA ESPANOLA","XI",0,"fish meal",2014
"SIERRA","XI",0,"fish meal",2014
"CALAMAR","XI",0,"fish meal",2014
"JIBIA O CALAMAR ROJO","XI",0,"fish meal",2014
"LANGOSTINO COLORADO","XI",0,"fish meal",2014
"LANGOSTINO ENANO","XI",0,"fish meal",2014
"AGUJILLA","XII",0,"fish meal",2014
"ANCHOVETA","XII",0,"fish meal",2014
"BACALADILLO O MOTE","XII",0,"fish meal",2014
"CABALLA","XII",0,"fish meal",2014
"CABINZA","XII",0,"fish meal",2014
"COJINOBA DEL SUR O AZUL","XII",0,"fish meal",2014
"CORVINA","XII",0,"fish meal",2014
"JUREL","XII",0,"fish meal",2014
"MACHUELO O TRITRE","XII",0,"fish meal",2014
"MERLUZA DE COLA","XII",0,"fish meal",2014
"PAMPANITO","XII",0,"fish meal",2014
"PEJERREY DE MAR","XII",0,"fish meal",2014
"PESCADO NO CLASIFICADO","XII",0,"fish meal",2014
"REINETA","XII",0,"fish meal",2014
"RONCACHO","XII",0,"fish meal",2014
"SARDINA AUSTRAL","XII",0,"fish meal",2014
"SARDINA COMUN","XII",0,"fish meal",2014
"SARDINA ESPANOLA","XII",0,"fish meal",2014
"SIERRA","XII",0,"fish meal",2014
"CALAMAR","XII",0,"fish meal",2014
"JIBIA O CALAMAR ROJO","XII",0,"fish meal",2014
"LANGOSTINO COLORADO","XII",0,"fish meal",2014
"LANGOSTINO ENANO","XII",0,"fish meal",2014
"AGUJILLA","RM",0,"fish meal",2014
"ANCHOVETA","RM",0,"fish meal",2014
"BACALADILLO O MOTE","RM",0,"fish meal",2014
"CABALLA","RM",0,"fish meal",2014
"CABINZA","RM",0,"fish meal",2014
"COJINOBA DEL SUR O AZUL","RM",0,"fish meal",2014
"CORVINA","RM",0,"fish meal",2014
"JUREL","RM",0,"fish meal",2014
"MACHUELO O TRITRE","RM",0,"fish meal",2014
"MERLUZA DE COLA","RM",0,"fish meal",2014
"PAMPANITO","RM",0,"fish meal",2014
"PEJERREY DE MAR","RM",0,"fish meal",2014
"PESCADO NO CLASIFICADO","RM",0,"fish meal",2014
"REINETA","RM",0,"fish meal",2014
"RONCACHO","RM",0,"fish meal",2014
"SARDINA AUSTRAL","RM",0,"fish meal",2014
"SARDINA COMUN","RM",0,"fish meal",2014
"SARDINA ESPANOLA","RM",0,"fish meal",2014
"SIERRA","RM",0,"fish meal",2014
"CALAMAR","RM",0,"fish meal",2014
"JIBIA O CALAMAR ROJO","RM",0,"fish meal",2014
"LANGOSTINO COLORADO","RM",0,"fish meal",2014
"LANGOSTINO ENANO","RM",0,"fish meal",2014
"AGUJILLA","XV",37,"fish meal",2015
"ANCHOVETA","XV",124873,"fish meal",2015
"BACALADILLO O MOTE","XV",0,"fish meal",2015
"CABALLA","XV",196,"fish meal",2015
"CABINZA","XV",0,"fish meal",2015
"CABRILLA COMUN","XV",12,"fish meal",2015
"JUREL","XV",1195,"fish meal",2015
"MACHUELO O TRITRE","XV",0,"fish meal",2015
"MERLUZA DE COLA","XV",0,"fish meal",2015
"MERLUZA DEL SUR O AUSTRAL","XV",0,"fish meal",2015
"PAMPANITO","XV",0,"fish meal",2015
"PEJERREY DE MAR","XV",0,"fish meal",2015
"RONCACHO","XV",23,"fish meal",2015
"SARDINA AUSTRAL","XV",0,"fish meal",2015
"SARDINA COMUN","XV",0,"fish meal",2015
"SARDINA ESPANOLA","XV",0,"fish meal",2015
"CALAMAR","XV",0,"fish meal",2015
"JIBIA O CALAMAR ROJO","XV",41,"fish meal",2015
"LANGOSTINO ENANO","XV",99,"fish meal",2015
"AGUJILLA","I",2242,"fish meal",2015
"ANCHOVETA","I",255553,"fish meal",2015
"BACALADILLO O MOTE","I",1,"fish meal",2015
"CABALLA","I",5699,"fish meal",2015
"CABINZA","I",3,"fish meal",2015
"CABRILLA COMUN","I",0,"fish meal",2015
"JUREL","I",18459,"fish meal",2015
"MACHUELO O TRITRE","I",0,"fish meal",2015
"MERLUZA DE COLA","I",0,"fish meal",2015
"MERLUZA DEL SUR O AUSTRAL","I",0,"fish meal",2015
"PAMPANITO","I",0,"fish meal",2015
"PEJERREY DE MAR","I",2,"fish meal",2015
"RONCACHO","I",0,"fish meal",2015
"SARDINA AUSTRAL","I",0,"fish meal",2015
"SARDINA COMUN","I",0,"fish meal",2015
"SARDINA ESPANOLA","I",0,"fish meal",2015
"CALAMAR","I",0,"fish meal",2015
"JIBIA O CALAMAR ROJO","I",44,"fish meal",2015
"LANGOSTINO ENANO","I",527,"fish meal",2015
"AGUJILLA","II",1068,"fish meal",2015
"ANCHOVETA","II",71157,"fish meal",2015
"BACALADILLO O MOTE","II",0,"fish meal",2015
"CABALLA","II",2965,"fish meal",2015
"CABINZA","II",1,"fish meal",2015
"CABRILLA COMUN","II",0,"fish meal",2015
"JUREL","II",15335,"fish meal",2015
"MACHUELO O TRITRE","II",0,"fish meal",2015
"MERLUZA DE COLA","II",0,"fish meal",2015
"MERLUZA DEL SUR O AUSTRAL","II",0,"fish meal",2015
"PAMPANITO","II",0,"fish meal",2015
"PEJERREY DE MAR","II",0,"fish meal",2015
"RONCACHO","II",0,"fish meal",2015
"SARDINA AUSTRAL","II",0,"fish meal",2015
"SARDINA COMUN","II",0,"fish meal",2015
"SARDINA ESPANOLA","II",283,"fish meal",2015
"CALAMAR","II",0,"fish meal",2015
"JIBIA O CALAMAR ROJO","II",48,"fish meal",2015
"LANGOSTINO ENANO","II",67,"fish meal",2015
"AGUJILLA","III",0,"fish meal",2015
"ANCHOVETA","III",10188,"fish meal",2015
"BACALADILLO O MOTE","III",0,"fish meal",2015
"CABALLA","III",21352,"fish meal",2015
"CABINZA","III",0,"fish meal",2015
"CABRILLA COMUN","III",0,"fish meal",2015
"JUREL","III",14819,"fish meal",2015
"MACHUELO O TRITRE","III",0,"fish meal",2015
"MERLUZA DE COLA","III",0,"fish meal",2015
"MERLUZA DEL SUR O AUSTRAL","III",0,"fish meal",2015
"PAMPANITO","III",0,"fish meal",2015
"PEJERREY DE MAR","III",0,"fish meal",2015
"RONCACHO","III",0,"fish meal",2015
"SARDINA AUSTRAL","III",0,"fish meal",2015
"SARDINA COMUN","III",0,"fish meal",2015
"SARDINA ESPANOLA","III",2,"fish meal",2015
"CALAMAR","III",0,"fish meal",2015
"JIBIA O CALAMAR ROJO","III",0,"fish meal",2015
"LANGOSTINO ENANO","III",0,"fish meal",2015
"AGUJILLA","IV",0,"fish meal",2015
"ANCHOVETA","IV",9741,"fish meal",2015
"BACALADILLO O MOTE","IV",69,"fish meal",2015
"CABALLA","IV",3755,"fish meal",2015
"CABINZA","IV",0,"fish meal",2015
"CABRILLA COMUN","IV",0,"fish meal",2015
"JUREL","IV",8537,"fish meal",2015
"MACHUELO O TRITRE","IV",1129,"fish meal",2015
"MERLUZA DE COLA","IV",0,"fish meal",2015
"MERLUZA DEL SUR O AUSTRAL","IV",0,"fish meal",2015
"PAMPANITO","IV",2,"fish meal",2015
"PEJERREY DE MAR","IV",0,"fish meal",2015
"RONCACHO","IV",0,"fish meal",2015
"SARDINA AUSTRAL","IV",0,"fish meal",2015
"SARDINA COMUN","IV",0,"fish meal",2015
"SARDINA ESPANOLA","IV",3,"fish meal",2015
"CALAMAR","IV",0,"fish meal",2015
"JIBIA O CALAMAR ROJO","IV",0,"fish meal",2015
"LANGOSTINO ENANO","IV",0,"fish meal",2015
"AGUJILLA","V",0,"fish meal",2015
"ANCHOVETA","V",2218,"fish meal",2015
"BACALADILLO O MOTE","V",0,"fish meal",2015
"CABALLA","V",10,"fish meal",2015
"CABINZA","V",0,"fish meal",2015
"CABRILLA COMUN","V",0,"fish meal",2015
"JUREL","V",206,"fish meal",2015
"MACHUELO O TRITRE","V",338,"fish meal",2015
"MERLUZA DE COLA","V",0,"fish meal",2015
"MERLUZA DEL SUR O AUSTRAL","V",0,"fish meal",2015
"PAMPANITO","V",10,"fish meal",2015
"PEJERREY DE MAR","V",0,"fish meal",2015
"RONCACHO","V",0,"fish meal",2015
"SARDINA AUSTRAL","V",0,"fish meal",2015
"SARDINA COMUN","V",7162,"fish meal",2015
"SARDINA ESPANOLA","V",0,"fish meal",2015
"CALAMAR","V",0,"fish meal",2015
"JIBIA O CALAMAR ROJO","V",0,"fish meal",2015
"LANGOSTINO ENANO","V",0,"fish meal",2015
"AGUJILLA","VI",0,"fish meal",2015
"ANCHOVETA","VI",0,"fish meal",2015
"BACALADILLO O MOTE","VI",0,"fish meal",2015
"CABALLA","VI",0,"fish meal",2015
"CABINZA","VI",0,"fish meal",2015
"CABRILLA COMUN","VI",0,"fish meal",2015
"JUREL","VI",0,"fish meal",2015
"MACHUELO O TRITRE","VI",0,"fish meal",2015
"MERLUZA DE COLA","VI",0,"fish meal",2015
"MERLUZA DEL SUR O AUSTRAL","VI",0,"fish meal",2015
"PAMPANITO","VI",0,"fish meal",2015
"PEJERREY DE MAR","VI",0,"fish meal",2015
"RONCACHO","VI",0,"fish meal",2015
"SARDINA AUSTRAL","VI",0,"fish meal",2015
"SARDINA COMUN","VI",0,"fish meal",2015
"SARDINA ESPANOLA","VI",0,"fish meal",2015
"CALAMAR","VI",0,"fish meal",2015
"JIBIA O CALAMAR ROJO","VI",0,"fish meal",2015
"LANGOSTINO ENANO","VI",0,"fish meal",2015
"AGUJILLA","VII",0,"fish meal",2015
"ANCHOVETA","VII",0,"fish meal",2015
"BACALADILLO O MOTE","VII",0,"fish meal",2015
"CABALLA","VII",0,"fish meal",2015
"CABINZA","VII",0,"fish meal",2015
"CABRILLA COMUN","VII",0,"fish meal",2015
"JUREL","VII",0,"fish meal",2015
"MACHUELO O TRITRE","VII",0,"fish meal",2015
"MERLUZA DE COLA","VII",0,"fish meal",2015
"MERLUZA DEL SUR O AUSTRAL","VII",0,"fish meal",2015
"PAMPANITO","VII",0,"fish meal",2015
"PEJERREY DE MAR","VII",0,"fish meal",2015
"RONCACHO","VII",0,"fish meal",2015
"SARDINA AUSTRAL","VII",0,"fish meal",2015
"SARDINA COMUN","VII",0,"fish meal",2015
"SARDINA ESPANOLA","VII",0,"fish meal",2015
"CALAMAR","VII",0,"fish meal",2015
"JIBIA O CALAMAR ROJO","VII",0,"fish meal",2015
"LANGOSTINO ENANO","VII",0,"fish meal",2015
"AGUJILLA","VIII",6,"fish meal",2015
"ANCHOVETA","VIII",59435,"fish meal",2015
"BACALADILLO O MOTE","VIII",24619,"fish meal",2015
"CABALLA","VIII",9094,"fish meal",2015
"CABINZA","VIII",0,"fish meal",2015
"CABRILLA COMUN","VIII",0,"fish meal",2015
"JUREL","VIII",81509,"fish meal",2015
"MACHUELO O TRITRE","VIII",8201,"fish meal",2015
"MERLUZA DE COLA","VIII",0,"fish meal",2015
"MERLUZA DEL SUR O AUSTRAL","VIII",0,"fish meal",2015
"PAMPANITO","VIII",2268,"fish meal",2015
"PEJERREY DE MAR","VIII",1,"fish meal",2015
"RONCACHO","VIII",0,"fish meal",2015
"SARDINA AUSTRAL","VIII",0,"fish meal",2015
"SARDINA COMUN","VIII",363476,"fish meal",2015
"SARDINA ESPANOLA","VIII",0,"fish meal",2015
"CALAMAR","VIII",1,"fish meal",2015
"JIBIA O CALAMAR ROJO","VIII",125,"fish meal",2015
"LANGOSTINO ENANO","VIII",0,"fish meal",2015
"AGUJILLA","IX",0,"fish meal",2015
"ANCHOVETA","IX",0,"fish meal",2015
"BACALADILLO O MOTE","IX",0,"fish meal",2015
"CABALLA","IX",0,"fish meal",2015
"CABINZA","IX",0,"fish meal",2015
"CABRILLA COMUN","IX",0,"fish meal",2015
"JUREL","IX",0,"fish meal",2015
"MACHUELO O TRITRE","IX",0,"fish meal",2015
"MERLUZA DE COLA","IX",0,"fish meal",2015
"MERLUZA DEL SUR O AUSTRAL","IX",0,"fish meal",2015
"PAMPANITO","IX",0,"fish meal",2015
"PEJERREY DE MAR","IX",0,"fish meal",2015
"RONCACHO","IX",0,"fish meal",2015
"SARDINA AUSTRAL","IX",0,"fish meal",2015
"SARDINA COMUN","IX",0,"fish meal",2015
"SARDINA ESPANOLA","IX",0,"fish meal",2015
"CALAMAR","IX",0,"fish meal",2015
"JIBIA O CALAMAR ROJO","IX",0,"fish meal",2015
"LANGOSTINO ENANO","IX",0,"fish meal",2015
"AGUJILLA","XIV",0,"fish meal",2015
"ANCHOVETA","XIV",682,"fish meal",2015
"BACALADILLO O MOTE","XIV",1401,"fish meal",2015
"CABALLA","XIV",0,"fish meal",2015
"CABINZA","XIV",0,"fish meal",2015
