"","subsector","species","region","international_waters","tons"
"962","artisanal","DORADO DE ALTURA / MAHI MAHI","VI",0,NA
"963","artisanal","DORADO DE ALTURA / MAHI MAHI","VII",0,NA
"964","artisanal","DORADO DE ALTURA / MAHI MAHI","VIII",0,NA
"965","artisanal","DORADO DE ALTURA / MAHI MAHI","X",0,NA
"966","artisanal","DORADO DE ALTURA / MAHI MAHI","XI",0,NA
"967","artisanal","DORADO DE ALTURA / MAHI MAHI","XII",0,NA
"968","artisanal","DORADO DE ALTURA / MAHI MAHI","XIV",0,NA
"969","artisanal","DORADO DE ALTURA / MAHI MAHI","XV",0,NA
"970","artisanal","EMPERADOR","I",0,NA
"971","artisanal","EMPERADOR","II",0,NA
"972","artisanal","EMPERADOR","III",0,1
"973","artisanal","EMPERADOR","IV",0,NA
"974","artisanal","EMPERADOR","IX",0,NA
"975","artisanal","EMPERADOR","V",0,NA
"976","artisanal","EMPERADOR","VI",0,NA
"977","artisanal","EMPERADOR","VII",0,NA
"978","artisanal","EMPERADOR","VIII",0,NA
"979","artisanal","EMPERADOR","X",0,NA
"980","artisanal","EMPERADOR","XI",0,NA
"981","artisanal","EMPERADOR","XII",0,NA
"982","artisanal","EMPERADOR","XIV",0,NA
"983","artisanal","EMPERADOR","XV",0,NA
"984","artisanal","ERIZO","I",0,449.5
"985","artisanal","ERIZO","II",0,403.75
"986","artisanal","ERIZO","III",0,180.25
"987","artisanal","ERIZO","IV",0,11
"988","artisanal","ERIZO","IX",0,1
"989","artisanal","ERIZO","V",0,32.25
"990","artisanal","ERIZO","VI",0,NA
"991","artisanal","ERIZO","VII",0,NA
"992","artisanal","ERIZO","VIII",0,3
"993","artisanal","ERIZO","X",0,10469.5
"994","artisanal","ERIZO","XI",0,7899.75
"995","artisanal","ERIZO","XII",0,11407
"996","artisanal","ERIZO","XIV",0,14.25
"997","artisanal","ERIZO","XV",0,31.75
"998","artisanal","GAMBA","I",0,NA
"999","artisanal","GAMBA","II",0,NA
"1000","artisanal","GAMBA","III",0,NA
"1001","artisanal","GAMBA","IV",0,NA
"1002","artisanal","GAMBA","IX",0,NA
"1003","artisanal","GAMBA","V",0,10.25
"1004","artisanal","GAMBA","VI",0,NA
"1005","artisanal","GAMBA","VII",0,NA
"1006","artisanal","GAMBA","VIII",0,NA
"1007","artisanal","GAMBA","X",0,NA
"1008","artisanal","GAMBA","XI",0,NA
"1009","artisanal","GAMBA","XII",0,NA
"1010","artisanal","GAMBA","XIV",0,NA
"1011","artisanal","GAMBA","XV",0,NA
"1012","artisanal","HUAIQUIL O CORVINILLA","I",0,NA
"1013","artisanal","HUAIQUIL O CORVINILLA","II",0,NA
"1014","artisanal","HUAIQUIL O CORVINILLA","III",0,NA
"1015","artisanal","HUAIQUIL O CORVINILLA","IV",0,NA
"1016","artisanal","HUAIQUIL O CORVINILLA","IX",0,2
"1017","artisanal","HUAIQUIL O CORVINILLA","V",0,NA
"1018","artisanal","HUAIQUIL O CORVINILLA","VI",0,NA
"1019","artisanal","HUAIQUIL O CORVINILLA","VII",0,NA
"1020","artisanal","HUAIQUIL O CORVINILLA","VIII",0,NA
"1021","artisanal","HUAIQUIL O CORVINILLA","X",0,NA
"1022","artisanal","HUAIQUIL O CORVINILLA","XI",0,NA
"1023","artisanal","HUAIQUIL O CORVINILLA","XII",0,NA
"1024","artisanal","HUAIQUIL O CORVINILLA","XIV",0,NA
"1025","artisanal","HUAIQUIL O CORVINILLA","XV",0,NA
"1026","artisanal","HUEPO O NAVAJA DE MAR","I",0,NA
"1027","artisanal","HUEPO O NAVAJA DE MAR","II",0,1
"1028","artisanal","HUEPO O NAVAJA DE MAR","III",0,NA
"1029","artisanal","HUEPO O NAVAJA DE MAR","IV",0,NA
"1030","artisanal","HUEPO O NAVAJA DE MAR","IX",0,NA
"1031","artisanal","HUEPO O NAVAJA DE MAR","V",0,NA
"1032","artisanal","HUEPO O NAVAJA DE MAR","VI",0,NA
"1033","artisanal","HUEPO O NAVAJA DE MAR","VII",0,2
"1034","artisanal","HUEPO O NAVAJA DE MAR","VIII",0,1537.25
"1035","artisanal","HUEPO O NAVAJA DE MAR","X",0,356
"1036","artisanal","HUEPO O NAVAJA DE MAR","XI",0,NA
"1037","artisanal","HUEPO O NAVAJA DE MAR","XII",0,1041.75
"1038","artisanal","HUEPO O NAVAJA DE MAR","XIV",0,39.5
"1039","artisanal","HUEPO O NAVAJA DE MAR","XV",0,NA
"1040","artisanal","HUIRO","I",0,221.25
"1041","artisanal","HUIRO","II",0,1187.5
"1042","artisanal","HUIRO","III",0,10894.5
"1043","artisanal","HUIRO","IV",0,3623
"1044","artisanal","HUIRO","IX",0,1
"1045","artisanal","HUIRO","V",0,1277.5
"1046","artisanal","HUIRO","VI",0,310.25
"1047","artisanal","HUIRO","VII",0,81
"1048","artisanal","HUIRO","VIII",0,234.25
"1049","artisanal","HUIRO","X",0,10737
"1050","artisanal","HUIRO","XI",0,NA
"1051","artisanal","HUIRO","XII",0,NA
"1052","artisanal","HUIRO","XIV",0,81
"1053","artisanal","HUIRO","XV",0,11.5
"1054","artisanal","HUIRO PALO","I",0,682.25
"1055","artisanal","HUIRO PALO","II",0,7471.25
"1056","artisanal","HUIRO PALO","III",0,22071.5
"1057","artisanal","HUIRO PALO","IV",0,20485.5
"1058","artisanal","HUIRO PALO","IX",0,NA
"1059","artisanal","HUIRO PALO","V",0,11057.5
"1060","artisanal","HUIRO PALO","VI",0,31.6666666666667
"1061","artisanal","HUIRO PALO","VII",0,7
"1062","artisanal","HUIRO PALO","VIII",0,1130.75
"1063","artisanal","HUIRO PALO","X",0,690
"1064","artisanal","HUIRO PALO","XI",0,NA
"1065","artisanal","HUIRO PALO","XII",0,NA
"1066","artisanal","HUIRO PALO","XIV",0,18
"1067","artisanal","HUIRO PALO","XV",0,NA
"1068","artisanal","JAIBA LIMON","I",0,NA
"1069","artisanal","JAIBA LIMON","II",0,NA
"1070","artisanal","JAIBA LIMON","III",0,NA
"1071","artisanal","JAIBA LIMON","IV",0,1
"1072","artisanal","JAIBA LIMON","IX",0,NA
"1073","artisanal","JAIBA LIMON","V",0,326.75
"1074","artisanal","JAIBA LIMON","VI",0,300.5
"1075","artisanal","JAIBA LIMON","VII",0,13.75
"1076","artisanal","JAIBA LIMON","VIII",0,541.25
"1077","artisanal","JAIBA LIMON","X",0,3
"1078","artisanal","JAIBA LIMON","XI",0,NA
"1079","artisanal","JAIBA LIMON","XII",0,NA
"1080","artisanal","JAIBA LIMON","XIV",0,NA
"1081","artisanal","JAIBA LIMON","XV",0,NA
"1082","artisanal","JAIBA MARMOLA","I",0,NA
"1083","artisanal","JAIBA MARMOLA","II",0,NA
"1084","artisanal","JAIBA MARMOLA","III",0,NA
"1085","artisanal","JAIBA MARMOLA","IV",0,NA
"1086","artisanal","JAIBA MARMOLA","IX",0,38.5
"1087","artisanal","JAIBA MARMOLA","V",0,2
"1088","artisanal","JAIBA MARMOLA","VI",0,NA
"1089","artisanal","JAIBA MARMOLA","VII",0,1.25
"1090","artisanal","JAIBA MARMOLA","VIII",0,62.25
"1091","artisanal","JAIBA MARMOLA","X",0,2895
"1092","artisanal","JAIBA MARMOLA","XI",0,999
"1093","artisanal","JAIBA MARMOLA","XII",0,NA
"1094","artisanal","JAIBA MARMOLA","XIV",0,61.25
"1095","artisanal","JAIBA MARMOLA","XV",0,1
"1096","artisanal","JAIBA MORA","I",0,NA
"1097","artisanal","JAIBA MORA","II",0,2
"1098","artisanal","JAIBA MORA","III",0,16
"1099","artisanal","JAIBA MORA","IV",0,25.25
"1100","artisanal","JAIBA MORA","IX",0,1
"1101","artisanal","JAIBA MORA","V",0,9
"1102","artisanal","JAIBA MORA","VI",0,NA
"1103","artisanal","JAIBA MORA","VII",0,NA
"1104","artisanal","JAIBA MORA","VIII",0,48
"1105","artisanal","JAIBA MORA","X",0,9.25
"1106","artisanal","JAIBA MORA","XI",0,12
"1107","artisanal","JAIBA MORA","XII",0,NA
"1108","artisanal","JAIBA MORA","XIV",0,18
"1109","artisanal","JAIBA MORA","XV",0,NA
"1110","artisanal","JAIBA PACO","I",0,NA
"1111","artisanal","JAIBA PACO","II",0,NA
"1112","artisanal","JAIBA PACO","III",0,NA
"1113","artisanal","JAIBA PACO","IV",0,NA
"1114","artisanal","JAIBA PACO","IX",0,NA
"1115","artisanal","JAIBA PACO","V",0,5
"1116","artisanal","JAIBA PACO","VI",0,NA
"1117","artisanal","JAIBA PACO","VII",0,NA
"1118","artisanal","JAIBA PACO","VIII",0,NA
"1119","artisanal","JAIBA PACO","X",0,NA
"1120","artisanal","JAIBA PACO","XI",0,NA
"1121","artisanal","JAIBA PACO","XII",0,NA
"1122","artisanal","JAIBA PACO","XIV",0,1.33333333333333
"1123","artisanal","JAIBA PACO","XV",0,NA
"1124","artisanal","JAIBA PANCHOTE O CANGREJO","I",0,5
"1125","artisanal","JAIBA PANCHOTE O CANGREJO","II",0,NA
"1126","artisanal","JAIBA PANCHOTE O CANGREJO","III",0,NA
"1127","artisanal","JAIBA PANCHOTE O CANGREJO","IV",0,NA
"1128","artisanal","JAIBA PANCHOTE O CANGREJO","IX",0,NA
"1129","artisanal","JAIBA PANCHOTE O CANGREJO","V",0,NA
"1130","artisanal","JAIBA PANCHOTE O CANGREJO","VI",0,NA
"1131","artisanal","JAIBA PANCHOTE O CANGREJO","VII",0,NA
"1132","artisanal","JAIBA PANCHOTE O CANGREJO","VIII",0,3.66666666666667
"1133","artisanal","JAIBA PANCHOTE O CANGREJO","X",0,6.75
"1134","artisanal","JAIBA PANCHOTE O CANGREJO","XI",0,NA
"1135","artisanal","JAIBA PANCHOTE O CANGREJO","XII",0,NA
"1136","artisanal","JAIBA PANCHOTE O CANGREJO","XIV",0,1
"1137","artisanal","JAIBA PANCHOTE O CANGREJO","XV",0,NA
"1138","artisanal","JAIBA PANCORA","I",0,NA
"1139","artisanal","JAIBA PANCORA","II",0,NA
"1140","artisanal","JAIBA PANCORA","III",0,NA
"1141","artisanal","JAIBA PANCORA","IV",0,1
"1142","artisanal","JAIBA PANCORA","IX",0,NA
"1143","artisanal","JAIBA PANCORA","V",0,NA
"1144","artisanal","JAIBA PANCORA","VI",0,NA
"1145","artisanal","JAIBA PANCORA","VII",0,NA
"1146","artisanal","JAIBA PANCORA","VIII",0,NA
"1147","artisanal","JAIBA PANCORA","X",0,NA
"1148","artisanal","JAIBA PANCORA","XI",0,NA
"1149","artisanal","JAIBA PANCORA","XII",0,NA
"1150","artisanal","JAIBA PANCORA","XIV",0,1
"1151","artisanal","JAIBA PANCORA","XV",0,NA
"1152","artisanal","JAIBA PATUDA","I",0,NA
"1153","artisanal","JAIBA PATUDA","II",0,1.66666666666667
"1154","artisanal","JAIBA PATUDA","III",0,NA
"1155","artisanal","JAIBA PATUDA","IV",0,NA
"1156","artisanal","JAIBA PATUDA","IX",0,NA
"1157","artisanal","JAIBA PATUDA","V",0,NA
"1158","artisanal","JAIBA PATUDA","VI",0,NA
"1159","artisanal","JAIBA PATUDA","VII",0,NA
"1160","artisanal","JAIBA PATUDA","VIII",0,15.25
"1161","artisanal","JAIBA PATUDA","X",0,NA
"1162","artisanal","JAIBA PATUDA","XI",0,NA
"1163","artisanal","JAIBA PATUDA","XII",0,NA
"1164","artisanal","JAIBA PATUDA","XIV",0,4
"1165","artisanal","JAIBA PATUDA","XV",0,NA
"1166","artisanal","JAIBA PELUDA O PACHONA","I",0,53.25
"1167","artisanal","JAIBA PELUDA O PACHONA","II",0,60
"1168","artisanal","JAIBA PELUDA O PACHONA","III",0,28
"1169","artisanal","JAIBA PELUDA O PACHONA","IV",0,37.25
"1170","artisanal","JAIBA PELUDA O PACHONA","IX",0,NA
"1171","artisanal","JAIBA PELUDA O PACHONA","V",0,8.75
"1172","artisanal","JAIBA PELUDA O PACHONA","VI",0,NA
"1173","artisanal","JAIBA PELUDA O PACHONA","VII",0,NA
"1174","artisanal","JAIBA PELUDA O PACHONA","VIII",0,231
"1175","artisanal","JAIBA PELUDA O PACHONA","X",0,90.75
"1176","artisanal","JAIBA PELUDA O PACHONA","XI",0,NA
"1177","artisanal","JAIBA PELUDA O PACHONA","XII",0,NA
"1178","artisanal","JAIBA PELUDA O PACHONA","XIV",0,1.33333333333333
"1179","artisanal","JAIBA PELUDA O PACHONA","XV",0,6
"1180","artisanal","JAIBA REINA","I",0,NA
"1181","artisanal","JAIBA REINA","II",0,NA
"1182","artisanal","JAIBA REINA","III",0,NA
"1183","artisanal","JAIBA REINA","IV",0,NA
"1184","artisanal","JAIBA REINA","IX",0,NA
"1185","artisanal","JAIBA REINA","V",0,NA
"1186","artisanal","JAIBA REINA","VI",0,NA
"1187","artisanal","JAIBA REINA","VII",0,NA
"1188","artisanal","JAIBA REINA","VIII",0,103
"1189","artisanal","JAIBA REINA","X",0,7
"1190","artisanal","JAIBA REINA","XI",0,NA
"1191","artisanal","JAIBA REINA","XII",0,NA
"1192","artisanal","JAIBA REINA","XIV",0,14.75
"1193","artisanal","JAIBA REINA","XV",0,NA
"1194","artisanal","JAIBA REMADORA","I",0,NA
"1195","artisanal","JAIBA REMADORA","II",0,4
"1196","artisanal","JAIBA REMADORA","III",0,7
"1197","artisanal","JAIBA REMADORA","IV",0,1.5
"1198","artisanal","JAIBA REMADORA","IX",0,NA
"1199","artisanal","JAIBA REMADORA","V",0,20
"1200","artisanal","JAIBA REMADORA","VI",0,23.75
"1201","artisanal","JAIBA REMADORA","VII",0,37.5
"1202","artisanal","JAIBA REMADORA","VIII",0,126.75
"1203","artisanal","JAIBA REMADORA","X",0,2
"1204","artisanal","JAIBA REMADORA","XI",0,1
"1205","artisanal","JAIBA REMADORA","XII",0,NA
"1206","artisanal","JAIBA REMADORA","XIV",0,NA
"1207","artisanal","JAIBA REMADORA","XV",0,NA
"1208","artisanal","JERGUILLA","I",0,NA
"1209","artisanal","JERGUILLA","II",0,NA
"1210","artisanal","JERGUILLA","III",0,NA
"1211","artisanal","JERGUILLA","IV",0,6.25
"1212","artisanal","JERGUILLA","IX",0,NA
"1213","artisanal","JERGUILLA","V",0,2.75
"1214","artisanal","JERGUILLA","VI",0,NA
"1215","artisanal","JERGUILLA","VII",0,NA
"1216","artisanal","JERGUILLA","VIII",0,NA
"1217","artisanal","JERGUILLA","X",0,NA
"1218","artisanal","JERGUILLA","XI",0,NA
"1219","artisanal","JERGUILLA","XII",0,NA
"1220","artisanal","JERGUILLA","XIV",0,NA
"1221","artisanal","JERGUILLA","XV",0,NA
"1222","artisanal","JIBIA O CALAMAR ROJO","I",0,1
"1223","artisanal","JIBIA O CALAMAR ROJO","II",0,NA
"1224","artisanal","JIBIA O CALAMAR ROJO","III",0,41.25
"1225","artisanal","JIBIA O CALAMAR ROJO","IV",0,20827.75
"1226","artisanal","JIBIA O CALAMAR ROJO","IX",0,3
"1227","artisanal","JIBIA O CALAMAR ROJO","V",0,62828
"1228","artisanal","JIBIA O CALAMAR ROJO","VI",0,1
"1229","artisanal","JIBIA O CALAMAR ROJO","VII",0,49.25
"1230","artisanal","JIBIA O CALAMAR ROJO","VIII",0,35111
"1231","artisanal","JIBIA O CALAMAR ROJO","X",0,NA
"1232","artisanal","JIBIA O CALAMAR ROJO","XI",0,NA
"1233","artisanal","JIBIA O CALAMAR ROJO","XII",0,NA
"1234","artisanal","JIBIA O CALAMAR ROJO","XIV",0,10
"1235","artisanal","JIBIA O CALAMAR ROJO","XV",0,5
"1236","artisanal","JULIANA O TAWERA","I",0,NA
"1237","artisanal","JULIANA O TAWERA","II",0,NA
"1238","artisanal","JULIANA O TAWERA","III",0,NA
"1239","artisanal","JULIANA O TAWERA","IV",0,NA
"1240","artisanal","JULIANA O TAWERA","IX",0,NA
"1241","artisanal","JULIANA O TAWERA","V",0,NA
"1242","artisanal","JULIANA O TAWERA","VI",0,NA
"1243","artisanal","JULIANA O TAWERA","VII",0,NA
"1244","artisanal","JULIANA O TAWERA","VIII",0,NA
"1245","artisanal","JULIANA O TAWERA","X",0,3926.25
"1246","artisanal","JULIANA O TAWERA","XI",0,NA
"1247","artisanal","JULIANA O TAWERA","XII",0,NA
"1248","artisanal","JULIANA O TAWERA","XIV",0,NA
"1249","artisanal","JULIANA O TAWERA","XV",0,NA
"1250","artisanal","JUREL","I",0,15
"1251","artisanal","JUREL","II",0,716.75
"1252","artisanal","JUREL","III",0,10943
"1253","artisanal","JUREL","IV",0,8501
"1254","artisanal","JUREL","IX",0,7
"1255","artisanal","JUREL","V",0,289
"1256","artisanal","JUREL","VI",0,21
"1257","artisanal","JUREL","VII",0,100.25
"1258","artisanal","JUREL","VIII",0,8621.25
"1259","artisanal","JUREL","X",0,85.5
"1260","artisanal","JUREL","XI",0,NA
"1261","artisanal","JUREL","XII",0,NA
"1262","artisanal","JUREL","XIV",0,NA
"1263","artisanal","JUREL","XV",0,42
"1264","artisanal","JUREL DE JUAN FERNANDEZ","I",0,NA
"1265","artisanal","JUREL DE JUAN FERNANDEZ","II",0,NA
"1266","artisanal","JUREL DE JUAN FERNANDEZ","III",0,NA
"1267","artisanal","JUREL DE JUAN FERNANDEZ","IV",0,NA
"1268","artisanal","JUREL DE JUAN FERNANDEZ","IX",0,NA
"1269","artisanal","JUREL DE JUAN FERNANDEZ","V",0,28.75
"1270","artisanal","JUREL DE JUAN FERNANDEZ","VI",0,NA
"1271","artisanal","JUREL DE JUAN FERNANDEZ","VII",0,NA
"1272","artisanal","JUREL DE JUAN FERNANDEZ","VIII",0,NA
"1273","artisanal","JUREL DE JUAN FERNANDEZ","X",0,NA
"1274","artisanal","JUREL DE JUAN FERNANDEZ","XI",0,NA
"1275","artisanal","JUREL DE JUAN FERNANDEZ","XII",0,NA
"1276","artisanal","JUREL DE JUAN FERNANDEZ","XIV",0,NA
"1277","artisanal","JUREL DE JUAN FERNANDEZ","XV",0,NA
"1278","artisanal","LANGOSTA DE J.FERNANDEZ","I",0,NA
"1279","artisanal","LANGOSTA DE J.FERNANDEZ","II",0,NA
"1280","artisanal","LANGOSTA DE J.FERNANDEZ","III",0,NA
"1281","artisanal","LANGOSTA DE J.FERNANDEZ","IV",0,NA
"1282","artisanal","LANGOSTA DE J.FERNANDEZ","IX",0,NA
"1283","artisanal","LANGOSTA DE J.FERNANDEZ","V",0,90.25
"1284","artisanal","LANGOSTA DE J.FERNANDEZ","VI",0,NA
"1285","artisanal","LANGOSTA DE J.FERNANDEZ","VII",0,NA
"1286","artisanal","LANGOSTA DE J.FERNANDEZ","VIII",0,NA
"1287","artisanal","LANGOSTA DE J.FERNANDEZ","X",0,NA
"1288","artisanal","LANGOSTA DE J.FERNANDEZ","XI",0,NA
"1289","artisanal","LANGOSTA DE J.FERNANDEZ","XII",0,NA
"1290","artisanal","LANGOSTA DE J.FERNANDEZ","XIV",0,NA
"1291","artisanal","LANGOSTA DE J.FERNANDEZ","XV",0,NA
"1292","artisanal","LANGOSTA ENANA","I",0,NA
"1293","artisanal","LANGOSTA ENANA","II",0,1
"1294","artisanal","LANGOSTA ENANA","III",0,NA
"1295","artisanal","LANGOSTA ENANA","IV",0,NA
"1296","artisanal","LANGOSTA ENANA","IX",0,NA
"1297","artisanal","LANGOSTA ENANA","V",0,NA
"1298","artisanal","LANGOSTA ENANA","VI",0,NA
"1299","artisanal","LANGOSTA ENANA","VII",0,NA
"1300","artisanal","LANGOSTA ENANA","VIII",0,NA
"1301","artisanal","LANGOSTA ENANA","X",0,NA
"1302","artisanal","LANGOSTA ENANA","XI",0,NA
"1303","artisanal","LANGOSTA ENANA","XII",0,NA
"1304","artisanal","LANGOSTA ENANA","XIV",0,NA
"1305","artisanal","LANGOSTA ENANA","XV",0,NA
"1306","artisanal","LANGOSTINO AMARILLO","I",0,NA
"1307","artisanal","LANGOSTINO AMARILLO","II",0,NA
"1308","artisanal","LANGOSTINO AMARILLO","III",0,6
"1309","artisanal","LANGOSTINO AMARILLO","IV",0,791.25
"1310","artisanal","LANGOSTINO AMARILLO","IX",0,NA
"1311","artisanal","LANGOSTINO AMARILLO","V",0,116.25
"1312","artisanal","LANGOSTINO AMARILLO","VI",0,NA
"1313","artisanal","LANGOSTINO AMARILLO","VII",0,NA
"1314","artisanal","LANGOSTINO AMARILLO","VIII",0,23
"1315","artisanal","LANGOSTINO AMARILLO","X",0,NA
"1316","artisanal","LANGOSTINO AMARILLO","XI",0,NA
"1317","artisanal","LANGOSTINO AMARILLO","XII",0,NA
"1318","artisanal","LANGOSTINO AMARILLO","XIV",0,NA
"1319","artisanal","LANGOSTINO AMARILLO","XV",0,NA
"1320","artisanal","LANGOSTINO COLORADO","I",0,NA
"1321","artisanal","LANGOSTINO COLORADO","II",0,NA
"1322","artisanal","LANGOSTINO COLORADO","III",0,1.5
"1323","artisanal","LANGOSTINO COLORADO","IV",0,535.25
"1324","artisanal","LANGOSTINO COLORADO","IX",0,NA
"1325","artisanal","LANGOSTINO COLORADO","V",0,79.25
"1326","artisanal","LANGOSTINO COLORADO","VI",0,NA
"1327","artisanal","LANGOSTINO COLORADO","VII",0,1.33333333333333
"1328","artisanal","LANGOSTINO COLORADO","VIII",0,329.25
"1329","artisanal","LANGOSTINO COLORADO","X",0,NA
"1330","artisanal","LANGOSTINO COLORADO","XI",0,NA
"1331","artisanal","LANGOSTINO COLORADO","XII",0,NA
"1332","artisanal","LANGOSTINO COLORADO","XIV",0,NA
"1333","artisanal","LANGOSTINO COLORADO","XV",0,NA
"1334","artisanal","LANGOSTINO DE LOS CANALES","I",0,NA
"1335","artisanal","LANGOSTINO DE LOS CANALES","II",0,NA
"1336","artisanal","LANGOSTINO DE LOS CANALES","III",0,NA
"1337","artisanal","LANGOSTINO DE LOS CANALES","IV",0,NA
"1338","artisanal","LANGOSTINO DE LOS CANALES","IX",0,NA
"1339","artisanal","LANGOSTINO DE LOS CANALES","V",0,NA
"1340","artisanal","LANGOSTINO DE LOS CANALES","VI",0,NA
"1341","artisanal","LANGOSTINO DE LOS CANALES","VII",0,NA
"1342","artisanal","LANGOSTINO DE LOS CANALES","VIII",0,NA
"1343","artisanal","LANGOSTINO DE LOS CANALES","X",0,7
"1344","artisanal","LANGOSTINO DE LOS CANALES","XI",0,NA
"1345","artisanal","LANGOSTINO DE LOS CANALES","XII",0,NA
"1346","artisanal","LANGOSTINO DE LOS CANALES","XIV",0,NA
"1347","artisanal","LANGOSTINO DE LOS CANALES","XV",0,NA
"1348","artisanal","LANGOSTINO ENANO","I",0,54
"1349","artisanal","LANGOSTINO ENANO","II",0,2
"1350","artisanal","LANGOSTINO ENANO","III",0,NA
"1351","artisanal","LANGOSTINO ENANO","IV",0,NA
"1352","artisanal","LANGOSTINO ENANO","IX",0,NA
"1353","artisanal","LANGOSTINO ENANO","V",0,NA
"1354","artisanal","LANGOSTINO ENANO","VI",0,NA
"1355","artisanal","LANGOSTINO ENANO","VII",0,NA
"1356","artisanal","LANGOSTINO ENANO","VIII",0,NA
"1357","artisanal","LANGOSTINO ENANO","X",0,116.666666666667
"1358","artisanal","LANGOSTINO ENANO","XI",0,NA
"1359","artisanal","LANGOSTINO ENANO","XII",0,NA
"1360","artisanal","LANGOSTINO ENANO","XIV",0,NA
"1361","artisanal","LANGOSTINO ENANO","XV",0,49
"1362","artisanal","LAPA","I",0,NA
"1363","artisanal","LAPA","II",0,NA
"1364","artisanal","LAPA","III",0,NA
"1365","artisanal","LAPA","IV",0,4
"1366","artisanal","LAPA","IX",0,NA
"1367","artisanal","LAPA","V",0,3
"1368","artisanal","LAPA","VI",0,NA
"1369","artisanal","LAPA","VII",0,NA
"1370","artisanal","LAPA","VIII",0,NA
"1371","artisanal","LAPA","X",0,NA
"1372","artisanal","LAPA","XI",0,NA
"1373","artisanal","LAPA","XII",0,NA
"1374","artisanal","LAPA","XIV",0,NA
"1375","artisanal","LAPA","XV",0,NA
"1376","artisanal","LAPA BONETE","I",0,NA
"1377","artisanal","LAPA BONETE","II",0,NA
"1378","artisanal","LAPA BONETE","III",0,6
"1379","artisanal","LAPA BONETE","IV",0,1
"1380","artisanal","LAPA BONETE","IX",0,NA
"1381","artisanal","LAPA BONETE","V",0,NA
"1382","artisanal","LAPA BONETE","VI",0,NA
"1383","artisanal","LAPA BONETE","VII",0,NA
"1384","artisanal","LAPA BONETE","VIII",0,NA
"1385","artisanal","LAPA BONETE","X",0,NA
"1386","artisanal","LAPA BONETE","XI",0,NA
"1387","artisanal","LAPA BONETE","XII",0,NA
"1388","artisanal","LAPA BONETE","XIV",0,NA
"1389","artisanal","LAPA BONETE","XV",0,NA
"1390","artisanal","LAPA NEGRA","I",0,12.25
"1391","artisanal","LAPA NEGRA","II",0,300
"1392","artisanal","LAPA NEGRA","III",0,150.75
"1393","artisanal","LAPA NEGRA","IV",0,83.75
"1394","artisanal","LAPA NEGRA","IX",0,6
"1395","artisanal","LAPA NEGRA","V",0,61
"1396","artisanal","LAPA NEGRA","VI",0,2
"1397","artisanal","LAPA NEGRA","VII",0,1.66666666666667
"1398","artisanal","LAPA NEGRA","VIII",0,34
"1399","artisanal","LAPA NEGRA","X",0,10.25
"1400","artisanal","LAPA NEGRA","XI",0,2
"1401","artisanal","LAPA NEGRA","XII",0,NA
"1402","artisanal","LAPA NEGRA","XIV",0,22.75
"1403","artisanal","LAPA NEGRA","XV",0,15.75
"1404","artisanal","LAPA PICTA","I",0,NA
"1405","artisanal","LAPA PICTA","II",0,NA
"1406","artisanal","LAPA PICTA","III",0,NA
"1407","artisanal","LAPA PICTA","IV",0,2
"1408","artisanal","LAPA PICTA","IX",0,NA
"1409","artisanal","LAPA PICTA","V",0,NA
"1410","artisanal","LAPA PICTA","VI",0,NA
"1411","artisanal","LAPA PICTA","VII",0,NA
"1412","artisanal","LAPA PICTA","VIII",0,7.25
"1413","artisanal","LAPA PICTA","X",0,2
"1414","artisanal","LAPA PICTA","XI",0,NA
"1415","artisanal","LAPA PICTA","XII",0,NA
"1416","artisanal","LAPA PICTA","XIV",0,1
"1417","artisanal","LAPA PICTA","XV",0,NA
"1418","artisanal","LAPA REINA","I",0,NA
"1419","artisanal","LAPA REINA","II",0,1
"1420","artisanal","LAPA REINA","III",0,6
"1421","artisanal","LAPA REINA","IV",0,14.6666666666667
"1422","artisanal","LAPA REINA","IX",0,NA
"1423","artisanal","LAPA REINA","V",0,2
"1424","artisanal","LAPA REINA","VI",0,NA
"1425","artisanal","LAPA REINA","VII",0,NA
"1426","artisanal","LAPA REINA","VIII",0,NA
"1427","artisanal","LAPA REINA","X",0,NA
"1428","artisanal","LAPA REINA","XI",0,224
"1429","artisanal","LAPA REINA","XII",0,NA
"1430","artisanal","LAPA REINA","XIV",0,NA
"1431","artisanal","LAPA REINA","XV",0,NA
"1432","artisanal","LAPA ROSADA","I",0,NA
"1433","artisanal","LAPA ROSADA","II",0,NA
"1434","artisanal","LAPA ROSADA","III",0,16
"1435","artisanal","LAPA ROSADA","IV",0,11
"1436","artisanal","LAPA ROSADA","IX",0,NA
"1437","artisanal","LAPA ROSADA","V",0,4.25
"1438","artisanal","LAPA ROSADA","VI",0,NA
"1439","artisanal","LAPA ROSADA","VII",0,NA
"1440","artisanal","LAPA ROSADA","VIII",0,1
"1441","artisanal","LAPA ROSADA","X",0,NA
"1442","artisanal","LAPA ROSADA","XI",0,NA
"1443","artisanal","LAPA ROSADA","XII",0,NA
"1444","artisanal","LAPA ROSADA","XIV",0,1
"1445","artisanal","LAPA ROSADA","XV",0,NA
"1446","artisanal","LECHUGUILLA","I",0,NA
"1447","artisanal","LECHUGUILLA","II",0,NA
"1448","artisanal","LECHUGUILLA","III",0,3.33333333333333
"1449","artisanal","LECHUGUILLA","IV",0,64.25
"1450","artisanal","LECHUGUILLA","IX",0,NA
"1451","artisanal","LECHUGUILLA","V",0,NA
