"year","trade_name","landing_aqua","NHC","export","import","mean_yield","HC"
2016,"Other decapods",0,0,0,0.49896,0,0.49896
2016,"Other invertebrates",0,0,0,12.15969,0,12.15969
2017,"Freshwater shrimp",0,0,0,0.681,0,0.681
2017,"Other decapods",0,0,0,0.80514,0,0.80514
2017,"Other invertebrates",0,0,0,24.25448,0,24.25448
NA,"Antarctic toothfish",0,0,0,0,0.424,0
NA,"Atlantic halibut",0,0,0,0,0.5,0
NA,"Bigeye grenadier",0,0,0,0,0.5,0
NA,"Breca Juan Fernandez",0,0,0,0,0.5,0
NA,"Cape redfish",0,0,0,0,0.5,0
NA,"Chalaco",0,0,0,0,0.475,0
NA,"Channel catfish",0,0,0,0,0.475,0
NA,"Driftfish",0,0,0,0,0.5,0
NA,"Eastern Pacific Black Ghostshark",0,0,0,0,0.55,0
NA,"Glasseye",0,0,0,0,0.5,0
NA,"Grammarus",0,0,0,0,0.2,0
NA,"Krill",0,0,0,0,0.2,0
NA,"Largenose catshark",0,0,0,0,0.56,0
NA,"Longtail southern cod",0,0,0,0,0.5,0
NA,"Luvar",0,0,0,0,0.5,0
NA,"Minor stardrum",0,0,0,0,0.525,0
NA,"Oilfish",0,0,0,0,0.424333333333333,0
NA,"Opah",0,0,0,0,0.45,0
NA,"Pampanito",0,0,0,0,0.5,0
NA,"Sea chub",0,0,0,0,0.5,0
NA,"Snakehead kingcroaker",0,0,0,0,0.5,0
NA,"Thresher",0,0,0,0,0.6,0
NA,"Wahoo",0,0,0,0,0.4,0
