"year","region","sc_name","total_NHC"
2015,"IV","Dosidicus gigas",0
2015,"IV","Engraulis ringens",9741
2015,"IV","Ethmidium maculatum",1129
2015,"IV","Isacia conceptionis",0
2015,"IV","Loligo gahi",0
2015,"IV","Macruronus magellanicus",0
2015,"IV","Merluccius australis",0
2015,"IV","Normanichthys crockeri",69
2015,"IV","Odontesthes regia",0
2015,"IV","Paralabrax humeralis",0
2015,"IV","Pleuroncodes sp",0
2015,"IV","Sardinops sagax",3
2015,"IV","Sciaena deliciosa",0
2015,"IV","Scomber japonicus",3755
2015,"IV","Scomberesox saurus scombroides",0
2015,"IV","Sprattus fuegensis",0
2015,"IV","Strangomera bentincki",0
2015,"IV","Stromateus stellatus",2
2015,"IV","Trachurus murphyi",8537
2015,"IX","Dosidicus gigas",0
2015,"IX","Engraulis ringens",0
2015,"IX","Ethmidium maculatum",0
2015,"IX","Isacia conceptionis",0
2015,"IX","Loligo gahi",0
2015,"IX","Macruronus magellanicus",0
2015,"IX","Merluccius australis",0
2015,"IX","Normanichthys crockeri",0
2015,"IX","Odontesthes regia",0
2015,"IX","Paralabrax humeralis",0
2015,"IX","Pleuroncodes sp",0
2015,"IX","Sardinops sagax",0
2015,"IX","Sciaena deliciosa",0
2015,"IX","Scomber japonicus",0
2015,"IX","Scomberesox saurus scombroides",0
2015,"IX","Sprattus fuegensis",0
2015,"IX","Strangomera bentincki",0
2015,"IX","Stromateus stellatus",0
2015,"IX","Trachurus murphyi",0
2015,"RM","Dosidicus gigas",0
2015,"RM","Engraulis ringens",0
2015,"RM","Ethmidium maculatum",0
2015,"RM","Isacia conceptionis",0
2015,"RM","Loligo gahi",0
2015,"RM","Macruronus magellanicus",0
2015,"RM","Merluccius australis",0
2015,"RM","Normanichthys crockeri",0
2015,"RM","Odontesthes regia",0
2015,"RM","Paralabrax humeralis",0
2015,"RM","Pleuroncodes sp",0
2015,"RM","Sardinops sagax",0
2015,"RM","Sciaena deliciosa",0
2015,"RM","Scomber japonicus",0
2015,"RM","Scomberesox saurus scombroides",0
2015,"RM","Sprattus fuegensis",0
2015,"RM","Strangomera bentincki",0
2015,"RM","Stromateus stellatus",0
2015,"RM","Trachurus murphyi",0
2015,"V","Dosidicus gigas",0
2015,"V","Engraulis ringens",2218
2015,"V","Ethmidium maculatum",338
2015,"V","Isacia conceptionis",0
2015,"V","Loligo gahi",0
2015,"V","Macruronus magellanicus",0
2015,"V","Merluccius australis",0
2015,"V","Normanichthys crockeri",0
2015,"V","Odontesthes regia",0
2015,"V","Paralabrax humeralis",0
2015,"V","Pleuroncodes sp",0
2015,"V","Sardinops sagax",0
2015,"V","Sciaena deliciosa",0
2015,"V","Scomber japonicus",10
2015,"V","Scomberesox saurus scombroides",0
