PRECIOS DE PRIMERA TRANSACCIÓN ,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,
2013,,,,,,,,,,,,
,,,,,,,,,,,,
AÑO,MES,REGIÓN,Código Caleta,Nom_caleta,Código especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
2013,1,10,474,DALCAHUE,654,Jaiba marmola,"250,000",,6,L,BN,PP
2013,1,10,474,DALCAHUE,137,Luga negra o crespa,"400,000",30,1.2,L,BN,PP
2013,1,10,474,DALCAHUE,465,Navajuela,"600,000",,1.3,L,BN,PP
2013,1,10,474,DALCAHUE,444,Huepo o navaja de mar ,"700,000",,1.9,L,BN,PP
2013,1,10,474,DALCAHUE,654,Jaiba marmola,"250,000",,6,L,BN,PP
2013,1,10,494,QUELLÓN,406,Almeja,"270,000",,2,L,BN,CHD
2013,1,10,494,QUELLÓN,136,Luga roja,"320,000",30,33.5,L,BN,PP
2013,1,10,494,QUELLÓN,406,Almeja,"250,000",,16,L,BN,PP
2013,1,10,494,QUELLÓN,406,Almeja,"250,000",,4,L,BN,CHD
2013,1,10,494,QUELLÓN,406,Almeja,"300,000",,7,L,BN,CHD
2013,1,11,514,PUERTO AYSÉN,244,Merluza del sur,"900,000",,,L,BN,PP
2013,1,11,514,PUERTO AYSÉN,228,Congrio dorado,"1,000,000",,,L,BN,PP
2013,1,11,514,PUERTO AYSÉN,268,Raya volantín,"900,000",,,L,BN,PP
2013,1,11,514,PUERTO AYSÉN,244,Merluza del sur,"900,000",,3.436,L,BN,PP
2013,1,11,514,PUERTO AYSÉN,228,Congrio dorado,"1,000,000",,,L,BN,PP
2013,1,11,514,PUERTO AYSÉN,268,Raya volantín,"900,000",,,L,BN,PP
2013,1,12,536,PUERTO NATALES,430,Chorito,"175,000",,1,B,BN,CHD
2013,2,15,4,ARICA,254,Palomerta,"1,500,000",,0.04,B,BN,CHD
2013,2,15,4,ARICA,450,Lapa,"800,000",,0.03,B,BN,CHD
2013,2,15,4,ARICA,221,Cabrilla común,"1,700,000",,0.03,B,BN,CHD
2013,2,15,4,ARICA,254,Palomerta,"1,500,000",,0.05,B,BN,CHD
2013,2,15,4,ARICA,272,Roncacho,"850,000",,0.03,B,BN,CHD
2013,2,1,10,CAVANCHA,266,Albacora o pez espada,"3,000,000",,0.8,L,BN,CHD
2013,2,1,8,RIQUELME,231,Dorado de altura,"1,500,000",,2,L,BN,CHD
2013,2,1,8,RIQUELME,231,Dorado de altura,"1,200,000",,1,B,BN,CHD
2013,2,1,8,RIQUELME,260,Pejerrey de mar,"500,000",,1.6,B,BN,CHD
2013,2,1,8,RIQUELME,280,Sargo,"1,000,000",,0.04,B,BN,CHD
2013,2,2,38,HUACHAN,425,Cholga,"200,000",,0.5,B,BN,CHD
2013,2,2,38,HUACHAN,141,Chascón o huiro negro,"250,000",30,1.8,B,BN,PP
2013,2,2,38,HUACHAN,406,Almeja,"400,000",,0.2,B,BN,CHD
2013,2,2,55,URCO,141,Chascón o huiro negro,"250,000",30,3,O,BN,PP
2013,2,2,55,URCO,142,Huiro palo,"230,000",30,0.5,O,BN,PP
2013,2,2,56,TALTAL,141,Chascón o huiro negro,"200,000",30,6,O,,PP
2013,2,2,56,TALTAL,142,Huiro palo,"190,000",30,0.3,O,,PP
2013,2,2,56,TALTAL,220,Cabrilla,"1,500,000",,0.03,B,,CHD
2013,2,2,56,TALTAL,234,Jurel,"3,000,000",,0.03,B,,CHD
2013,2,2,56,TALTAL,227,Congrio colorado,"3,500,000",,0.06,B,,CHD
2013,2,2,56,TALTAL,142,Huiro palo,"300,000",,0.5,O,,PP
2013,2,2,56,TALTAL,231,Dorado de altura,"3,000,000",,0.1,B,,CHD
2013,2,2,56,TALTAL,141,Chascón o huiro negro,"200,000",,3,O,,PP
2013,2,2,56,TALTAL,227,Congrio colorado,"3,500,000",,0.08,B,,CHD
2013,2,2,56,TALTAL,221,Cabrilla común,"2,300,000",,0.01,B,,CHD
2013,2,2,50,ANTOFAGASTA,234,Jurel,"650,000",,0.02,B,BN,CHD
2013,2,2,50,ANTOFAGASTA,207,Apañado,"625,000",,0.015,B,BN,CHD
2013,2,2,50,ANTOFAGASTA,220,Cabrilla,"2,000,000",,0.01,B,BN,CHD
2013,2,2,50,ANTOFAGASTA,218,Caballa,"900,000",,0.009,B,BN,CHD
2013,2,2,50,ANTOFAGASTA,221,Cabrilla común,"2,000,000",,0.012,B,BN,CHD
2013,2,2,50,ANTOFAGASTA,228,Congrio dorado,"1,200,000",,0.02,B,BN,CHD
2013,2,2,50,ANTOFAGASTA,291,Bilagay,"600,000",,0.024,B,BN,CHD
2013,2,4,122,COQUIMBO,236,Lenguado de ojos chicos,"4,000,000",,0.013,B,BN,CHD
2013,2,4,122,COQUIMBO,242,Merluza común,"2,000,000",,0.37,B,BN,CHD
2013,2,4,122,COQUIMBO,234,Jurel,"1,800,000",,0.25,B,BN,CHD
2013,2,4,122,COQUIMBO,227,Congrio colorado,"3,000,000",,0.5,B,BN,CHD
2013,2,4,122,COQUIMBO,445,Jibia o calamar rojo,"300,000",,0.18,B,BN,CHD
2013,2,4,122,COQUIMBO,273,Rollizo,"1,800,000",,0.014,B,BN,CHD
2013,2,4,122,COQUIMBO,451,Lapa negra,"1,500,000",,0.03,B,BN,CHD
2013,2,4,122,COQUIMBO,227,Congrio colorado,"3,000,000",,0.067,B,BN,CHD
2013,2,4,122,COQUIMBO,652,Jaiba mora,"1,500,000",,0.025,B,BN,CHD
2013,2,5,230,SAN ANTONIO,242,Merluza común,"1,000,000",,0.2,B,BN,CHD
2013,2,5,230,SAN ANTONIO,242,Merluza común,"1,000,000",,0.13,B,BN,CHD
2013,2,5,230,SAN ANTONIO,242,Merluza común,"1,100,000",,0.1,B,BN,CHD
2013,2,5,230,SAN ANTONIO,242,Merluza común,"1,100,000",,0.2,B,BN,CHD
2013,2,6,246,PICHILEMU,282,Sierra,"1,000,000",,0.15,,,
2013,2,6,246,PICHILEMU,230,Corvina,"3,000,000",,0.01,,,
2013,2,6,246,BUCALEMU,242,Merluza común,"714,285",,0.7,B,BN,CHD
2013,2,7,284,PELLUHUE,242,Merluza común,"296,000",,0.81,B,BN,CHD
2013,2,7,284,PELLUHUE,242,Merluza común,"370,000",,0.67,B,BN,CHD
2013,2,8,336,SAN VICENTE,242,Merluza común,"570,000",,1.4,L,BN,CHD
2013,2,8,324,TALCAHUANO,644,Picoroco,"300,000",,0.06,B,BN,CHD
2013,2,8,324,TALCAHUANO,820,Piure,"300,000",,0.04,B,BN,CHD
2013,2,8,316,LIRQUÉN,274,Reineta,"650,000",,1.243,L,BN,CHD
2013,2,8,316,LIRQUÉN,227,Congrio colorado,"1,900,000",,0.07,B,BN,CHD
2013,2,8,316,LIRQUÉN,444,Huepo o navaja de mar ,"750,000",,0.15,B,BN,CHD
2013,2,8,350,LO ROJAS,655,Jaiba remadora,"430,000",,2.12,B - L,BN,CHD - PP
2013,2,8,350,LO ROJAS,260,Pejerrey de mar,"290,000",,1.23,B - L,BN,CHD - PP
2013,2,8,350,LO ROJAS,227,Congrio colorado,"1,280,000",,0.48,B,BN,CHD
2013,2,8,350,LO ROJAS,270,Robalo,"670,000",,0.32,B,BN,CHD
2013,2,8,350,LO ROJAS,444,Huepo o navaja de mar ,"710,000",,7.12,B,BN,PP
2013,2,8,350,LO ROJAS,465,Navajuela,"621,000",,5.89,,,
2013,2,8,350,LO ROJAS,406,Almeja,"370,000",,0.31,B,BN,CHD
2013,2,8,350,LO ROJAS,213,Blanquillo,"570,000",,0.28,,,
2013,2,8,350,LO ROJAS,234,Jurel,"410,000",,2.18,B - L,BN,CHD
2013,2,8,350,LO ROJAS,407,Taquilla,"90,000",,7.34,B,BN,PP
2013,2,8,350,LO ROJAS,242,Merluza común,"580,000",,2.1,L,BN,CHD- PP
2013,2,8,350,LO ROJAS,258,Pejegallo,"910,000",,0.45,L,BN,CHD - PP
2013,2,8,350,LO ROJAS,230,Corvina,"1,580,000",,2.6,B - L,BN,CHD
2013,2,8,350,LO ROJAS,282,Sierra,"580,000",,3.21,,,
2013,2,8,350,LO ROJAS,658,Jaiba reina,"730,000",,1.1,B - L,BN,CHD - PP
2013,2,8,350,LO ROJAS,820,Piure,"410,000",,0.95,B,BN,CHD
2013,2,8,350,LO ROJAS,653,Jaiba peluda,"980,000",,1.8,B,BN,CHD - PP
2013,2,8,350,LO ROJAS,236,Lenguado de ojos chicos,"1,350,000",,0.15,L,BN,CHD
2013,2,8,350,LO ROJAS,270,Robalo,"750,000",,0.61,B,BN,CHD
2013,2,8,350,LO ROJAS,654,Jaiba marmola,"650,000",,1.9,B - L,BN,CHD-PP
2013,2,8,350,LO ROJAS,260,Pejerrey de mar,"420,000",,0.91,B - L,BN,CHD-PP
2013,2,8,350,LO ROJAS,227,Congrio colorado,"1,980,000",,0.38,B,BN,CHD
2013,2,8,350,LO ROJAS,229,Congrio negro,"1,220,000",,0.78,B,BN,CHD
2013,2,8,350,LO ROJAS,465,Navajuela,"450,000",,5,B,BN,PP
2013,2,8,350,LO ROJAS,444,Huepo o navaja de mar ,"700,000",,4.23,B,BN,PP
2013,2,8,350,LO ROJAS,242,Merluza común,"810,000",,0.76,L,BN,CHD
2013,2,8,350,LO ROJAS,234,Jurel,"470,000",,3.5,L,BN,CHD
2013,2,8,350,LO ROJAS,282,Sierra,"380,000",,5.6,L,BN,CHD
2013,2,8,350,LO ROJAS,213,Blanquillo,"620,000",,0.15,B,BN,CHD
2013,2,8,350,LO ROJAS,230,Corvina,"1,820,000",,1.8,L,BN,CHD
2013,2,8,350,LO ROJAS,407,Taquilla,"100,000",,6.52,B,BN,PP
2013,2,8,350,LO ROJAS,258,Pejegallo,"1,100,000",,0.45,B - L,BN,CHD
2013,2,8,350,LO ROJAS,406,Almeja,"560,000",,0.18,B,BN,CHD
2013,2,8,350,LO ROJAS,658,Jaiba reina,"580,000",,1.31,B,BN,CHD - PP
2013,2,8,350,LO ROJAS,213,Blanquillo,"430,000",,0.29,B,BN,CHD
2013,2,8,350,LO ROJAS,653,Jaiba peluda,"625,000",,1.12,B,BN,CHD - PP
2013,2,8,350,LO ROJAS,655,Jaiba remadora,"380,000",,2.3,B,BN,CHD - PP
2013,2,8,350,LO ROJAS,820,Piure,"520,000",,1.2,B,BN,CHD
2013,2,8,350,LO ROJAS,236,Lenguado de ojos chicos,"1,350,000",,0.21,O,BN,CHD
2013,2,8,336,LEBU,445,Jibia o calamar rojo,"147,000",,31,B,BN,PP
2013,2,8,336,LEBU,445,Jibia o calamar rojo,"147,000",,5,B,BN,PP
2013,2,9,388,QUEULE,282,Sierra,"200,000",,1,L,,CHD
2013,2,9,388,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,,CHD
2013,2,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2013,2,9,388,QUEULE,274,Reineta,"700,000",,1,L,,CHD
2013,2,9,388,QUEULE,282,Sierra,"200,000",,1,L,,CHD
2013,2,9,388,QUEULE,230,Corvina,"1,600,000",,1,L,,CHD
2013,2,9,388,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,,CHD
2013,2,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2013,2,9,388,QUEULE,274,Reineta,"700,000",,1,L,,CHD
2013,2,10,573,LA VEGA,244,Merluza del sur,"900,000",,1.63,B,,CHD
2013,2,10,573,LA VEGA,435,Choro,"600,000",,1.2,L,BN,CHD
2013,2,10,494,QUELLÓN,406,Almeja,"300,000",,3.5,L,BN,CHD
2013,2,10,494,QUELLÓN,135,Luga luga,"280,000",30,0.5,L,BN,CHD
2013,2,10,494,QUELLÓN,406,Almeja,"300,000",,12,L,BN,CHD
2013,2,10,474,DALCAHUE,465,Navajuela,"600,000",,1.8,L,BN,PP
2013,2,10,474,DALCAHUE,444,Huepo o navaja de mar ,"700,000",,1.6,L,BN,PP
2013,2,10,474,DALCAHUE,460,Macha,"600,000",,3,O,BN,PP
2013,2,10,474,DALCAHUE,244,Merluza del sur,"800,000",,3.08,L,BN,PP
2013,2,10,474,DALCAHUE,268,Raya volantín,"1,600,000",,2.103,L,BN,PP
2013,2,10,474,DALCAHUE,444,Huepo o navaja de mar ,"700,000",,1.82,L,BN,PP
2013,2,10,474,DALCAHUE,654,Jaiba marmola,"220,000",,6.3,L,BN,PP
2013,2,10,474,DALCAHUE,654,Jaiba marmola,"220,000",,5.6,L,BN,PP
2013,2,11,514,PUERTO AYSÉN,244,Merluza del sur,"900,000",,,L,BN,PP
2013,2,11,514,PUERTO AYSÉN,228,Congrio dorado,"1,000,000",,,L,BN,PP
2013,2,11,514,PUERTO AYSÉN,268,Raya volantín,"900,000",,,L,BN,PP
2013,2,11,514,PUERTO AYSÉN,244,Merluza del sur,"900,000",,,L,BN,PP
2013,2,11,514,PUERTO AYSÉN,228,Congrio dorado,"1,000,000",,0.455,L,BN,PP
2013,2,11,514,PUERTO AYSÉN,268,Raya volantín,"900,000",,,L,BN,PP
2013,2,12,534,PUNTA ARENAS,475,Ostión del sur,"480,000",,5.6,O,BN,PP
2013,2,12,534,PUNTA ARENAS,475,Ostión del sur,"480,000",,18.44,O,BN,PP
2013,2,12,534,PUNTA ARENAS,475,Ostión del sur,"480,000",,1.22,O,BN,PP
2013,2,12,534,PUNTA ARENAS,475,Ostión del sur,"480,000",,1.25,O,BN,PP
2013,2,12,534,PUNTA ARENAS,620,Centollón,"600,000",,3.29,O,BN,PP
2013,2,12,536,PUERTO NATALES,475,Ostión del sur,"600,000",,15.02,L,BN,PP
2013,2,12,536,PUERTO NATALES,228,Congrio dorado,"1,500,000",,0.5,B,BN,CHD
2013,2,12,536,PUERTO NATALES,244,Merluza del sur,"1,000,000",,0.82,B,BN,CHD
2013,2,12,536,PUERTO NATALES,475,Ostión del sur,"600,000",,45,L,BN,PP
2013,2,12,536,PUERTO NATALES,228,Congrio dorado,"1,300,000",,0.3,B,BN,CHD
2013,3,15,4,ARICA,254,Palomerta,"1,500,000",,0.05,B,BN,CHD
2013,3,15,4,ARICA,226,Cojinoba del norte,"2,500,000",,0.03,B,BN,CHD
2013,3,15,4,ARICA,435,Choro,"1,500,000",,0.02,B,BN,CHD
2013,3,15,4,ARICA,254,Palomerta,"1,500,000",,0.08,B,BN,CHD
2013,3,15,4,ARICA,260,Pejerrey de mar,"2,000,000",,0.03,B,BN,CHD
2013,3,15,4,ARICA,272,Roncacho,"850,000",,0.02,B,BN,CHD
2013,3,1,8,RIQUELME,231,Dorado de altura,"1,000,000",,0.8,L,BN,CHD
2013,3,1,8,RIQUELME,230,Corvina,"3,500,000",,0.2,B,BN,CHD
2013,3,1,8,RIQUELME,260,Pejerrey de mar,"1,000,000",,1.2,B,BN,CHD
2013,3,1,10,CAVANCHA,485,Pulpo,"900,000",,2.2,B,BN,PP
2013,3,1,10,CAVANCHA,406,Almeja,"200,000",,0.1,B,BN,CHD
2013,3,1,10,CAVANCHA,291,Bilagay,"1,300,000",,0.05,B,BN,CHD
2013,3,1,10,CAVANCHA,485,Pulpo,"900,000",,0.06,B,BN,PP
2013,3,2,56,TALTAL,141,Chascón o huiro negro,"200,000",30,2,O,,PP
2013,3,2,56,TALTAL,142,Huiro palo,"190,000",30,0.2,O,,PP
2013,3,2,56,TALTAL,485,Pulpo,"1,000,000",,0.09,O,,PP
2013,3,2,56,TALTAL,231,Dorado de altura,"3,000,000",,0.09,B,,CHD
2013,3,2,56,TALTAL,234,Jurel,"3,000,000",,0.012,B,,CHD
2013,3,2,56,TALTAL,227,Congrio colorado,"3,500,000",,0.06,B,,CHD
2013,3,2,56,TALTAL,142,Huiro palo,"300,000",30,0.3,O,,PP
2013,3,2,56,TALTAL,231,Dorado de altura,"3,000,000",,0.07,B,,CHD
2013,3,2,56,TALTAL,485,Pulpo,"500,000",,0.1,O,,PP
2013,3,2,56,TALTAL,141,Chascón o huiro negro,"200,000",30,4,O,,PP
2013,3,2,56,TALTAL,227,Congrio colorado,"3,500,000",,0.03,B,,CHD
2013,3,2,56,TALTAL,226,Cojinoba del norte,"2,500,000",,0.05,B,,CHD
2013,3,2,50,ANTOFAGASTA,231,Dorado de altura,"2,000,000",,0.04,B,BN,CHD
2013,3,2,50,ANTOFAGASTA,260,Pejerrey de mar,"1,000,000",,0.02,B,BN,CHD
2013,3,2,50,ANTOFAGASTA,226,Cojinoba del norte,"2,000,000",,0.035,B,BN,CHD
2013,3,2,50,ANTOFAGASTA,228,Congrio dorado,"2,000,000",,0.02,B,BN,CHD
