PRECIOS DE PRIMERA TRANSACCIÓN ,,,,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AÑO,MES,REGIÓN,Código Caleta,Nom_caleta,Código especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO,,,
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP,,,
2009,4,II,50,ANTOFAGASTA,231,Dorado de altura,"2,000,000",,0.05,B,BN,CHD,,,
2009,4,II,50,ANTOFAGASTA,227,Congrio colorado,"3,000,000",,0.15,B,BN,CHD,,,
2009,4,II,50,ANTOFAGASTA,274,Reineta,"3,000,000",,0.05,B,BN,CHD,,,
2009,4,II,50,ANTOFAGASTA,226,Cojiboba del norte ,"2,400,000",,0.03,B,BN,CHD,,,
2009,4,II,50,ANTOFAGASTA,284,Tiburón o marrajo,"2,500,000",,0.50,B,BN,CHD,,,
2009,4,II,50,ANTOFAGASTA,220,Cabrilla,"1,500,000",,0.13,B,BN,CHD,,,
2009,4,II,50,ANTOFAGASTA,430,Chorito,"500,000",,0.10,B,BN,CHD,,,
2009,4,II,50,ANTOFAGASTA,406,Almeja o taca,"260,000",,0.10,L,BN,CHD,,,
2009,4,II,50,ANTOFAGASTA,450,Lapa,"500,000",,0.06,B,BN,CHD,,,
2009,4,II,50,ANTOFAGASTA,485,Pulpo,"750,000",,0.12,,,,,,
2009,4,III,78,HUASCO,234,Jurel,"1,000,000",,0.09,B,BN,CHD,,,
2009,4,III,78,HUASCO,266,Albacora o Pez espada,"3,000,000",,0.48,B,BN,CHD,,,
2009,4,III,78,HUASCO,218,Caballa,"1,000,000",,1.75,B,BN,CHD,,,
2009,4,III,78,HUASCO,227,Congrio colorado,"2,300,000",,0.35,B,BN,CHD,,,
2009,4,III,78,HUASCO,284,Tiburón o marrajo,"1,000,000",,1.50,B,BN,CHD,,,
2009,4,III,78,HUASCO,282,Sierra,"1,000,000",,0.30,B,BN,CHD,,,
2009,4,III,78,HUASCO,231,Dorado de altura,"3,000,000",,0.15,B,BN,CHD,,,
2009,4,III,78,HUASCO,820,Piure,"120,000",,3.00,B,BN,CHD,,,
2009,4,III,78,HUASCO,450,Lapa,"800,000",,0.50,B,BN,CHD,,,
2009,4,III,78,HUASCO,220,Cabrilla,"1,000,000",,0.05,B,BN,CHD,,,
2009,4,III,78,HUASCO,236,Lenguado,"3,000,000",,0.08,B,BN,CHD,,,
2009,4,III,78,HUASCO,203,Agujilla,"3,000,000",,0.35,B,BN,CHD,,,
2009,4,III,78,HUASCO,273,Rollizo,"1,000,000",,0.05,B,BN,CHD,,,
2009,4,III,78,HUASCO,207,Apañado,"1,000,000",,0.09,B,BN,CHD,,,
2009,4,III,78,HUASCO,252,Vieja o mulata,"1,000,000",,0.10,B,BN,CHD,,,
2009,4,III,78,HUASCO,262,Pejeperro,"1,000,000",,0.08,B,BN,CHD,,,
2009,4,III,78,HUASCO,234,Jurel,"1,000,000",,1.91,B,BN,CHD,,,
2009,4,III,78,HUASCO,266,Albacora o Pez espada,"3,000,000",,0.42,B,BN,CHD,,,
2009,4,III,78,HUASCO,282,Sierra,"1,000,000",,0.03,B,BN,CHD,,,
2009,4,III,78,HUASCO,227,Congrio colorado,"2,000,000",,0.03,B,BN,CHD,,,
2009,4,III,78,HUASCO,236,Lenguado,"2,500,000",,0.01,B,BN,CHD,,,
2009,4,IV,122,COQUIMBO,282,Sierra,"1,000,000",,0.07,B,BN,CHD,,,
2009,4,IV,122,COQUIMBO,252,Vieja o mulata,"2,500,000",,0.05,B,BN,CHD,,,
2009,4,IV,122,COQUIMBO,236,Lenguado,"4,000,000",,0.01,B,BN,CHD,,,
2009,4,IV,122,COQUIMBO,234,Jurel,"1,000,000",,0.49,B,BN,CHD,,,
2009,4,IV,122,COQUIMBO,242,Merluza común,"1,000,000",,0.06,B,BN,CHD,,,
2009,4,IV,122,COQUIMBO,276,Sardina común,"350,000",,0.20,B,BN,Carnada,,,
2009,4,IV,122,COQUIMBO,445,Jibia o calamar rojo,"30,000",,5.12,B,BN,PP,,,
2009,4,IV,122,COQUIMBO,282,Sierra,"700,000",,0.02,B,BN,CHD,,,
2009,4,IV,122,COQUIMBO,219,Cabinza,"300,000",,0.20,B,BN,CHD,,,
2009,4,IV,122,COQUIMBO,213,Blanquillo,"1,600,000",,0.02,B,BN,CHD,,,
2009,4,IV,122,COQUIMBO,234,Jurel,"1,000,000",,0.03,B,BN,CHD,,,
2009,4,IV,122,COQUIMBO,242,Merluza común,"1,000,000",,0.01,B,BN,CHD,,,
2009,4,V,230,SAN ANTONIO,242,Merluza común,"1,200,000",,0.20,B,BN,CHD,,,
2009,4,V,230,SAN ANTONIO,242,Merluza común,"1,100,000",,0.10,B,BN,CHD,,,
2009,4,V,210,EL MEMBRILLO,242,Merluza común,"600,000",,1.50,B,BN,CHD,,,
2009,4,V,210,EL MEMBRILLO,242,Merluza común,"400,000",,1.00,B,BN,CHD,,,
2009,4,V,210,EL MEMBRILLO,242,Merluza común,"300,000",,1.00,B,BN,CHD,,,
2009,4,V,214,PORTALES,242,Merluza común,"1,000,000",,2.00,B,BN,CHD,,,
2009,4,V,214,PORTALES,242,Merluza común,"600,000",,2.00,B,BN,CHD,,,
2009,4,V,214,PORTALES,242,Merluza común,"800,000",,2.00,B,BN,CHD,,,
2009,4,VI,254,BUCALEMU,242,Merluza común,"285,714",,0.17,B,BN,CHD,,,
2009,4,VI,246,PICHILEMU,412,Caracol tegula,"4,500,000",,0.05,O,BN,CHD,,,
2009,4,VI,246,PICHILEMU,110,Cochayuyo,"500,000",No disponible,0.80,O,BN,CHD,,,
2009,4,VI,246,PICHILEMU,115,Chasca,"900,000",No disponible,0.70,O,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,227,Congrio colorado,"1,800,000",,0.04,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,228,Congrio dorado,"2,500,000",,0.05,L,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,229,Congrio negro,"1,800,000",,0.03,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,234,Jurel,"750,000",,0.03,L,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,236,Lenguado,"3,500,000",,0.02,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,242,Merluza común,"2,000,000",,0.14,L,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,274,Reineta,"2,500,000",,0.15,L,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,273,Rollizo,"1,800,000",,0.02,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,282,Sierra,"1,500,000",,0.15,L,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,425,Cholga,"600,000",,0.30,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,465,Navajuela,"1,580,000",,0.06,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,651,Jaiba limón,"1,700,000",,0.05,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,652,Jaiba mora,"1,200,000",,0.15,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,653,Jaiba peluda,"1,000,000",,0.30,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,656,Cangrejo,"700,000",,0.20,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,657,Jaiba patuda,"700,000",,0.03,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,110,Cochayuyo,"700,000",No disponible,0.02,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,820,Piure,"850,000",,0.02,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,406,Almeja o taca,"800,000",,0.01,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,420,Caracol trumulco,"500,000",,0.03,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,425,Cholga,"600,000",,0.06,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,435,Choro,"500,000",,0.05,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,465,Navajuela,"1,000,000",,0.02,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,227,Congrio colorado,"1,800,000",,0.03,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,274,Reineta,"2,000,000",,0.02,L,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,282,Sierra,"1,500,000",,0.04,L,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,644,Picoroco,"1,500,000",,0.02,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,652,Jaiba mora,"1,000,000",,0.02,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,653,Jaiba peluda,"1,000,000",,0.05,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,656,Cangrejo,"700,000",,0.01,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,820,Piure,"500,000",,0.10,B,BN,CHD,,,
2009,4,VIII,324,TALCAHUANO,110,Cochayuyo,"700,000",No disponible,0.05,B,BN,CHD,,,
2009,4,VIII,336,SAN VICENTE,242,Merluza común,"535,000",,2.80,L,BN,PP,,,
2009,4,VIII,374,LEBU,274,Reineta,"250,000",,16.55,B - L,BN,CHD - PP,,,
2009,4,VIII,374,LEBU,274,Reineta,"200,000",,19.87,B - L,BN,CHD - PP,,,
2009,4,VIII,310,TOMÉ,227,Congrio colorado,"3,000,000",,3.00,B,BN,CHD,,,
2009,4,VIII,310,TOMÉ,229,Congrio negro,"1,200,000",,0.40,B,BN,CHD,,,
2009,4,VIII,310,TOMÉ,282,Sierra,"1,666,666",,3.00,B,BN,CHD,,,
2009,4,VIII,310,TOMÉ,274,Reineta,"750,000",,3.80,B,BN,PP,,,
2009,4,VIII,310,TOMÉ,234,Jurel,"1,755,000",,7.65,L,BN,PP,,,
2009,4,VIII,310,TOMÉ,425,Cholga,"600,000",,2.50,B,BN,CHD,,,
2009,4,VIII,310,TOMÉ,450,Lapa,"950,000",,0.20,B,BN,CHD,,,
2009,4,VIII,310,TOMÉ,820,Piure,"500,000",,4.80,B,BN,CHD,,,
2009,4,VIII,310,TOMÉ,640,Jaiba,"800,000",,2.70,B,BN,CHD,,,
2009,4,VIII,310,TOMÉ,227,Congrio colorado,"3,000,000",,3.20,B,BN,CHD,,,
2009,4,VIII,310,TOMÉ,229,Congrio negro,"1,200,000",,0.80,B,BN,CHD,,,
2009,4,VIII,310,TOMÉ,282,Sierra,"1,666,666",,3.00,B,BN,CHD,,,
2009,4,VIII,310,TOMÉ,274,Reineta,"750,000",,5.09,L,BN,PP,,,
2009,4,VIII,310,TOMÉ,425,Cholga,"882,000",,1.70,B,BN,CHD,,,
2009,4,VIII,310,TOMÉ,450,Lapa,"950,000",,0.10,B,BN,CHD,,,
2009,4,VIII,310,TOMÉ,640,Jaiba,"800,000",,0.80,B,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,655,Jaiba remadora,"1,450,000",,0.45,B - L,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,260,Pejerrey de mar,"290,000",,0.51,B - L,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,227,Congrio colorado,"1,600,000",,0.41,B,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,229,Congrio negro,"1,340,000",,0.34,B,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,444,Huepo o navaja de mar,"600,000",,0.85,B,BN,PP,,,
2009,4,VIII,350,LO ROJAS,465,Navajuela,"700,000",,0.94,B,BN,PP,,,
2009,4,VIII,350,LO ROJAS,213,Blanquillo,"710,000",,0.12,B,BN,PP,,,
2009,4,VIII,350,LO ROJAS,234,Jurel,"1,300,000",,3.20,B - L,BN,PP,,,
2009,4,VIII,350,LO ROJAS,282,Sierra,"420,000",,0.24,L,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,242,Merluza común,"1,750,000",,0.52,L,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,258,Pejegallo,"650,000",,0.35,L,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,230,Corvina,"1,200,000",,0.18,B,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,258,Pejegallo,"451,000",,0.31,B - L,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,654,Jaiba marmola,"850,000",,0.34,B - L,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,260,Pejerrey de mar,"320,000",,0.54,B - L,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,227,Congrio colorado,"1,250,000",,0.41,B,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,229,Congrio negro,"1,120,000",,0.52,B,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,465,Navajuela,"650,000",,1.00,B,BN,PP,,,
2009,4,VIII,350,LO ROJAS,444,Huepo o navaja de mar,"600,000",,0.85,B,BN,PP,,,
2009,4,VIII,350,LO ROJAS,242,Merluza común,"1,100,000",,0.81,L,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,234,Jurel,"850,000",,7.20,L,BN,PP,,,
2009,4,VIII,350,LO ROJAS,282,Sierra,"878,000",,4.50,L,BN,CHD,,,
2009,4,VIII,350,LO ROJAS,655,Jaiba remadora,"756,000",,0.41,B,BN,CHD,,,
2009,4,XIV,410,LOS MOLINOS,227,Congrio colorado,"1,700,000",,0.20,O,,CHD,,,
2009,4,XIV,410,LOS MOLINOS,242,Merluza común,"1,000,000",,0.35,O,,CHD,,,
2009,4,XIV,410,LOS MOLINOS,270,Róbalo,"900,000",,0.30,O,,CHD,,,
2009,4,XIV,410,LOS MOLINOS,406,Almeja o taca,"600,000",,0.40,O,BN,CHD,,,
2009,4,XIV,410,LOS MOLINOS,425,Cholga,"300,000",,0.35,O,BN,CHD,,,
2009,4,XIV,410,LOS MOLINOS,430,Chorito,"500,000",,0.20,O,BN,CHD,,,
2009,4,XIV,410,LOS MOLINOS,435,Choro,"300,000",,0.35,O,BN,CHD,,,
2009,4,XIV,410,LOS MOLINOS,465,Navajuela,"700,000",,0.36,O,BN,CHD,,,
2009,4,XIV,410,LOS MOLINOS,227,Congrio colorado,"1,000,000",,0.30,O,,CHD,,,
2009,4,XIV,410,LOS MOLINOS,242,Merluza común,"1,000,000",,0.25,O,,CHD,,,
2009,4,XIV,410,LOS MOLINOS,406,Almeja o taca,"600,000",,0.08,O,BN,CHD,,,
2009,4,XIV,410,LOS MOLINOS,430,Chorito,"200,000",,0.50,O,BN,CHD,,,
2009,4,XIV,410,LOS MOLINOS,435,Choro,"350,000",,0.30,O,BN,CHD,,,
2009,4,XIV,410,LOS MOLINOS,465,Navajuela,"150,000",,0.35,O,BN,CHD,,,
2009,4,XIV,412,NIEBLA,228,Congrio dorado,"1,500,000",,0.09,B,,CHD,,,
2009,4,XIV,412,NIEBLA,230,Corvina,"1,000,000",,0.20,B,,CHD,,,
2009,4,XIV,412,NIEBLA,258,Pejegallo,"600,000",,0.09,B,,CHD,,,
2009,4,XIV,412,NIEBLA,465,Navajuela,"300,000",,0.03,B,AM,CHD,,,
2009,4,XIV,412,NIEBLA,227,Congrio colorado,"1,000,000",,0.25,B,,PP,,,
2009,4,XIV,412,NIEBLA,270,Róbalo,"1,000,000",,0.20,B,,PP,,,
2009,4,XIV,412,NIEBLA,406,Almeja o taca,"500,000",,0.12,B,BN,PP,,,
2009,4,XIV,412,NIEBLA,430,Chorito,"250,000",,0.30,B,BN,PP,,,
2009,4,XIV,412,NIEBLA,435,Choro,"350,000",,0.25,B,BN,PP,,,
2009,4,XIV,412,NIEBLA,465,Navajuela,"600,000",,0.09,B,BN,PP,,,
2009,4,X,494,QUELLÓN,810,Erizo,"160,000",,1.50,O,BN,CHD,,,
2009,4,X,494,QUELLÓN,654,Jaiba marmola,"170,000",,4.90,O,,PP,,,
2009,4,X,494,QUELLÓN,654,Jaiba marmola,"180,000",,2.40,O,,PP,,,
2009,4,X,494,QUELLÓN,810,Erizo,"200,000",,5.50,O,BN,PP,,,
2009,4,X,456,ANCUD,406,Almeja o taca,"160,000",,0.15,B,BN,CHD,,,
2009,4,X,456,ANCUD,135,Luga - Luga,"180,000",No disponible,0.56,B,BN,PP,,,
2009,4,X,456,ANCUD,444,Huepo o navaja de mar,"500,000",,0.21,B,BN,PP,,,
2009,4,X,456,ANCUD,135,Luga - Luga,"180,000",No disponible,0.39,B,BN,PP,,,
2009,4,X,456,ANCUD,640,Jaiba,"200,000",,0.38,B,BN,CHD,,,
2009,4,X,456,ANCUD,406,Almeja o taca,"150,000",,0.16,B,BN,PP,,,
2009,4,X,456,ANCUD,444,Huepo o navaja de mar,"500,000",,0.19,L,BN,PP,,,
2009,4,X,456,ANCUD,406,Almeja o taca,"150,000",,0.35,L,BN,CHD,,,
2009,4,X,456,ANCUD,604,Cangrejo o panchote,"200,000",,0.02,B,BN,CHD,,,
2009,4,X,456,ANCUD,820,Piure,"60,000",,0.15,B,BN,CHD,,,
2009,4,X,456,ANCUD,640,Jaiba,"200,000",,0.18,B,BN,PP,,,
2009,4,X,456,ANCUD,640,Jaiba,"200,000",,0.33,B,BN,PP,,,
2009,4,X,456,ANCUD,135,Luga - Luga,"180,000",No disponible,0.36,B,BN,PP,,,
2009,4,X,456,ANCUD,135,Luga - Luga,"180,000",No disponible,0.50,B,BN,PP,,,
2009,4,X,456,ANCUD,440,Culengue,"300,000",,0.08,B,BN,PP,,,
2009,4,X,456,ANCUD,406,Almeja o taca,"150,000",,0.25,B,BN,CHD,,,
2009,4,X,456,ANCUD,135,Luga - Luga,"185,000",No disponible,0.37,B,BN,PP,,,
2009,4,X,474,DALCAHUE,258,Pejegallo,"200,000",,3.40,L,,CHD,,,
2009,4,X,474,DALCAHUE,228,Congrio dorado,"600,000",,3.20,L,,CHD,,,
2009,4,X,474,DALCAHUE,228,Congrio dorado,"500,000",,1.60,L,,CHD,,,
2009,4,X,474,DALCAHUE,258,Pejegallo,"200,000",,1.20,L,,CHD,,,
2009,4,X,474,DALCAHUE,810,Erizo,"230,000",,3.75,L,BN,PP,,,
2009,4,X,474,DALCAHUE,268,Raya volantín,"1,000,000",,0.45,L,,PP,,,
2009,4,X,474,DALCAHUE,268,Raya volantín,"400,000",,0.18,L,,PP,,,
2009,4,X,474,DALCAHUE,228,Congrio dorado,"1,000,000",,0.30,L,,PP,,,
2009,4,X,474,DALCAHUE,268,Raya volantín,"1,000,000",,0.70,L,,PP,,,
2009,4,X,474,DALCAHUE,268,Raya volantín,"1,000,000",,0.50,L,,PP,,,
2009,4,X,474,DALCAHUE,268,Raya volantín,"1,250,000",,1.20,L,,PP,,,
2009,4,X,474,DALCAHUE,228,Congrio dorado,"600,000",,2.60,L,,PP,,,
2009,4,X,474,DALCAHUE,258,Pejegallo,"800,000",,0.90,L,,CHD,,,
2009,4,X,474,DALCAHUE,406,Almeja o taca,"250,000",,2.50,L,,PP,,,
2009,4,X,474,DALCAHUE,810,Erizo,"180,000",,9.12,L,BN,PP,,,
2009,4,X,474,DALCAHUE,268,Raya volantín,"1,000,000",,1.20,L,,PP,,,
2009,4,X,474,DALCAHUE,268,Raya volantín,"1,150,000",,2.00,L,,PP,,,
2009,4,X,474,DALCAHUE,228,Congrio dorado,"1,000,000",,1.60,L,,CHD,,,
2009,4,X,474,DALCAHUE,268,Raya volantín,"1,000,000",,0.75,L,,PP,,,
2009,4,X,474,DALCAHUE,810,Erizo,"230,000",,2.40,L,BN,PP,,,
2009,4,X,474,DALCAHUE,654,Jaiba marmola,"143,000",,18.37,L,,PP,,,
2009,4,X,474,DALCAHUE,810,Erizo,"230,000",,14.68,L,BN,PP,,,
2009,4,X,474,DALCAHUE,258,Pejegallo,"200,000",,0.80,L,,CHD,,,
2009,4,X,474,DALCAHUE,260,Pejerrey de mar,"300,000",,0.20,,,,,,
2009,4,X,474,DALCAHUE,258,Pejegallo,"200,000",,2.30,,,,,,
2009,4,X,474,DALCAHUE,654,Jaiba marmola,"143,000",,18.91,,,PP,,,
2009,4,X,474,DALCAHUE,810,Erizo,"230,000",,13.90,L,BN,PP,,,
2009,4,X,474,DALCAHUE,268,Raya volantín,"1,275,000",,0.80,L,,PP,,,
2009,4,X,474,DALCAHUE,258,Pejegallo,"200,000",,3.20,L,,CHD,,,
2009,4,X,474,DALCAHUE,810,Erizo,"230,000",,2.66,L,BN,PP,,,
2009,4,X,474,DALCAHUE,228,Congrio dorado,"800,000",,5.00,L,,CHD,,,
2009,4,X,474,DALCAHUE,260,Pejerrey de mar,"300,000",,1.10,L,,CHD,,,
2009,4,X,474,DALCAHUE,228,Congrio dorado,"800,000",,3.00,L,,CHD,,,
2009,4,X,474,DALCAHUE,810,Erizo,"300,000",,5.10,L,BN,PP,,,
2009,4,XI,518,PTO. CHACABUCO,244,Merluza del sur,"900,000",,5.47,B,,PP,,,
2009,4,XI,518,PTO. CHACABUCO,228,Congrio dorado,"800,000",,1.87,B,,PP,,,
2009,4,XI,518,PTO. CHACABUCO,268,Raya volantín,"800,000",,0.22,B,,PP,,,
2009,4,XI,518,PTO. CHACABUCO,244,Merluza del sur,"900,000",,16.54,B,,PP,,,
2009,4,XI,518,PTO. CHACABUCO,228,Congrio dorado,"900,000",,0.28,B,,PP,,,
2009,4,XI,518,PTO. CHACABUCO,268,Raya volantín,"800,000",,0.05,B,,PP,,,
2009,4,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,000,000",,0.08,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,400,000",,1.03,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,268,Raya volantín,"1,000,000",,4.71,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,244,Merluza del sur,"1,000,000",,3.91,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,620,Centollón,"500,000",,1.29,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,444,Huepo o navaja de mar,"400,000",,3.45,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,810,Erizo,"180,000",,3.81,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,810,Erizo,"198,000",,2.77,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,810,Erizo,"278,000",,21.72,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,810,Erizo,"366,000",,7.45,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,810,Erizo,"394,000",,7.18,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,244,Merluza del sur,"1,000,000",,1.88,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,400,000",,0.34,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,000,000",,0.03,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,620,Centollón,"550,000",,3.18,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,620,Centollón,"500,000",,5.37,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,444,Huepo o navaja de mar,"400,000",,7.05,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,810,Erizo,"250,000",,4.38,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,810,Erizo,"255,000",,8.01,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,810,Erizo,"306,000",,9.43,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,810,Erizo,"326,000",,4.48,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,810,Erizo,"383,000",,4.71,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,810,Erizo,"438,000",,4.92,O,BN,PP,,,
2009,4,XII,534,PUNTA ARENAS,810,Erizo,"490,000",,4.30,O,BN,PP,,,
2009,4,XII,536,PUERTO NATALES,228,Congrio dorado,"800,000",,2.00,L,BN,PP,,,
2009,4,XII,536,PUERTO NATALES,244,Merluza del sur,"1,100,000",,4.80,L,BN,PP,,,
2009,4,XII,536,PUERTO NATALES,430,Chorito,"120,000",,2.00,B,BN,CHD,,,
2009,4,XII,536,PUERTO NATALES,810,Erizo,"500,000",,50.00,L,BN,PP,,,
2009,4,XII,536,PUERTO NATALES,244,Merluza del sur,"1,100,000",,3.00,L,BN,PP,,,
2009,4,XII,536,PUERTO NATALES,228,Congrio dorado,"800,000",,3.60,L,BN,PP,,,
2009,4,XII,536,PUERTO NATALES,430,Chorito,"120,000",,4.00,B,BN,CHD,,,
2009,4,XII,536,PUERTO NATALES,810,Erizo,"500,000",,50.00,L,BN,PP,,,
2009,5,I,10,CAVANCHA,266,Albacora o Pez espada,"2,000,000",,1.20,B,BN,CHD,,,
2009,5,I,10,CAVANCHA,266,Albacora o Pez espada,"1,800,000",,4.00,B,BN,CHD,,,
2009,5,II,60,MEJILLONES,406,Almeja o taca,"400,000",,0.01,B,BN,CHD,,,
2009,5,II,60,MEJILLONES,450,Lapa,"800,000",,0.01,B,BN,CHD,,,
2009,5,II,60,MEJILLONES,425,Cholga,"500,000",,0.01,B,BN,CHD,,,
2009,5,II,60,MEJILLONES,425,Cholga,"500,000",,0.01,B,BN,CHD,,,
2009,5,II,60,MEJILLONES,406,Almeja o taca,"400,000",,0.01,B,BN,CHD,,,
2009,5,II,60,MEJILLONES,440,Culengue,"500,000",,0.01,B,BN,CHD,,,
2009,5,II,38,HUACHAN,810,Erizo,"270,000",,1.50,B,BN,PP,,,
2009,5,II,38,HUACHAN,435,Choro,"180,000",,0.05,B,BN,CHD,,,
2009,5,II,38,HUACHAN,425,Cholga,"100,000",,0.08,B,BN,CHD,,,
2009,5,II,38,HUACHAN,406,Almeja o taca,"350,000",,0.10,B,BN,CHD,,,
2009,5,II,38,HUACHAN,485,Pulpo,"1,000,000",,0.12,B,BN,CHD,,,
2009,5,II,38,HUACHAN,440,Culengue,"300,000",,0.20,B,BN,CHD,,,
2009,5,II,38,HUACHAN,141,Chacón o Huiro negro,"150,000",No disponible,0.60,O,BN,PP,,,
2009,5,II,38,HUACHAN,142,Huiro palo,"150,000",No disponible,4.50,O,BN,PP,,,
2009,5,II,38,HUACHAN,450,Lapa,"650,000",,0.02,O,BN,PP,,,
2009,5,II,50,ANTOFAGASTA,260,Pejerrey de mar,"2,000,000",,0.02,B,BN,CHD,,,
2009,5,II,50,ANTOFAGASTA,234,Jurel,"500,000",,0.04,B,BN,CHD,,,
2009,5,II,50,ANTOFAGASTA,285,Tomoyo,"750,000",,0.01,B,BN,CHD,,,
2009,5,II,50,ANTOFAGASTA,450,Lapa,"500,000",,0.04,B,BN,CHD,,,
2009,5,II,50,ANTOFAGASTA,220,Cabrilla,"1,500,000",,0.04,B,BN,CHD,,,
2009,5,II,50,ANTOFAGASTA,234,Jurel,"120,000",,3.50,L,BN,PP,,,
2009,5,II,50,ANTOFAGASTA,218,Caballa,"100,000",,1.50,L,BN,PP,,,
2009,5,III,78,HUASCO,234,Jurel,"1,000,000",,0.01,B,BN,CHD,,,
2009,5,III,78,HUASCO,227,Congrio colorado,"2,000,000",,0.03,B,BN,CHD,,,
2009,5,III,78,HUASCO,284,Tiburón o marrajo,"1,000,000",,0.01,B,BN,CHD,,,
2009,5,III,78,HUASCO,266,Albacora o Pez espada,"3,000,000",,5.49,B,BN,CHD,,,
2009,5,III,78,HUASCO,234,Jurel,"1,000,000",,0.90,B,BN,CHD,,,
2009,5,III,78,HUASCO,227,Congrio colorado,"2,000,000",,0.04,B,BN,CHD,,,
2009,5,III,78,HUASCO,273,Rollizo,"1,000,000",,0.01,B,BN,CHD,,,
2009,5,III,78,HUASCO,231,Dorado de altura,"1,700,000",,0.08,B,BN,CHD,,,
