PRECIOS DE PRIMERA TRANSACCIÓN ,,,,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AÑO,MES,REGIÓN,Código Caleta,Nom_caleta,Código especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO,,,
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP,,,
2009,8,II,46,TOCOPILLA,204,Breca,"1,500,000",,0.01,B,BN,CHD,,,
2009,8,II,46,TOCOPILLA,271,Rococo,"1,500,000",,0.01,B,BN,CHD,,,
2009,8,II,46,TOCOPILLA,207,Apañado,"2,000,000",,0.01,B,BN,CHD,,,
2009,8,II,46,TOCOPILLA,236,Lenguado,"3,000,000",,0.03,B,BN,CHD,,,
2009,8,II,46,TOCOPILLA,226,Cojiboba del norte ,"2,000,000",,0.04,L,BN,CHD,,,
2009,8,II,46,TOCOPILLA,266,Albacora o Pez espada,"2,500,000",,0.08,L,BN,CHD,,,
2009,8,II,46,TOCOPILLA,141,Chacón o Huiro negro,"60,000",No disponible,0.80,O,BN,PP,,,
2009,8,II,46,TOCOPILLA,142,Huiro palo,"140,000",No disponible,6.80,O,BN,PP,,,
2009,8,III,78,HUASCO,227,Congrio colorado,"2,000,000",,0.03,B,BN,CHD,,,
2009,8,III,78,HUASCO,252,Vieja o mulata,"1,000,000",,0.03,B,BN,CHD,,,
2009,8,III,78,HUASCO,282,Sierra,"1,000,000",,0.50,B,BN,CHD,,,
2009,8,III,78,HUASCO,653,Jaiba peluda,"450,000",,0.04,B,BN,CHD,,,
2009,8,III,78,HUASCO,450,Lapa,"500,000",,0.12,B,BN,CHD,,,
2009,8,III,78,HUASCO,234,Jurel,"70,000",,17.94,B,BN,PP,,,
2009,8,III,78,HUASCO,218,Caballa,"40,000",,5.58,B,BN,PP,,,
2009,8,III,78,HUASCO,234,Jurel,"1,000,000",,0.80,B,BN,CHD,,,
2009,8,III,78,HUASCO,227,Congrio colorado,"2,000,000",,0.12,B,BN,CHD,,,
2009,8,III,78,HUASCO,252,Vieja o mulata,"1,000,000",,0.06,B,BN,CHD,,,
2009,8,III,78,HUASCO,282,Sierra,"1,000,000",,0.50,B,BN,CHD,,,
2009,8,III,78,HUASCO,236,Lenguado,"2,700,000",,0.03,B,BN,CHD,,,
2009,8,III,78,HUASCO,234,Jurel,"70,000",,7.15,B,BN,PP,,,
2009,8,III,78,HUASCO,234,Jurel,"1,000,000",,1.40,B,BN,CHD,,,
2009,8,III,78,HUASCO,218,Caballa,"40,000",,4.20,B,BN,PP,,,
2009,8,III,78,HUASCO,450,Lapa,"500,000",,0.40,B,BN,CHD,,,
2009,8,III,78,HUASCO,636,Langostino colorado,"475,000",,0.42,L,BN,PP,,,
2009,8,III,78,HUASCO,612,Camaron nailon,"462,000",,0.50,L,BN,PP,,,
2009,8,III,78,HUASCO,632,Langostino amarillo,"462,000",,23.83,L,BN,PP,,,
2009,8,IV,122,COQUIMBO,445,Jibia o calamar rojo,"30,000",,8.15,B,BN,PP,,,
2009,8,IV,122,COQUIMBO,219,Cabinza,"400,000",,0.05,B,BN,CHD,,,
2009,8,IV,122,COQUIMBO,282,Sierra,"500,000",,0.04,B,BN,CHD,,,
2009,8,IV,122,COQUIMBO,242,Merluza común,"800,000",,0.32,B,BN,CHD,,,
2009,8,IV,122,COQUIMBO,288,Canque,"300,000",,0.07,B,BN,CHD,,,
2009,8,IV,122,COQUIMBO,445,Jibia o calamar rojo,"30,000",,1.24,B,BN,PP,,,
2009,8,IV,122,COQUIMBO,234,Jurel,"800,000",,0.08,B,BN,CHD,,,
2009,8,IV,122,COQUIMBO,242,Merluza común,"1,000,000",,0.15,B,BN,CHD,,,
2009,8,IV,122,COQUIMBO,227,Congrio colorado,"2,000,000",,0.60,B,BN,CHD,,,
2009,8,V,210,EL MEMBRILLO,242,Merluza común,"400,000",,0.50,B,BN,CHD,,,
2009,8,V,230,SAN ANTONIO,242,Merluza común,"800,000",,0.40,B,BN,CHD,,,
2009,8,V,230,SAN ANTONIO,242,Merluza común,"800,000",,0.35,B,BN,CHD,,,
2009,8,VI,250,MATANZAS,226,Cojiboba del norte ,"3,000,000",,0.15,B,BN,CHD,,,
2009,8,VI,250,MATANZAS,219,Cabinza,"2,000,000",,0.25,B,BN,CHD,,,
2009,8,VI,250,MATANZAS,230,Corvina,"2,000,000",,0.01,B,BN,CHD,,,
2009,8,VI,250,MATANZAS,258,Pejegallo,"2,000,000",,0.01,B,BN,CHD,,,
2009,8,VI,250,MATANZAS,242,Merluza común,"2,000,000",,0.01,B,BN,CHD,,,
2009,8,VI,250,MATANZAS,236,Lenguado,"4,000,000",,0.01,B,BN,CHD,,,
2009,8,VI,250,MATANZAS,227,Congrio colorado,"3,500,000",,0.03,B,BN,CHD,,,
2009,8,VI,250,MATANZAS,282,Sierra,"2,000,000",,0.02,B,BN,CHD,,,
2009,8,VI,250,MATANZAS,640,Jaiba,"950,000",,0.01,B,BN,CHD,,,
2009,8,VI,251,TOPOCALMA,110,Cochayuyo,"160,714",No disponible,0.46,B,BN,CHD,,,
2009,8,VI,251,TOPOCALMA,115,Chasca,"700,000",No disponible,0.26,B,BN,CHD,,,
2009,8,VI,251,TOPOCALMA,230,Corvina,"2,000,000",,0.40,B,BN,CHD,,,
2009,8,VI,251,TOPOCALMA,270,Róbalo,"2,000,000",,0.10,B,BN,CHD,,,
2009,8,VI,254,BUCALEMU,242,Merluza común,"250,000",,0.81,B,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,655,Jaiba remadora,"640,000",,0.21,B - L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,260,Pejerrey de mar,"280,000",,1.67,B - L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,227,Congrio colorado,"1,850,000",,0.28,B,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,229,Congrio negro,"1,120,000",,0.32,B,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,270,Róbalo,"840,000",,0.18,B,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,654,Jaiba marmola,"870,000",,1.69,L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,444,Huepo o navaja de mar,"600,000",,2.80,B,BN,PP,,,
2009,8,VIII,350,LO ROJAS,465,Navajuela,"590,000",,1.90,B,BN,PP,,,
2009,8,VIII,350,LO ROJAS,406,Almeja o taca,"280,000",,0.85,B,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,213,Blanquillo,"420,000",,0.38,B,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,234,Jurel,"720,000",,5.20,B - L,BN,PP,,,
2009,8,VIII,350,LO ROJAS,282,Sierra,"560,000",,3.80,L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,242,Merluza común,"980,000",,3.90,L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,258,Pejegallo,"1,250,000",,0.34,L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,230,Corvina,"1,100,000",,1.32,B,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,215,Cojinoba del sur,"970,000",,1.82,L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,236,Lenguado,"1,820,000",,0.18,L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,238,Lisa,"710,000",,0.14,L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,258,Pejegallo,"1,200,000",,0.56,B - L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,654,Jaiba marmola,"950,000",,1.28,B - L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,260,Pejerrey de mar,"320,000",,1.10,B - L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,227,Congrio colorado,"1,720,000",,0.35,B,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,229,Congrio negro,"980,000",,0.15,B,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,465,Navajuela,"760,000",,2.00,B,BN,PP,,,
2009,8,VIII,350,LO ROJAS,444,Huepo o navaja de mar,"600,000",,1.52,B,BN,PP,,,
2009,8,VIII,350,LO ROJAS,242,Merluza común,"1,130,000",,3.21,L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,234,Jurel,"810,000",,5.98,L,BN,PP,,,
2009,8,VIII,350,LO ROJAS,282,Sierra,"970,000",,1.20,L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,655,Jaiba remadora,"780,000",,0.89,B,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,230,Corvina,"1,280,000",,0.12,L,BN,CHD,,,
2009,8,VIII,350,LO ROJAS,406,Almeja o taca,"580,000",,0.91,L,BN,CHD,,,
2009,8,VIII,310,TOMÉ,227,Congrio colorado,"3,000,000",,0.50,B,BN,CHD,,,
2009,8,VIII,310,TOMÉ,229,Congrio negro,"1,200,000",,4.00,B,BN,CHD,,,
2009,8,VIII,310,TOMÉ,282,Sierra,"1,666,666",,2.00,B,BN,CHD,,,
2009,8,VIII,310,TOMÉ,242,Merluza común,"1,072,000",,0.10,L,BN,CHD,,,
2009,8,VIII,310,TOMÉ,230,Corvina,"2,000,000",,5.00,B,BN,CHD,,,
2009,8,VIII,310,TOMÉ,234,Jurel,"1,755,600",,0.60,L,BN,CHD,,,
2009,8,VIII,310,TOMÉ,425,Cholga,"250,000",,6.00,B,BN,PP,,,
2009,8,VIII,310,TOMÉ,450,Lapa,"950,000",,1.00,B,BN,CHD,,,
2009,8,VIII,310,TOMÉ,644,Picoroco,"750,000",,3.50,B,BN,CHD,,,
2009,8,VIII,310,TOMÉ,465,Navajuela,"500,000",,2.00,B,BN,CHD,,,
2009,8,VIII,310,TOMÉ,120,Chicorea de mar,"140,000",No disponible,3.00,B,BN,PP,,,
2009,8,VIII,310,TOMÉ,227,Congrio colorado,"3,000,000",,0.80,B,BN,CHD,,,
2009,8,VIII,310,TOMÉ,229,Congrio negro,"1,200,000",,2.00,B,BN,CHD,,,
2009,8,VIII,310,TOMÉ,282,Sierra,"1,666,666",,1.00,B,BN,CHD,,,
2009,8,VIII,310,TOMÉ,242,Merluza común,"428,571",,14.47,L,BN,CHD,,,
2009,8,VIII,310,TOMÉ,230,Corvina,"2,000,000",,3.00,L,BN,CHD,,,
2009,8,VIII,310,TOMÉ,234,Jurel,"1,755,600",,0.10,L,BN,CHD,,,
2009,8,VIII,310,TOMÉ,425,Cholga,"250,000",,3.00,B,BN,PP,,,
2009,8,VIII,310,TOMÉ,450,Lapa,"950,000",,0.60,B,BN,CHD,,,
2009,8,VIII,310,TOMÉ,644,Picoroco,"750,000",,2.00,B,BN,CHD,,,
2009,8,VIII,310,TOMÉ,465,Navajuela,"428,571",,1.30,B,BN,CHD,,,
2009,8,VIII,310,TOMÉ,640,Jaiba,"800,000",,1.00,B,BN,CHD,,,
2009,8,VIII,310,TOMÉ,120,Chicorea de mar,"140,000",No disponible,2.00,B,BN,PP,,,
2009,8,VIII,324,TALCAHUANO,213,Blanquillo,"1,500,000",,0.02,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,229,Congrio negro,"1,500,000",,0.01,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,234,Jurel,"850,000",,0.06,L,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,242,Merluza común,"2,000,000",,0.05,L,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,258,Pejegallo,"1,000,000",,0.01,L,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,260,Pejerrey de mar,"1,500,000",,0.01,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,266,Albacora o Pez espada,"2,500,000",,0.01,L,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,282,Sierra,"1,500,000",,0.09,L,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,406,Almeja o taca,"500,000",,0.01,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,408,Tumbao,"500,000",,0.10,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,413,Caracol trophon,"350,000",,0.01,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,425,Cholga,"500,000",,0.25,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,435,Choro,"800,000",,0.08,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,651,Jaiba limón,"1,700,000",,0.01,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,656,Cangrejo,"700,000",,0.09,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,110,Cochayuyo,"700,000",No disponible,0.01,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,820,Piure,"850,000",,0.20,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,406,Almeja o taca,"600,000",,0.01,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,408,Tumbao,"500,000",,0.02,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,425,Cholga,"500,000",,0.25,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,435,Choro,"500,000",,0.05,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,465,Navajuela,"1,500,000",,0.03,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,242,Merluza común,"1,000,000",,0.14,L,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,260,Pejerrey de mar,"1,500,000",,0.02,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,282,Sierra,"1,500,000",,0.02,L,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,644,Picoroco,"1,000,000",,0.08,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,652,Jaiba mora,"1,000,000",,0.02,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,653,Jaiba peluda,"1,000,000",,0.02,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,810,Erizo,"800,000",,0.05,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,820,Piure,"600,000",,0.12,B,BN,CHD,,,
2009,8,VIII,324,TALCAHUANO,110,Cochayuyo,"700,000",No disponible,0.01,B,BN,CHD,,,
2009,8,VIII,336,SAN VICENTE,242,Merluza común,"670,000",,0.56,L,BN,PP,,,
2009,8,VIII,374,LEBU,266,Albacora o Pez espada,"900,000",,10.73,L,BN,PP,,,
2009,8,XIV,410,LOS MOLINOS,227,Congrio colorado,"1,000,000",,0.20,O,,CHD,,,
2009,8,XIV,410,LOS MOLINOS,230,Corvina,"500,000",,0.65,O,,CHD,,,
2009,8,XIV,410,LOS MOLINOS,406,Almeja o taca,"450,000",,1.00,O,BN,CHD,,,
2009,8,XIV,410,LOS MOLINOS,430,Chorito,"250,000",,1.50,O,BN,CHD,,,
2009,8,XIV,410,LOS MOLINOS,435,Choro,"250,000",,0.50,O,BN,CHD,,,
2009,8,XIV,410,LOS MOLINOS,465,Navajuela,"350,000",,0.50,O,BN,CHD,,,
2009,8,XIV,410,LOS MOLINOS,227,Congrio colorado,"1,000,000",,0.30,O,,CHD,,,
2009,8,XIV,410,LOS MOLINOS,270,Róbalo,"750,000",,0.20,O,,CHD,,,
2009,8,XIV,410,LOS MOLINOS,406,Almeja o taca,"400,000",,0.20,O,BN,CHD,,,
2009,8,XIV,410,LOS MOLINOS,430,Chorito,"250,000",,0.25,O,BN,CHD,,,
2009,8,XIV,410,LOS MOLINOS,435,Choro,"350,000",,0.30,O,BN,CHD,,,
2009,8,XIV,412,NIEBLA,227,Congrio colorado,"1,200,000",,0.15,B,,CHD,,,
2009,8,XIV,412,NIEBLA,230,Corvina,"800,000",,0.15,B,,CHD,,,
2009,8,XIV,412,NIEBLA,258,Pejegallo,"1,000,000",,0.15,B,,CHD,,,
2009,8,XIV,412,NIEBLA,406,Almeja o taca,"300,000",,0.30,B,AM,CHD,,,
2009,8,XIV,412,NIEBLA,425,Cholga,"350,000",,0.12,B,AM,CHD,,,
2009,8,XIV,412,NIEBLA,430,Chorito,"150,000",,0.35,B,AM,CHD,,,
2009,8,XIV,412,NIEBLA,435,Choro,"400,000",,0.30,B,AM,CHD,,,
2009,8,XIV,412,NIEBLA,465,Navajuela,"500,000",,0.15,B,AM,CHD,,,
2009,8,XIV,412,NIEBLA,227,Congrio colorado,"1,000,000",,0.15,B,,PP,,,
2009,8,XIV,412,NIEBLA,242,Merluza común,"1,000,000",,0.30,B,,PP,,,
2009,8,XIV,412,NIEBLA,270,Róbalo,"700,000",,0.18,B,,PP,,,
2009,8,XIV,412,NIEBLA,406,Almeja o taca,"300,000",,0.10,B,BN,PP,,,
2009,8,XIV,412,NIEBLA,430,Chorito,"300,000",,0.30,B,BN,PP,,,
2009,8,XIV,412,NIEBLA,435,Choro,"350,000",,0.15,B,BN,PP,,,
2009,8,XIV,412,NIEBLA,465,Navajuela,"500,000",,0.15,B,BN,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"280,000",,2.00,L,BN,PP,,,
2009,8,X,474,DALCAHUE,406,Almeja o taca,"162,000",,11.60,L,,PP,,,
2009,8,X,474,DALCAHUE,485,Pulpo,"620,000",,0.90,L,,PP,,,
2009,8,X,474,DALCAHUE,406,Almeja o taca,"166,000",,17.00,L,BN,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"160,000",,2.00,L,BN,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"160,000",,2.60,L,BN,PP,,,
2009,8,X,474,DALCAHUE,258,Pejegallo,"150,000",,0.10,L,,CHD,,,
2009,8,X,474,DALCAHUE,810,Erizo,"280,000",,2.00,L,BN,PP,,,
2009,8,X,474,DALCAHUE,406,Almeja o taca,"162,000",,11.60,L,,PP,,,
2009,8,X,474,DALCAHUE,485,Pulpo,"620,000",,0.90,L,,PP,,,
2009,8,X,474,DALCAHUE,406,Almeja o taca,"166,000",,17.00,L,BN,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"160,000",,2.00,L,BN,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"160,000",,2.60,L,,PP,,,
2009,8,X,474,DALCAHUE,654,Jaiba marmola,"150,000",,3.50,L,,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"214,000",,2.70,L,BN,PP,,,
2009,8,X,474,DALCAHUE,654,Jaiba marmola,"170,000",,8.50,L,,PP,,,
2009,8,X,474,DALCAHUE,654,Jaiba marmola,"150,000",,6.00,L,,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"280,000",,3.40,L,BN,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"220,000",,8.80,L,BN,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"270,000",,7.10,L,BN,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"220,000",,10.20,L,BN,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"220,000",,3.00,L,BN,PP,,,
2009,8,X,474,DALCAHUE,654,Jaiba marmola,"170,000",,2.90,L,,PP,,,
2009,8,X,474,DALCAHUE,485,Pulpo,"620,000",,0.80,L,,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"220,000",,1.10,L,BN,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"270,000",,1.90,L,BN,PP,,,
2009,8,X,474,DALCAHUE,485,Pulpo,"620,000",,0.80,L,,PP,,,
2009,8,X,474,DALCAHUE,485,Pulpo,"620,000",,0.80,L,,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"120,000",,9.90,L,BN,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"230,000",,0.80,L,BN,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"180,000",,1.60,L,,PP,,,
2009,8,X,474,DALCAHUE,268,Raya volantín,"1,000,000",,1.00,L,,PP,,,
2009,8,X,474,DALCAHUE,228,Congrio dorado,"1,000,000",,2.00,L,,PP,,,
2009,8,X,474,DALCAHUE,810,Erizo,"230,000",,4.90,L,BN,PP,,,
2009,8,X,424,MAULLÍN,406,Almeja o taca,"300,000",,0.60,L,BN,CHD,,,
2009,8,X,424,MAULLÍN,460,Macha,"350,000",,0.21,B,BN,CHD,,,
2009,8,X,422,CARELMAPU,460,Macha,"350,000",,0.70,B,BN,CHD,,,
2009,8,X,422,CARELMAPU,274,Reineta,"550,000",,15.00,L,BN,PP,,,
2009,8,X,422,CARELMAPU,406,Almeja o taca,"300,000",,0.30,L,BN,CHD,,,
2009,8,X,422,CARELMAPU,406,Almeja o taca,"300,000",,0.64,L,BN,CHD,,,
2009,8,XI,518,PTO. CHACABUCO,228,Congrio dorado,"900,000",,0.62,L/M,,PP,,,
2009,8,XI,518,PTO. CHACABUCO,268,Raya volantín,"800,000",,0.67,L/M,,PP,,,
2009,8,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,000,000",,0.23,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,244,Merluza del sur,"1,000,000",,1.90,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,616,Centolla,"1,740,000",,0.20,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,616,Centolla,"2,240,000",,5.14,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,620,Centollón,"500,000",,2.20,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,620,Centollón,"700,000",,2.00,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,810,Erizo,"167,000",,12.56,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,810,Erizo,"233,000",,12.24,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,810,Erizo,"478,000",,3.55,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,616,Centolla,"1,840,000",,0.37,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,616,Centolla,"2,000,000",,0.43,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,616,Centolla,"2,100,000",,0.14,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,616,Centolla,"2,240,000",,2.71,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,616,Centolla,"2,340,000",,3.77,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,620,Centollón,"500,000",,1.58,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,810,Erizo,"222,000",,14.08,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,810,Erizo,"228,000",,10.63,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,810,Erizo,"240,000",,7.79,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,810,Erizo,"250,000",,18.21,O,BN,PP,,,
2009,8,XII,534,PUNTA ARENAS,810,Erizo,"451,000",,3.14,O,BN,PP,,,
2009,8,XII,536,PUERTO NATALES,244,Merluza del sur,"1,100,000",,6.92,L,BN,PP,,,
2009,8,XII,536,PUERTO NATALES,810,Erizo,"278,000",,440.76,L,BN,PP,,,
2009,8,XII,536,PUERTO NATALES,228,Congrio dorado,"800,000",,1.24,L,BN,PP,,,
2009,8,XII,536,PUERTO NATALES,616,Centolla,"2,100,000",,51.29,L,BN,PP,,,
2009,8,XII,536,PUERTO NATALES,228,Congrio dorado,"800,000",,0.24,L,BN,PP,,,
2009,8,XII,536,PUERTO NATALES,810,Erizo,"333,000",,315.34,L,BN,PP,,,
2009,8,XII,536,PUERTO NATALES,616,Centolla,"2,100,000",,66.52,L,BN,PP,,,
2009,9,XV,2,ARICA,210,Ayanque,"1,500,000",,0.07,B,BN,CHD,,,
2009,9,XV,2,ARICA,272,Roncacho,"800,000",,0.20,B,BN,CHD,,,
2009,9,XV,2,ARICA,260,Pejerrey de mar,"500,000",,0.30,B,BN,CHD,,,
2009,9,XV,2,ARICA,425,Cholga,"250,000",,0.05,B,BN,CHD,,,
2009,9,XV,2,ARICA,820,Piure,"600,000",,0.03,B,BN,CHD,,,
2009,9,XV,2,ARICA,210,Ayanque,"1,650,000",,0.12,B,BN,CHD,,,
2009,9,XV,2,ARICA,252,Vieja o mulata,"3,600,000",,0.09,B,BN,CHD,,,
2009,9,XV,2,ARICA,260,Pejerrey de mar,"600,000",,0.25,B,BN,CHD,,,
2009,9,XV,2,ARICA,272,Roncacho,"750,000",,0.15,B,BN,CHD,,,
2009,9,XV,2,ARICA,425,Cholga,"300,000",,0.09,B,BN,CHD,,,
2009,9,XV,2,ARICA,820,Piure,"600,000",,0.08,B,BN,CHD,,,
2009,9,II,56,TALTAL,142,Huiro palo,"100,000",No disponible,4.50,O,,PP,,,
2009,9,II,56,TALTAL,485,Pulpo,"750,000",,18.00,O,,PP,,,
2009,9,II,56,TALTAL,455,Loco,"600,000",,3.70,B,AM,PP,,,
2009,9,II,56,TALTAL,142,Huiro palo,"100,000",No disponible,5.50,O,,PP,,,
2009,9,II,56,TALTAL,455,Loco,"600,000",,4.00,B,AM,PP,,,
2009,9,II,56,TALTAL,450,Lapa,"600,000",,0.04,B,,PP,,,
2009,9,II,55,URCO,485,Pulpo,"1,000,000",,0.05,0,BN,PP,,,
2009,9,II,55,URCO,221,Cabrilla común,"1,000,000",,0.02,B,BN,CHD,,,
2009,9,II,55,URCO,227,Congrio colorado,"2,500,000",,0.02,B,BN,CHD,,,
2009,9,II,55,URCO,230,Corvina,"2,300,000",,0.01,B,BN,CHD,,,
2009,9,II,44,COBIJA,485,Pulpo,"1,100,000",,0.10,O,BN,PP,,,
2009,9,II,44,COBIJA,236,Lenguado,"2,500,000",,0.02,B,BN,CHD,,,
2009,9,II,44,COBIJA,214,Bonito,"800,000",,0.01,B,BN,CHD,,,
2009,9,II,44,COBIJA,226,Cojiboba del norte ,"1,600,000",,0.03,B,BN,CHD,,,
2009,9,II,44,COBIJA,280,Sargo,"1,000,000",,0.01,B,BN,CHD,,,
2009,9,II ,50,ANTOFAGASTA,219,Cabinza,"1,000,000",,0.02,B,BN,CHD,,,
2009,9,II ,50,ANTOFAGASTA,226,Cojiboba del norte ,"1,000,000",,0.01,B,BN,CHD,,,
2009,9,II ,50,ANTOFAGASTA,285,Tomoyo,"400,000",,0.02,B,BN,CHD,,,
2009,9,II ,50,ANTOFAGASTA,219,Cabinza,"1,000,000",,0.04,B,BN,CHD,,,
2009,9,III,78,HUASCO,227,Congrio colorado,"2,000,000",,0.25,B,BN,CHD,,,
2009,9,III,78,HUASCO,234,Jurel,"1,000,000",,1.36,B,BN,CHD,,,
2009,9,III,78,HUASCO,234,Jurel,"70,000",,27.99,B,BN,PP,,,
2009,9,III,78,HUASCO,252,Vieja o mulata,"900,000",,0.02,B,BN,CHD,,,
2009,9,III,78,HUASCO,262,Pejeperro,"900,000",,0.02,B,BN,CHD,,,
2009,9,III,78,HUASCO,218,Caballa,"40,000",,15.87,B,BN,PP,,,
2009,9,III,78,HUASCO,218,Caballa,"1,000,000",,0.30,B,BN,CHD,,,
2009,9,III,78,HUASCO,632,Langostino amarillo,"462,000",,3.59,L,BN,PP,,,
2009,9,III,78,HUASCO,612,Camaron nailon,"462,000",,1.20,L,BN,PP,,,
2009,9,III,78,HUASCO,227,Congrio colorado,"2,000,000",,0.59,B,BN,CHD,,,
2009,9,III,78,HUASCO,234,Jurel,"1,000,000",,1.36,B,BN,CHD,,,
2009,9,III,78,HUASCO,252,Vieja o mulata,"900,000",,0.80,B,BN,CHD,,,
2009,9,III,78,HUASCO,262,Pejeperro,"900,000",,0.02,B,BN,CHD,,,
2009,9,III,78,HUASCO,632,Langostino amarillo,"462,000",,36.90,L,BN,PP,,,
2009,9,III,78,HUASCO,612,Camaron nailon,"462,000",,10.03,L,BN,PP,,,
2009,9,III,78,HUASCO,636,Langostino colorado,"475,000",,1.90,L,BN,PP,,,
2009,9,III,78,HUASCO,242,Merluza común,"480,000",,0.20,L,BN,CHD,,,
