PRECIOS DE PRIMERA TRANSACCI年 ,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,
2015,,,,,,,,,,,,
,,,,,,,,,,,,
A絨,MES,REGI年,Codigo Caleta,Nom_caleta,Codigo especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP
2015,2,10,474,DALCAHUE,274,Reineta,"400,000",,0.8,L,BN,CHD
2015,2,10,474,DALCAHUE,616,Centolla,"2,500,000",,0.43,L,BN,PP
2015,2,10,474,DALCAHUE,654,Jaiba marmola,"220,000",,0.32,L,BN,PP
2015,2,10,474,DALCAHUE,430,Chorito,"100,000",,1.84,L,BN,CHD
2015,2,10,474,DALCAHUE,244,Merluza del sur,"1,000,000",,5.58,L,BN,PP
2015,2,10,474,DALCAHUE,228,Congrio dorado,"1,200,000",,2.951,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,406,Almeja,"400,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,486,Pulpo del Sur,"900,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,267,Puye,"8,500,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,425,Cholga,"140,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,435,Choro,"140,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,430,Chorito,"140,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,270,Robalo,"700,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,440,Culengue,"250,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,244,Merluza del sur,"1,100,000",,4.7,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,228,Congrio dorado,"1,000,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,268,Raya,"900,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,275,Sardina austral,"50,000",,86.96,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,654,Jaiba marmola,"170,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,616,Centolla,"2,400,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,137,Luga negra,"160,000",30,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,136,Luga roja,"290,000",30,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,810,Erizo,"210,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,406,Almeja,"400,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,486,Pulpo del Sur,"900,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,267,Puye,"8,500,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,425,Cholga,"140,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,435,Choro,"140,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,430,Chorito,"140,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,270,Robalo,"700,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,440,Culengue,"250,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,244,Merluza del sur,"1,100,000",,1.257,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,228,Congrio dorado,"1,000,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,268,Raya,"1,000,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,275,Sardina austral,"50,000",,97.32,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,654,Jaiba marmola,"170,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,616,Centolla,"2,400,000",,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,138,Luga cuchara o corta,"160,000",30,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,136,Luga roja,"290,000",30,,L,BN,PP
2015,2,11,514,PUERTO AYSﾄN,810,Erizo,"210,000",,,L,BN,PP
2015,2,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"550,000",,8.4,,,
2015,2,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"650,000",,6.4,,,
2015,2,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"550,000",,8,,,
2015,2,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"650,000",,2.92,,,
2015,2,12,536,PUERTO NATALES,475,Ostion del Sur,"775,000",,110,B - L,BN,CHD - PP
2015,2,12,536,PUERTO NATALES,270,Robalo,"1,000,000",,5,,,
2015,2,12,536,PUERTO NATALES,244,Merluza del sur,"1,300,000",,2.3,,,
2015,2,12,536,PUERTO NATALES,475,Ostion del Sur,"775,000",,110,B - L,BN,CHD - PP
2015,2,12,536,PUERTO NATALES,475,Ostion del Sur,"775,000",,160,B - L,BN,CHD - PP
2015,2,12,536,PUERTO NATALES,244,Merluza del sur,"1,300,000",,1.5,,,
2015,2,12,536,PUERTO NATALES,270,Robalo,"1,000,000",,0.3,,,
2015,3,15,4,ARICA,219,Cabinza,"1,000,000",,0.03,,,
2015,3,15,4,ARICA,260,Pejerrey de mar,"1,000,000",,0.03,,,
2015,3,15,4,ARICA,820,Piure,"800,000",,0.06,B - L,BN,CHD
2015,3,15,4,ARICA,406,Almeja,"500,000",,0.4,,,
2015,3,15,4,ARICA,435,Choro,"500,000",,1.2,,,
2015,3,15,4,ARICA,451,Lapa negra,"600,000",,0.3,,,
2015,3,15,4,ARICA,810,Erizo,"500,000",,0.05,,,
2015,3,15,4,ARICA,485,Pulpo,"2,000,000",,0.03,,,
2015,3,15,4,ARICA,291,Vilagay,"1,000,000",,0.02,,,
2015,3,1,8,RIQUELME,231,Dorado,"1,500,000",,0.18,,,
2015,3,1,8,RIQUELME,260,Pejerrey de mar,"1,000,000",,0.06,,,
2015,3,1,8,RIQUELME,226,Cojinoba del norte,"4,000,000",,0.036,,,
2015,3,1,8,RIQUELME,230,Corvina,"3,500,000",,0.023,,,
2015,3,1,10,CAVANCHA,291,Vilagay,"1,500,000",,0.06,,,
2015,3,1,10,CAVANCHA,227,Congrio colorado,"2,000,000",,0.04,,,
2015,3,1,10,CAVANCHA,211,Azulejo,"1,000,000",,0.7,,,
2015,3,1,10,CAVANCHA,266,Albacora o pez espada,"3,000,000",,0.5,,,
2015,3,1,10,CAVANCHA,208,Atun aleta amarilla,"1,000,000",,0.4,,,
2015,3,1,10,CAVANCHA,229,Congrio negro,"2,000,000",,0.06,,,
2015,3,2,46,TOCOPILLA,142,Huiro palo,"280,000",30,1.1,,,
2015,3,2,46,TOCOPILLA,141,Huiro negro,"110,000",30,5.05,,,
2015,3,2,46,TOCOPILLA,284,Tiburon o marrajo,"1,800,000",,0.25,,,
2015,3,2,46,TOCOPILLA,211,Azulejo,"700,000",,0.15,,,
2015,3,2,60,MEJILLONES,141,Huiro negro,"180,000",30,4.396,O,BN,PP
2015,3,2,60,MEJILLONES,142,Huiro palo,"400,000",30,4.15,O,BN,PP
2015,3,2,60,MEJILLONES,485,Pulpo,"2,000,000",,0.1,O,BN,PP
2015,3,2,60,MEJILLONES,141,Huiro negro,"150,000",30,5,O,BN,PP
2015,3,2,60,MEJILLONES,485,Pulpo,"2,000,000",,0.2,L,BN,PP
2015,3,2,56,TALTAL,141,Huiro negro,"150,000",30,1,B,BN,CHD
2015,3,2,56,TALTAL,451,Lapa negra,"450,000",,0.015,L,BN,PP
2015,3,2,56,TALTAL,142,Huiro palo,"200,000",30,0.2,L,BN,PP
2015,3,2,56,TALTAL,236,Lenguado,"3,000,000",,0.03,L,BN,PP
2015,3,2,56,TALTAL,226,Cojinoba del norte,"2,000,000",,0.09,L,BN,PP
2015,3,2,56,TALTAL,227,Congrio colorado,"2,700,000",,0.8,B,BN,CHD
2015,3,2,56,TALTAL,141,Huiro negro,"150,000",30,3,B,BN,CHD
2015,3,2,56,TALTAL,142,Huiro palo,"180,000",30,0.1,B,BN,CHD
2015,3,2,56,TALTAL,451,Lapa negra,"450,000",,0.02,B,BN,CHD
2015,3,2,56,TALTAL,227,Congrio colorado,"3,000,000",,0.05,B,BN,CHD
2015,3,2,56,TALTAL,226,Cojinoba del norte,"2,000,000",,0.08,B,BN,CHD
2015,3,2,56,TALTAL,236,Lenguado,"3,000,000",,0.05,B,BN,CHD
2015,3,2,50,ANTOFAGASTA,451,Lapa negra,"1,000,000",,1,B,BN,CHD
2015,3,2,50,ANTOFAGASTA,485,Pulpo,"1,700,000",,1,B,BN,CHD
2015,3,2,50,ANTOFAGASTA,141,Huiro negro,"170,000",30,1,B,BN,CHD
2015,3,4,122,COQUIMBO,242,Merluza comun,"2,200,000",,0.44,L,BN,CHD
2015,3,4,122,COQUIMBO,234,Jurel,"2,000,000",,0.05,B,BN,CHD
2015,3,4,122,COQUIMBO,445,Jibia o calamar rojo,"150,000",,2.655,B,BN,CHD
2015,3,4,122,COQUIMBO,242,Merluza comun,"1,500,000",,0.53,B,BN,CHD
2015,3,4,122,COQUIMBO,234,Jurel,"2,000,000",,0.115,B,BN,CHD
2015,3,4,122,COQUIMBO,219,Cabinza,"1,000,000",,0.015,B,BN,CHD
2015,3,4,122,COQUIMBO,236,Lenguado,"4,000,000",,0.005,L,BN,CHD
2015,3,4,122,COQUIMBO,653,Jaiba peluda,"1,500,000",,0.007,L,BN,CHD
2015,3,5,230,SAN ANTONIO,445,Jibia o calamar rojo,"900,000",,,B -L,BN,PP
2015,3,5,230,SAN ANTONIO,651,Jaiba limon,"900,000",,,B,BN,CHD
2015,3,5,230,SAN ANTONIO,242,Merluza comun,"900,000",,,B -L,BN,CHD
2015,3,5,230,SAN ANTONIO,229,Congrio negro,"1,200,000",,,B -L,,
2015,3,5,230,SAN ANTONIO,228,Congrio dorado,"4,000,000",,,B,,
2015,3,5,230,SAN ANTONIO,282,Sierra,"1,200,000",,,B - L,,
2015,3,5,230,SAN ANTONIO,284,Tiburon o marrajo,"1,100,000",,,L,,
2015,3,5,230,SAN ANTONIO,266,Albacora o pez espada,"1,900,000",,,L ,BN,PP
2015,3,5,230,SAN ANTONIO,208,Atun aleta amarilla,"1,200,000",,,,,CHD
2015,3,5,230,SAN ANTONIO,230,Corvina,"2,500,000",,,B,,CHD
2015,3,5,230,SAN ANTONIO,242,Merluza comun,"900,000",,,L,BN,CHD
2015,3,5,230,SAN ANTONIO,242,Merluza comun,"1,500,000",,,B,BN,CHD
2015,3,5,230,SAN ANTONIO,229,Congrio negro,"1,200,000",,,O,BN,PP
2015,3,5,230,SAN ANTONIO,229,Congrio negro,"1,800,000",,,O,BN,PP
2015,3,5,230,SAN ANTONIO,236,Lenguado,"4,500,000",,,L,BN,CHD
2015,3,5,230,SAN ANTONIO,236,Lenguado,"5,500,000",,,L,BN,CHD
2015,3,5,230,SAN ANTONIO,282,Sierra,"900,000",,,L,BN,CHD
2015,3,5,230,SAN ANTONIO,282,Sierra,"1,500,000",,,O,BN,PP
2015,3,5,230,SAN ANTONIO,227,Congrio colorado,"2,000,000",,,O,BN,PP
2015,3,5,230,SAN ANTONIO,227,Congrio colorado,"3,500,000",,,O,BN,PP
2015,3,5,230,SAN ANTONIO,230,Corvina,"1,500,000",,,O,BN,PP
2015,3,5,230,SAN ANTONIO,230,Corvina,"3,000,000",,,O,BN,PP
2015,3,5,230,SAN ANTONIO,217,Bacalao de profundidad,"9,000,000",,,O,BN,PP
2015,3,5,230,SAN ANTONIO,217,Bacalao de profundidad,"9,200,000",,,O,BN,PP
2015,3,5,230,SAN ANTONIO,234,Jurel,"800,000",,,O,BN,PP
2015,3,5,230,SAN ANTONIO,234,Jurel,"1,000,000",,,B,BN,CHD
2015,3,6,246,BUCALEMU,242,Merluza comun,"892,857",,0.084,B,BN,CHD
2015,3,7,268,DUAO,274,Reineta,"1,000,000",,0.001,B,BN,CHD
2015,3,7,268,DUAO,230,Corvina,"1,300,000",,0.001,B,BN,CHD
2015,3,7,268,DUAO,242,Merluza comun,"550,000",,0.001,O,BN,PP
2015,3,7,268,DUAO,242,Merluza comun,"740,000",,0.001,O,BN,PP
2015,3,7,268,DUAO,242,Merluza comun,"555,000",,0.001,O,BN,PP
2015,3,7,268,DUAO,242,Merluza comun,"370,400",,0.001,B,BN,CHD
2015,3,7,268,DUAO,274,Reineta,"850,000",,0.001,B,BN,CHD
2015,3,7,268,DUAO,282,Sierra,"700,000",,0.001,B,BN,CHD
2015,3,7,268,DUAO,242,Merluza comun,"740,800",,0.001,O,BN,CHD
2015,3,7,268,DUAO,274,Reineta,"900,000",,0.001,O,BN,CHD
2015,3,7,268,DUAO,282,Sierra,"1,000,000",,0.001,O,BN,PP
2015,3,7,268,DUAO,242,Merluza comun,"740,800",,0.001,B,BN,CHD
2015,3,7,268,DUAO,274,Reineta,"1,400,000",,0.001,B,BN,CHD
2015,3,7,268,DUAO,282,Sierra,"500,000",,0.001,B,BN,PP
2015,3,7,636,MAGUILLINES,242,Merluza comun,"555,500",,1,B,BN,CHD
2015,3,7,637,RIO MAULE,270,Robalo,"1,500,000",,1,B,BN,CHD
2015,3,7,637,RIO MAULE,238,Lisa,"1,200,000",,1,B,BN,CHD
2015,3,7,637,RIO MAULE,230,Corvina,"1,500,000",,1,B,BN,CHD
2015,3,8,336,SAN VICENTE,644,Picoroco,"520,000",,0.55,B,BN,CHD
2015,3,8,336,SAN VICENTE,451,Lapa negra,"1,000,000",,0.35,B - L,BN,CHD
2015,3,8,336,SAN VICENTE,425,Cholga,"400,000",,0.6,B - L,BN,CHD
2015,3,8,336,SAN VICENTE,653,Jaiba peluda,"1,500,000",,0.2,B - L,BN,CHD
2015,3,8,336,SAN VICENTE,820,Piure,"240,000",,0.8,B - L,BN,CHD
2015,3,8,336,SAN VICENTE,644,Picoroco,"450,000",,0.5,B,BN,CHD
2015,3,8,336,SAN VICENTE,820,Piure,"250,000",,0.9,B,BN,CHD
2015,3,8,310,TOME,227,Congrio colorado,"2,000,000",,0.06,B - L,BN,CHD
2015,3,8,310,TOME,242,Merluza comun,"892,000",,0.02,B - L,BN,CHD
2015,3,8,310,TOME,274,Reineta,"500,000",,0.02,B,BN,CHD
2015,3,8,310,TOME,230,Corvina,"3,000,000",,0.01,B,BN,CHD
2015,3,8,310,TOME,236,Lenguado,"2,500,000",,0.01,B - L,BN,CHD
2015,3,8,310,TOME,227,Congrio colorado,"2,000,000",,0.06,B - L,BN,CHD
2015,3,8,310,TOME,242,Merluza comun,"892,000",,0.02,L,BN,CHD
2015,3,8,310,TOME,274,Reineta,"500,000",,0.02,L,BN,CHD
2015,3,8,310,TOME,230,Corvina,"3,000,000",,0.01,B - L,BN,CHD
2015,3,8,310,TOME,236,Lenguado,"2,500,000",,0.01,B - L,BN,CHD
2015,3,8,316,LIRQUEN,130,Pelillo,"70,000",45,0.33,O,BN,CHD
2015,3,8,316,LIRQUEN,115,Chasca,"300,000",30,0.4,O,BN,CHD
2015,3,8,316,LIRQUEN,425,Cholga,"330,000",,0.04,B,BN,CHD
2015,3,8,350,LO ROJAS,655,Jaiba remadora,"820,000",,0.1,O,BN,CHD
2015,3,8,350,LO ROJAS,260,Pejerrey de mar,"300,000",,0.1,B,BN,CHD
2015,3,8,350,LO ROJAS,227,Congrio colorado,"2,900,000",,0.4,B,BN,CHD
2015,3,8,350,LO ROJAS,229,Congrio negro,"1,700,000",,1.7,B,BN,CHD
2015,3,8,350,LO ROJAS,654,Jaiba marmola,"960,000",,1.6,B,BN,CHD
2015,3,8,350,LO ROJAS,444,Huepo o navaja de mar,"960,000",,10.5,B,BN,CHD
2015,3,8,350,LO ROJAS,465,Navajuela,"480,000",,1,B,BN,CHD
2015,3,8,350,LO ROJAS,406,Almeja,"250,000",,0.1,B,BN,CHD
2015,3,8,350,LO ROJAS,213,Blanquillo,"400,000",,0.3,B,BN,CHD
2015,3,8,350,LO ROJAS,234,Jurel,"350,000",,0.6,B,BN,CHD
2015,3,8,350,LO ROJAS,407,Taquilla,"80,000",,4,B,BN,CHD
2015,3,8,350,LO ROJAS,242,Merluza comun,"400,000",,2,B,BN,CHD
2015,3,8,350,LO ROJAS,230,Corvina,"3,100,000",,0.8,B,BN,CHD
2015,3,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.1,B,BN,CHD
2015,3,8,350,LO ROJAS,820,Piure,"450,000",,0.1,B,BN,CHD
2015,3,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.2,B,BN,CHD
2015,3,8,350,LO ROJAS,445,Jibia o calamar rojo,"140,000",,10,B,BN,CHD
2015,3,8,350,LO ROJAS,236,Lenguado,"4,500,000",,1,B,BN,CHD
2015,3,8,350,LO ROJAS,274,Reineta,"900,000",,5,B,BN,CHD
2015,3,8,350,LO ROJAS,655,Jaiba remadora,"820,000",,0.3,B,BN,CHD
2015,3,8,350,LO ROJAS,260,Pejerrey de mar,"300,000",,,B,BN,CHD
2015,3,8,350,LO ROJAS,227,Congrio colorado,"2,900,000",,1,B,BN,CHD
2015,3,8,350,LO ROJAS,229,Congrio negro,"1,700,000",,2.5,B,BN,CHD
2015,3,8,350,LO ROJAS,654,Jaiba marmola,"960,000",,0.1,B,BN,CHD
2015,3,8,350,LO ROJAS,444,Huepo o navaja de mar,"960,000",,2,B,BN,CHD
2015,3,8,350,LO ROJAS,465,Navajuela,"480,000",,1.5,B,BN,CHD
2015,3,8,350,LO ROJAS,406,Almeja,"250,000",,0.1,B,BN,CHD
2015,3,8,350,LO ROJAS,213,Blanquillo,"400,000",,0.1,B,BN,CHD
2015,3,8,350,LO ROJAS,234,Jurel,"350,000",,0.2,B,BN,CHD
2015,3,8,350,LO ROJAS,407,Taquilla,"80,000",,5,B,BN,CHD
2015,3,8,350,LO ROJAS,242,Merluza comun,"400,000",,1,B,BN,CHD
2015,3,8,350,LO ROJAS,230,Corvina,"3,100,000",,0.5,B,BN,CHD
2015,3,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.2,B,BN,PP
2015,3,8,350,LO ROJAS,820,Piure,"450,000",,0.1,B,BN,PP
2015,3,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.3,B,BN,CHD
2015,3,8,350,LO ROJAS,445,Jibia o calamar rojo,"140,000",,3,B -L,BN,CHD-PP
2015,3,8,350,LO ROJAS,236,Lenguado,"4,500,000",,0.1,B -L,BN,CHD-PP
2015,3,8,350,LO ROJAS,274,Reineta,"900,000",,2,B,BN,CHD
2015,3,8,374,LEBU,274,Reineta,"1,000,000",,101,B - L,BN,CHD
2015,3,8,374,LEBU,217,Bacalao de profundidad,"8,800,000",,1,B -L,BN,CHD-PP
2015,3,8,374,LEBU,274,Reineta,"1,200,000",,119,B,BN,CHD-PP
2015,3,9,388,QUEULE,282,Sierra,"250,000",,1,B,BN,CHD-PP
2015,3,9,388,QUEULE,230,Corvina,"1,600,000",,1,B,BN,CHD
2015,3,9,388,QUEULE,226,Cojinoba del norte,"1,000,000",,1,B,BN,CHD
2015,3,9,388,QUEULE,258,Pejegallo,"600,000",,1,B - L,BN,CHD-PP
2015,3,9,388,QUEULE,274,Reineta,"700,000",,1,B,BN,CHD - PP
2015,3,10,573,LA VEGA,425,Cholga,"300,000",,2,L,BN,CHD - PP
2015,3,10,573,LA VEGA,440,Culengue,"500,000",,2.01,B - L,BN,CHD
2015,3,10,474,DALCAHUE,258,Pejegallo,"450,000",,0.27,,,CHD
2015,3,10,474,DALCAHUE,486,Pulpo del Sur,"1,200,000",,0.263,,,PP
2015,3,10,474,DALCAHUE,616,Centolla,"2,800,000",,0.738,,,PP
2015,3,10,474,DALCAHUE,258,Pejegallo,"450,000",,0.453,,,CHD
2015,3,10,474,DALCAHUE,486,Pulpo del Sur,"1,300,000",,0.344,,,PP
2015,3,10,474,DALCAHUE,244,Merluza del sur,"1,000,000",,5.46,,,PP
2015,3,10,474,DALCAHUE,228,Congrio dorado,"1,200,000",,0.155,,,PP
2015,3,10,474,DALCAHUE,616,Centolla,"2,900,000",,4.5,,,PP
2015,3,10,474,DALCAHUE,405,Juliana o tawera,"140,000",,9.7,,,PP
2015,3,10,474,DALCAHUE,405,Juliana o tawera,"140,000",,9,,,PP
2015,3,10,474,DALCAHUE,274,Reineta,"1,500,000",,11,,,CHD
2015,3,11,514,PUERTO AYSﾄN,406,Almeja,"400,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,486,Pulpo del Sur,"900,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,267,Puye,"8,500,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,425,Cholga,"140,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,435,Choro,"140,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,430,Chorito,"140,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,270,Robalo,"700,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,440,Culengue,"250,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,244,Merluza del sur,"1,100,000",,2.122,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,228,Congrio dorado,"1,000,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,268,Raya,"900,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,275,Sardina austral,"50,000",,99.13,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,654,Jaiba marmola,"170,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,616,Centolla,"2,400,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,137,Luga negra,"160,000",30,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,136,Luga roja,"290,000",30,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,810,Erizo,"210,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,406,Almeja,"400,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,486,Pulpo del Sur,"900,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,267,Puye,"8,500,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,425,Cholga,"140,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,435,Choro,"140,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,430,Chorito,"140,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,270,Robalo,"700,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,440,Culengue,"250,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,244,Merluza del sur,"1,100,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,228,Congrio dorado,"1,000,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,268,Raya,"1,000,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,275,Sardina austral,"50,000",,94.92,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,654,Jaiba marmola,"170,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,616,Centolla,"2,400,000",,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,137,Luga negra,"160,000",30,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,136,Luga roja,"290,000",30,,L,BN,PP
2015,3,11,514,PUERTO AYSﾄN,810,Erizo,"210,000",,,L,BN,PP
2015,3,12,534,PUNTA ARENAS,620,Centollon,"600,000",,6.24,B,BN,CHD - PP
2015,3,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"650,000",,2.55,B,BN,CHD
2015,3,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"650,000",,2.9,B,BN,CHD - PP
2015,3,12,534,PUNTA ARENAS,810,Erizo,"483,000",,0.84,L,BN,CHD - PP
2015,3,12,534,PUNTA ARENAS,810,Erizo,"450,000",,5.37,B,BN,CHD
2015,3,12,534,PUNTA ARENAS,810,Erizo,"333,000",,5.75,B - L,BN,CHD - PP
2015,3,12,534,PUNTA ARENAS,620,Centollon,"550,000",,8.24,B - L,BN,CHD - PP
2015,3,12,534,PUNTA ARENAS,620,Centollon,"600,000",,2.8,B - L,BN,CHD - PP
2015,3,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"759,000",,1.72,B,BN,CHD
2015,3,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"600,000",,5.94,B,BN,CHD
2015,3,12,236,PUERTO NATALES,475,Ostion del Sur,"775,000",,69,B - L,BN,CHD - PP
2015,3,12,236,PUERTO NATALES,228,Congrio dorado,"1,200,000",,1.8,B,BN,CHD - PP
2015,3,12,236,PUERTO NATALES,244,Merluza del sur,"1,300,000",,2.27,B,BN,CHD - PP
2015,3,12,236,PUERTO NATALES,270,Robalo,"1,000,000",,0.2,B,BN,CHD
2015,3,12,236,PUERTO NATALES,810,Erizo,"400,000",,180,B,BN,CHD
2015,3,12,236,PUERTO NATALES,244,Merluza del sur,"1,300,000",,2,B - L,BN,CHD - PP
2015,3,12,236,PUERTO NATALES,270,Robalo,"1,000,000",,0.3,B,BN,CHD - PP
2015,4,15,4,ARICA,382,Pichibueno,"2,500,000",,0.02,L,BN,CHD - PP
2015,4,15,4,ARICA,820,Piure,"600,000",,0.05,B - L,BN,CHD
2015,4,15,4,ARICA,451,Lapa negra,"1,500,000",,0.03,B,BN,CHD - PP
2015,4,15,4,ARICA,280,Sargo,"2,500,000",,0.03,B,BN,CHD
2015,4,15,4,ARICA,406,Almeja,"500,000",,0.04,B,BN,CHD - PP
2015,4,15,4,ARICA,435,Choro,"300,000",,0.05,L,BN,CHD-PP
2015,4,15,4,ARICA,211,Azulejo,"2,000,000",,0.08,B,BN,CHD
2015,4,15,4,ARICA,272,Roncacho,"1,000,000",,0.04,B - L,BN,CHD - PP
2015,4,15,4,ARICA,230,Corvina,"3,500,000",,0.03,B - L,BN,CHD
2015,4,1,8,RIQUELME,289,Vidriola,"3,000,000",,0.037,L,BN,PP
2015,4,1,8,RIQUELME,231,Dorado,"1,800,000",,0.042,B - L,BN,CHD
2015,4,1,8,RIQUELME,284,Tiburon o marrajo,"3,000,000",,0.16,L,,CHD
2015,4,1,8,RIQUELME,211,Azulejo,"800,000",,0.07,L,,CHD
2015,4,1,10,CAVANCHA,229,Congrio negro,"2,000,000",,0.05,L,,CHD
2015,4,1,10,CAVANCHA,221,Cabrilla comun,"1,500,000",,0.1,L,,CHD
2015,4,1,10,CAVANCHA,291,Vilagay,"1,500,000",,0.15,L,,CHD
2015,4,2,46,TOCOPILLA,485,Pulpo,"2,000,000",,0.2,,,
2015,4,2,46,TOCOPILLA,451,Lapa negra,"800,000",,0.2,,,
2015,4,2,46,TOCOPILLA,142,Huiro palo,"280,000",30,6,O,BN,PP
2015,4,2,46,TOCOPILLA,141,Huiro negro,"180,000",30,3.5,O,BN,PP
2015,4,2,46,TOCOPILLA,145,Huiro,"100,000",30,3.5,O,BN,PP
2015,4,2,60,MEJILLONES,141,Huiro negro,"160,000",30,5,O,BN,PP
2015,4,2,60,MEJILLONES,142,Huiro palo,"400,000",30,2.057,O,BN,PP
2015,4,2,60,MEJILLONES,485,Pulpo,"2,000,000",,0.12,O,BN,PP
2015,4,2,60,MEJILLONES,141,Huiro negro,"150,000",30,10,O,BN,PP
2015,4,2,60,MEJILLONES,142,Huiro palo,"400,000",30,7.07,O,BN,PP
2015,4,2,60,MEJILLONES,485,Pulpo,"2,000,000",,0.15,O,BN,PP
2015,4,2,56,TALTAL,141,Huiro negro,"220,000",30,2.5,O,BN,PP
2015,4,2,56,TALTAL,451,Lapa negra,"500,000",,0.02,L,BN,PP
2015,4,2,56,TALTAL,142,Huiro palo,"300,000",30,0.5,L,BN,PP
