PRECIOS DE PRIMERA TRANSACCIÓN ,,,,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AÑO,MES,REGIÓN,Caleta,Nom_caleta,Especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO,,,
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP,,,
2008,4,V,230,SAN ANTONIO,242,Merluza común,"500,000",,0.750,B,BN,CHD,,,
2008,4,V,230,SAN ANTONIO,242,Merluza común,"600,000",,0.100,B,BN,CHD,,,
2008,4,V,212,MONTEMAR,242,Merluza común,"750,000",,3.328,B,BN,CHD,,,
2008,4,V,212,MONTEMAR,282,Sierra,"375,000",,1.224,B,BN,CHD,,,
2008,4,V,212,MONTEMAR,276,Sardina común,"278,000",,0.720,B,BN,CHD,,,
2008,4,V,212,MONTEMAR,242,Merluza común,"100,000",,2.476,B,BN,CHD,,,
2008,4,V,212,MONTEMAR,282,Sierra,"375,000",,0.560,B,BN,CHD,,,
2008,4,V,224,HANGA PIKO,202,Atún ojos grandes,"4,000,000",,0.045,B,BN,CHD,,,
2008,4,V,224,HANGA PIKO,208,Atún aleta amarilla,"4,000,000",,0.215,B,BN,CHD,,,
2008,4,V,224,HANGA PIKO,247,Matahuira,"3,500,000",,0.030,B,BN,CHD,,,
2008,4,V,224,HANGA PIKO,269,Remoremo,"3,500,000",,0.025,B,BN,CHD,,,
2008,4,V,224,HANGA PIKO,288,Toremo,"4,000,000",,0.021,B,BN,CHD,,,
2008,4,V,224,HANGA PIKO,208,Atún aleta amarilla,"4,000,000",,0.030,B,BN,CHD,,,
2008,4,V,224,HANGA PIKO,245,Nanué,"3,500,000",,0.030,B,BN,CHD,,,
2008,4,V,224,HANGA PIKO,250,Popoo,"3,500,000",,0.055,B,BN,CHD,,,
2008,4,V,224,HANGA PIKO,251,Ruhi,"3,500,000",,0.050,B,BN,CHD,,,
2008,4,V,224,HANGA PIKO,247,Matahuira,"3,500,000",,0.025,B,BN,CHD,,,
2008,4,V,224,HANGA PIKO,269,Remoremo,"3,500,000",,0.050,B,BN,CHD,,,
2008,4,V,222,HANGA ROA,282,Sierra,"3,000,000",,0.090,B,BN,CHD,,,
2008,4,V,222,HANGA ROA,208,Atún aleta amarilla,"4,000,000",,0.030,B,BN,CHD,,,
2008,4,V,222,HANGA ROA,269,Remoremo,"3,500,000",,0.025,B,BN,CHD,,,
2008,4,V,222,HANGA ROA,245,Nanué,"3,500,000",,0.120,B,BN,CHD,,,
2008,4,V,222,HANGA ROA,250,Popoo,"3,500,000",,0.020,B,BN,CHD,,,
2008,4,V,222,HANGA ROA,282,Sierra,"3,000,000",,0.060,B,BN,CHD,,,
2008,4,V,225,LA PEROUSSE,208,Atún aleta amarilla,"4,000,000",,0.105,B,BN,CHD,,,
2008,4,V,225,LA PEROUSSE,243,Konso,"1,000,000",,0.025,B,BN,CHD,,,
2008,4,V,225,LA PEROUSSE,245,Nanué,"2,500,000",,0.050,B,BN,CHD,,,
2008,4,V,225,LA PEROUSSE,282,Sierra,"3,000,000",,0.150,B,BN,CHD,,,
2008,4,V,225,LA PEROUSSE,226,Cojinoba del norte,"3,600,000",,0.025,B,BN,CHD,,,
2008,4,V,225,LA PEROUSSE,247,Matahuira,"3,500,000",,0.070,B,BN,CHD,,,
2008,4,V,225,LA PEROUSSE,250,Popoo,"3,000,000",,0.033,B,BN,CHD,,,
2008,4,V,225,LA PEROUSSE,245,Nanué,"3,500,000",,0.070,B,BN,CHD,,,
2008,4,V,225,LA PEROUSSE,269,Remoremo,"3,500,000",,0.025,B,BN,CHD,,,
2008,4,V,223,HOTU ITI,208,Atún aleta amarilla,"4,000,000",,0.065,B,BN,CHD,,,
2008,4,V,223,HOTU ITI,269,Remoremo,"3,500,000",,0.025,B,BN,CHD,,,
2008,4,V,223,HOTU ITI,282,Sierra,"3,000,000",,0.040,B,BN,CHD,,,
2008,4,V,223,HOTU ITI,245,Nanué,"3,500,000",,0.125,B,BN,CHD,,,
2008,4,V,221,VAIHÚ,226,Cojinoba del norte,"3,500,000",,0.025,B,BN,CHD,,,
2008,4,V,221,VAIHÚ,243,Konso,"1,000,000",,0.020,B,BN,CHD,,,
2008,4,V,221,VAIHÚ,247,Matahuira,"3,500,000",,0.035,B,BN,CHD,,,
2008,4,V,221,VAIHÚ,282,Sierra,"3,000,000",,0.070,B,BN,CHD,,,
2008,4,V,221,VAIHÚ,226,Cojinoba del norte,"3,500,000",,0.021,B,BN,CHD,,,
2008,4,V,221,VAIHÚ,245,Nanué,"3,000,000",,0.130,B,BN,CHD,,,
2008,4,V,221,VAIHÚ,247,Matahuira,"3,500,000",,0.035,B,BN,CHD,,,
2008,4,VI,256,BOCA DE RAPEL,238,Lisa,"800,000",,0.050,B,BN,CHD,,,
2008,4,VI,256,BOCA DE RAPEL,270,Róbalo,"1,000,000",,0.106,B,BN,CHD,,,
2008,4,VI,256,BOCA DE RAPEL,236,Lenguado,"5,000,000",,0.002,B,BN,CHD,,,
2008,4,VI,256,BOCA DE RAPEL,145,Huiro  (Macrocystis spp),"120,000",,0.960,O,BN,C DE CULTIVO,,,
2008,4,VI,254,BUCALEMU,242,Merluza común,"821,000",,0.560,B,BN,CHD,,,
2008,4,VI,250,MATANZAS,230,Corvina,"1,500,000",,0.030,B,BN,CHD,,,
2008,4,VI,250,MATANZAS,286,Tollo,"500,000",,0.020,B,BN,CHD,,,
2008,4,VI,250,MATANZAS,258,Pejegallo,"1,000,000",,0.250,B,BN,CHD,,,
2008,4,VI,250,MATANZAS,242,Merluza común,"428,000",,0.300,B,BN,CHD,,,
2008,4,VI,246,PICHILEMU,110,Cochayuyo,"785,000",,0.517,O,AM,CHD,,,
2008,4,VI,246,PICHILEMU,242,Merluza común,"714,000",,0.020,B,BN,CHD,,,
2008,4,VI,246,PICHILEMU,227,Congrio colorado,"2,000,000",,0.050,B,BN,CHD,,,
2008,4,VI,246,PICHILEMU,655,Jaiba remadora,"1,500,000",,0.070,B,BN,CHD,,,
2008,4,VI,246,PICHILEMU,230,Corvina,"1,800,000",,0.020,B,BN,CHD,,,
2008,4,VI,246,PICHILEMU,286,Tollo,"1,000,000",,0.020,B,BN,CHD,,,
2008,4,VII,268,DUAO,242,Merluza común,"482,000",,10.000,B,BN,CHD,,,
2008,4,VII,268,DUAO,242,Merluza común,"297,000",,13.000,B,BN,CHD,,,
2008,4,VII,276,LOS PELLINES,242,Merluza común,"592,000",,2.410,O,BN,CHD,,,
2008,4,VII,276,LOS PELLINES,242,Merluza común,"500,000",,4.860,B,BN,CHD,,,
2008,4,VII,636,PTO. MAGUILLINES,242,Merluza común,"514,000",,9.315,O,BN,CHD,,,
2008,4,VII,637,RIO MAULE,217,Bacalao de profundidad,"4,800,000",,0.935,L,BN,PP,,,
2008,4,VIII,310,TOME,282,Sierra,"1,250,000",,0.108,B,BN,CHD,,,
2008,4,VIII,310,TOME,242,Merluza común,"700,000",,0.150,B,BN,CHD,,,
2008,4,VIII,310,TOME,406,Almeja,"312,500",,0.100,B,BN,CHD,,,
2008,4,VIII,310,TOME,425,Cholga,"454,000",,0.090,B,BN,CHD,,,
2008,4,VIII,310,TOME,450,Lapa,"830,000",,0.050,B,BN,CHD,,,
2008,4,VIII,310,TOME,465,Navajuela,"200,000",,0.070,B,BN,CHD,,,
2008,4,VIII,310,TOME,820,Piure,"120,000",,0.100,B,BN,CHD,,,
2008,4,VIII,310,TOME,640,Jaiba,"250,000",,0.070,B,BN,CHD,,,
2008,4,VIII,310,TOME,135,Luga - luga,"100,000",,0.100,O,BN,PP,,,
2008,4,VIII,310,TOME,282,Sierra,"1,250,000",,0.108,B,BN,CHD,,,
2008,4,VIII,310,TOME,242,Merluza común,"700,000",,0.100,B,BN,CHD,,,
2008,4,VIII,310,TOME,406,Almeja,"312,500",,0.096,,,,,,
2008,4,VIII,310,TOME,425,Cholga,"454,000",,0.060,,,,,,
2008,4,VIII,310,TOME,450,Lapa,"830,000",,0.010,,,,,,
2008,4,VIII,310,TOME,455,Loco,"2,351,714",,2.100,B,AM,CHD,,,
2008,4,VIII,310,TOME,465,Navajuela,"200,000",,0.030,B,BN,CHD,,,
2008,4,VIII,310,TOME,820,Piure,"120,000",,0.100,B,BN,CHD,,,
2008,4,VIII,310,TOME,640,Jaiba,"250,000",,0.050,B,BN,CHD,,,
2008,4,VIII,310,TOME,135,Luga - luga,"150,000",,0.100,O,BN,PP,,,
2008,4,VIII,324,TALCAHUANO,644,Picoroco,"2,000,000",,0.006,B,BN,CHD,,,
2008,4,VIII,324,TALCAHUANO,445,Jibia,"188,000",,0.020,B,,CHD,,,
2008,4,VIII,324,TALCAHUANO,465,Navajuela,"2,000,000",,0.007,B,BN,CHD,,,
2008,4,VIII,324,TALCAHUANO,242,Merluza común,"2,000,000",,0.050,B,,CHD,,,
2008,4,VIII,324,TALCAHUANO,238,Lisa,"1,400,000",,0.010,B,,CHD,,,
2008,4,VIII,324,TALCAHUANO,260,Pejerrey de mar,"2,000,000",,0.040,B,,CHD,,,
2008,4,VIII,324,TALCAHUANO,229,Congrio negro,"1,500,000",,0.005,B,,CHD,,,
2008,4,VIII,324,TALCAHUANO,282,Sierra,"1,500,000",,0.060,B,,CHD,,,
2008,4,VIII,324,TALCAHUANO,230,Corvina,"1,500,000",,0.030,B,,CHD,,,
2008,4,VIII,324,TALCAHUANO,270,Róbalo,"1,500,000",,0.006,B,,CHD,,,
2008,4,VIII,324,TALCAHUANO,110,Cochayuyo,"800,000",,0.005,B,BN,CHD,,,
2008,4,VIII,324,TALCAHUANO,820,Piure,"250,000",,0.015,B,BN,CHD,,,
2008,4,VIII,324,TALCAHUANO,420,Carcol trumulco,"500,000",,0.050,B,BN,CHD,,,
2008,4,VIII,324,TALCAHUANO,425,Cholga,"600,000",,0.150,B,BN,CHD,,,
2008,4,VIII,324,TALCAHUANO,440,Culengue,"1,000,000",,0.100,B,BN,CHD,,,
2008,4,VIII,324,TALCAHUANO,465,Navajuela,"700,000",,0.040,B,BN,CHD,,,
2008,4,VIII,324,TALCAHUANO,260,Pejerrey de mar,"1,000,000",,0.020,B,BN,CHD,,,
2008,4,VIII,324,TALCAHUANO,653,Jaiba peluda,"750,000",,0.010,B,BN,CHD,,,
2008,4,VIII,324,TALCAHUANO,657,Jaiba patuda,"600,000",,0.020,B,BN,CHD,,,
2008,4,VIII,324,TALCAHUANO,810,Erizo,"1,000,000",,0.010,B,BN,CHD,,,
2008,4,VIII,324,TALCAHUANO,820,Piure,"400,000",,0.100,B,BN,CHD,,,
2008,4,VIII,336,SAN VICENTE,242,Merluza común,"750,000",,1.200,L,BN,PP,,,
2008,4,VIII,350,LO ROJAS,655,Jaiba remadora,"1,200,000",,0.950,B - L,BN,CHD,,,
2008,4,VIII,350,LO ROJAS,260,Pejerrey de mar,"600,000",,0.750,B - L,BN,CHD,,,
2008,4,VIII,350,LO ROJAS,227,Congrio colorado,"1,900,000",,0.250,B,BN,CHD,,,
2008,4,VIII,350,LO ROJAS,229,Congrio negro,"1,500,000",,0.410,B,BN,CHD,,,
2008,4,VIII,350,LO ROJAS,270,Róbalo,"1,000,000",,0.340,B,BN,CHD,,,
2008,4,VIII,350,LO ROJAS,238,Lisa,"1,200,000",,0.230,B,BN,CHD,,,
2008,4,VIII,350,LO ROJAS,444,Huepo o navaja de mar,"1,100,000",,0.850,B,BN,PP,,,
2008,4,VIII,350,LO ROJAS,465,Navajuela,"450,000",,1.500,B,BN,PP,,,
2008,4,VIII,350,LO ROJAS,406,Almeja,"430,000",,1.500,B,BN,CHD,,,
2008,4,VIII,350,LO ROJAS,213,Blanquillo,"1,000,000",,0.250,B,BN,CHD,,,
2008,4,VIII,350,LO ROJAS,234,Jurel,"780,000",,1.700,B - L,BN,CHD,,,
2008,4,VIII,350,LO ROJAS,258,Pejegallo,"1,200,000",,0.550,B,BN,CHD,,,
2008,4,VIII,350,LO ROJAS,654,Jaiba marmola,"1,300,000",,0.560,B,BN,CHD,,,
2008,4,VIII,350,LO ROJAS,260,Pejerrey de mar,"1,200,000",,0.890,B - L,BN,CHD,,,
2008,4,VIII,350,LO ROJAS,227,Congrio colorado,"1,500,000",,0.410,B,BN,CHD,,,
2008,4,VIII,350,LO ROJAS,229,Congrio negro,"1,350,000",,0.230,B,BN,CHD,,,
2008,4,VIII,350,LO ROJAS,465,Navajuela,"480,000",,0.460,B,BN,PP,,,
2008,4,VIII,350,LO ROJAS,444,Huepo o navaja de mar,"1,300,000",,0.740,B,BN,PP,,,
2008,4,VIII,350,LO ROJAS,242,Merluza común,"1,300,000",,0.540,L,BN,CHD,,,
2008,4,VIII,374,LEBU,242,Merluza común,"599,000",,0.369,B,BN,CHD,,,
2008,4,VIII,374,LEBU,234,Jurel,"480,000",,0.250,B,BN,CHD,,,
2008,4,VIII,374,LEBU,266,Albacora,"3,200,000",,8.768,L,BN,PP,,,
2008,4,VIII,374,LEBU,242,Merluza común,"350,000",,1.936,B,BN,CHD,,,
2008,4,X,494,QUELLON,654,Jaiba marmola,"180,000",,2.700,O,,PP,,,
2008,4,X,494,QUELLON,810,Erizo,"220,000",,2.400,O,BN,PP,,,
2008,4,X,494,QUELLON,270,Róbalo,"400,000",,0.150,O,,CHD,,,
2008,4,X,494,QUELLON,258,Pejegallo,"720,000",,0.350,O,,CHD,,,
2008,4,X,494,QUELLON,406,Almeja,"160,000",,14.900,O,BN,PP,,,
2008,4,X,494,QUELLON,654,Jaiba marmola,"775,000",,2.900,O,BN,PP,,,
2008,4,X,494,QUELLON,810,Erizo,"250,000",,1.550,O,BN,PP,,,
2008,4,X,494,QUELLON,485,Pulpo,"1,300,000",,0.300,O,,PP,,,
2008,4,XI,514,PTO. CHACABUCO,244,Merluza del sur o austral,"1,200,000",,0.417,L/M,,PP,,,
2008,4,XI,514,PTO. CHACABUCO,228,Congrio dorado,"800,000",,0.298,L/M,,PP,,,
2008,4,XI,514,PTO. CHACABUCO,244,Merluza del sur o austral,"1,300,000",,4.183,L/M,,PP,,,
2008,4,XII,534,PUNTA ARENAS,244,Merluza del sur o austral,"1,200,000",,8.210,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,228,Congrio dorado,"900,000",,1.220,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,200,000",,0.270,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,400,000",,1.430,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,268,Raya volantín,"1,000,000",,1.150,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,620,Centollón,"500,000",,3.660,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,620,Centollón,"450,000",,8.770,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,620,Centollón,"550,000",,3.500,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,444,Huepo o navaja de mar,"600,000",,3.850,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,810,Erizo,"222,000",,19.480,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,810,Erizo,"306,000",,10.910,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,810,Erizo,"324,000",,5.930,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,810,Erizo,"333,000",,5.200,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,810,Erizo,"364,000",,14.280,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,810,Erizo,"474,000",,2.260,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,244,Merluza del sur o austral,"1,200,000",,5.250,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,000,000",,0.380,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,400,000",,0.250,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,268,Raya volantín,"1,000,000",,0.170,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,620,Centollón,"470,000",,5.710,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,620,Centollón,"500,000",,2.450,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,444,Huepo o navaja de mar,"600,000",,2.610,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,810,Erizo,"222,000",,17.730,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,810,Erizo,"306,000",,14.280,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,810,Erizo,"324,000",,6.070,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,810,Erizo,"334,000",,17.370,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,810,Erizo,"389,000",,12.770,O,BN,PP,,,
2008,4,XII,534,PUNTA ARENAS,810,Erizo,"394,000",,5.280,O,BN,PP,,,
2008,4,XII,536,PTO. NATALES,244,Merluza del sur o austral,"1,000,000",,52.600,O,BN,PP,,,
2008,4,XII,536,PTO. NATALES,228,Congrio dorado,"1,000,000",,1.200,B,BN,CHD,,,
2008,4,XII,536,PTO. NATALES,268,Raya volantín,"1,000,000",,1.300,O,BN,PP,,,
2008,4,XII,536,PTO. NATALES,270,Róbalo,"1,000,000",,0.500,L - B,BN,CHD,,,
2008,4,XII,536,PTO. NATALES,406,Almeja,"100,000",,4.000,B,BN,CHD,,,
2008,4,XII,536,PTO. NATALES,430,Chorito,"150,000",,23.000,L - B,BN,CHD,,,
2008,4,XII,536,PTO. NATALES,425,Cholga,"150,000",,5.000,L - B,BN,CHD,,,
2008,4,XII,536,PTO. NATALES,810,Erizo,"222,000",,35.000,L,BN,PP,,,
2008,4,XII,536,PTO. NATALES,244,Merluza del sur o austral,"1,000,000",,20.000,L,BN,PP,,,
2008,4,XII,536,PTO. NATALES,810,Erizo,"222,000",,50.000,L,BN,PP,,,
2008,4,XIV,410,LOS MOLINOS,227,Congrio colorado,"1,700,000",,0.200,O,,CHD,,,
2008,4,XIV,410,LOS MOLINOS,242,Merluza común,"1,000,000",,0.350,O,,CHD,,,
2008,4,XIV,410,LOS MOLINOS,270,Róbalo,"900,000",,0.300,O,,CHD,,,
2008,4,XIV,410,LOS MOLINOS,406,Almeja,"600,000",,0.400,O,BN,CHD,,,
2008,4,XIV,410,LOS MOLINOS,425,Cholga,"300,000",,0.350,O,BN,CHD,,,
2008,4,XIV,410,LOS MOLINOS,430,Chorito,"500,000",,0.200,O,BN,CHD,,,
2008,4,XIV,410,LOS MOLINOS,435,Choro,"300,000",,0.350,O,BN,CHD,,,
2008,4,XIV,410,LOS MOLINOS,465,Navajuela,"700,000",,0.360,O,BN,CHD,,,
2008,4,XIV,410,LOS MOLINOS,227,Congrio colorado,"1,000,000",,0.300,O,,CHD,,,
2008,4,XIV,410,LOS MOLINOS,242,Merluza común,"1,000,000",,0.250,O,,CHD,,,
2008,4,XIV,410,LOS MOLINOS,406,Almeja,"600,000",,0.080,O,BN,CHD,,,
2008,4,XIV,410,LOS MOLINOS,430,Chorito,"200,000",,0.500,O,BN,CHD,,,
2008,4,XIV,410,LOS MOLINOS,435,Choro,"350,000",,0.300,O,BN,CHD,,,
2008,4,XIV,410,LOS MOLINOS,465,Navajuela,"150,000",,0.350,O,BN,CHD,,,
2008,4,XIV,412,NIEBLA,228,Congrio dorado,"1,500,000",,0.090,B,,CHD,,,
2008,4,XIV,412,NIEBLA,230,Corvina,"1,000,000",,0.200,B,,CHD,,,
2008,4,XIV,412,NIEBLA,258,Pejegallo,"600,000",,0.090,B,,CHD,,,
2008,4,XIV,412,NIEBLA,465,Navajuela,"300,000",,0.030,B,AM,CHD,,,
2008,4,XIV,412,NIEBLA,227,Congrio colorado,"1,000,000",,0.250,B,,PP,,,
2008,4,XIV,412,NIEBLA,270,Róbalo,"1,000,000",,0.200,B,,PP,,,
2008,4,XIV,412,NIEBLA,406,Almeja,"500,000",,0.120,B,BN,PP,,,
2008,4,XIV,412,NIEBLA,430,Chorito,"250,000",,0.300,B,BN,PP,,,
2008,4,XIV,412,NIEBLA,435,Choro,"350,000",,0.250,B,BN,PP,,,
2008,4,XIV,412,NIEBLA,465,Navajuela,"600,000",,0.090,B,BN,PP,,,
2008,4,XV,2,ARICA,232,Acha,"3,000,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,266,Albacora,"2,000,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,207,Apañado,"1,800,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,210,Ayanque,"1,000,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,211,Azulejo,"800,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,219,Cabinza,"800,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,220,Cabrilla,"1,500,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,252,Vieja o mulata,"1,800,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,262,Pejeperro,"1,700,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,260,Pejerrey de mar,"800,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,271,Rococo,"1,100,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,272,Roncacho,"800,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,280,Sargo,"1,200,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,284,Tiburon o marrajo,"1,600,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,425,Cholga,"200,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,430,Chorito,"200,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,435,Choro,"150,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,810,Erizo,"2,300,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,820,Piure,"700,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,450,Lapa,"800,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,485,Pulpo,"850,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,232,Acha,"3,100,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,207,Apañado,"1,900,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,210,Ayanque,"1,100,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,219,Cabinza,"700,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,220,Cabrilla,"1,400,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,252,Vieja o mulata,"1,900,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,262,Pejeperro,"1,800,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,260,Pejerrey de mar,"1,000,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,271,Rococo,"1,250,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,284,Tiburon o marrajo,"1,400,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,425,Cholga,"250,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,435,Choro,"200,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,810,Erizo,"2,250,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,820,Piure,"800,000",,,B,BN,CHD,,,
2008,4,XV,2,ARICA,485,Pulpo,"1,000,000",,,B,BN,CHD,,,
2008,Mayo,II,56,TALTAL,227,Congrio colorado,"2,800,000",,0.012,O,BN,CHD,,,
2008,5,II,56,TALTAL,220,Cabrilla,"2,000,000",,0.006,O,BN,CHD,,,
2008,5,II,56,TALTAL,485,Pulpo,"2,050,000",,3.700,O,BN,PP,,,
2008,5,II,56,TALTAL,236,Lenguado,"3,800,000",,0.010,O,BN,CHD,,,
2008,5,II,56,TALTAL,227,Congrio colorado,"2,800,000",,0.015,O,BN,CHD,,,
2008,5,II,50,ANTOFAGASTA,220,Cabrilla,"600,000",,0.012,B,BN,CHD,,,
2008,5,II,50,ANTOFAGASTA,234,Jurel,"400,000",,0.025,B,BN,CHD,,,
2008,5,II,50,ANTOFAGASTA,234,Jurel,"400,000",,0.020,L,BN,CHD,,,
2008,5,II,50,ANTOFAGASTA,226,Cojinoba del norte,"1,000,000",,0.008,B,BN,CHD,,,
2008,5,II,50,ANTOFAGASTA,207,Apañado,"2,000,000",,0.030,B,BN,CHD,,,
2008,5,II,60,MEJILLONES,406,Almeja,"100,000",,0.010,B,BN,CHD,,,
2008,5,II,60,MEJILLONES,450,Lapa,"150,000",,0.010,B,BN,CHD,,,
2008,5,II,60,MEJILLONES,425,Cholga,"100,000",,0.010,B,BN,CHD,,,
2008,5,II,60,MEJILLONES,406,Almeja,"100,000",,0.010,B,BN,CHD,,,
2008,5,II,60,MEJILLONES,450,Lapa,"150,000",,0.010,B,BN,CHD,,,
2008,5,II,60,MEJILLONES,425,Cholga,"100,000",,0.010,B,BN,CHD,,,
2008,5,II,46,TOCOPILLA,450,Lapa,"550,000",,0.043,B,BN,PP,,,
2008,5,II,46,TOCOPILLA,221,Cabrilla común,"1,200,000",,0.025,B,BN,CHD,,,
2008,5,II,46,TOCOPILLA,406,Almeja,"250,000",,0.080,B,BN,CHD,,,
2008,5,II,46,TOCOPILLA,485,Pulpo,"1,400,000",,0.015,B,BN,PP,,,
2008,5,II,46,TOCOPILLA,266,Albacora,"2,000,000",,4.800,L,BN,CHD,,,
2008,5,III,74,CHAÑARAL,260,Pejerrey de mar,"1,000,000",,,O,BN,CHD,,,
2008,5,III,74,CHAÑARAL,227,Congrio colorado,"2,500,000",,,O,BN,CHD,,,
2008,5,III,74,CHAÑARAL,226,Cojinoba del norte,"1,500,000",,,B,BN,CHD,,,
2008,5,III,74,CHAÑARAL,234,Jurel,"1,000,000",,,B,BN,CHD,,,
2008,5,III,74,CHAÑARAL,291,Bilagay,"1,200,000",,,B,BN,CHD,,,
2008,5,III,74,CHAÑARAL,273,Rollizo,"1,500,000",,,B,BN,CHD,,,
2008,5,III,74,CHAÑARAL,220,Cabrilla,"1,500,000",,,B,BN,CHD,,,
2008,5,III,74,CHAÑARAL,282,Sierra,"500,000",,,B,BN,CHD,,,
2008,5,III,74,CHAÑARAL,280,Sargo,"1,000,000",,,B,BN,CHD,,,
2008,5,III,78,HUASCO,218,Caballa,"100,000",,16.000,B,BN,PP,,,
2008,5,III,78,HUASCO,227,Congrio colorado,"1,800,000",,0.168,B,BN,CHD,,,
2008,5,III,78,HUASCO,450,Lapa,"800,000",,0.200,B,BN,CHD,,,
2008,5,III,78,HUASCO,218,Caballa,"100,000",,2.000,B,BN,PP,,,
2008,5,III,78,HUASCO,227,Congrio colorado,"1,800,000",,0.150,B,BN,CHD,,,
2008,5,III,78,HUASCO,450,Lapa,"800,000",,0.300,B,BN,PP,,,
2008,5,III,78,HUASCO,820,Piure,"120,000",,0.100,B,BN,CHD,,,
2008,5,III,78,HUASCO,282,Sierra,"1,000,000",,0.200,B,BN,CHD,,,
2008,5,III,78,HUASCO,236,Lenguado,"2,500,000",,0.050,B,BN,CHD,,,
2008,5,IV,122,COQUIMBO,445,Jibia,"30,000",,19.360,B,BN,PP,,,
2008,5,IV,122,COQUIMBO,230,Corvina,"1,500,000",,0.040,B,BN,CHD,,,
2008,5,IV,122,COQUIMBO,286,Tollo,"1,200,000",,0.006,B,BN,CHD,,,
2008,5,IV,122,COQUIMBO,238,Lisa,"800,000",,0.030,B,BN,CHD,,,
2008,5,IV,122,COQUIMBO,266,Albacora,"1,800,000",,11.498,B,BN,CHD,,,
2008,5,IV,122,COQUIMBO,242,Merluza común,"1,000,000",,0.350,B,BN,CHD,,,
