PRECIOS DE PRIMERA TRANSACCIÓN ,,,,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AÑO,MES,REGIÓN,Caleta,Nom_caleta,Especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO,,,
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP,,,
2008,7,VIII,324,TALCAHUANO,465,Navajuela,"700,000",,0.020,B,BN,CHD,,,
2008,7,VIII,324,TALCAHUANO,266,Albacora,"3,000,000",,0.030,L,BN,CHD,,,
2008,7,VIII,324,TALCAHUANO,242,Merluza común,"1,500,000",,0.015,L,BN,CHD,,,
2008,7,VIII,324,TALCAHUANO,260,Pejerrey de mar,"1,000,000",,0.010,B,BN,CHD,,,
2008,7,VIII,324,TALCAHUANO,644,Picoroco,"1,500,000",,0.020,B,BN,CHD,,,
2008,7,VIII,324,TALCAHUANO,820,Piure,"600,000",,0.080,B,BN,CHD,,,
2008,7,VIII,374,LEBU,266,Albacora,"1,700,000",,8.862,L,BN,PP,,,
2008,7,VIII,374,LEBU,268,Raya volantín,"1,200,000",,3.086,L,BN,PP,,,
2008,7,X,494,QUELLON,406,Almeja,"200,000",,8.000,O,BN,CHD,,,
2008,7,X,494,QUELLON,485,Pulpo,"1,400,000",,1.900,O,BN,PP,,,
2008,7,X,494,QUELLON,810,Erizo,"230,000",,3.000,O,BN,PP,,,
2008,7,X,494,QUELLON,406,Almeja,"200,000",,1.200,O,BN,CHD,,,
2008,7,X,494,QUELLON,430,Chorito,"120,000",,3.200,O,BN,CHD,,,
2008,7,X,494,QUELLON,425,Cholga,"240,000",,0.330,O,BN,CHD,,,
2008,7,X,494,QUELLON,465,Navajuela,"250,000",,0.600,O,BN,PP,,,
2008,7,X,494,QUELLON,440,Culengue,"320,000",,5.000,O,BN,PP,,,
2008,7,X,494,QUELLON,416,Caracol palo palo,"200,000",,3.700,O,BN,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"210,000",,4.613,L,BN,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"180,000",,3.194,L,BN,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"140,000",,9.000,L,BN,PP,,,
2008,7,X,474,DALCAHUE,258,Pejegallo,"850,000",,0.120,L,,CHD,,,
2008,7,X,474,DALCAHUE,485,Pulpo,"1,300,000",,1.470,L,,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,3.780,L,BN,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,6.932,L,BN,PP,,,
2008,7,X,474,DALCAHUE,228,Congrio dorado,"250,000",,0.270,L,,CHD,,,
2008,7,X,474,DALCAHUE,270,Róbalo,"600,000",,0.600,L,,CHD,,,
2008,7,X,474,DALCAHUE,244,Merluza del sur o austral,"700,000",,0.250,L,,CHD,,,
2008,7,X,474,DALCAHUE,810,Erizo,"180,000",,10.500,L,,PP,,,
2008,7,X,474,DALCAHUE,258,Pejegallo,"700,000",,0.160,L,,CHD,,,
2008,7,X,474,DALCAHUE,228,Congrio dorado,"300,000",,0.300,L,,CHD,,,
2008,7,X,474,DALCAHUE,258,Pejegallo,"200,000",,0.300,L,,CHD,,,
2008,7,X,474,DALCAHUE,810,Erizo,"240,000",,0.318,L,BN,PP,,,
2008,7,X,474,DALCAHUE,485,Pulpo,"1,300,000",,0.851,L,,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,0.100,L,BN,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,21.550,L,BN,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,3.050,L,BN,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,4.492,L,BN,PP,,,
2008,7,X,474,DALCAHUE,228,Congrio dorado,"750,000",,0.300,L,,CHD,,,
2008,7,X,474,DALCAHUE,810,Erizo,"190,000",,0.606,L,BN,PP,,,
2008,7,X,474,DALCAHUE,228,Congrio dorado,"750,000",,0.150,L,,CHD,,,
2008,7,X,474,DALCAHUE,244,Merluza del sur o austral,"900,000",,1.000,L,,CHD,,,
2008,7,X,474,DALCAHUE,485,Pulpo,"1,300,000",,1.100,L,,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,7.412,L,BN,PP,,,
2008,7,X,474,DALCAHUE,228,Congrio dorado,"750,000",,0.300,L,,CHD,,,
2008,7,X,474,DALCAHUE,268,Raya volantín,"800,000",,1.500,L,,PP,,,
2008,7,X,474,DALCAHUE,485,Pulpo,"1,300,000",,0.851,L,,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,10.000,L,BN,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,21.550,L,BN,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,3.050,L,BN,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,4.492,L,BN,PP,,,
2008,7,X,474,DALCAHUE,228,Congrio dorado,"750,000",,0.300,L,,CHD,,,
2008,7,X,474,DALCAHUE,810,Erizo,"190,000",,0.606,L,BN,PP,,,
2008,7,X,474,DALCAHUE,228,Congrio dorado,"750,000",,0.150,L,,CHD,,,
2008,7,X,474,DALCAHUE,244,Merluza del sur o austral,"900,000",,1.000,L,,CHD,,,
2008,7,X,474,DALCAHUE,485,Pulpo,"1,300,000",,1.100,L,,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,7.412,L,BN,PP,,,
2008,7,X,474,DALCAHUE,228,Congrio dorado,"750,000",,0.300,L,,CHD,,,
2008,7,X,474,DALCAHUE,268,Raya volantín,"800,000",,1.500,L,,PP,,,
2008,7,X,474,DALCAHUE,228,Congrio dorado,"500,000",,1.000,L,,CHD,,,
2008,7,X,474,DALCAHUE,228,Congrio dorado,"1,200,000",,1.215,L,,PP,,,
2008,7,X,474,DALCAHUE,268,Raya volantín,"1,200,000",,2.350,L,,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"50,000",,2.350,L,BN,PP,,,
2008,7,X,474,DALCAHUE,485,Pulpo,"1,300,000",,1.780,L,,PP,,,
2008,7,X,474,DALCAHUE,228,Congrio dorado,"700,000",,2.070,L,,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,1.045,L,BN,PP,,,
2008,7,X,420,ANGELMO,406,Almeja,"144,000",,0.420,L,BN,CHD,,,
2008,7,X,420,ANGELMO,810,Erizo,"234,000",,0.016,L,BN,CHD,,,
2008,7,X,420,ANGELMO,406,Almeja,"1,000,000",,0.035,L,BN,CHD,,,
2008,7,X,420,ANGELMO,810,Erizo,"260,000",,0.250,L,BN,CHD,,,
2008,7,X,420,ANGELMO,406,Almeja,"84,000",,0.210,L,BN,CHD,,,
2008,7,X,420,ANGELMO,820,Piure,"60,000",,0.060,L,BN,CHD,,,
2008,7,X,420,ANGELMO,425,Cholga,"200,000",,1.500,L,BN,CHD,,,
2008,7,X,420,ANGELMO,425,Cholga,"3,600,000",,0.200,L,BN,CHD,,,
2008,7,X,420,ANGELMO,425,Cholga,"200,000",,1.200,L,BN,CHD,,,
2008,7,X,474,DALCAHUE,810,Erizo,"210,000",,4.613,L,BN,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"180,000",,3.194,L,,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"140,000",,9.000,L,,PP,,,
2008,7,X,474,DALCAHUE,258,Pejegallo,"850,000",,0.120,L,,CHD,,,
2008,7,X,474,DALCAHUE,485,Pulpo,"1,300,000",,1.470,L,,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,3.780,L,BN,PP,,,
2008,7,X,474,DALCAHUE,810,Erizo,"220,000",,6.932,L,BN,PP,,,
2008,7,X,474,DALCAHUE,228,Congrio dorado,"250,000",,0.270,L,,CHD,,,
2008,7,X,474,DALCAHUE,270,Róbalo,"600,000",,0.600,L,,CHD,,,
2008,7,X,474,DALCAHUE,244,Merluza del sur o austral,"700,000",,0.250,L,,CHD,,,
2008,7,X,474,DALCAHUE,810,Erizo,"180,000",,10.500,L,,PP,,,
2008,7,X,474,DALCAHUE,258,Pejegallo,"700,000",,0.160,L,,CHD,,,
2008,7,X,474,DALCAHUE,228,Congrio dorado,"300,000",,0.300,L,,CHD,,,
2008,7,X,474,DALCAHUE,258,Pejegallo,"200,000",,0.300,L,,CHD,,,
2008,7,X,474,DALCAHUE,810,Erizo,"240,000",,0.318,L,BN,PP,,,
2008,7,XI,514,PTO. CHACABUCO,244,Merluza del sur o austral,"1,300,000",,0.922,L/M,,PP,,,
2008,7,XI,514,PTO. CHACABUCO,228,Congrio dorado,"800,000",,0.021,L/M,,PP,,,
2008,7,XI,514,PTO. CHACABUCO,228,Congrio dorado,"800,000",,0.077,L/M,,PP,,,
2008,7,XI,514,PTO. CHACABUCO,244,Merluza del sur o austral,"1,300,000",,6.809,L/M,,PP,,,
2008,7,XII,534,PTA. ARENAS,244,Merluza del sur o austral,"1,200,000",,2.680,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,228,Congrio dorado,"1,000,000",,0.120,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,228,Congrio dorado,"1,300,000",,0.950,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,268,Raya volantín,"1,000,000",,0.180,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,620,Centollón,"700,000",,0.340,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,444,Huepo o navaja de mar,"550,000",,1.540,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,810,Erizo,"306,000",,8.140,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,810,Erizo,"333,000",,18.240,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,810,Erizo,"357,000",,9.520,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,810,Erizo,"361,000",,12.400,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,810,Erizo,"412,000",,4.120,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,810,Erizo,"522,000",,8.330,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,413,Caracol trophon,"570,000",,4.040,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,413,Caracol trophon,"600,000",,2.410,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,417,Caracol piquilhue,"400,000",,1.670,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,616,Centolla,"1,700,000",,0.300,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,616,Centolla,"2,000,000",,0.100,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,616,Centolla,"2,160,000",,2.870,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,616,Centolla,"2,340,000",,4.540,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,616,Centolla,"2,345,000",,1.330,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,244,Merluza del sur o austral,"1,200,000",,8.560,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,228,Congrio dorado,"900,000",,1.180,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,228,Congrio dorado,"1,400,000",,1.330,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,268,Raya volantín,"1,000,000",,1.340,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,620,Centollón,"550,000",,2.200,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,620,Centollón,"700,000",,0.540,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,444,Huepo o navaja de mar,"550,000",,0.540,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,810,Erizo,"306,000",,5.580,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,810,Erizo,"317,000",,7.700,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,810,Erizo,"333,000",,1.350,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,810,Erizo,"383,000",,7.650,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,810,Erizo,"377,000",,13.760,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,810,Erizo,"417,000",,8.830,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,413,Caracol trophon,"570,000",,3.880,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,417,Caracol piquilhue,"400,000",,5.040,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,616,Centolla,"1,600,000",,0.530,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,616,Centolla,"2,200,000",,3.950,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,616,Centolla,"2,300,000",,0.510,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,616,Centolla,"2,260,000",,1.930,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,616,Centolla,"2,440,000",,3.360,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,616,Centolla,"2,445,000",,2.500,O,BN,PP,,,
2008,7,XII,534,PTA. ARENAS,616,Centolla,"2,584,000",,2.020,O,BN,PP,,,
2008,7,XII,536,PUERTO NATALES,244,Merluza del sur o austral,"1,000,000",,48.000,L,BN,PP,,,
2008,7,XII,536,PUERTO NATALES,228,Congrio dorado,"1,000,000",,0.500,L,BN,PP,,,
2008,7,XII,536,PUERTO NATALES,810,Erizo,"300,000",,71.000,L,BN,PP,,,
2008,7,XII,536,PUERTO NATALES,455,Loco,"606,060",,1.800,O,BN,PP,,,
2008,7,XII,536,PUERTO NATALES,244,Merluza del sur o austral,"1,000,000",,34.000,L,BN,PP,,,
2008,7,XII,536,PUERTO NATALES,810,Erizo,"300,000",,51.000,L,BN,PP,,,
2008,7,XII,536,PUERTO NATALES,616,Centolla,"2,300,000",,5.000,L,BN,PP,,,
2008,7,XII,536,PUERTO NATALES,274,Reineta,"900,000",,0.800,L,BN,PP,,,
2008,7,XIV,410,LOS MOLINOS,282,Sierra,"1,500,000",,1.100,O,BN,CHD,,,
2008,7,XIV,410,LOS MOLINOS,406,Almeja,"450,000",,0.030,O,BN,CHD,,,
2008,7,XIV,410,LOS MOLINOS,430,Chorito,"200,000",,0.150,O,BN,CHD,,,
2008,7,XIV,410,LOS MOLINOS,406,Almeja,"350,000",,0.100,O,BN,CHD,,,
2008,7,XIV,410,LOS MOLINOS,430,Chorito,"200,000",,0.200,O,BN,CHD,,,
2008,7,XIV,410,LOS MOLINOS,435,Choro,"200,000",,0.150,O,BN,CHD,,,
2008,7,XIV,410,LOS MOLINOS,465,Navajuela,"200,000",,0.250,O,BN,CHD,,,
2008,7,XIV,412,NIEBLA,228,Congrio dorado,"1,500,000",,0.150,B,,CHD,,,
2008,7,XIV,412,NIEBLA,230,Corvina,"800,000",,0.100,B,,CHD,,,
2008,7,XIV,412,NIEBLA,258,Pejegallo,"300,000",,0.100,B,,CHD,,,
2008,7,XIV,412,NIEBLA,227,Congrio colorado,"1,000,000",,0.150,B,,PP,,,
2008,7,XIV,412,NIEBLA,270,Róbalo,"500,000",,0.100,B,,PP,,,
2008,7,XIV,412,NIEBLA,406,Almeja,"400,000",,0.120,B,BN,PP,,,
2008,7,XIV,412,NIEBLA,430,Chorito,"200,000",,0.200,B,BN,PP,,,
2008,7,XIV,412,NIEBLA,435,Choro,"200,000",,0.150,B,BN,PP,,,
2008,7,XIV,412,NIEBLA,465,Navajuela,"450,000",,0.100,B,BN,PP,,,
2008,7,XV,2,ARICA,232,Acha,"3,750,000",,0.030,B,BN,CHD,,,
2008,7,XV,2,ARICA,266,Albacora,"3,000,000",,0.150,B,BN,CHD,,,
2008,7,XV,2,ARICA,210,Ayanque,"2,000,000",,0.050,B,BN,CHD,,,
2008,7,XV,2,ARICA,211,Azulejo,"1,700,000",,0.200,B,BN,CHD,,,
2008,7,XV,2,ARICA,220,Cabrilla,"2,500,000",,0.150,B,BN,CHD,,,
2008,7,XV,2,ARICA,252,Vieja o mulata,"2,300,000",,0.070,B,BN,CHD,,,
2008,7,XV,2,ARICA,262,Pejeperro,"2,800,000",,0.050,B,BN,CHD,,,
2008,7,XV,2,ARICA,260,Pejerrey de mar,"500,000",,0.500,B,BN,CHD,,,
2008,7,XV,2,ARICA,272,Roncacho,"900,000",,0.060,B,BN,CHD,,,
2008,7,XV,2,ARICA,416,Caracol palo palo,"200,000",,6.800,B,BN,CHD,,,
2008,7,XV,2,ARICA,425,Cholga,"300,000",,0.030,B,BN,CHD,,,
2008,7,XV,2,ARICA,435,Choro,"350,000",,0.050,B,BN,CHD,,,
2008,7,XV,2,ARICA,810,Erizo,"3,000,000",,0.070,B,BN,CHD,,,
2008,7,XV,2,ARICA,820,Piure,"600,000",,0.060,B,BN,CHD,,,
2008,7,XV,2,ARICA,232,Acha,"3,000,000",,0.040,B,BN,CHD,,,
2008,7,XV,2,ARICA,266,Albacora,"1,800,000",,0.200,B,BN,CHD,,,
2008,7,XV,2,ARICA,210,Ayanque,"1,200,000",,0.150,B,BN,CHD,,,
2008,7,XV,2,ARICA,260,Pejerrey de mar,"400,000",,0.750,B,BN,CHD,,,
2008,7,XV,2,ARICA,272,Roncacho,"900,000",,0.040,B,BN,CHD,,,
2008,7,XV,2,ARICA,280,Sargo,"1,100,000",,0.060,B,BN,CHD,,,
2008,7,XV,2,ARICA,284,Tiburon o marrajo,"1,500,000",,0.070,B,BN,CHD,,,
2008,7,XV,2,ARICA,425,Cholga,"200,000",,0.020,B,BN,CHD,,,
2008,7,XV,2,ARICA,435,Choro,"150,000",,0.040,B,BN,CHD,,,
2008,7,XV,2,ARICA,810,Erizo,"2,700,000",,0.100,B,BN,CHD,,,
2008,7,XV,2,ARICA,820,Piure,"500,000",,0.050,B,BN,CHD,,,
2008,7,XV,2,ARICA,450,Lapa,"500,000",,0.500,B,BN,CHD,,,
2008,Agosto,II,56,TALTAL,227,Congrio colorado,"2,500,000",,0.012,B,BN,CHD,,,
2008,8,II,56,TALTAL,234,Jurel,"1,500,000",,0.030,B,BN,CHD,,,
2008,8,II,56,TALTAL,450,Lapa,"650,000",,0.080,B,BN,PP,,,
2008,8,II,56,TALTAL,485,Pulpo,"1,200,000",,0.040,B,BN,PP,,,
2008,8,II,56,TALTAL,271,Rococo,"800,000",,0.002,B,BN,CHD,,,
2008,8,II,56,TALTAL,652,Jaiba mora,"300,000",,0.020,B,BN,CHD,,,
2008,8,II,56,TALTAL,219,Cabinza,"2,000,000",,0.015,B,BN,CHD,,,
2008,8,II,50,ANTOFAGASTA,219,Cabinza,"700,000",,0.015,B,BN,CHD,,,
2008,8,II,50,ANTOFAGASTA,226,Cojinoba del norte,"1,000,000",,0.040,B,BN,CHD,,,
2008,8,II,50,ANTOFAGASTA,234,Jurel,"400,000",,0.020,B,BN,CHD,,,
2008,8,II,60,MEJILLONES,406,Almeja,"400,000",,0.010,B,BN,CHD,,,
2008,8,II,60,MEJILLONES,425,Cholga,"500,000",,0.010,B,BN,CHD,,,
2008,8,II,60,MEJILLONES,425,Cholga,"500,000",,0.004,B,BN,CHD,,,
2008,8,II,60,MEJILLONES,406,Almeja,"400,000",,0.002,B,BN,CHD,,,
2008,8,II,46,TOCOPILLA,450,Lapa,"500,000",,0.300,B,BN,PP,,,
2008,8,II,46,TOCOPILLA,810,Erizo,"245,000",,0.285,B,BN,PP,,,
2008,8,II,46,TOCOPILLA,229,Congrio negro,"2,000,000",,0.015,B,BN,CHD,,,
2008,8,II,46,TOCOPILLA,653,Jaiba peluda,"450,000",,0.120,B,BN,CHD,,,
2008,8,II,46,TOCOPILLA,820,Piure,"1,200,000",,0.080,B,BN,CHD,,,
2008,8,II,46,TOCOPILLA,221,Cabrilla común,"1,300,000",,0.028,L,BN,CHD,,,
2008,8,II,46,TOCOPILLA,266,Albacora,"2,500,000",,0.120,L,BN,CHD,,,
2008,8,II,46,TOCOPILLA,485,Pulpo,"1,300,000",,0.016,B,BN,CHD,,,
2008,8,III,78,HUASCO,229,Congrio negro,"1,000,000",,0.015,B,BN,CHD,,,
2008,8,III,78,HUASCO,227,Congrio colorado,"1,800,000",,0.350,B,BN,CHD,,,
2008,8,III,78,HUASCO,652,Jaiba mora,"750,000",,2.000,L,BN,PP,,,
2008,8,III,78,HUASCO,450,Lapa,"800,000",,0.250,B,BN,CHD,,,
2008,8,III,78,HUASCO,262,Pejeperro,"900,000",,0.038,B,BN,CHD,,,
2008,8,III,78,HUASCO,820,Piure,"120,000",,0.500,B,BN,CHD,,,
2008,8,III,78,HUASCO,206,Anguila,"280,000",,1.000,B,BN,CHD,,,
2008,8,III,78,HUASCO,227,Congrio colorado,"2,000,000",,0.074,B,BN,CHD,,,
2008,8,III,78,HUASCO,236,Lenguado,"2,500,000",,0.005,B,BN,CHD,,,
2008,8,III,78,HUASCO,273,Rollizo,"1,000,000",,0.010,B,BN,CHD,,,
2008,8,III,78,HUASCO,252,Vieja o mulata,"1,000,000",,0.005,B,BN,CHD,,,
2008,8,III,78,HUASCO,450,Lapa,"800,000",,0.015,B,BN,CHD,,,
2008,8,III,78,HUASCO,206,Anguila,"280,000",,1.200,B,BN,CHD,,,
2008,8,IV,122,COQUIMBO,445,Jibia,"30,000",,0.830,B,BN,PP,,,
2008,8,IV,122,COQUIMBO,236,Lenguado,"3,500,000",,0.020,B,BN,CHD,,,
2008,8,IV,122,COQUIMBO,234,Jurel,"1,000,000",,0.192,B,BN,CHD,,,
2008,8,IV,122,COQUIMBO,242,Merluza común,"1,000,000",,0.050,B,BN,CHD,,,
2008,8,IV,122,COQUIMBO,445,Jibia,"30,000",,16.691,B,BN,PP,,,
2008,8,IV,122,COQUIMBO,282,Sierra,"400,000",,0.200,B,BN,CHD,,,
2008,8,IV,122,COQUIMBO,242,Merluza común,"1,000,000",,0.120,B,BN,CHD,,,
2008,8,IV,124,MAITENCILLO,142,Huiro palo,"70,000",,13.900,B,BN,PP,,,
2008,8,V,230,SAN ANTONIO,242,Merluza común,"500,000",,0.300,B,BN,CHD,,,
2008,8,V,230,SAN ANTONIO,242,Merluza común,"700,000",,1.323,B,BN,CHD,,,
2008,8,V,214,PORTALES,242,Merluza común,"900,000",,3.900,B,BN,CHD,,,
2008,8,V,214,PORTALES,242,Merluza común,"875,000",,4.000,B,BN,CHD,,,
2008,8,V,221,VAIHÚ,208,Atún aleta amarilla,"4,000,000",,0.105,B,BN,CHD,,,
2008,8,V,221,VAIHÚ,226,Cojinoba del norte,"3,500,000",,0.025,B,BN,CHD,,,
2008,8,V,221,VAIHÚ,247,Matahuira,"3,500,000",,0.035,B,BN,CHD,,,
2008,8,V,221,VAIHÚ,288,Toremo,"4,000,000",,0.025,B,BN,CHD,,,
2008,8,V,221,VAIHÚ,208,Atún aleta amarilla,"4,000,000",,0.100,B,BN,CHD,,,
2008,8,V,221,VAIHÚ,243,Konso,"2,000,000",,0.020,B,BN,CHD,,,
2008,8,V,221,VAIHÚ,282,Sierra,"3,500,000",,0.050,B,BN,CHD,,,
2008,8,V,221,VAIHÚ,288,Toremo,"4,000,000",,0.020,B,BN,CHD,,,
2008,8,V,225,LA PEROUSSE,208,Atún aleta amarilla,"4,000,000",,0.100,B,BN,CHD,,,
2008,8,V,225,LA PEROUSSE,226,Cojinoba del norte,"3,500,000",,0.020,B,BN,CHD,,,
2008,8,V,225,LA PEROUSSE,243,Konso,"2,000,000",,0.025,B,BN,CHD,,,
2008,8,V,225,LA PEROUSSE,269,Remoremo,"3,500,000",,0.025,B,BN,CHD,,,
2008,8,V,225,LA PEROUSSE,282,Sierra,"3,500,000",,0.025,B,BN,CHD,,,
2008,8,V,225,LA PEROUSSE,208,Atún aleta amarilla,"4,000,000",,0.065,B,BN,CHD,,,
2008,8,V,225,LA PEROUSSE,245,Nanué,"3,500,000",,0.140,B,BN,CHD,,,
2008,8,V,225,LA PEROUSSE,250,Popoo,"3,500,000",,0.025,B,BN,CHD,,,
2008,8,V,222,HANGA ROA,202,Atún ojos grandes,"4,000,000",,0.035,B,BN,CHD,,,
2008,8,V,222,HANGA ROA,208,Atún aleta amarilla,"4,000,000",,0.110,B,BN,CHD,,,
2008,8,V,222,HANGA ROA,243,Konso,"2,000,000",,0.045,B,BN,CHD,,,
2008,8,V,222,HANGA ROA,282,Sierra,"3,500,000",,0.070,B,BN,CHD,,,
2008,8,V,224,HANGA PIKO,202,Atún ojos grandes,"4,000,000",,0.035,B,BN,CHD,,,
2008,8,V,224,HANGA PIKO,208,Atún aleta amarilla,"4,000,000",,0.140,B,BN,CHD,,,
2008,8,V,224,HANGA PIKO,243,Konso,"2,000,000",,0.050,B,BN,CHD,,,
2008,8,V,224,HANGA PIKO,251,Ruhi,"3,500,000",,0.025,B,BN,CHD,,,
2008,8,V,224,HANGA PIKO,269,Remoremo,"3,500,000",,0.015,B,BN,CHD,,,
2008,8,V,224,HANGA PIKO,282,Sierra,"3,500,000",,0.065,B,BN,CHD,,,
2008,8,V,224,HANGA PIKO,288,Toremo,"4,000,000",,0.020,B,BN,CHD,,,
2008,8,V,224,HANGA PIKO,208,Atún aleta amarilla,"4,000,000",,0.080,B,BN,CHD,,,
2008,8,V,224,HANGA PIKO,269,Remoremo,"3,500,000",,0.025,B,BN,CHD,,,
2008,8,V,223,HOTU ITI,208,Atún aleta amarilla,"4,000,000",,0.040,B,BN,CHD,,,
2008,8,V,223,HOTU ITI,243,Konso,"2,000,000",,0.018,B,BN,CHD,,,
2008,8,V,223,HOTU ITI,269,Remoremo,"3,500,000",,0.025,B,BN,CHD,,,
2008,8,V,223,HOTU ITI,208,Atún aleta amarilla,"4,000,000",,0.090,B,BN,CHD,,,
2008,8,V,223,HOTU ITI,250,Popoo,"3,500,000",,0.020,B,BN,CHD,,,
2008,8,VI,256,BOCA DE RAPEL,230,Corvina,"1,500,000",,0.057,B,BN,CHD,,,
2008,8,VI,256,BOCA DE RAPEL,435,Choro,"600,000",,1.180,B,BN,CHD,,,
2008,8,VI,256,BOCA DE RAPEL,258,Pejegallo,"900,000",,0.010,B,BN,CHD,,,
2008,8,VI,256,BOCA DE RAPEL,652,Jaiba mora,"1,050,000",,0.126,B,BN,CHD,,,
2008,8,VI,256,BOCA DE RAPEL,227,Congrio colorado,"2,000,000",,0.004,B,BN,CHD,,,
2008,8,VI,253,PUERTECILLO,230,Corvina,"1,500,000",,0.080,O,BN,CHD,,,
2008,8,VI,253,PUERTECILLO,270,Róbalo,"1,500,000",,0.008,O,BN,CHD,,,
2008,8,VI,253,PUERTECILLO,115,Chasca,"550,000",,0.020,O,BN,PP,,,
2008,8,VI,254,BUCALEMU,242,Merluza común,"624,857",,6.990,B,BN,CHD,,,
2008,8,VIII,350,LO ROJAS,655,Jaiba remadora,"1,100,000",,0.860,B - L,BN,CHD,,,
2008,8,VIII,350,LO ROJAS,260,Pejerrey de mar,"700,000",,0.540,B - L,BN,CHD,,,
2008,8,VIII,350,LO ROJAS,227,Congrio colorado,"1,600,000",,0.310,B,BN,CHD,,,
2008,8,VIII,350,LO ROJAS,229,Congrio negro,"1,350,000",,0.630,B,BN,CHD,,,
2008,8,VIII,350,LO ROJAS,270,Róbalo,"950,000",,0.210,B,BN,CHD,,,
2008,8,VIII,350,LO ROJAS,654,Jaiba marmola,"1,200,000",,0.410,L,BN,CHD,,,
2008,8,VIII,350,LO ROJAS,444,Huepo o navaja de mar,"1,100,000",,0.250,B,BN,PP,,,
2008,8,VIII,350,LO ROJAS,465,Navajuela,"580,000",,0.860,B,BN,PP,,,
2008,8,VIII,350,LO ROJAS,406,Almeja,"480,000",,1.200,B,BN,CHD,,,
2008,8,VIII,350,LO ROJAS,213,Blanquillo,"990,000",,0.180,B,BN,CHD,,,
