PRECIOS DE PRIMERA TRANSACCIÓN ,,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,,
2010,,,,,,,,,,,,,
,,,,,,,,,,,,,
AÑO,MES,REGIÓN,CALETA,Nom_caleta,ESPECIE,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO,
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP,
2010,7,XIV,410,LOS MOLINOS,435,Choro,"200,000",,0.350,O,BN,CHD,
2010,7,XIV,410,LOS MOLINOS,465,Navajuela,"400,000",,0.250,O,BN,CHD,
2010,7,XIV,410,LOS MOLINOS,230,Corvina,"900,000",,0.150,,,,
2010,7,XIV,410,LOS MOLINOS,228,Congrio dorado,"950,000",,0.150,B,,CHD,
2010,7,XIV,410,LOS MOLINOS,230,Corvina,"700,000",,0.150,B,,CHD,
2010,7,XIV,410,LOS MOLINOS,258,Pejegallo,"350,000",,0.100,B,,CHD,
2010,7,XIV,410,LOS MOLINOS,270,Robalo,"750,000",,0.200,,,,
2010,7,XIV,412,NIEBLA,227,Congrio colorado,"1,500,000",,0.250,B,,PP,
2010,7,XIV,412,NIEBLA,270,Robalo,"400,000",,0.100,B,,PP,
2010,7,XIV,412,NIEBLA,406,Almeja,"300,000",,0.250,B,BN,PP,
2010,7,XIV,412,NIEBLA,430,Chorito,"300,000",,0.150,B,BN,PP,
2010,7,XIV,412,NIEBLA,435,Choro,"400,000",,0.250,B,BN,PP,
2010,7,XIV,412,NIEBLA,465,Navajuela,"400,000",,0.150,B,BN,PP,
2010,7,XV,4,ARICA,284,Tiburón o marrajo,"2,500,000",,0.070,B,BN,CHD,
2010,7,XV,4,ARICA,260,Pejerrey de mar,"500,000",,0.050,B,BN,CHD,
2010,7,XV,4,ARICA,272,Roncacho,"700,000",,0.060,B,BN,CHD,
2010,7,XV,4,ARICA,810,Erizo,"800,000",,0.070,B,BN,CHD,
2010,7,XV,4,ARICA,820,Piure,"1,200,000",,0.060,B,BN,CHD,
2010,7,XV,4,ARICA,260,Pejerrey de mar,"450,000",,0.060,B,BN,CHD,
2010,7,XV,4,ARICA,272,Roncacho,"700,000",,0.100,B,BN,CHD,
2010,7,XV,4,ARICA,284,Tiburón o marrajo,"2,500,000",,0.070,B,BN,CHD,
2010,7,XV,4,ARICA,425,Cholga,"700,000",,0.100,B,BN,CHD,
2010,7,XV,4,ARICA,810,Erizo,"750,000",,0.100,B,BN,CHD,
2010,7,XV,4,ARICA,820,Piure,"1,500,000",,0.100,B,BN,CHD,
2010,7,XV,4,ARICA,450,Lapa,"700,000",,0.100,B,BN,CHD,
2010,8,I,8,RIQUELME,229,Congrio negro,"2,500,000",,0.600,B,BN,CHD,
2010,8,I,8,RIQUELME,221,Cabrilla común,"2,000,000",,0.170,B,BN,CHD,
2010,8,I,8,RIQUELME,284,Tiburón o marrajo,"2,800,000",,0.300,L,BN,CHD,
2010,8,I,8,RIQUELME,211,Azulejo,"1,000,000",,0.470,L,BN,CHD,
2010,8,I,8,RIQUELME,221,Cabrilla común,"2,000,000",,0.240,B,BN,CHD,
2010,8,II,44,COBIJA,142,Huiro palo,"250,000",50 - 60,2.500,O,BN,PP,
2010,8,II,44,COBIJA,141,Chascón o huiro negro,"160,000",50 - 60,3.800,O,BN,PP,
2010,8,II,44,COBIJA,450,Lapa,"1,100,000",,0.080,O,BN,PP,
2010,8,II,44,COBIJA,485,Pulpo,"1,200,000",,0.120,O,BN,PP,
2010,8,II,46,TOCOPILLA,142,Huiro palo,"240,000",50 -60 ,4.500,O,BN,PP,
2010,8,II,46,TOCOPILLA,141,Chascón o huiro negro,"150,000",50 -60 ,1.800,O,BN,PP,
2010,8,II,46,TOCOPILLA,266,Albacora o pez espada,"2,900,000",,0.200,L,BN,CHD,
2010,8,II,50,ANTOFAGASTA,220,Cabrilla,"800,000",,0.040,B,BN,CHD,
2010,8,II,50,ANTOFAGASTA,219,Cabinza,"500,000",,0.012,B,BN,CHD,
2010,8,II,50,ANTOFAGASTA,234,Jurel,"1,000,000",,0.040,B,BN,CHD,
2010,8,II,56,TALTAL,485,Pulpo,"1,000,000",,0.060,O,,PP,
2010,8,II,56,TALTAL,450,Lapa,"600,000",,0.060,O,,PP,
2010,8,II,56,TALTAL,141,Chascón o huiro negro,"90,000",50 - 60,5.960,O,,PP,
2010,8,II,56,TALTAL,450,Lapa,"800,000",,0.050,O,,PP,
2010,8,II,56,TALTAL,485,Pulpo,"1,100,000",,1.500,O,,PP,
2010,8,II,56,TALTAL,142,Huiro palo,"250,000",50 -60 ,0.500,O,,PP,
2010,8,II,60,MEJILLONES,406,Almeja,"400,000",,0.010,B,BN,CHD,
2010,8,II,60,MEJILLONES,450,Lapa,"1,500,000",,0.010,B,BN,CHD,
2010,8,II,60,MEJILLONES,425,Cholga,"500,000",,0.010,B,BN,CHD,
2010,8,II,60,MEJILLONES,425,Cholga,"250,000",,0.004,B,BN,CHD,
2010,8,II,60,MEJILLONES,406,Almeja,"500,000",,0.002,B,BN,CHD,
2010,8,II,60,MEJILLONES,440,Culengue,"500,000",,0.006,B,BN,CHD,
2010,8,II,60,MEJILLONES,450,Lapa,"500,000",,0.009,B,BN,CHD,
2010,8,III,78,HUASCO,234,Jurel,"200,000",,9.240,B,BN,PP,
2010,8,III,78,HUASCO,218,Caballa,"140,000",,0.560,B,BN,PP,
2010,8,III,78,HUASCO,652,Jaiba mora,"1,000,000",,0.114,B,BN,PP,
2010,8,III,78,HUASCO,450,Lapa,"700,000",,0.309,B,BN,PP,
2010,8,III,78,HUASCO,252,Vieja o mulata,"1,500,000",,0.010,B,BN,PP,
2010,8,III,78,HUASCO,236,Lenguado,"3,000,000",,0.150,B,BN,PP,
2010,8,III,78,HUASCO,412,Caracol tegula,"250,000",,0.120,B,BN,PP,
2010,8,III,78,HUASCO,282,Sierra,"1,200,000",,0.150,B,BN,PP,
2010,8,III,78,HUASCO,227,Congrio colorado,"2,000,000",,0.070,B,BN,CHD,
2010,8,III,78,HUASCO,820,Piure,"120,000",,2.500,B,BN,CHD,
2010,8,III,78,HUASCO,652,Jaiba mora,"1,000,000",,0.228,B,BN,CHD,
2010,8,III,78,HUASCO,450,Lapa,"700,000",,0.429,B,BN,CHD,
2010,8,III,78,HUASCO,252,Vieja o mulata,"1,500,000",,0.010,B,BN,CHD,
2010,8,III,78,HUASCO,262,Pejeperro,"1,500,000",,0.030,B,BN,CHD,
2010,8,III,78,HUASCO,236,Lenguado,"3,000,000",,0.015,B,BN,CHD,
2010,8,III,78,HUASCO,282,Sierra,"1,200,000",,0.300,B,BN,CHD,
2010,8,IV,122,COQUIMBO,445,Jibia o calamar rojo,"55,000",,11.865,B,BN,PP,
2010,8,IV,122,COQUIMBO,450,Lapa,"1,000,000",,0.028,B,BN,CHD,
2010,8,IV,122,COQUIMBO,422,Chocha,"450,000",,0.015,B,BN,CHD,
2010,8,IV,122,COQUIMBO,445,Jibia o calamar rojo,"60,000",,6.073,B,BN,PP,
2010,8,V,230,SAN ANTONIO,242,Merluza común,"600,000",,0.700,B,BN,CHD,
2010,8,V,230,SAN ANTONIO,242,Merluza común,"700,000",,0.460,B,BN,CHD,
2010,8,V,230,SAN ANTONIO,242,Merluza común,"600,000",,0.400,B,BN,CHD,
2010,8,VI,254,BUCALEMU,242,Merluza común,"214,285",,0.760,B,BN,CHD,
2010,8,VI,254,BUCALEMU,242,Merluza común,"285,714",,0.940,B,BN,CHD,
2010,8,VI,254,BUCALEMU,242,Merluza común,"714,285",,0.952,B,BN,CHD,
2010,8,VI,254,BUCALEMU,242,Merluza común,"892,887",,0.700,B,BN,CHD,
2010,8,VI,254,BUCALEMU,242,Merluza común,"250,000",,0.532,B,BN,CHD,
2010,8,VI,246,PICHILEMU,242,Merluza común,"357,142",,0.090,O,BN,CHD,
2010,8,VI,246,PICHILEMU,242,Merluza común,"428,571",,0.250,O,BN,CHD,
2010,8,VI,246,PICHILEMU,258,Pejegallo,"700,000",,0.080,O,BN,CHD,
2010,8,VI,246,PICHILEMU,286,Tollo,"700,000",,0.070,O,BN,CHD,
2010,8,VI,246,PICHILEMU,242,Merluza común,"714,285",,0.420,B,BN,CHD,
2010,8,VI,246,PICHILEMU,242,Merluza común,"214,285",,0.300,B,BN,CHD,
2010,8,VII,637,RIO MAULE,242,Merluza común,"148,000",,5.535,B,BN,CHD,
2010,8,VII,637,RIO MAULE,282,Sierra,"500,000",,1.500,B,BN,CHD,
2010,8,VII,637,RIO MAULE,234,Jurel,"185,000",,0.270,B,BN,CHD,
2010,8,VII,637,RIO MAULE,268,Raya volantin,"1,200,000",,0.390,B,BN,CHD,
2010,8,VIII,324,TALCAHUANO,227,Congrio colorado,"1,800,000",,0.006,B,BN,CHD,
2010,8,VIII,324,TALCAHUANO,228,Congrio dorado,"2,000,000",,0.004,B,BN,CHD,
2010,8,VIII,324,TALCAHUANO,408,Tumbao,"500,000",,0.025,B,BN,CHD,
2010,8,VIII,324,TALCAHUANO,820,Piure,"400,000",,0.010,B,BN,CHD,
2010,8,VIII,324,TALCAHUANO,110,Cochayuyo,"850,000",50 - 60,0.005,,BN,CHD,
2010,8,VIII,324,TALCAHUANO,150,Luche,"800,000",50 - 60,0.002,,BN,CHD,
2010,8,VIII,310,TOMÉ,227,Congrio colorado,"3,000,000",,0.500,B,BN,CHD,
2010,8,VIII,310,TOMÉ,229,Congrio negro,"1,200,000",,1.000,B,BN,CHD,
2010,8,VIII,310,TOMÉ,282,Sierra,"700,000",,0.800,B,BN,CHD,
2010,8,VIII,310,TOMÉ,242,Merluza común,"250,000",,43.700,L,BN,CHD,
2010,8,VIII,310,TOMÉ,230,Corvina,"2,000,000",,0.300,B,BN,CHD,
2010,8,VIII,310,TOMÉ,273,Rollizo,"280,000",,0.500,L,BN,CHD,
2010,8,VIII,310,TOMÉ,406,Almeja,"800,000",,1.000,B,BN,CHD,
2010,8,VIII,310,TOMÉ,450,Lapa,"1,000,000",,0.200,B,BN,CHD,
2010,8,VIII,310,TOMÉ,644,Picoroco,"750,000",,0.400,B,BN,CHD,
2010,8,VIII,310,TOMÉ,465,Navajuela,"500,000",,1.200,B,BN,CHD,
2010,8,VIII,310,TOMÉ,820,Piure,"500,000",,2.000,B,BN,CHD,
2010,8,VIII,310,TOMÉ,640,Jaiba,"700,000",,1.500,B,BN,CHD,
2010,8,VIII,350,LO ROJAS,655,Jaiba remadora,"680,000",,0.340,B - L,BN,CHD,
2010,8,VIII,350,LO ROJAS,260,Pejerrey de mar,"310,000",,0.380,B - L,BN,CHD,
2010,8,VIII,350,LO ROJAS,227,Congrio colorado,"1,890,000",,0.120,B,BN,CHD,
2010,8,VIII,350,LO ROJAS,229,Congrio negro,"1,100,000",,0.310,B,BN,CHD,
2010,8,VIII,350,LO ROJAS,270,Robalo,"980,000",,0.110,B,BN,CHD,
2010,8,VIII,350,LO ROJAS,654,Jaiba marmola,"750,000",,0.240,L,BN,CHD,
2010,8,VIII,350,LO ROJAS,444,Huepo o navaja de mar,"600,000",,0.890,B,BN,PP,
2010,8,VIII,350,LO ROJAS,406,Almeja,"210,000",,0.230,B,BN,CHD,
2010,8,VIII,350,LO ROJAS,213,Blanquillo,"380,000",,0.320,B,BN,CHD,
2010,8,VIII,350,LO ROJAS,234,Jurel,"340,000",,2.360,B - L,BN,CHD,
2010,8,VIII,350,LO ROJAS,242,Merluza común,"780,000",,0.560,L,BN,CHD,
2010,8,VIII,350,LO ROJAS,230,Corvina,"1,780,000",,0.280,L,BN,CHD,
2010,8,VIII,350,LO ROJAS,407,Taquilla,"86,000",,3.890,B,BN,PP,
2010,8,VIII,350,LO ROJAS,258,Pejegallo,"1,120,000",,0.340,B - L,BN,CHD,
2010,8,VIII,350,LO ROJAS,654,Jaiba marmola,"780,000",,0.340,B - L,BN,CHD,
2010,8,VIII,350,LO ROJAS,260,Pejerrey de mar,"350,000",,0.160,B - L,BN,CHD,
2010,8,VIII,350,LO ROJAS,227,Congrio colorado,"1,820,000",,0.240,B,BN,CHD,
2010,8,VIII,350,LO ROJAS,229,Congrio negro,"980,000",,0.310,B,BN,PP,
2010,8,VIII,350,LO ROJAS,444,Huepo o navaja de mar,"600,000",,2.500,B,BN,PP,
2010,8,VIII,350,LO ROJAS,242,Merluza común,"985,000",,0.180,L,BN,CHD,
2010,8,VIII,350,LO ROJAS,234,Jurel,"540,000",,1.120,L,BN,CHD,
2010,8,VIII,350,LO ROJAS,282,Sierra,"580,000",,0.480,L,BN,CHD,
2010,8,VIII,350,LO ROJAS,455,Loco,"4,540,000",,1.850,B,AM,PP,
2010,8,VIII,350,LO ROJAS,655,Jaiba remadora,"860,000",,0.380,B,BN,CHD,
2010,8,VIII,350,LO ROJAS,230,Corvina,"2,350,000",,1.920,L,BN,CHD,
2010,8,VIII,350,LO ROJAS,282,Sierra,"760,000",,0.650,L,BN,CHD,
2010,8,VIII,350,LO ROJAS,407,Taquilla,"80,000",,6.810,B,BN,PP,
2010,8,VIII,350,LO ROJAS,270,Robalo,"910,000",,0.180,B,BN,CHD,
2010,8,VIII,350,LO ROJAS,236,Lenguado,"3,340,000",,0.120,B,BN,CHD,
2010,8,VIII,328,TUMBES,282,Sierra,"318,181",,0.044,B,BN,CHD,
2010,8,VIII,328,TUMBES,242,Merluza común,"285,714",,2.500,B - L,BN,CHD,
2010,8,VIII,336,SAN VICENTE,242,Merluza común,"285,714",,0.780,B - L,BN,CHD,
2010,8,X,474,DALCAHUE,810,Erizo,"220,000",,1.400,L,BN,PP,
2010,8,X,474,DALCAHUE,810,Erizo,"220,000",,1.800,L,BN,PP,
2010,8,X,474,DALCAHUE,654,Jaiba marmola,"100,000",,8.690,L,BN,PP,
2010,8,X,474,DALCAHUE,465,Navajuela,"450,000",,3.400,L,BN,PP,
2010,8,X,474,DALCAHUE,407,Taquilla,"100,000",,3.900,L,BN,PP,
2010,8,X,474,DALCAHUE,486,Pulpo del sur,"850,000",,0.298,L,BN,PP,
2010,8,X,474,DALCAHUE,465,Navajuela,"370,000",,5.700,L,BN,PP,
2010,8,X,474,DALCAHUE,228,Congrio dorado,"200,000",,0.300,L,BN,CHD,
2010,8,X,474,DALCAHUE,406,Almeja,"100,000",,4.600,L,BN,PP,
2010,8,X,474,DALCAHUE,465,Navajuela,"450,000",,2.700,L,BN,PP,
2010,8,X,474,DALCAHUE,406,Almeja,"140,000",,15.000,L,BN,PP,
2010,8,X,474,DALCAHUE,418,Caracol rubio,"100,000",,2.500,L,BN,PP,
2010,8,X,474,DALCAHUE,486,Pulpo del sur,"850,000",,0.231,L,,PP,
2010,8,X,474,DALCAHUE,425,Cholga,"140,000",,13.000,L,BN,PP,
2010,8,X,474,DALCAHUE,486,Pulpo del sur,"850,000",,0.666,L,,PP,
2010,8,X,474,DALCAHUE,810,Erizo,"210,000",,2.100,L,BN,PP,
2010,8,X,474,DALCAHUE,810,Erizo,"260,000",,2.100,L,BN,PP,
2010,8,X,474,DALCAHUE,406,Almeja,"100,000",,9.000,L,BN,PP,
2010,8,X,474,DALCAHUE,486,Pulpo del sur,"850,000",,3.000,L,,PP,
2010,8,X,474,DALCAHUE,654,Jaiba marmola,"100,000",,0.400,L,,PP,
2010,8,X,474,DALCAHUE,810,Erizo,"192,000",,5.700,L,BN,PP,
2010,8,X,474,DALCAHUE,654,Jaiba marmola,"160,000",,6.000,L,,PP,
2010,8,X,474,DALCAHUE,654,Jaiba marmola,"160,000",,5.000,L,,PP,
2010,8,X,474,DALCAHUE,654,Jaiba marmola,"160,000",,5.500,L,,PP,
2010,8,X,474,DALCAHUE,465,Navajuela,"370,000",,5.000,L,BN,PP,
2010,8,X,474,DALCAHUE,465,Navajuela,"370,000",,7.000,L,BN,PP,
2010,8,X,474,DALCAHUE,408,Tumbao,"120,000",,2.000,L,BN,PP,
2010,8,X,474,DALCAHUE,810,Erizo,"220,000",,6.200,L,BN,PP,
2010,8,X,474,DALCAHUE,268,Raya volantin,"1,200,000",,0.600,L,,PP,
2010,8,X,474,DALCAHUE,654,Jaiba marmola,"150,000",,0.800,L,,PP,
2010,8,X,474,DALCAHUE,654,Jaiba marmola,"150,000",,4.700,L,,PP,
2010,8,X,474,DALCAHUE,406,Almeja,"140,000",,10.000,L,BN,PP,
2010,8,X,474,DALCAHUE,228,Congrio dorado,"500,000",,0.500,L,,CHD,
2010,8,X,474,DALCAHUE,258,Pejegallo,"200,000",,0.250,L,,CHD,
2010,8,X,474,DALCAHUE,274,Reineta,"300,000",,0.300,L,,CHD,
2010,8,X,474,DALCAHUE,810,Erizo,"220,000",,4.500,L,BN,PP,
2010,8,X,474,DALCAHUE,274,Reineta,"300,000",,4.500,L,,CHD,
2010,8,X,474,DALCAHUE,486,Pulpo del sur,"850,000",,0.400,L,,PP,
2010,8,X,474,DALCAHUE,268,Raya volantin,"1,000,000",,0.400,L,,PP,
2010,8,X,474,DALCAHUE,228,Congrio dorado,"200,000",,1.400,L,,CHD,
2010,8,X,474,DALCAHUE,268,Raya volantin,"1,250,000",,0.800,L,,PP,
2010,8,X,474,DALCAHUE,268,Raya volantin,"600,000",,0.300,L,,PP,
2010,8,X,474,DALCAHUE,486,Pulpo del sur,"850,000",,0.500,L,,PP,
2010,8,X,474,DALCAHUE,810,Erizo,"220,000",,6.400,L,BN,PP,
2010,8,X,474,DALCAHUE,268,Raya volantin,"300,000",,0.500,L,,PP,
2010,8,X,474,DALCAHUE,228,Congrio dorado,"450,000",,1.500,L,,CHD,
2010,8,X,474,DALCAHUE,228,Congrio dorado,"450,000",,2.000,L,,CHD,
2010,8,X,474,DALCAHUE,408,Tumbao,"100,000",,2.500,L,BN,PP,
2010,8,X,474,DALCAHUE,465,Navajuela,"380,000",,3.000,L,BN,PP,
2010,8,X,474,DALCAHUE,406,Almeja,"140,000",,5.000,L,BN,PP,
2010,8,X,474,DALCAHUE,465,Navajuela,"450,000",,2.500,L,BN,PP,
2010,8,XII,534,PUNTA ARENAS,244,Merluza del sur,"1,000,000",,2.400,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,244,Merluza del sur,"1,300,000",,4.800,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,268,Raya volantin,"1,000,000",,0.600,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,268,Raya volantin,"1,150,000",,1.300,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,400,000",,0.600,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,616,Centolla,"2,000,000",,0.140,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,616,Centolla,"2,040,000",,0.840,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,616,Centolla,"2,300,000",,1.910,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,616,Centolla,"2,340,000",,0.440,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,616,Centolla,"2,440,000",,1.170,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,620,Centollón,"480,000",,1.530,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,620,Centollón,"530,000",,0.530,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,810,Erizo,"257,000",,12.940,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,810,Erizo,"277,000",,6.110,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,810,Erizo,"301,000",,11.180,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,268,Raya volantin,"1,150,000",,5.300,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,300,000",,1.200,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,616,Centolla,"2,140,000",,0.840,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,616,Centolla,"2,200,000",,1.160,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,616,Centolla,"2,300,000",,2.430,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,620,Centollón,"500,000",,0.400,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,620,Centollón,"530,000",,0.860,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,810,Erizo,"278,000",,13.220,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,810,Erizo,"284,000",,6.720,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,810,Erizo,"333,000",,5.160,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,810,Erizo,"337,000",,11.790,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,810,Erizo,"339,000",,3.930,O,BN,PP,
2010,8,XII,534,PUNTA ARENAS,810,Erizo,"345,000",,4.820,O,BN,PP,
2010,8,XII,536,PUERTO NATALES,244,Merluza del sur,"1,731,000",,14.790,O,BN,PP,
2010,8,XII,536,PUERTO NATALES,228,Congrio dorado,"2,000,000",,0.390,O,BN,PP,
2010,8,XII,536,PUERTO NATALES,616,Centolla,"2,200,000",,87.250,O,BN,PP,
2010,8,XII,536,PUERTO NATALES,810,Erizo,"150,000",,360.000,O,BN,PP,
2010,8,XII,536,PUERTO NATALES,228,Congrio dorado,"2,000,000",,0.390,O,BN,PP,
2010,8,XII,536,PUERTO NATALES,616,Centolla,"2,800,000",,87.440,O,BN,PP,
2010,8,XII,536,PUERTO NATALES,810,Erizo,"150,000",,174.000,O,BN,PP,
2010,8,XIV,410,LOS MOLINOS,228,Congrio dorado,"1,000,000",,0.200,O,,CHD,
2010,8,XIV,410,LOS MOLINOS,230,Corvina,"500,000",,0.650,O,,CHD,
2010,8,XIV,410,LOS MOLINOS,406,Almeja,"450,000",,1.000,O,BN,CHD,
2010,8,XIV,410,LOS MOLINOS,430,Chorito,"250,000",,1.500,O,BN,CHD,
2010,8,XIV,410,LOS MOLINOS,435,Choro,"250,000",,0.500,O,BN,CHD,
2010,8,XIV,410,LOS MOLINOS,465,Navajuela,"350,000",,0.500,O,BN,CHD,
2010,8,XIV,410,LOS MOLINOS,227,Congrio colorado,"1,000,000",,0.300,O,,CHD,
2010,8,XIV,410,LOS MOLINOS,270,Robalo,"750,000",,0.200,O,,CHD,
2010,8,XIV,410,LOS MOLINOS,406,Almeja,"400,000",,0.200,O,BN,CHD,
2010,8,XIV,410,LOS MOLINOS,430,Chorito,"250,000",,0.250,O,BN,CHD,
2010,8,XIV,410,LOS MOLINOS,435,Choro,"350,000",,0.300,O,BN,CHD,
2010,8,XIV,412,NIEBLA,227,Congrio colorado,"1,200,000",,0.150,B,,CHD,
2010,8,XIV,412,NIEBLA,230,Corvina,"800,000",,0.150,B,,CHD,
2010,8,XIV,412,NIEBLA,258,Pejegallo,"1,000,000",,0.150,B,,CHD,
2010,8,XIV,412,NIEBLA,406,Almeja,"300,000",,0.300,B,AM,CHD,
2010,8,XIV,412,NIEBLA,425,Cholga,"350,000",,0.120,B,AM,CHD,
2010,8,XIV,412,NIEBLA,430,Chorito,"150,000",,0.350,B,AM,CHD,
2010,8,XIV,412,NIEBLA,435,Choro,"400,000",,0.300,B,AM,CHD,
2010,8,XIV,412,NIEBLA,465,Navajuela,"500,000",,0.150,B,AM,CHD,
2010,8,XIV,412,NIEBLA,227,Congrio colorado,"1,000,000",,0.150,B,,PP,
2010,8,XIV,412,NIEBLA,242,Merluza común,"1,000,000",,0.300,B,,PP,
2010,8,XIV,412,NIEBLA,270,Robalo,"700,000",,0.180,B,,PP,
2010,8,XIV,412,NIEBLA,406,Almeja,"300,000",,0.100,B,BN,PP,
2010,8,XIV,412,NIEBLA,430,Chorito,"300,000",,0.300,B,BN,PP,
2010,8,XIV,412,NIEBLA,435,Choro,"350,000",,0.150,B,BN,PP,
2010,8,XIV,412,NIEBLA,465,Navajuela,"500,000",,0.150,B,BN,PP,
2010,8,XV,4,ARICA,221,Cabrilla común,"2,600,000",,0.040,B,BN,CHD,
2010,8,XV,4,ARICA,260,Pejerrey de mar,"500,000",,0.020,B,BN,CHD,
2010,8,XV,4,ARICA,272,Roncacho,"700,000",,0.050,B,BN,CHD,
2010,8,XV,4,ARICA,260,Pejerrey de mar,"500,000",,0.030,B,BN,CHD,
2010,8,XV,4,ARICA,820,Piure,"500,000",,0.050,B,BN,CHD,
2010,8,XV,4,ARICA,450,Lapa,"800,000",,0.060,B,BN,CHD,
2010,9,I,8,RIQUELME,284,Tiburón o marrajo,"2,500,000",,0.380,L,BN,CHD,
2010,9,I,8,RIQUELME,211,Azulejo,"1,500,000",,0.600,L,BN,CHD,
2010,9,I,8,RIQUELME,226,Cojinoba del norte,"1,300,000",,0.850,L,BN,CHD,
2010,9,I,8,RIQUELME,221,Cabrilla común,"2,000,000",,0.700,B,BN,CHD,
2010,9,I,8,RIQUELME,226,Cojinoba del norte,"1,200,000",,0.780,L,BN,CHD,
2010,9,II,50,ANTOFAGASTA,226,Cojinoba del norte,"3,000,000",,0.040,B,BN,CHD,
2010,9,II,50,ANTOFAGASTA,219,Cabinza,"1,000,000",,0.030,B,BN,CHD,
2010,9,II,50,ANTOFAGASTA,485,Pulpo,"1,000,000",,1.600,O,BN,PP,
2010,9,II,50,ANTOFAGASTA,450,Lapa,"1,000,000",,0.122,O,BN,PP,
2010,9,II,50,ANTOFAGASTA,141,Chascón o huiro negro,"80,000",50 - 60,10.000,O,BN,PP,
2010,9,II,50,ANTOFAGASTA,485,Pulpo,"1,200,000",,1.600,O,,PP,
2010,9,II,50,ANTOFAGASTA,142,Huiro palo,"110,000",50 - 60,1.000,O,,PP,
2010,9,II,50,ANTOFAGASTA,810,Erizo,"400,000",,2.416,O,,PP,
2010,9,II,42,CALETA BUENA,142,Huiro palo,"220,000",50 - 60,0.500,O,BN,PP,
2010,9,II,42,CALETA BUENA,141,Chascón o huiro negro,"150,000",50 - 60,5.600,O,BN,PP,
2010,9,II,42,CALETA BUENA,450,Lapa,"1,100,000",,0.045,B,BN,PP,
2010,9,II,42,CALETA BUENA,485,Pulpo,"1,250,000",,0.080,B,BN,PP,
2010,9,II,42,CALETA BUENA,221,Cabrilla común,"1,300,000",,0.025,B,BN,PP,
2010,9,II,38,PAQUICA,820,Piure,"100,000",,0.050,B,BN,CHD,
2010,9,II,38,PAQUICA,406,Almeja,"350,000",,0.200,B,BN,CHD,
2010,9,II,38,PAQUICA,653,Jaiba peluda,"350,000",,0.080,B,BN,CHD,
2010,9,II,38,PAQUICA,450,Lapa,"1,100,000",,0.065,B,BN,CHD,
2010,9,III,78,HUASCO,652,Jaiba mora,"350,000",,0.170,B,BN,CHD,
2010,9,III,78,HUASCO,227,Congrio colorado,"2,000,000",,0.109,B,BN,CHD,
2010,9,III,78,HUASCO,820,Piure,"120,000",,2.300,B,BN,CHD,
2010,9,III,78,HUASCO,450,Lapa,"700,000",,0.153,B,BN,CHD,
2010,9,III,78,HUASCO,230,Corvina,"1,500,000",,0.035,B,BN,CHD,
2010,9,III,78,HUASCO,242,Merluza común,"700,000",,0.503,L,BN,CHD,
2010,9,III,78,HUASCO,282,Sierra,"1,200,000",,0.125,B,BN,CHD,
2010,9,III,78,HUASCO,632,Langostino amarillo,"225,000",,25.445,L,BN,PP,
2010,9,III,78,HUASCO,636,Langostino colorado,"225,000",,3.294,L,BN,PP,
2010,9,III,78,HUASCO,612,Camaron nailon,"300,000",,0.739,L,BN,PP,
2010,9,III,78,HUASCO,652,Jaiba mora,"350,000",,0.360,B,BN,CHD,
2010,9,III,78,HUASCO,227,Congrio colorado,"2,000,000",,0.356,B,BN,CHD,
2010,9,III,78,HUASCO,820,Piure,"120,000",,0.900,B,BN,CHD,
2010,9,III,78,HUASCO,450,Lapa,"700,000",,0.316,B,BN,CHD,
2010,9,III,78,HUASCO,252,Vieja o mulata,"1,500,000",,0.014,B,BN,CHD,
