PRECIOS DE PRIMERA TRANSACCIÓN ,,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,,
2010,,,,,,,,,,,,,
,,,,,,,,,,,,,
AÑO,MES,REGIÓN,CALETA,Nom_caleta,ESPECIE,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO,
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP,
2010,4,VIII,350,LO ROJAS,282,Sierra,"500,000",,0.590,L,BN,CHD,
2010,4,VIII,350,LO ROJAS,258,Pejegallo,"980,000",,0.240,L,BN,CHD,
2010,4,VIII,350,LO ROJAS,230,Corvina,"1,520,000",,0.380,L,BN,CHD,
2010,4,VIII,350,LO ROJAS,274,Reineta,"500,000",,0.940,L,BN,CHD,
2010,4,VIII,350,LO ROJAS,258,Pejegallo,"850,000",,0.360,B - L,BN,CHD,
2010,4,VIII,350,LO ROJAS,260,Pejerrey de mar,"680,000",,0.510,B - L,BN,CHD,
2010,4,VIII,350,LO ROJAS,227,Congrio colorado,"1,100,000",,0.250,B,BN,CHD,
2010,4,VIII,350,LO ROJAS,229,Congrio negro,"750,000",,0.240,B,BN,CHD,
2010,4,VIII,350,LO ROJAS,444,Huepo o navaja de mar,"710,000",,1.120,B,BN,PP,
2010,4,VIII,350,LO ROJAS,242,Merluza común,"990,000",,0.980,L,BN,CHD,
2010,4,VIII,350,LO ROJAS,234,Jurel,"710,000",,2.150,L,BN,CHD,
2010,4,VIII,350,LO ROJAS,282,Sierra,"580,000",,0.980,L,BN,CHD,
2010,4,VIII,350,LO ROJAS,230,Corvina,"1,310,000",,0.310,L,BN,CHD,
2010,4,VIII,350,LO ROJAS,406,Almeja,"150,000",,0.780,L,BN,CHD,
2010,4,X,474,DALCAHUE,810,Erizo,"280,000",,1.900,L,BN,PP,
2010,4,X,474,DALCAHUE,810,Erizo,"280,000",,1.700,L,BN,PP,
2010,4,X,474,DALCAHUE,486,Pulpo del sur,"850,000",,0.100,L,BN,PP,
2010,4,X,474,DALCAHUE,810,Erizo,"280,000",,1.600,L,BN,PP,
2010,4,X,474,DALCAHUE,228,Congrio dorado,"500,000",,2.500,L,,PP,
2010,4,X,474,DALCAHUE,465,Navajuela,"410,000",,1.200,L,BN,PP,
2010,4,X,474,DALCAHUE,486,Pulpo del sur,"650,000",,0.300,L,,PP,
2010,4,X,474,DALCAHUE,268,Raya volantin,"1,200,000",,2.800,L,,PP,
2010,4,X,474,DALCAHUE,228,Congrio dorado,"500,000",,4.500,L,,PP,
2010,4,X,474,DALCAHUE,258,Pejegallo,"250,000",,0.700,L,,CHD,
2010,4,X,474,DALCAHUE,258,Pejegallo,"350,000",,2.200,L,,CHD,
2010,4,X,474,DALCAHUE,234,Jurel,"250,000",,15.300,L,,PP,
2010,4,X,474,DALCAHUE,258,Pejegallo,"150,000",,2.000,L,,CHD,
2010,4,X,474,DALCAHUE,270,Robalo,"150,000",,1.000,L,,CHD,
2010,4,X,474,DALCAHUE,228,Congrio dorado,"900,000",,0.300,L,,CHD,
2010,4,X,474,DALCAHUE,258,Pejegallo,"300,000",,0.200,L,,CHD,
2010,4,X,474,DALCAHUE,425,Cholga,"100,000",,11.600,L,BN,PP,
2010,4,X,474,DALCAHUE,465,Navajuela,"340,000",,4.400,L,BN,PP,
2010,4,X,474,DALCAHUE,258,Pejegallo,"200,000",,1.500,L,,CHD,
2010,4,X,474,DALCAHUE,654,Jaiba marmola,"100,000",,3.000,L,,PP,
2010,4,X,474,DALCAHUE,228,Congrio dorado,"400,000",,0.100,L,,CHD,
2010,4,X,474,DALCAHUE,406,Almeja,"140,000",,7.000,L,BN,CHD,
2010,4,X,474,DALCAHUE,258,Pejegallo,"150,000",,2.500,L,BN,CHD,
2010,4,X,474,DALCAHUE,270,Robalo,"150,000",,1.000,L,BN,CHD,
2010,4,X,474,DALCAHUE,228,Congrio dorado,"600,000",,0.300,L,,PP,
2010,4,X,474,DALCAHUE,258,Pejegallo,"350,000",,0.700,L,BN,CHD,
2010,4,X,474,DALCAHUE,268,Raya volantin,"250,000",,3.000,L,,PP,
2010,4,X,474,DALCAHUE,258,Pejegallo,"850,000",,0.300,L,BN,CHD,
2010,4,X,474,DALCAHUE,258,Pejegallo,"300,000",,1.000,L,BN,CHD,
2010,4,X,474,DALCAHUE,258,Pejegallo,"300,000",,1.200,L,BN,CHD,
2010,4,X,474,DALCAHUE,406,Almeja,"165,000",,15.000,L,BN,CHD,
2010,4,X,474,DALCAHUE,486,Pulpo del sur,"700,000",,0.100,L,,CHD,
2010,4,X,474,DALCAHUE,465,Navajuela,"300,000",,3.700,L,BN,PP,
2010,4,X,474,DALCAHUE,465,Navajuela,"300,000",,6.300,L,BN,PP,
2010,4,X,474,DALCAHUE,406,Almeja,"120,000",,6.000,L,BN,CHD,
2010,4,X,474,DALCAHUE,465,Navajuela,"450,000",,2.150,L,BN,PP,
2010,4,X,474,DALCAHUE,486,Pulpo del sur,"500,000",,0.700,L,,CHD,
2010,4,X,474,DALCAHUE,486,Pulpo del sur,"850,000",,0.040,L,,CHD,
2010,4,X,474,DALCAHUE,406,Almeja,"600,000",,0.150,L,BN,CHD,
2010,4,X,474,DALCAHUE,465,Navajuela,"410,000",,3.500,L,BN,PP,
2010,4,X,474,DALCAHUE,486,Pulpo del sur,"480,000",,0.300,L,,CHD,
2010,4,X,474,DALCAHUE,486,Pulpo del sur,"800,000",,0.084,L,,CHD,
2010,4,X,474,DALCAHUE,654,Jaiba marmola,"150,000",,6.500,L,,PP,
2010,4,X,474,DALCAHUE,486,Pulpo del sur,"700,000",,0.532,L,,CHD,
2010,4,X,474,DALCAHUE,810,Erizo,"288,000",,1.000,L,BN,PP,
2010,4,X,474,DALCAHUE,810,Erizo,"288,000",,0.900,L,BN,PP,
2010,4,X,474,DALCAHUE,810,Erizo,"288,000",,1.400,L,BN,PP,
2010,4,X,474,DALCAHUE,810,Erizo,"260,000",,1.700,L,BN,PP,
2010,4,X,474,DALCAHUE,286,Tollo,"500,000",,0.800,L,,,
8.989,4,XI,514,PTO AYSÉN,244,Merluza del sur,"800,000",,8.900,B,,CHD,
2010,4,XI,514,PTO AYSÉN,228,Congrio dorado,"800,000",,0.240,B,,CHD,
2010,4,XI,514,PTO AYSÉN,244,Merluza del sur,"800,000",,4.397,B,,CHD,
2010,4,XI,514,PTO AYSÉN,228,Congrio dorado,"800,000",,0.049,B,,CHD,
2010,4,XII,534,PUNTA ARENAS,244,Merluza del sur,"1,000,000",,4.200,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,244,Merluza del sur,"1,100,000",,4.950,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,300,000",,0.250,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,350,000",,0.700,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,268,Raya volantin,"1,000,000",,0.080,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,268,Raya volantin,"1,100,000",,1.000,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,620,Centollón,"450,000",,0.460,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,620,Centollón,"480,000",,2.690,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,417,Caracol piquilhue,"420,000",,2.750,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,810,Erizo,"250,000",,1.250,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,810,Erizo,"277,000",,3.700,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,810,Erizo,"348,000",,4.970,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,810,Erizo,"461,000",,7.600,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,244,Merluza del sur,"1,000,000",,8.630,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,100,000",,0.060,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,200,000",,0.360,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,268,Raya volantin,"1,000,000",,0.800,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,268,Raya volantin,"1,100,000",,0.600,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,620,Centollón,"480,000",,6.550,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,417,Caracol piquilhue,"400,000",,2.930,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,810,Erizo,"237,000",,9.100,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,810,Erizo,"277,000",,1.270,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,810,Erizo,"281,000",,2.460,O,BN,PP,
2010,4,XII,534,PUNTA ARENAS,810,Erizo,"333,000",,12.850,O,BN,PP,
2010,4,XII,536,PUERTO NATALES,244,Merluza del sur,"1,731,000",,8.250,O,BN,PP,
2010,4,XII,536,PUERTO NATALES,228,Congrio dorado,"2,000,000",,2.010,O,BN,PP,
2010,4,XII,536,PUERTO NATALES,810,Erizo,"150,000",,1.500,O,BN,PP,
2010,4,XII,536,PUERTO NATALES,244,Merluza del sur,"1,731,000",,22.900,O,BN,PP,
2010,4,XII,536,PUERTO NATALES,228,Congrio dorado,"2,000,000",,0.540,O,BN,PP,
2010,4,XII,536,PUERTO NATALES,810,Erizo,"150,000",,1.050,O,BN,PP,
2010,4,XII,536,PUERTO NATALES,455,Loco,"1,500,000",,1.650,O,BN,PP,
2010,4,XIV,410,LOS MOLINOS,227,Congrio colorado,"1,000,000",,0.200,O,,CHD,
2010,4,XIV,410,LOS MOLINOS,270,Robalo,"850,000",,0.300,O,,CHD,
2010,4,XIV,410,LOS MOLINOS,406,Almeja,"450,000",,0.400,O,BN,CHD,
2010,4,XIV,410,LOS MOLINOS,425,Cholga,"300,000",,0.300,O,,CHD,
2010,4,XIV,410,LOS MOLINOS,406,Almeja,"450,000",,0.400,O,BN,CHD,
2010,4,XIV,410,LOS MOLINOS,425,Cholga,"300,000",,0.300,O,BN,CHD,
2010,4,XIV,410,LOS MOLINOS,430,Chorito,"350,000",,0.300,O,BN,CHD,
2010,4,XIV,410,LOS MOLINOS,435,Choro,"300,000",,0.350,O,BN,CHD,
2010,4,XIV,410,LOS MOLINOS,465,Navajuela,"600,000",,0.400,O,BN,CHD,
2010,4,XIV,410,LOS MOLINOS,227,Congrio colorado,"1,000,000",,0.350,O,,CHD,
2010,4,XIV,410,LOS MOLINOS,242,Merluza común,"1,000,000",,0.150,O,,CHD,
2010,4,XIV,410,LOS MOLINOS,406,Almeja,"450,000",,0.100,O,BN,CHD,
2010,4,XIV,410,LOS MOLINOS,430,Chorito,"250,000",,0.350,O,BN,CHD,
2010,4,XIV,410,LOS MOLINOS,435,Choro,"45,000",,0.300,O,BN,CHD,
2010,4,XIV,410,LOS MOLINOS,465,Navajuela,"250,000",,0.250,O,BN,CHD,
2010,4,XIV,412,NIEBLA,228,Congrio dorado,"1,250,000",,0.100,B,,CHD,
2010,4,XIV,412,NIEBLA,230,Corvina,"850,000",,0.250,B,,CHD,
2010,4,XIV,412,NIEBLA,258,Pejegallo,"550,000",,0.140,B,,CHD,
2010,4,XIV,412,NIEBLA,465,Navajuela,"400,000",,0.100,B,AM,CHD,
2010,4,XIV,412,NIEBLA,227,Congrio colorado,"900,000",,0.350,B,,PP,
2010,4,XIV,412,NIEBLA,270,Robalo,"850,000",,0.250,B,,PP,
2010,4,XIV,412,NIEBLA,406,Almeja,"450,000",,0.150,B,BN,PP,
2010,4,XIV,412,NIEBLA,430,Chorito,"300,000",,0.350,B,BN,PP,
2010,4,XIV,412,NIEBLA,435,Choro,"350,000",,0.250,B,BN,PP,
2010,4,XIV,412,NIEBLA,465,Navajuela,"600,000",,0.090,B,BN,PP,
2010,4,XV,4,ARICA,221,Cabrilla común,"2,300,000",,0.030,B,BN,CHD,
2010,4,XV,4,ARICA,272,Roncacho,"1,000,000",,0.050,B,BN,CHD,
2010,4,XV,4,ARICA,425,Cholga,"600,000",,0.400,B,BN,CHD,
2010,4,XV,4,ARICA,820,Piure,"1,500,000",,0.080,B,BN,CHD,
2010,4,XV,4,ARICA,284,Tiburón o marrajo,"4,500,000",,2.500,B,BN,CHD,
2010,4,XV,4,ARICA,221,Cabrilla común,"2,000,000",,0.050,B,BN,CHD,
2010,4,XV,4,ARICA,425,Cholga,"800,000",,0.060,B,BN,CHD,
2010,4,XV,4,ARICA,820,Piure,"550,000",,0.050,B,BN,CHD,
2010,4,XV,4,ARICA,450,Lapa,"750,000",,0.070,B,BN,CHD,
2010,4,XV,4,ARICA,810,Erizo,"550,000",,0.090,B,BN,CHD,
2010,4,XV,4,ARICA,226,Cojinoba del norte,"3,500,000",,0.300,B,BN,CHD,
2010,4,XV,4,ARICA,485,Pulpo,"2,000,000",,0.030,B,BN,CHD,
2010,5,I,8,RIQUELME,284,Tiburón o marrajo,"2,000,000",,0.670,L,BN,CHD,
2010,5,I,8,RIQUELME,211,Azulejo,"800,000",,0.400,L,BN,CHD,
2010,5,I,8,RIQUELME,221,Cabrilla común,"1,000,000",,0.180,B,BN,CHD,
2010,5,I,8,RIQUELME,284,Tiburón o marrajo,"2,000,000",,0.850,L,BN,CHD,
2010,5,I,8,RIQUELME,211,Azulejo,"800,000",,0.360,L,BN,CHD,
2010,5,I,8,RIQUELME,221,Cabrilla común,"1,500,000",,0.240,B,BN,CHD,
2010,5,I,10,CAVANCHA,284,Tiburón o marrajo,"1,500,000",,1.900,L,BN,CHD,
2010,5,I,10,CAVANCHA,211,Azulejo,"400,000",,0.600,L,BN,CHD,
2010,5,I,10,CAVANCHA,291,Vilagay,"1,000,000",,0.150,B,BN,CHD,
2010,5,I,10,CAVANCHA,266,Albacora o pez espada,"2,000,000",,0.700,L,BN,CHD,
2010,5,II,50,ANTOFAGASTA,234,Jurel,"500,000",,0.008,B,BN,CHD,
2010,5,II,50,ANTOFAGASTA,219,Cabinza,"250,000",,0.025,B,BN,CHD,
2010,5,II,50,ANTOFAGASTA,226,Cojinoba del norte,"3,500,000",,0.020,B,BN,CHD,
2010,5,II,56,TALTAL,226,Cojinoba del norte,"1,200,000",,0.007,B,,CHD,
2010,5,II,56,TALTAL,450,Lapa,"750,000",,0.100,O,,PP,
2010,5,II,56,TALTAL,485,Pulpo,"1,200,000",,1.500,O,,PP,
2010,5,II,56,TALTAL,234,Jurel,"500,000",,0.008,B,,PP,
2010,5,II,56,TALTAL,234,Jurel,"500,000",,0.100,B,,CHD,
2010,5,II,56,TALTAL,220,Cabrilla,"1,200,000",,0.015,B,,CHD,
2010,5,II,56,TALTAL,271,Rococo,"1,800,000",,0.005,B,,CHD,
2010,5,II,56,TALTAL,485,Pulpo,"1,200,000",,0.018,O,,PP,
2010,5,II,56,TALTAL,227,Congrio colorado,"2,000,000",,0.015,B,,CHD,
2010,5,II,41,PUNTA ATALA,141,Chascón o huiro negro,"100,000",30 - 40,2.500,O,BN,PP,
2010,5,II,41,PUNTA ATALA,142,Huiro palo,"190,000",31 - 40,3.300,O,BN,PP,
2010,5,II,41,PUNTA ATALA,485,Pulpo,"1,100,000",,0.035,B,BN,PP,
2010,5,II,41,PUNTA ATALA,450,Lapa,"750,000",,0.080,O,BN,PP,
2010,5,II,46,TOCOPILLA,266,Albacora o pez espada,"1,800,000",,0.045,L,BN,CHD,
2010,5,II,46,TOCOPILLA,226,Cojinoba del norte,"1,300,000",,0.028,L,BN,CHD,
2010,5,II,46,TOCOPILLA,221,Cabrilla común,"1,000,000",,0.050,L,BN,CHD,
2010,5,II,46,TOCOPILLA,234,Jurel,"500,000",,0.080,L,BN,CHD,
2010,5,II,60,MEJILLONES,406,Almeja,"400,000",,0.010,B,BN,CHD,
2010,5,II,60,MEJILLONES,450,Lapa,"1,500,000",,0.010,B,BN,CHD,
2010,5,II,60,MEJILLONES,425,Cholga,"500,000",,0.010,B,BN,CHD,
2010,5,II,60,MEJILLONES,425,Cholga,"500,000",,0.010,B,BN,CHD,
2010,5,II,60,MEJILLONES,406,Almeja,"400,000",,0.010,B,BN,CHD,
2010,5,II,60,MEJILLONES,440,Culengue,"500,000",,0.006,B,BN,CHD,
2010,5,III,78,HUASCO,227,Congrio colorado,"2,000,000",,0.617,B,BN,CHD,
2010,5,III,78,HUASCO,226,Cojinoba del norte,"1,700,000",,0.050,B,BN,CHD,
2010,5,III,78,HUASCO,820,Piure,"120,000",,4.200,B,BN,CHD,
2010,5,III,78,HUASCO,230,Corvina,"2,000,000",,0.030,B,BN,CHD,
2010,5,III,78,HUASCO,234,Jurel,"200,000",,17.758,B,BN,PP,
2010,5,III,78,HUASCO,450,Lapa,"600,000",,0.250,B,BN,CHD,
2010,5,III,78,HUASCO,218,Caballa,"140,000",,0.667,B,BN,PP,
2010,5,III,78,HUASCO,242,Merluza común,"1,700,000",,0.020,B,BN,CHD,
2010,5,III,78,HUASCO,282,Sierra,"1,200,000",,0.035,B,BN,CHD,
2010,5,III,78,HUASCO,227,Congrio colorado,"2,000,000",,0.433,B,BN,CHD,
2010,5,III,78,HUASCO,820,Piure,"120,000",,2.300,B,BN,CHD,
2010,5,III,78,HUASCO,230,Corvina,"2,000,000",,0.020,B,BN,CHD,
2010,5,III,78,HUASCO,234,Jurel,"200,000",,9.071,B,BN,PP,
2010,5,III,78,HUASCO,450,Lapa,"600,000",,0.150,B,BN,CHD,
2010,5,III,78,HUASCO,218,Caballa,"140,000",,0.178,B,BN,PP,
2010,5,III,78,HUASCO,282,Sierra,"1,200,000",,0.200,B,BN,CHD,
2010,5,IV,122,COQUIMBO,445,Jibia o calamar rojo,"45,000",,9.550,B,BN,PP,
2010,5,IV,122,COQUIMBO,234,Jurel,"400,000",,0.160,B,BN,CHD,
2010,5,IV,122,COQUIMBO,242,Merluza común,"400,000",,0.200,B,BN,CHD,
2010,5,IV,122,COQUIMBO,445,Jibia o calamar rojo,"45,000",,9.845,B,BN,PP,
2010,5,IV,122,COQUIMBO,234,Jurel,"400,000",,0.050,B,BN,CHD,
2010,5,IV,122,COQUIMBO,242,Merluza común,"500,000",,0.150,B,BN,CHD,
2010,5,IV,122,COQUIMBO,204,Breca o Vilagay,"1,000,000",,0.015,B,BN,CHD,
2010,5,IV,122,COQUIMBO,252,Vieja o mulata,"2,000,000",,0.014,B,BN,CHD,
2010,5,IV,122,COQUIMBO,652,Jaiba mora,"1,200,000",,0.005,B,BN,CHD,
2010,5,V,214,PORTALES,242,Merluza común,"1,000,000",,1.000,B,BN,CHD,
2010,5,V,230,SAN ANTONIO,242,Merluza común,"650,000",,0.130,B,BN,CHD,
2010,5,V,230,SAN ANTONIO,242,Merluza común,"700,000",,0.080,B,BN,CHD,
2010,5,V,230,SAN ANTONIO,242,Merluza común,"700,000",,0.430,B,BN,CHD,
2010,5,VI,254,BUCALEMU,242,Merluza común,"357,142",,0.616,B,BN,CHD,
2010,5,VI,254,BUCALEMU,242,Merluza común,"357,142",,0.560,B,BN,CHD,
2010,5,VII,637,RIO MAULE,242,Merluza común,"444,000",,1.080,B,BN,CHD,
2010,5,VII,637,RIO MAULE,242,Merluza común,"407,000",,1.990,B,BN,CHD,
2010,5,VII,637,RIO MAULE,234,Jurel,"222,000",,0.378,B,BN,CHD,
2010,5,VII,336,LEBU,274,Reineta,"200,000",,17.086,L,BN,CHD,
2010,5,VII,350,LO ROJAS,260,Pejerrey de mar,"620,000",,0.560,B - L,BN ,CHD,
2010,5,VII,350,LO ROJAS,227,Congrio colorado,"1,350,000",,0.230,B,BN,CHD,
2010,5,VII,350,LO ROJAS,229,Congrio negro,"720,000",,0.150,B,BN,CHD,
2010,5,VII,350,LO ROJAS,444,Huepo o navaja de mar,"650,000",,2.510,B,BN,PP,
2010,5,VII,350,LO ROJAS,406,Almeja,"250,000",,1.250,B,BN,CHD,
2010,5,VII,350,LO ROJAS,213,Blanquillo,"580,000",,0.290,B,BN,CHD,
2010,5,VII,350,LO ROJAS,234,Jurel,"580,000",,2.500,B - L,BN,CHD,
2010,5,VII,350,LO ROJAS,282,Sierra,"500,000",,1.250,L,BN,CHD,
2010,5,VII,350,LO ROJAS,242,Merluza común,"1,120,000",,0.230,L,BN,CHD,
2010,5,VII,350,LO ROJAS,258,Pejegallo,"1,200,000",,0.280,L,BN,CHD,
2010,5,VII,350,LO ROJAS,230,Corvina,"2,010,000",,0.350,L,BN,CHD,
2010,5,VII,350,LO ROJAS,274,Reineta,"500,000",,0.410,L,BN,CHD,
2010,5,VII,350,LO ROJAS,258,Pejegallo,"1,250,000",,0.310,B - L,BN,CHD,
2010,5,VII,350,LO ROJAS,260,Pejerrey de mar,"650,000",,0.470,B - L,BN,CHD,
2010,5,VII,350,LO ROJAS,227,Congrio colorado,"1,400,000",,0.250,B,BN,CHD,
2010,5,VII,350,LO ROJAS,229,Congrio negro,"750,000",,0.240,B,BN,CHD,
2010,5,VII,350,LO ROJAS,444,Huepo o navaja de mar,"710,000",,1.120,B,BN,PP,
2010,5,VII,350,LO ROJAS,242,Merluza común,"990,000",,0.980,L,BN,CHD,
2010,5,VII,350,LO ROJAS,234,Jurel,"710,000",,2.150,L,BN,CHD,
2010,5,VII,350,LO ROJAS,282,Sierra,"580,000",,0.950,L,BN,CHD,
2010,5,VII,350,LO ROJAS,230,Corvina,"1,850,000",,0.280,L,BN,CHD,
2010,5,VII,350,LO ROJAS,406,Almeja,"150,000",,0.780,B,BN,CHD,
2010,5,VII,350,LO ROJAS,236,Lenguado,"3,500,000",,0.150,L,BN,CHD,
2010,5,VII,350,LO ROJAS,213,Blanquillo,"500,000",,0.230,B,BN,CHD,
2010,5,VII,350,LO ROJAS,274,Reineta,"450,000",,2.100,L,BN,CHD,
2010,5,X,474,DALCAHUE,654,Jaiba marmola,"150,000",,5.200,L,,PP,
2010,5,X,474,DALCAHUE,654,Jaiba marmola,"150,000",,5.000,L,,PP,
2010,5,X,474,DALCAHUE,465,Navajuela,"300,000",,3.000,L,BN,PP,
2010,5,X,474,DALCAHUE,486,Pulpo del sur,"480,000",,1.952,L,,CHD,
2010,5,X,474,DALCAHUE,810,Erizo,"297,000",,5.300,L,BN,PP,
2010,5,X,474,DALCAHUE,810,Erizo,"296,000",,1.100,L,BN,PP,
2010,5,X,474,DALCAHUE,406,Almeja,"165,000",,5.000,L,BN,CHD,
2010,5,X,474,DALCAHUE,465,Navajuela,"390,000",,5.640,L,BN,PP,
2010,5,X,474,DALCAHUE,228,Congrio dorado,"500,000",,2.500,L,,PP,
2010,5,X,474,DALCAHUE,465,Navajuela,"430,000",,2.950,L,BN,PP,
2010,5,X,474,DALCAHUE,486,Pulpo del sur,"480,000",,1.182,L,,CHD,
2010,5,X,474,DALCAHUE,810,Erizo,"190,000",,5.500,L,BN,PP,
2010,5,X,474,DALCAHUE,268,Raya volantin,"150,000",,8.000,L,,PP,
2010,5,X,474,DALCAHUE,228,Congrio dorado,"500,000",,1.300,L,,PP,
2010,5,X,474,DALCAHUE,465,Navajuela,"410,000",,3.300,L,BN,PP,
2010,5,X,474,DALCAHUE,465,Navajuela,"300,000",,5.710,L,BN,PP,
2010,5,X,474,DALCAHUE,460,Macha,"100,000",,3.500,O,BN,PP,
2010,5,X,474,DALCAHUE,810,Erizo,"140,000",,7.000,L,BN,PP,
2010,5,X,474,DALCAHUE,810,Erizo,"260,000",,2.000,L,BN,PP,
2010,5,X,474,DALCAHUE,810,Erizo,"260,000",,1.400,L,BN,PP,
2010,5,X,474,DALCAHUE,486,Pulpo del sur,"500,000",,0.298,L,,CHD,
2010,5,X,474,DALCAHUE,810,Erizo,"260,000",,3.400,L,BN,PP,
2010,5,X,474,DALCAHUE,810,Erizo,"260,000",,2.400,L,BN,PP,
2010,5,X,474,DALCAHUE,465,Navajuela,"360,000",,1.100,L,BN,PP,
2010,5,X,474,DALCAHUE,258,Pejegallo,"200,000",,0.400,L,,CHD,
2010,5,X,474,DALCAHUE,465,Navajuela,"300,000",,3.210,L,BN,PP,
2010,5,X,474,DALCAHUE,274,Reineta,"300,000",,8.000,L,,CHD,
2010,5,X,474,DALCAHUE,258,Pejegallo,"200,000",,0.300,L,,CHD,
2010,5,X,474,DALCAHUE,486,Pulpo del sur,"700,000",,0.279,L,,PP,
2010,5,X,474,DALCAHUE,810,Erizo,"140,000",,4.000,L,BN,PP,
2010,5,X,474,DALCAHUE,465,Navajuela,"300,000",,10.390,L,BN,PP,
2010,5,X,474,DALCAHUE,654,Jaiba marmola,"150,000",,6.800,L,,PP,
2010,5,X,474,DALCAHUE,654,Jaiba marmola,"150,000",,7.000,L,,PP,
2010,5,X,474,DALCAHUE,486,Pulpo del sur,"500,000",,0.320,L,,PP,
2010,5,X,474,DALCAHUE,810,Erizo,"140,000",,4.400,L,BN,PP,
2010,5,X,474,DALCAHUE,465,Navajuela,"300,000",,2.000,L,BN,PP,
2010,5,X,474,DALCAHUE,810,Erizo,"140,000",,8.000,L,BN,PP,
2010,5,X,474,DALCAHUE,810,Erizo,"140,000",,4.000,L,BN,PP,
2010,5,XI,514,PTO. AYSÉN,244,Merluza del sur,"800,000",,20.900,B,,CHD,
2010,5,XI,514,PTO. AYSÉN,228,Congrio dorado,"800,000",,0.035,B,,CHD,
2010,5,XI,514,PTO. AYSÉN,244,Merluza del sur,"800,000",,14.700,B,,CHD,
2010,5,XI,514,PTO. AYSÉN,228,Congrio dorado,"800,000",,0.136,B,,CHD,
2010,5,XII,534,PUNTA ARENAS,244,Merluza del sur,"1,000,000",,5.920,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,300,000",,0.140,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,350,000",,0.500,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,268,Raya volantin,"1,000,000",,0.640,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,268,Raya volantin,"1,100,000",,2.000,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,620,Centollón,"450,000",,0.860,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,620,Centollón,"480,000",,3.320,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,417,Caracol piquilhue,"420,000",,2.530,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,810,Erizo,"250,000",,9.750,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,810,Erizo,"277,000",,2.940,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,810,Erizo,"332,000",,3.860,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,810,Erizo,"378,000",,3.365,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,810,Erizo,"430,000",,0.828,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,244,Merluza del sur,"100,000",,2.100,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,244,Merluza del sur,"1,100,000",,2.170,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,300,000",,0.040,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,350,000",,1.500,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,268,Raya volantin,"1,000,000",,0.800,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,268,Raya volantin,"1,100,000",,0.080,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,620,Centollón,"480,000",,3.750,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,620,Centollón,"600,000",,2.650,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,417,Caracol piquilhue,"400,000",,2.200,O,BN,PP,
2010,5,XII,534,PUNTA ARENAS,810,Erizo,"183,000",,5.180,O,BN,PP,
