PRECIOS DE PRIMERA TRANSACCIîN ,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,
2017,,,,,,,,,,,,
,,,,,,,,,,,,
A„O,MES,REGIîN,C—digo Caleta,Nom_caleta,C—digo especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP
2017,4,11,514,PUERTO AYSEN,136,Luga roja,"270,000",30,,L,,PP
2017,4,12,534,PUNTA ARENAS,810,Erizo,"540,000",,2.88,O,BN,PP
2017,4,12,534,PUNTA ARENAS,810,Erizo,"555,000",,4.49,O,BN,PP
2017,4,12,534,PUNTA ARENAS,810,Erizo,"500,000",,8.16,O,BN,PP
2017,4,12,534,PUNTA ARENAS,228,Congrio dorado,"2,000,000",,0.1,O,BN,CHD
2017,4,12,534,PUNTA ARENAS,810,Erizo,"390,000",,10.97,O,BN,PP
2017,4,12,534,PUNTA ARENAS,810,Erizo,"683,000",,7.52,O,BN,PP
2017,4,12,534,PUNTA ARENAS,228,Congrio dorado,"2,142,000",,4.92,L,BN,PP
2017,4,12,534,PUNTA ARENAS,244,Merluza del sur o austral,"1,600,000",,1.62,O,BN,PP
2017,4,12,534,PUNTA ARENAS,620,Centoll—n,"550,000",,6.47,O,BN,PP
2017,4,12,534,PUNTA ARENAS,620,Centoll—n,"750,000",,4.46,O,BN,PP
2017,4,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"600,000",,4.45,O,BN,PP
2017,4,12,536,PUERTO NATALES,810,Erizo,"550,000",,721,L,BN,PP
2017,4,12,536,PUERTO NATALES,270,Robalo,"2,000,000",,0.9,B,BN,CHD
2017,4,12,534,PUNTA ARENAS,228,Congrio dorado,"1,700,000",,0.14,O,BN,PP
2017,4,12,534,PUNTA ARENAS,228,Congrio dorado,"2,200,000",,0.78,L,BN,PP
2017,4,12,536,PUERTO NATALES,430,Chorito,"400,000",,0.5,L,BN,CHD
2017,4,12,536,PUERTO NATALES,244,Merluza del sur o austral,"1,800,000",,1.37,B,BN,CHD
2017,4,12,536,PUERTO NATALES,425,Cholga,"300,000",,15,L,BN,CHD
2017,4,12,536,PUERTO NATALES,406,Almeja,"800,000",,1.8,L,BN,CHD
2017,4,12,536,PUERTO NATALES,810,Erizo,"550,000",,494,B,BN,PP
2017,4,12,536,PUERTO NATALES,270,Robalo,"1,500,000",,0.26,B,BN,CHD
2017,4,12,536,PUERTO NATALES,228,Congrio dorado,"2,300,000",,5,L,BN,PP
2017,4,12,536,PUERTO NATALES,425,Cholga,"250,000",,0.6,B,BN,CHD
2017,5,15,4,ARICA,258,Pejegallo,"3,000,000",,0.06,B,BN,CHD
2017,5,15,4,ARICA,280,Sargo,"3,000,000",,0.03,B,BN,CHD
2017,5,15,4,ARICA,238,Lisa,"2,000,000",,0.05,B,BN,CHD
2017,5,15,4,ARICA,271,Rococo,"2,000,000",,0.05,B,BN,CHD
2017,5,15,4,ARICA,272,Roncacho,"2,000,000",,0.05,B,BN,CHD
2017,5,15,4,ARICA,451,Lapa negra,"2,000,000",,0.06,B,BN,CHD
2017,5,15,4,ARICA,810,Erizo,"800,000",,0.04,B,BN,CHD
2017,5,15,4,ARICA,357,Raya espinosa,"2,000,000",,0.04,B,BN,CHD
2017,5,15,4,ARICA,260,Pejerrey de mar,"1,500,000",,0.03,B,BN,CHD
2017,5,15,4,ARICA,382,Pichibueno,"1,500,000",,0.03,B,BN,CHD
2017,5,15,4,ARICA,214,Bonito,"1,500,000",,0.06,B,BN,CHD
2017,5,15,4,ARICA,218,Caballa,"1,000,000",,0.03,B,BN,CHD
2017,5,1,8,RIQUELME,425,Cholga,"150,000",,1.2,B,BN,CHD
2017,5,1,8,RIQUELME,451,Lapa negra,"1,200,000",,0.02,B,BN,CHD
2017,5,1,8,RIQUELME,406,Almeja,"500,000",,0.1,B,BN,CHD
2017,5,1,10,CAVANCHA,485,Pulpo,"1,500,000",,1.01,B - L -O ,BN - AM,PP
2017,5,1,10,CAVANCHA,485,Pulpo,"1,500,000",,0.69,B,BN,PP
2017,5,1,10,CAVANCHA,406,Almeja,"500,000",,0.09,B,BN,CHD
2017,5,2,56,TALTAL,141,Chasc—n o huiro negro,"400,000",30,1,O,BN,PP
2017,5,2,56,TALTAL,142,Huiro palo,"320,000",30,1,O,BN,PP
2017,5,2,56,TALTAL,451,Lapa negra,"600,000",30,1,O,BN,PP
2017,5,2,56,TALTAL,262,Pejeperro,"4,500,000",,1,O,BN,PP
2017,5,2,56,TALTAL,207,Apa–ado,"4,000,000",,1,O,BN,PP
2017,5,2,56,TALTAL,227,Congrio colorado,"4,000,000",,1,O,BN,PP
2017,5,2,56,TALTAL,231,Dorado de altura,"2,500,000",,1,B-L,BN,PP
2017,5,2,56,TALTAL,226,Cojinoba del norte,"3,000,000",,1,B-L,BN,PP
2017,5,2,56,TALTAL,221,Cabrilla comœn,"2,000,000",,1,B,BN,PP
2017,5,2,56,TALTAL,252,Vieja o mulata,"3,500,000",,1,B,BN,PP
2017,5,2,56,TALTAL,266,Albacora o pez espada,"1,700,000",,1,O,BN,CHD
2017,5,2,56,TALTAL,236,Lenguado de ojos chicos,"4,000,000",,1,B,BN,CHD
2017,5,2,56,TALTAL,485,Pulpo,"1,400,000",,1,O,BN,PP
2017,5,2,56,TALTAL,810,Erizo,"480,000",,1,O,BN,CHD
2017,5,2,56,TALTAL,141,Chasc—n o huiro negro,"400,000",30,1,O,BN,PP
2017,5,2,56,TALTAL,142,Huiro palo,"320,000",30,1,O,BN,PP
2017,5,2,56,TALTAL,451,Lapa negra,"600,000",,1,B - O,BN,PP
2017,5,2,56,TALTAL,262,Pejeperro,"4,500,000",,1,B,BN,CHD
2017,5,2,56,TALTAL,207,Apa–ado,"4,000,000",,1,B,BN,CHD
2017,5,2,56,TALTAL,227,Congrio colorado,"4,000,000",,1,B,BN,CHD
2017,5,2,56,TALTAL,231,Dorado de altura,"2,500,000",,1,B - L,BN,CHD
2017,5,2,56,TALTAL,226,Cojinoba del norte,"3,000,000",,1,B - L,BN,CHD
2017,5,2,56,TALTAL,221,Cabrilla comœn,"2,000,000",,1,B,BN,CHD
2017,5,2,56,TALTAL,252,Vieja o mulata,"3,500,000",,1,B,BN,CHD
2017,5,2,56,TALTAL,266,Albacora o pez espada,"1,800,000",,1,O,BN,CHD
2017,5,2,56,TALTAL,236,Lenguado de ojos chicos,"4,000,000",,1,B,BN,CHD
2017,5,2,56,TALTAL,485,Pulpo,"1,500,000",,1,O,BN,PP
2017,5,2,56,TALTAL,810,Erizo,"480,000",,1,O,BN,CHD
2017,5,2,46,TOCOPILLA,810,Erizo,"200,000",,3,B,BN,PP
2017,5,2,46,TOCOPILLA,485,Pulpo,"1,800,000",,0.3,O,BN,PP
2017,5,2,41,PUNTA ATALA,141,Chasc—n o huiro negro,"300,000",30,9.2,O,BN,PP
2017,5,2,41,PUNTA ATALA,142,Huiro palo,"200,000",30,3.9,O,BN,PP
2017,5,2,50,ANTOFAGASTA,141,Chasc—n o huiro negro,"200,000",30,,O,BN,PP
2017,5,2,50,ANTOFAGASTA,485,Pulpo,"1,800,000",,,O,BN,PP
2017,5,2,50,ANTOFAGASTA,142,Huiro palo,"200,000",30,,O,BN,PP
2017,5,3,76,CALDERA,242,Merluza comœn,"2,000,000",,0.01,L,BN,CHD
2017,5,3,76,CALDERA,201,Marlin,"2,000,000",,0.92,L,BN,CHD
2017,5,3,76,CALDERA,291,Bilagay,"2,000,000",,0.01,B,BN,CHD
2017,5,3,76,CALDERA,205,Anchoveta,"140,000",,5.16,L,BN,CHD
2017,5,3,76,CALDERA,207,Apa–ado,"2,000,000",,0.01,L,BN,CHD
2017,5,3,76,CALDERA,208,Atœn aleta amarilla,"3,000,000",,7.34,L,BN,CHD
2017,5,3,76,CALDERA,213,Blanquillo,"2,000,000",,0.02,B,BN,CHD
2017,5,3,76,CALDERA,220,Cabrilla,"2,000,000",,0.05,B,BN,CHD
2017,5,3,76,CALDERA,221,Cabrilla comœn,"2,000,000",,0.01,B,BN,CHD
2017,5,3,76,CALDERA,226,Cojinoba del norte,"2,000,000",,0.01,B,BN,CHD
2017,5,3,76,CALDERA,227,Congrio colorado,"2,500,000",,0.2,B,BN,CHD
2017,5,3,76,CALDERA,252,Vieja o mulata,"2,500,000",,0.07,B- L,BN,CHD
2017,5,3,76,CALDERA,262,Pejeperro,"2,500,000",,0.01,B,BN,CHD
2017,5,3,76,CALDERA,266,Albacora o pez espada,"2,000,000",,258.89,L,BN,PP
2017,5,3,76,CALDERA,348,Lenguado,"3,500,000",,0.01,L,BN,CHD
2017,5,3,76,CALDERA,254,Palometa,"2,000,000",,0.1,L,BN,CHD
2017,5,3,76,CALDERA,653,Jaiba peluda,"1,500,000",,0.25,B,BN,CHD
2017,5,3,78,HUASCO,266,Albacora o pez espada,"2,000,000",,,,,
2017,5,3,78,HUASCO,406,Almeja,"1,000,000",,0.4,B,BN,CHD
2017,5,3,78,HUASCO,207,Apa–ado,"1,200,000",,0.02,B,BN,CHD
2017,5,3,78,HUASCO,451,Lapa negra,"1,000,000",,0.53,B,BN,CHD
2017,5,3,78,HUASCO,652,Jaiba mora,"850,000",,0.79,B,BN,CHD
2017,5,3,78,HUASCO,234,Jurel,"1,000,000",,0.15,B,BN,CHD
2017,5,3,78,HUASCO,227,Congrio colorado,"2,000,000",,0.34,B,BN,CHD
2017,5,3,78,HUASCO,282,Sierra,"1,100,000",,0.3,B,BN,CHD
2017,5,3,78,HUASCO,218,Caballa,"1,400,000",,,B,BN,CHD
2017,5,3,78,HUASCO,221,Cabrilla comœn,"1,200,000",,0.02,B,BN,CHD
2017,5,3,78,HUASCO,236,Lenguado de ojos chicos,"3,000,000",,,B,BN,CHD
2017,5,3,78,HUASCO,412,Caracol tegula,"250,000",,,B,BN,CHD
2017,5,3,78,HUASCO,226,Cojinoba del norte,"1,700,000",,,B,BN,CHD
2017,5,3,78,HUASCO,230,Corvina,"2,500,000",,0.02,B,BN,CHD
2017,5,3,78,HUASCO,231,Dorado de altura,"1,200,000",,0.03,B,BN,CHD
2017,5,3,78,HUASCO,252,Vieja o mulata,"1,500,000",,0.02,B,BN,CHD
2017,5,3,78,HUASCO,141,Chasc—n o huiro negro,"340,000",30,172,O,BN,PP
2017,5,3,78,HUASCO,142,Huiro palo,"120,000",30,20,O,BN,PP
2017,5,3,78,HUASCO,242,Merluza comœn,"1,100,000",,0.26,B,BN,CHD
2017,5,3,78,HUASCO,145,Huiro,"800,000",30,40,O,BN,PP
2017,5,3,74,CHA„ARAL,485,Pulpo,"3,000,000",,1.07,B,BN,CHD
2017,5,3,74,CHA„ARAL,227,Congrio colorado,"3,500,000",,0.14,B,BN,CHD
2017,5,3,74,CHA„ARAL,652,Jaiba mora,"1,000,000",,0.04,B,BN,CHD
2017,5,3,74,CHA„ARAL,451,Lapa negra,"1,000,000",,0.06,B,BN,CHD
2017,5,5,230,SAN ANTONIO,242,Merluza comœn,"1,150,000",,,B,BN,CHD
2017,5,5,230,SAN ANTONIO,445,Jibia o calamar rojo,"275,000",,,B,BN,CHD
2017,5,5,230,SAN ANTONIO,651,Jaiba lim—n,"900,000",,,B,BN,CHD
2017,5,5,230,SAN ANTONIO,266,Albacora o pez espada,"2,400,000",,,L,BN,PP
2017,5,5,230,SAN ANTONIO,208,Atœn aleta amarilla,"800,000",,,L,BN,CHD
2017,5,5,230,SAN ANTONIO,284,Tibur—n o marrajo,"1,000,000",,,L,BN,CHD
2017,5,5,230,SAN ANTONIO,242,Merluza comœn,"1,000,000",,,B,BN,CHD
2017,5,6,254,BUCALEMU,242,Merluza comœn,"535,714",,0.14,B,BN,CHD
2017,5,7,636,MAGUILLINES,445,Jibia o calamar rojo,"315,000",,28.6,B,BN,PP
2017,5,7,636,MAGUILLINES,445,Jibia o calamar rojo,"315,000",,24.58,B,BN,PP
2017,5,7,268,DUAO,242,Merluza comœn,"629,600",,0.01,B,BN,PP
2017,5,7,268,DUAO,242,Merluza comœn,"296,300",,,B,BN,PP
2017,5,7,284,CURANIPE,242,Merluza comœn,"881,111",,1.59,B,BN,PP
2017,5,7,636,MAGUILLINES,242,Merluza comœn,"481,100",,0.41,B,BN,CHD
2017,5,7,636,MAGUILLINES,242,Merluza comœn,"555,555",,0.41,B,BN,CHD
2017,5,7,636,MAGUILLINES,242,Merluza comœn,"315,000",,28.6,B,BN,PP
2017,5,8,336,SAN VICENTE,820,Piure,"200,000",,0.6,B,BN,CHD
2017,5,8,336,SAN VICENTE,644,Picoroco,"400,000",,0.5,B,BN,CHD
2017,5,8,336,SAN VICENTE,644,Picoroco,"350,000",,0.35,B,BN,CHD
2017,5,8,336,SAN VICENTE,445,Jibia o calamar rojo,"250,000",,23,B - L,BN,PP
2017,5,8,336,SAN VICENTE,644,Picoroco,"400,000",,0.4,B,BN,CHD
2017,5,8,336,SAN VICENTE,820,Piure,"250,000",,0.5,B,BN,CHD
2017,5,8,336,SAN VICENTE,644,Picoroco,"400,000",,0.4,B,BN,CHD
2017,5,8,336,SAN VICENTE,445,Jibia o calamar rojo,"250,000",,20,B - L,BN,PP
2017,5,8,310,TOME,282,Sierra,"500,000",,0.3,B,BN,CHD
2017,5,8,310,TOME,227,Congrio colorado,"2,000,000",,0.2,B,BN,CHD
2017,5,8,310,TOME,230,Corvina,"3,000,000",,0.08,B,BN,CHD
2017,5,8,310,TOME,221,Cabrilla comœn,"1,500,000",,0.03,B,BN,PP
2017,5,8,310,TOME,239,Jerguilla,"1,500,000",,0.02,B,BN,CHD
2017,5,8,350,LO ROJAS,444,Huepo o navaja de mar,"1,070,000",,1,B,BN,CHD - PP
2017,5,8,350,LO ROJAS,242,Merluza comœn,"1,300,000",,6,L,BN,CHD - PP
2017,5,8,350,LO ROJAS,242,Merluza comœn,"1,300,000",,4,L,BN,CHD - PP
2017,5,8,350,LO ROJAS,465,Navajuela,"536,000",,8,B,BN,CHD - PP
2017,5,8,350,LO ROJAS,234,Jurel,"840,000",,1,B - L,BN,CHD - PP
2017,5,8,350,LO ROJAS,242,Merluza comœn,"1,200,000",,5,L,BN,CHD-PP
2017,5,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.1,B,BN,CHD - PP
2017,5,8,350,LO ROJAS,276,Sardina comœn,"119,000",,28,L,BN,PP
2017,5,8,350,LO ROJAS,205,Anchoveta,"119,000",,2,L,BN,PP
2017,5,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.1,B,BN,CHD - PP
2017,5,8,350,LO ROJAS,445,Jibia o calamar rojo,"298,000",,21,L,BN,CHD - PP
2017,5,8,350,LO ROJAS,655,Jaiba remadora,"820,000",,0.2,B -L,BN,CHD - PP
2017,5,8,350,LO ROJAS,444,Huepo o navaja de mar,"1,070,000",,3,B,BN,CHD - PP
2017,5,8,350,LO ROJAS,465,Navajuela,"536,000",,5,B,BN,CHD - PP
2017,5,8,350,LO ROJAS,234,Jurel,"840,000",,2,B - L,BN,CHD - PP
2017,5,8,350,LO ROJAS,282,Sierra,"1,200,000",,2,B - L,BN,CHD
2017,5,8,350,LO ROJAS,276,Sardina comœn,"119,000",,22,L,BN,PP
2017,5,8,350,LO ROJAS,205,Anchoveta,"119,000",,2,L,BN,PP
2017,5,8,350,LO ROJAS,445,Jibia o calamar rojo,"298,000",,34,L,BN,CHD - PP
2017,5,8,374,LEBU,274,Reineta,"3,200,000",,8,B - L,BN,CHD
2017,5,8,374,LEBU,445,Jibia o calamar rojo,"250,000",,81,B - L,BN,PP
2017,5,8,374,LEBU,266,Albacora o pez espada,"2,200,000",,10,L,BN,PP
2017,5,8,374,LEBU,266,Albacora o pez espada,"1,300,000",,36,L,BN,PP
2017,5,8,374,LEBU,274,Reineta,"2,200,000",,30,L,BN,CHD
2017,5,9,388,QUEULE,230,Corvina,"2,500,000",,1,L,BN,CHD
2017,5,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,BN,CHD
2017,5,9,388,QUEULE,274,Reineta,"2,300,000",,1,L,BN,CHD
2017,5,9,388,QUEULE,286,Tollo,"750,000",,1,L,BN,CHD
2017,5,9,388,QUEULE,230,Corvina,"2,500,000",,1,L,BN,CHD
2017,5,9,388,QUEULE,274,Reineta,"2,300,000",,1,L,BN,CHD
2017,5,9,388,QUEULE,286,Tollo,"730,000",,1,L,BN,CHD
2017,5,14,412,NIEBLA,445,Jibia o calamar rojo,"350,000",,10.9,L,BN,PP
2017,5,14,412,NIEBLA,230,Corvina,"1,500,000",,0.19,L,BN,PP
2017,5,14,412,NIEBLA,282,Sierra,"600,000",,0.13,L,BN,PP
2017,5,14,404,VALDIVIA,216,Brotula,"1,200,000",,3.5,L,BN,PP
2017,5,14,699,EL PIOJO,465,Navajuela,"800,000",,98,B,BN,PP
2017,5,14,410,LOS MOLINOS,282,Sierra,"500,000",,450,B,BN,CHD
2017,5,10,420,ANGELMO,406,Almeja,"400,000",,1,L,BN,PP
2017,5,10,420,ANGELMO,430,Chorito,"200,000",,1,L,BN,PP
2017,5,10,420,ANGELMO,274,Reineta,"2,500,000",,1,L,BN,CHD
2017,5,10,573,LA VEGA,430,Chorito,"160,000",,1,L,BN,CHD
2017,5,10,573,LA VEGA,435,Choro,"250,000",,2,L,BN,CHD
2017,5,10,494,QUELLîN,810,Erizo,"320,000",,1.1,B,BN,CHD
2017,5,10,494,QUELLîN,810,Erizo,"865,000",,0.72,L,BN,CHD
2017,5,10,474,DALCAHUE,435,Choro,"350,000",,2.4,L,BN,CHD
2017,5,10,474,DALCAHUE,810,Erizo,"380,000",,4.82,L,BN,CHD
2017,5,10,474,DALCAHUE,425,Cholga,"100,000",,9.3,L,BN,PP
2017,5,10,474,DALCAHUE,486,Pulpo del sur ,"1,700,000",,1.1,L,BN,PP
2017,5,10,474,DALCAHUE,616,Centolla,"2,800,000",,0.3,L,BN,PP
2017,5,10,474,DALCAHUE,405,Taquilla,"169,962",,5.06,L,BN,PP
2017,5,10,474,DALCAHUE,654,Jaiba marmola,"250,000",,1.68,L,BN,PP
2017,5,10,474,DALCAHUE,137,Luga negra o crespa,"500,000",20,8.4,L,BN,CHD
2017,5,10,474,DALCAHUE,145,Huiro,"80,000",30,14.36,L,BN,PP
2017,5,10,474,DALCAHUE,228,Congrio dorado,"1,100,000",,0.01,L,BN,PP
2017,5,10,474,DALCAHUE,440,Culengue,"390,000",,1.92,L,BN,CHD
2017,5,10,474,DALCAHUE,282,Sierra,"1,500,000",,0.08,L,BN,CHD
2017,5,10,474,DALCAHUE,244,Merluza del sur o austral,"1,200,000",,0.7,L,BN,PP
2017,5,10,474,DALCAHUE,430,Chorito,"350,000",,0.21,L,BN,CHD
2017,5,10,474,DALCAHUE,465,Navajuela,"500,000",,0.82,L,BN,PP
2017,5,10,474,DALCAHUE,416,Caracol palo palo,"200,000",,0.25,L,BN,PP
2017,5,10,474,DALCAHUE,408,Tumbao,"170,000",,2.1,L,BN,CHD
2017,5,10,429,ANAHUAC,274,Reineta,"2,200,000",,1,L,BN,PP
2017,5,10,419,CHINQUIHUE,217,Bacalao de profundidad,"13,000,000",,1,L,BN,PP
2017,5,10,420,CHINQUIHUE,217,Bacalao de profundidad,"12,000,000",,1,L,BN,PP
2017,5,11,514,PUERTO AYSEN,406,Almeja,"380,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,425,Cholga,"150,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,435,Choro,"150,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,244,Merluza del sur o austral,"1,100,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,228,Congrio dorado,"1,400,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,275,Sardina austral o del sur,"50,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,654,Jaiba marmola,"170,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,136,Luga roja,"270,000",20,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,406,Almeja,"380,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,425,Cholga,"150,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,435,Choro,"150,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,244,Merluza del sur o austral,"1,100,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,228,Congrio dorado,"1,400,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,275,Sardina austral o del sur,"50,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,654,Jaiba marmola,"170,000",,,L,BN,PP
2017,5,11,514,PUERTO AYSEN,136,Luga roja,"270,000",20,,L,BN,PP
2017,5,12,534,PUNTA ARENAS,810,Erizo,"583,000",,4.99,O,BN,PP
2017,5,12,534,PUNTA ARENAS,620,Centoll—n,"550,000",,4.36,O,BN,PP
2017,5,12,534,PUNTA ARENAS,620,Centoll—n,"850,000",,15.92,O,BN,PP
2017,5,12,534,PUNTA ARENAS,810,Erizo,"489,000",,5.38,O,BN,PP
2017,5,12,534,PUNTA ARENAS,810,Erizo,"694,000",,4.26,O,BN,PP
2017,5,12,534,PUNTA ARENAS,810,Erizo,"444,000",,12.29,O,BN,PP
2017,5,12,534,PUNTA ARENAS,620,Centoll—n,"850,000",,9.37,O,BN,PP
2017,5,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"600,000",,3.39,O,BN,PP
2017,5,12,534,PUNTA ARENAS,620,Centoll—n,"850,000",,15.77,O,BN,PP
2017,5,12,536,PUERTO NATALES,810,Erizo,"550,000",,0.72,L,BN,PP
2017,5,12,536,PUERTO NATALES,810,Erizo,"550,000",,25.54,L,BN,PP
2017,6,15,4,ARICA,214,Bonito,"1,000,000",,0.2,B,BN,CHD
2017,6,15,4,ARICA,221,Cabrilla comœn,"2,500,000",,0.09,B,BN,CHD
2017,6,15,4,ARICA,254,Palometa,"3,500,000",,0.1,B,BN,CHD
2017,6,15,4,ARICA,266,Albacora o pez espada,"4,000,000",,0.15,B,BN,CHD
2017,6,15,4,ARICA,286,Tollo,"1,500,000",,0.08,B,BN,CHD
2017,6,15,4,ARICA,238,Lisa,"2,000,000",,0.05,B,BN,CHD
2017,6,15,4,ARICA,280,Sargo,"2,000,000",,0.04,B,BN,CHD
2017,6,15,4,ARICA,272,Roncacho,"1,000,000",,0.03,B,BN,CHD
2017,6,1,8,IQUIQUE,810,Erizo,"325,000",,1.13,B,BN,PP
2017,6,1,8,IQUIQUE,810,Erizo,"325,000",,6.14,B,BN,CHD
2017,6,1,8,IQUIQUE,435,Choro,"140,000",,3,B,BN,CHD
2017,6,1,10,CAVANCHA,239,Jerguilla,"2,000,000",,0.03,L,BN,CHD
2017,6,1,10,CAVANCHA,214,Bonito,"4,500,000",,0.25,L,BN,CHD
2017,6,1,10,CAVANCHA,221,Cabrilla comœn,"2,200,000",,0.05,L,BN,CHD
2017,6,1,10,CAVANCHA,229,Congrio negro,"2,500,000",,0.12,L,BN,CHD
2017,6,1,10,CAVANCHA,204,Breca o Vilagay,"2,000,000",,0.06,L,BN,CHD
2017,6,1,10,CAVANCHA,219,Cabinza,"3,000,000",,0.03,L,BN,CHD
2017,6,1,10,CAVANCHA,236,Lenguado de ojos chicos,"5,000,000",,0.04,L,BN,CHD
2017,6,2,50,ANTOFAGASTA,141,Chasc—n o huiro negro,"200,000",30,,O,BN,PP
2017,6,2,50,ANTOFAGASTA,142,Huiro palo,"250,000",30,,O,BN,PP
2017,6,2,56,TALTAL,141,Chasc—n o huiro negro,"400,000",30,,O,BN,PP
2017,6,2,56,TALTAL,142,Huiro palo,"320,000",30,,O,BN,PP
2017,6,2,56,TALTAL,451,Lapa negra,"550,000",,,O,BN,PP
2017,6,2,56,TALTAL,262,Pejeperro,"4,500,000",,,B,BN,CHD
2017,6,2,56,TALTAL,207,Apa–ado,"4,000,000",,,B,BN,CHD
2017,6,2,56,TALTAL,227,Congrio colorado,"4,000,000",,,B,BN,CHD
2017,6,2,56,TALTAL,231,Dorado de altura,"2,500,000",,,B-L,BN,CHD
2017,6,2,56,TALTAL,226,Cojinoba del norte,"3,000,000",,1,B-L,BN,CHD
2017,6,2,56,TALTAL,221,Cabrilla comœn,"2,000,000",,,B,BN,CHD
2017,6,2,56,TALTAL,252,Vieja o mulata,"3,500,000",,,B,BN,CHD
2017,6,2,56,TALTAL,266,Albacora o pez espada,"1,800,000",,,O,BN,CHD
2017,6,2,56,TALTAL,236,Lenguado de ojos chicos,"4,000,000",,,B,BN,CHD
2017,6,2,56,TALTAL,810,Erizo,"480,000",,,O,BN,CHD
2017,6,2,56,TALTAL,141,Chasc—n o huiro negro,"420,000",30,,O,BN,PP
2017,6,2,56,TALTAL,142,Huiro palo,"320,000",30,,O,BN,PP
2017,6,2,56,TALTAL,451,Lapa negra,"600,000",,,B - O,BN,PP
2017,6,2,56,TALTAL,262,Pejeperro,"4,500,000",,,B,BN,CHD
2017,6,2,56,TALTAL,207,Apa–ado,"4,000,000",,,B,BN,CHD
2017,6,2,56,TALTAL,227,Congrio colorado,"4,000,000",,,B,BN,CHD
2017,6,2,56,TALTAL,231,Dorado de altura,"2,500,000",,,B - L,BN,CHD
2017,6,2,56,TALTAL,226,Cojinoba del norte,"3,000,000",,1,B - L,BN,CHD
2017,6,2,56,TALTAL,221,Cabrilla comœn,"2,000,000",,,B,BN,CHD
2017,6,2,56,TALTAL,252,Vieja o mulata,"3,500,000",,,B,BN,CHD
2017,6,2,56,TALTAL,266,Albacora o pez espada,"1,800,000",,,O,BN,CHD
2017,6,2,56,TALTAL,236,Lenguado de ojos chicos,"4,000,000",,,B,BN,CHD
2017,6,2,56,TALTAL,810,Erizo,"480,000",,,O,BN,CHD
2017,6,2,40,PUNTA ARENAS,141,Chasc—n o huiro negro,"400,000",30,8.46,O,BN,PP
2017,6,2,40,PUNTA ARENAS,142,Huiro palo,"250,000",30,5.5,O,BN,PP
2017,6,2,40,PUNTA ARENAS,145,Huiro,"250,000",30,14.5,O,BN,PP
2017,6,2,55,URCO,810,Erizo,"200,000",,3,B,BN,PP
2017,6,2,46,TOCOPILLA,451,Lapa negra,"1,000,000",,0.77,O,BN,PP
2017,6,3,76,CALDERA,201,Marlin,"1,800,000",,0.38,L,BN,CHD
2017,6,3,76,CALDERA,204,Breca o Vilagay,"2,000,000",,0.03,B,BN,CHD
2017,6,3,76,CALDERA,205,Anchoveta,"140,000",,289.61,B,BN,PP
2017,6,3,76,CALDERA,208,Atœn aleta amarilla,"3,000,000",,0.73,L,BN,CHD
2017,6,3,76,CALDERA,211,Azulejo,"1,500,000",,0.08,L,BN,CHD
2017,6,3,76,CALDERA,218,Caballa,"2,150,000",,3.82,L,BN,PP
2017,6,3,76,CALDERA,221,Cabrilla comœn,"2,000,000",,0.2,B,BN,CHD
2017,6,3,76,CALDERA,234,Jurel,"2,150,000",,2.07,L,BN,PP
2017,6,3,76,CALDERA,266,Albacora o pez espada,"1,800,000",,0.29,L,BN,PP
2017,6,3,76,CALDERA,289,Vidriola,"2,000,000",,0.02,B,BN,CHD
2017,6,3,76,CALDERA,653,Jaiba peluda,"1,000,000",,0.02,B,BN,CHD
