PRECIOS DE PRIMERA TRANSACCIîN ,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,
2017,,,,,,,,,,,,
,,,,,,,,,,,,
A„O,MES,REGIîN,C—digo Caleta,Nom_caleta,C—digo especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP
2017,2,3,78,HUASCO,227,Congrio colorado,"2,000,000",,0.45,B,BN,CHD
2017,2,3,78,HUASCO,282,Sierra,"1,100,000",,0.05,B,BN,CHD
2017,2,3,78,HUASCO,218,Caballa,"1,400,000",,0.07,B,BN,CHD
2017,2,3,78,HUASCO,221,Cabrilla comœn,"1,200,000",,0.03,B,BN,CHD
2017,2,3,78,HUASCO,204,Breca o Vilagay,"500,000",,,B,BN,CHD
2017,2,3,78,HUASCO,236,Lenguado de ojos chicos,"3,000,000",,0.01,B,BN,CHD
2017,2,3,78,HUASCO,412,Caracol tegula,"250,000",,0.18,B,BN,CHD
2017,2,3,78,HUASCO,226,Cojinoba del norte,"1,700,000",,0.05,B,BN,CHD
2017,2,3,78,HUASCO,230,Corvina,"2,500,000",,0.07,B,BN,CHD
2017,2,3,78,HUASCO,231,Dorado de altura,"1,200,000",,6.16,B,BN,CHD
2017,2,3,78,HUASCO,252,Vieja o mulata,"1,500,000",,0.12,B,BN,CHD
2017,2,3,78,HUASCO,141,Chasc—n o huiro negro,"340,000",30,489,O,BN,PP
2017,2,3,78,HUASCO,142,Huiro palo,"120,000",30,58,O,BN,PP
2017,2,3,78,HUASCO,145,Huiro,"80,000",35,,O,BN,PP
2017,2,3,74,CHA„ARAL,258,Pejegallo,"2,000,000",,0.31,B,BN,CHD
2017,2,3,74,CHA„ARAL,266,Albacora o pez espada,"3,000,000",,0.36,L,BN,CHD
2017,2,3,74,CHA„ARAL,213,Blanquillo,"2,000,000",,0.05,B,BN,CHD
2017,2,3,74,CHA„ARAL,214,Bonito,"2,000,000",,0.1,B,BN,CHD
2017,2,3,74,CHA„ARAL,218,Caballa,"2,000,000",,0.79,B,BN,CHD
2017,2,3,74,CHA„ARAL,219,Cabinza,"1,000,000",,0.07,B,BN,CHD
2017,2,3,74,CHA„ARAL,220,Cabrilla,"2,500,000",,0.37,L,BN,CHD
2017,2,3,74,CHA„ARAL,221,Cabrilla comœn,"2,500,000",,0.2,B,BN,CHD
2017,2,3,74,CHA„ARAL,226,Cojinoba del norte,"3,000,000",,0.1,B,BN,CHD
2017,2,3,74,CHA„ARAL,227,Congrio colorado,"4,000,000",,1.18,L,BN,CHD
2017,2,3,74,CHA„ARAL,229,Congrio negro,"3,000,000",,0.09,B,BN,CHD
2017,2,3,74,CHA„ARAL,230,Corvina,"3,500,000",,0.39,B,BN,CHD
2017,2,3,74,CHA„ARAL,231,Dorado de altura,"2,500,000",,5.83,B,BN,CHD
2017,2,3,74,CHA„ARAL,234,Jurel,"2,000,000",,0.24,B,BN,CHD
2017,2,3,74,CHA„ARAL,236,Lenguado de ojos chicos,"4,500,000",,0.28,L,BN,CHD
2017,2,3,74,CHA„ARAL,284,Tibur—n o marrajo,"2,000,000",,0.06,L,BN,CHD
2017,2,3,74,CHA„ARAL,286,Tollo,"1,300,000",,0.01,L,BN,CHD
2017,2,3,74,CHA„ARAL,252,Vieja o mulata,"3,500,000",,0.35,L,BN,CHD
2017,2,5,230,SAN ANTONIO,242,Merluza comœn,"1,300,000",,,B,BN,CHD
2017,2,5,230,SAN ANTONIO,445,Jibia o calamar rojo,"200,000",,,B,BN,CHD
2017,2,5,230,SAN ANTONIO,651,Jaiba lim—n,"900,000",,,B,BN,CHD
2017,2,5,230,SAN ANTONIO,289,Vidriola,"1,600,000",,,B,BN,CHD
2017,2,5,230,SAN ANTONIO,227,Congrio colorado,"5,000,000",,,B,BN,CHD
2017,2,5,230,SAN ANTONIO,217,Bacalao de profundidad,"12,600,000",,,L,BN,PP
2017,2,7,268,DUAO,258,Pejegallo,"700,000",,0.01,B,BN,CHD
2017,2,7,268,DUAO,258,Pejegallo,"700,000",,0,B,BN,CHD
2017,2,7,268,DUAO,258,Pejegallo,"500,000",,0.01,B,BN,CHD
2017,2,7,268,DUAO,230,Corvina,"2,200,000",,0.01,B,BN,CHD
2017,2,7,268,DUAO,229,Congrio negro,"1,000,000",,0.01,B,BN,CHD
2017,2,7,268,DUAO,274,Reineta,"600,000",,0,B,BN,CHD
2017,2,8,304,DICHATO,270,Robalo,"1,000,000",,0.08,B,BN,CHD
2017,2,8,304,DICHATO,230,Corvina,"2,500,000",,0.18,B,BN,CHD
2017,2,8,304,DICHATO,227,Congrio colorado,"2,000,000",,0.15,B,BN,CHD
2017,2,8,304,DICHATO,242,Merluza comœn,"536,000",,0.42,B,BN,CHD
2017,2,8,310,TOME,425,Cholga,"1,500,000",,0.05,B,BN,CHD
2017,2,8,310,TOME,465,Navajuela,"700,000",,0.06,B,BN,CHD
2017,2,8,310,TOME,653,Jaiba peluda,"1,000,000",,0.05,B,BN,CHD
2017,2,8,310,TOME,274,Reineta,"800,000",,0.14,B - L,BN,CHD
2017,2,8,310,TOME,445,Jibia o calamar rojo,"200,000",,0.15,B - L,BN,PP
2017,2,8,310,TOME,137,Luga negra o crespa,"300,000",20,2,O,BN,PP
2017,2,8,310,TOME,137,Luga negra o crespa,"350,000",20,10,O,BN,PP
2017,2,8,374,LEBU,217,Bacalao de profundidad,"12,700,000",,4,L,BN,PP
2017,2,8,374,LEBU,274,Reineta,"800,000",,10,L,BN,CHD
2017,2,8,336,SAN VICENTE,644,Picoroco,"200,000",,0.65,B,BN,CHD
2017,2,8,336,SAN VICENTE,644,Picoroco,"400,000",,0.35,B,BN,CHD
2017,2,8,336,SAN VICENTE,820,Piure,"200,000",,0.3,B,BN,CHD
2017,2,9,388,QUEULE,230,Corvina,"1,600,000",,1,L,,CHD
2017,2,9,388,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,BN,CHD
2017,2,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2017,2,9,388,QUEULE,274,Reineta,"1,500,000",,1,L,,CHD
2017,2,9,388,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2017,2,9,388,QUEULE,230,Corvina,"1,600,000",,1,L,,CHD
2017,2,9,388,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,BN,CHD
2017,2,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2017,2,9,388,QUEULE,274,Reineta,"1,500,000",,1,L,,CHD
2017,2,9,388,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2017,2,14,412,NIEBLA,217,Bacalao de profundidad,"12,700,000",,0.97,L,BN,PP
2017,2,14,412,NIEBLA,217,Bacalao de profundidad,"12,700,000",,2.06,L,BN,PP
2017,2,14,412,NIEBLA,217,Bacalao de profundidad,"12,700,000",,1.11,L,BN,PP
2017,2,14,412,NIEBLA,217,Bacalao de profundidad,"12,000,000",,2.64,L,BN,PP
2017,2,14,412,NIEBLA,654,Jaiba marmola,"600,000",,0.15,B,BN,CHD
2017,2,14,412,NIEBLA,282,Sierra,"600,000",,0.6,B,BN,CHD
2017,2,14,412,NIEBLA,230,Corvina,"2,000,000",,0.45,B,BN,CHD
2017,2,14,408,MEHUIN,435,Choro,"600,000",,1,B,BN,CHD
2017,2,14,408,MEHUIN,430,Chorito,"700,000",,0.25,B,BN,CHD
2017,2,14,404,VALDIVIA,217,Bacalao de profundidad,"12,600,000",,5.56,L,BN,PP
2017,2,14,699,EL PIOJO,465,Navajuela,"800,000",,0.02,B,BN,CHD
2017,2,14,699,EL PIOJO,654,Jaiba marmola,"400,000",,0.04,B,BN,CHD
2017,2,14,699,EL PIOJO,406,Almeja,"800,000",,0.02,B,BN,CHD
2017,2,14,557,MISISIPPI,430,Chorito,"800,000",,0.15,B,BN,CHD
2017,2,10,474,DALCAHUE,406,Almeja,"320,000",,3.56,L,BN,CHD
2017,2,10,494,QUELLON,420,Caracol trumulco,"400,000",,0.7,L,BN,CHD
2017,2,10,494,QUELLON,430,Chorito,"180,000",,1.6,O,BN,CHD
2017,2,10,494,QUELLON,136,Luga roja,"290,000",30,3.6,L,BN,PP
2017,2,10,494,QUELLON,137,Luga negra o crespa,"100,000",40,4.2,L,BN,PP
2017,2,10,494,QUELLON,136,Luga roja,"280,000",30,3.4,B,BN,PP
2017,2,10,494,QUELLON,137,Luga negra o crespa,"100,000",40,1.2,B,BN,PP
2017,3,10,494,QUELLON,406,Almeja,"320,000",,1.36,L,BN,CHD
2017,2,10,494,QUELLON,430,Chorito,"200,000",,0.65,B,BN,CHD
2017,2,10,494,QUELLON,654,Jaiba marmola,"180,000",,0.46,B,BN,PP
2017,2,10,474,DALCAHUE,444,Huepo o navaja de mar,"700,000",,4.23,L,BN,CHD
2017,2,10,474,DALCAHUE,244,Merluza del sur o austral,"1,100,000",,0.6,L,NM,PP
2017,2,10,474,DALCAHUE,435,Choro,"350,000",,1.5,L,BN,CHD
2017,2,10,474,DALCAHUE,228,Congrio dorado,"1,300,000",,0.03,L,BN,PP
2017,2,10,474,DALCAHUE,405,Taquilla,"170,000",,2.75,L,BN,PP
2017,2,10,474,DALCAHUE,810,Erizo,"200,000",,0.14,L,BN,CHD
2017,2,10,474,DALCAHUE,440,Culengue,"200,000",,1.35,L,BN,CHD
2017,2,10,474,DALCAHUE,408,Tumbao,"190,000",,1.09,L,BN,CHD
2017,3,10,494,QUELLON,406,Almeja,"320,000",,2.2,L,BN,CHD
2017,2,10,474,DALCAHUE,282,Sierra,"850,000",,0.04,L,BN,CHD
2017,2,10,454,SAN RAFAEL,440,Culengue,"300,000",,0.7,L,BN,PP
2017,2,10,454,SAN RAFAEL,408,Tumbao,"200,000",,1,L,BN,PP
2017,2,10,420,ANGELMO,406,Almeja,"466,666",,0.3,B,BN,CHD
2017,2,10,420,ANGELMO,425,Cholga,"200,000",,0.98,B,BN,CHD
2017,2,10,420,ANGELMO,430,Chorito,"200,000",,0.63,B,BN,CHD
2017,3,10,494,QUELLON,406,Almeja,"320,000",,10.4,L,BN,CHD
2017,2,10,429,ANAHUAC,217,Bacalao de profundidad,"12,600,000",,3.48,B,BN,PP
2017,2,11,514,PUERTO AYSEN,406,Almeja,"380,000",,,L,BN,PP
2017,2,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,425,Cholga,"150,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,435,Choro,"150,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,244,Merluza del sur o austral,"1,100,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,228,Congrio dorado,"1,400,000",,,L,BN,PP
2017,2,11,514,PUERTO AYSEN,275,Sardina austral o del sur,"50,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,654,Jaiba marmola,"170,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,136,Luga roja,"270,000",30,,L,,PP
2017,2,11,514,PUERTO AYSEN,406,Almeja,"380,000",,,L,BN,PP
2017,2,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,425,Cholga,"150,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,435,Choro,"150,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,244,Merluza del sur o austral,"1,100,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,228,Congrio dorado,"1,400,000",,,L,BN,PP
2017,2,11,514,PUERTO AYSEN,275,Sardina austral o del sur,"50,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,654,Jaiba marmola,"170,000",,,L,,PP
2017,2,11,514,PUERTO AYSEN,136,Luga roja,"270,000",30,,L,,PP
2017,2,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"714,000",,12.64,O,BN,PP
2017,2,12,534,PUNTA ARENAS,475,Osti—n del sur,"654,000",,11.85,O,BN,PP
2017,2,12,536,PUERTO NATALES,228,Congrio dorado,"1,500,000",,1,B,BN,PP
2017,2,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"595,000",,0.87,O,BN,PP
2017,2,12,534,PUNTA ARENAS,475,Osti—n del sur,"705,000",,8.5,O,BN,PP
2017,2,12,536,PUERTO NATALES,228,Congrio dorado,"1,500,000",,14,B,BN,PP
2017,2,12,536,PUERTO NATALES,475,Osti—n del sur,"300,000",,24,L,BN,PP
2017,2,12,536,PUERTO NATALES,244,Merluza del sur o austral,"1,300,000",,2.4,B,BN,PP
2017,3,12,536,PUERTO NATALES,228,Congrio dorado,"1,500,000",,13.3,B,BN,PP
2017,2,12,536,PUERTO NATALES,270,Robalo,"1,500,000",,0.18,B,BN,CHD
2017,2,12,536,PUERTO NATALES,475,Osti—n del sur,"350,000",,33,L,BN,PP
2017,2,12,536,PUERTO NATALES,270,Robalo,"1,500,000",,0.58,B,BN,CHD
2017,3,15,4,ARICA,285,Tomoyo,"4,000,000",,0.03,B,BN,CHD
2017,3,15,4,ARICA,219,Cabinza,"2,000,000",,0.02,B,BN,CHD
2017,3,15,4,ARICA,238,Lisa,"2,000,000",,0.01,B,BN,CHD
2017,3,15,4,ARICA,211,Azulejo,"2,000,000",,0.07,B,BN,CHD
2017,3,15,4,ARICA,218,Caballa,"2,000,000",,0.03,B,BN,CHD
2017,3,15,4,ARICA,234,Jurel,"2,000,000",,0.03,B,BN,CHD
2017,3,1,8,RIQUELME,207,Apa–ado,"4,000,000",,0.04,B,BN,CHD - PP
2017,3,1,8,RIQUELME,217,Bacalao de profundidad,"12,800,000",,0.07,L,BN,PP
2017,3,1,8,RIQUELME,425,Cholga,"200,000",,1.53,B,BN,CHD
2017,3,1,8,RIQUELME,485,Pulpo,"1,400,000",,0.08,B,BN,PP
2017,3,1,8,RIQUELME,226,Cojinoba del norte,"2,800,000",,0.06,L,BN,CHD
2017,3,1,8,RIQUELME,221,Cabrilla comœn,"2,200,000",,0.05,B,BN,CHD
2017,3,1,10,CAVANCHA,485,Pulpo,"1,400,000",,0.33,B,BN,CHD
2017,3,1,10,CAVANCHA,485,Pulpo,"1,400,000",,0.3,B,BN,CHD
2017,3,2,38,HUACHAN,485,Pulpo,"1,500,000",,0.95,B,BN,PP
2017,3,2,46,TOCOPILLA,142,Huiro palo,"200,000",30,3.5,O,BN,PP
2017,3,2,46,TOCOPILLA,141,Chasc—n o huiro negro,"350,000",30,6.8,O,BN,PP
2017,3,2,46,TOCOPILLA,485,Pulpo,"1,500,000",,0.5,O,BN,PP
2017,3,2,46,TOCOPILLA,451,Lapa negra,"1,000,000",,0.12,O,BN,PP
2017,3,2,50,ANTOFAGASTA,142,Huiro palo,"200,000",30,,O,BN,PP
2017,3,2,50,ANTOFAGASTA,141,Chasc—n o huiro negro,"200,000",30,,O,BN,PP
2017,3,2,38,HUACHAN,485,Pulpo,"1,500,000",,0.95,B,BN,PP
2017,3,2,38,HUACHAN,142,Huiro palo,"200,000",30,3.5,O,BN,PP
2017,3,2,38,HUACHAN,141,Chasc—n o huiro negro,"350,000",30,6.8,O,BN,PP
2017,3,2,56,TALTAL,141,Chasc—n o huiro negro,"380,000",30,1,O,BN,PP
2017,3,2,56,TALTAL,142,Huiro palo,"270,000",30,1,O,BN,PP
2017,3,2,56,TALTAL,451,Lapa negra,"650,000",,1,O,BN,PP
2017,3,2,56,TALTAL,262,Pejeperro,"4,000,000",,1,B,BN,CHD
2017,3,2,56,TALTAL,207,Apa–ado,"4,000,000",,1,B,BN,CHD
2017,3,2,56,TALTAL,227,Congrio colorado,"4,000,000",,1,B,BN,CHD
2017,3,2,56,TALTAL,231,Dorado de altura,"2,500,000",,1,B - L,BN,CHD
2017,3,2,56,TALTAL,226,Cojinoba del norte,"3,000,000",,1,B - L,BN,CHD
2017,3,2,56,TALTAL,221,Cabrilla comœn,"2,000,000",,1,B,BN,CHD
2017,3,2,56,TALTAL,252,Vieja o mulata,"3,500,000",,1,B,BN,CHD
2017,3,2,56,TALTAL,266,Albacora o pez espada,"3,800,000",,1,O,BN,CHD
2017,3,2,56,TALTAL,236,Lenguado de ojos chicos,"4,000,000",,1,B,BN,CHD
2017,3,2,56,TALTAL,485,Pulpo,"1,800,000",,1,O,BN,PP
2017,3,2,56,TALTAL,810,Erizo,"480,000",,1,O,BN,CHD
2017,3,2,56,TALTAL,141,Chasc—n o huiro negro,"380,000",30,1,O,BN,PP
2017,3,2,56,TALTAL,142,Huiro palo,"270,000",30,1,O,BN,PP
2017,3,2,56,TALTAL,451,Lapa negra,"650,000",,1,B - O,BN,PP
2017,3,2,56,TALTAL,262,Pejeperro,"4,000,000",,1,B ,BN,CHD
2017,3,2,56,TALTAL,207,Apa–ado,"4,000,000",,1,B ,BN,CHD
2017,3,2,56,TALTAL,227,Congrio colorado,"4,000,000",,1,B ,BN,CHD
2017,3,2,56,TALTAL,231,Dorado de altura,"2,500,000",,1,B - L,BN,CHD
2017,3,2,56,TALTAL,226,Cojinoba del norte,"3,000,000",,1,B - L,BN,CHD
2017,3,2,56,TALTAL,221,Cabrilla comœn,"2,000,000",,1,B,BN,CHD
2017,3,2,56,TALTAL,252,Vieja o mulata,"3,500,000",,1,B,BN,CHD
2017,3,2,56,TALTAL,266,Albacora o pez espada,"4,000,000",,1,O,BN,CHD
2017,3,2,56,TALTAL,236,Lenguado de ojos chicos,"4,000,000",,1,B,BN,CHD
2017,3,2,56,TALTAL,485,Pulpo,"1,900,000",,1,O,BN,PP
2017,3,2,56,TALTAL,810,Erizo,"480,000",,1,O,BN,CHD
2017,3,3,76,CALDERA,201,Marlin,"3,000,000",,0.04,L,BN,CHD
2017,3,3,76,CALDERA,217,Bacalao de profundidad,"12,700,000",,16.77,L,BN,PP
2017,3,3,76,CALDERA,218,Caballa,"2,150,000",,2.04,L,BN,PP
2017,3,3,76,CALDERA,227,Congrio colorado,"2,500,000",,0.6,B,BN,CHD
2017,3,3,76,CALDERA,231,Dorado de altura,"2,500,000",,1.83,B - L,BN,CHD
2017,3,3,76,CALDERA,234,Jurel,"2,150,000",,0.73,L,BN,PP
2017,3,3,76,CALDERA,266,Albacora o pez espada,"3,000,000",,2.52,B - L,BN,CHD
2017,3,3,76,CALDERA,485,Pulpo,"3,500,000",,0.02,B,BN,CHD
2017,3,3,76,CALDERA,652,Jaiba mora,"1,000,000",,0.31,B,BN,CHD
2017,3,3,76,CALDERA,207,Apa–ado,"2,000,000",,0.04,B,BN,CHD
2017,3,3,76,CALDERA,249,Bacaladillo o mote,"1,000,000",,17,L,BN,PP
2017,3,3,76,CALDERA,141,Chasc—n o huiro negro,"370,000",35,10.35,O,BN,PP
2017,3,3,78,HUASCO,820,Piure,"120,000",,4.62,B,BN,CHD
2017,3,3,78,HUASCO,266,Albacora o pez espada,"2,000,000",,0.82,B,BN,CHD
2017,3,3,78,HUASCO,406,Almeja,"1,000,000",,0.22,B,BN,CHD
2017,3,3,78,HUASCO,207,Apa–ado,"1,200,000",,0.01,B,BN,CHD
2017,3,3,78,HUASCO,242,Merluza comœn,"1,100,000",,0.2,B,BN,CHD
2017,3,3,78,HUASCO,451,Lapa negra,"1,000,000",,0.55,B,BN,CHD
2017,3,3,78,HUASCO,652,Jaiba mora,"300,000",,0.32,B,BN,CHD
2017,3,3,78,HUASCO,234,Jurel,"1,000,000",,0.22,B,BN,CHD
2017,3,3,78,HUASCO,227,Congrio colorado,"2,000,000",,0.49,B,BN,CHD
2017,3,3,78,HUASCO,282,Sierra,"1,100,000",,0.24,B,BN,CHD
2017,3,3,78,HUASCO,218,Caballa,"1,400,000",,0.03,B,BN,CHD
2017,3,3,78,HUASCO,221,Cabrilla comœn,"1,200,000",,0.02,B,BN,CHD
2017,3,3,78,HUASCO,204,Breca o Vilagay,"500,000",,0.01,B,BN,CHD
2017,3,3,78,HUASCO,236,Lenguado de ojos chicos,"3,000,000",,,B,BN,CHD
2017,3,3,78,HUASCO,412,Caracol tegula,"250,000",,0.18,B,BN,CHD
2017,3,3,78,HUASCO,231,Dorado de altura,"1,200,000",,8.14,B,BN,CHD
2017,3,3,78,HUASCO,141,Chasc—n o huiro negro,"340,000",35,179,O,BN,PP
2017,3,3,78,HUASCO,142,Huiro palo,"120,000",30,30,O,BN,PP
2017,3,3,78,HUASCO,145,Huiro,"80,000",35,,O,BN,PP
2017,3,3,74,CHA„ARAL,258,Pejegallo,"2,000,000",,0.19,B,BN,CHD
2017,3,3,74,CHA„ARAL,266,Albacora o pez espada,"3,000,000",,1.27,L,BN,CHD
2017,3,3,74,CHA„ARAL,214,Bonito,"2,000,000",,0.17,B,BN,CHD
2017,3,3,74,CHA„ARAL,220,Cabrilla,"2,000,000",,0.03,B,BN,CHD
2017,3,3,74,CHA„ARAL,227,Congrio colorado,"4,000,000",,0.62,B,BN,CHD
2017,3,3,74,CHA„ARAL,229,Congrio negro,"3,000,000",,0.07,B,BN,CHD
2017,3,3,74,CHA„ARAL,230,Corvina,"3,500,000",,0.31,B,BN,CHD
2017,3,3,74,CHA„ARAL,231,Dorado de altura,"2,500,000",,11.79,L,BN,CHD
2017,3,3,74,CHA„ARAL,234,Jurel,"2,500,000",,0.11,L,BN,CHD
2017,3,3,74,CHA„ARAL,236,Lenguado de ojos chicos,"2,500,000",,0.06,B,BN,CHD
2017,3,3,74,CHA„ARAL,262,Pejeperro,"2,000,000",,0.01,B,BN,CHD
2017,3,3,74,CHA„ARAL,485,Pulpo,"3,000,000",,0.17,B,BN,CHD
2017,3,3,74,CHA„ARAL,284,Tibur—n o marrajo,"2,000,000",,0.58,B,BN,CHD
2017,3,5,230,SAN ANTONIO,242,Merluza comœn,"1,150,000",,,B,BN,CHD
2017,3,5,230,SAN ANTONIO,445,Jibia o calamar rojo,"200,000",,,B,BN,CHD
2017,3,5,230,SAN ANTONIO,651,Jaiba lim—n,"900,000",,,B,BN,CHD
2017,3,5,230,SAN ANTONIO,289,Vidriola,"1,600,000",,,B,BN,CHD
2017,3,5,230,SAN ANTONIO,227,Congrio colorado,"5,000,000",,,B,BN,CHD
2017,3,5,230,SAN ANTONIO,217,Bacalao de profundidad,"12,600,000",,,L,BN,PP
2017,3,7,286,CURANIPE,242,Merluza comœn,"1,032,889",,3.49,B,BN,CHD
2017,3,7,286,CURANIPE,274,Reineta,"304,000",,7.6,B,BN,CHD
2017,3,7,286,CURANIPE,242,Merluza comœn,"250,000",,0.68,B,BN,CHD
2017,3,7,268,DUAO,242,Merluza comœn,"1,037,000",,,B,BN,CHD
2017,3,8,336,SAN VICENTE,644,Picoroco,"400,000",,0.4,B,BN,CHD
2017,3,8,336,SAN VICENTE,644,Picoroco,"400,000",,0.8,B,BN,CHD
2017,3,8,336,SAN VICENTE,820,Piure,"200,000",,0.55,B,BN,CHD
2017,3,8,336,SAN VICENTE,820,Piure,"200,000",,45,B,BN,CHD
2017,3,8,306,COLIUMO,130,Pelillo,"400,000",20,0.4,O,BN,PP
2017,3,8,306,COLIUMO,282,Sierra,"600,000",,0.7,B,BN,CHD
2017,3,8,306,COLIUMO,445,Jibia o calamar rojo,"150,000",,1.4,L,BN,PP
2017,3,8,306,COLIUMO,653,Jaiba peluda,"1,000,000",,0.03,B,BN,CHD
2017,3,8,306,COLIUMO,282,Sierra,"600,000",,0.5,B,BN,CHD
2017,3,8,306,COLIUMO,445,Jibia o calamar rojo,"150,000",,3,L,BN,PP
2017,3,8,306,COLIUMO,653,Jaiba peluda,"1,000,000",,0.05,B,BN,CHD
2017,3,8,350,LO ROJAS,242,Merluza comœn,"1,300,000",,3,L,BN,CHD - PP
2017,3,8,350,LO ROJAS,444,Huepo o navaja de mar,"1,070,000",,8,B,BN,CHD - PP
2017,3,8,350,LO ROJAS,465,Navajuela,"536,000",,14,B,BN,CHD - PP
2017,3,8,350,LO ROJAS,234,Jurel,"820,000",,4,B-L,BN,CHD - PP
2017,3,8,350,LO ROJAS,407,Juliana o tawera,"140,000",,4,B,BN,CHD - PP
2017,3,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.1,B,BN,CHD - PP
2017,3,8,350,LO ROJAS,276,Sardina comœn,"119,000",,30,L,BN,PP
2017,3,8,350,LO ROJAS,205,Anchoveta,"119,000",,5,L,BN,PP
2017,3,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.1,B,BN,CHD-PP
2017,3,8,350,LO ROJAS,276,Sardina comœn,"119,000",,30,L,BN,PP
2017,3,8,350,LO ROJAS,205,Anchoveta,"119,000",,5,L,BN,PP
2017,3,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.5,B,BN,CHD - PP
2017,3,8,350,LO ROJAS,445,Jibia o calamar rojo,"298,000",,6,L,BN,CHD - PP
2017,3,8,350,LO ROJAS,444,Huepo o navaja de mar,"1,070,000",,2,B,BN,CHD-PP
2017,3,8,350,LO ROJAS,465,Navajuela,"536,000",,13,B,BN,CHD - PP
2017,3,8,350,LO ROJAS,234,Jurel,"820,000",,2,B - L,BN,CHD - PP
2017,3,8,350,LO ROJAS,407,Juliana o tawera,"140,000",,1,B,BN,CHD - PP
2017,3,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.1,B,BN,CHD - PP
2017,3,8,350,LO ROJAS,276,Sardina comœn,"119,000",,45,L,BN,PP
2017,3,8,350,LO ROJAS,205,Anchoveta,"119,000",,1,L,BN,PP
2017,3,8,350,LO ROJAS,242,Merluza comœn,"1,300,000",,5,L,BN,CHD - PP
2017,3,8,350,LO ROJAS,445,Jibia o calamar rojo,"298,000",,7,L,BN,CHD - PP
2017,3,8,374,LEBU,274,Reineta,"1,600,000",,15,B - L,BN,CHD
2017,3,8,374,LEBU,445,Jibia o calamar rojo,"250,000",,75,B - L,BN,PP
2017,3,8,374,LEBU,445,Jibia o calamar rojo,"250,000",,368,B - L,BN,PP
2017,3,8,374,LEBU,217,Bacalao de profundidad,"12,500,000",,0.22,L,BN,PP
2017,3,8,374,LEBU,274,Reineta,"1,300,000",,52,L,BN,CHD
2017,3,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2017,3,9,388,QUEULE,230,Corvina,"1,800,000",,1,L,,CHD
2017,3,9,388,QUEULE,226,Cojinoba del norte,"2,000,000",,1,L,BN,CHD
2017,3,9,388,QUEULE,258,Pejegallo,"800,000",,,L,,CHD
2017,3,9,388,QUEULE,274,Reineta,"1,800,000",,1,L,,CHD
2017,3,9,388,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2017,3,9,388,QUEULE,230,Corvina,"1,800,000",,1,L,,CHD
2017,3,9,388,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,BN,CHD
2017,3,9,388,QUEULE,258,Pejegallo,"800,000",,,L,,CHD
2017,3,9,388,QUEULE,274,Reineta,"1,800,000",,1,L,,CHD
2017,3,9,388,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2017,3,14,412,NIEBLA,258,Pejegallo,"1,200,000",,54,L,BN,PP
2017,3,14,412,NIEBLA,230,Corvina,"1,200,000",,410,L,BN,PP
2017,3,14,412,NIEBLA,290,Besugo,"800,000",,761,L,BN,PP
2017,3,14,412,NIEBLA,228,Congrio dorado,"2,400,000",,393,L,BN,PP
2017,3,14,412,NIEBLA,227,Congrio colorado,"2,400,000",,35,L,BN,PP
2017,3,14,412,NIEBLA,260,Pejerrey de mar,"700,000",,162,L,BN,PP
2017,3,14,412,NIEBLA,238,Lisa,"2,000,000",,18,L,BN,PP
