PRECIOS DE PRIMERA TRANSACCIÓN ,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,
2014,,,,,,,,,,,,
,,,,,,,,,,,,
AÑO,MES,REGIÓN,Codigo Caleta,Nom_caleta,Codigo especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP
2014,2,11,514,PUERTO AYSEN,616,Centolla,"1,900,000",,1,L,BN,PP
2014,2,11,514,PTO AYSEN,137,Luga negra o crespa,"160,000",30,1,L,,PP
2014,2,11,514,PTO AYSEN,136,Luga roja,"270,000",30,1,L,,PP
2014,2,11,514,PTO AYSEN,244,Merluza del sur,"900,000",,1,L,BN,PP
2014,2,11,514,PTO AYSEN,228,Congrio dorado,"800,000",,1,L,BN,PP
2014,2,11,514,PTO AYSEN,268,Raya volantin,"1,000,000",,1,L,BN,PP
2014,2,11,514,PUERTO AYSEN,275,Sardina austral,"50,000",,105.6,L,BN,PP
2014,2,11,514,PTO AYSEN,654,Jaiba marmola,"175,000",,1,L,BN,PP
2014,2,11,514,PUERTO AYSEN,616,Centolla,"1,900,000",,1,L,BN,PP
2014,2,11,514,PTO AYSEN,137,Luga negra o crespa,"160,000",30,11.39,L,,PP
2014,2,11,514,PTO AYSEN,136,Luga roja,"270,000",30,1,L,,PP
2014,2,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"550,000",,4.85,O,BN,PP
2014,2,12,514,PUNTA ARENAS,620,Centollon,"600,000",,3.28,O,BN,PP
2014,2,12,514,PUNTA ARENAS,475,Ostion del sur,"858,000",,15.47,O,BN,PP
2014,2,12,514,PUNTA ARENAS,444,Huepo o navaja de mar,"550,000",,2.8,O,BN,PP
2014,2,12,514,PUNTA ARENAS,620,Centollon,"700,000",,12.49,O,BN,PP
2014,2,12,514,PUNTA ARENAS,475,Ostion del sur,"823,000",,6,O,BN,PP
2014,2,12,536,PUERTO NATALES,475,Ostion del sur,"600,000",,48.5,L,BN,PP
2014,2,12,536,PUERTO NATALES,270,Robalo,"1,000,000",,0.3,B,BN,PP
2014,2,12,536,PUERTO NATALES,217,Bacalao de profundidad,"7,350,000",,12.3,L,BN,PP
2014,2,12,536,PUERTO NATALES,475,Ostion del sur,"680,000",,50.3,L,BN,PP
2014,3,15,4,ARICA,280,Sargo,"2,500,000",,0.015,B,BN,CHD
2014,3,15,4,ARICA,258,Pejegallo,"2,000,000",,0.02,B,BN,CHD
2014,3,15,4,ARICA,239,Jerguilla,"2,000,000",,0.02,B,BN,CHD
2014,3,15,4,ARICA,211,Azulejo,"2,000,000",,0.08,B,BN,CHD
2014,3,15,4,ARICA,207,Apanado,"2,000,000",,0.03,B,BN,CHD
2014,3,15,4,ARICA,226,Cojinoba del norte,"2,500,000",,0.04,B,BN,CHD
2014,3,15,4,ARICA,820,Piure,"200,000",,0.03,B,BN,CHD
2014,3,15,4,ARICA,450,Lapa,"1,150,000",,0.02,B,BN,CHD
2014,3,15,4,ARICA,435,Choro,"1,000,000",,0.04,B,BN,CHD
2014,3,15,4,ARICA,820,Piure,"200,000",,0.015,B,BN,CHD
2014,3,15,4,ARICA,260,Pejerrey de mar,"1,000,000",,0.03,B,BN,CHD
2014,3,15,4,ARICA,272,Roncacho,"2,000,000",,0.03,B,BN,CHD
2014,3,15,4,ARICA,435,Choro,"1,000,000",,0.03,B,BN,CHD
2014,3,1,8,RIQUELME,226,Cojinoba del norte,"7,000,000",,0.07,B,BN,CHD
2014,3,1,8,RIQUELME,231,Dorado de altura,"1,800,000",,0.125,L,BN,CHD
2014,3,1,10,CAVANCHA,211,Azulejo,"1,000,000",,1,L,BN,CHD
2014,3,1,10,CAVANCHA,204,Breca o Bilagay,"1,000,000",,0.1,B,BN,CHD
2014,3,1,10,CAVANCHA,229,Congrio negro,"1,800,000",,0.13,B,BN,CHD
2014,3,1,10,CAVANCHA,232,Acha,"4,000,000",,0.02,B,BN,CHD
2014,3,2,50,ANTOFAGASTA,226,Cojinoba del norte,"5,000,000",,0.015,,BN,CHD
2014,3,2,50,ANTOFAGASTA,218,Caballa,"3,000,000",,0.012,,BN,CHD
2014,3,2,50,ANTOFAGASTA,207,Apanado,"2,500,000",,0.02,,BN,CHD
2014,3,2,50,ANTOFAGASTA,280,Sargo,"2,000,000",,0.012,L,BN,CHD
2014,3,2,50,ANTOFAGASTA,406,Almeja,"600,000",,0.04,L,BN,CHD
2014,3,2,50,ANTOFAGASTA,231,Dorado de altura,"3,000,000",,0.025,L,BN,CHD
2014,3,2,56,TALTAL,141,Chascon o huiro negro,"350,000",30,3,O,,PP
2014,3,2,56,TALTAL,451,Lapa negra,"700,000",,0.04,O,,PP
2014,3,2,56,TALTAL,485,Pulpo,"1,000,000",,0.085,O,,PP
2014,3,2,56,TALTAL,227,Congrio colorado,"3,000,000",,0.045,B,,CHD
2014,3,2,56,TALTAL,226,Cojinoba del norte,"2,500,000",,0.05,B,,CHD
2014,3,2,56,TALTAL,141,Chascon o huiro negro,"350,000",30,5,O,,PP
2014,3,2,56,TALTAL,451,Lapa negra,"700,000",,0.025,O,,PP
2014,3,2,56,TALTAL,485,Pulpo,"1,000,000",,0.09,O,,PP
2014,3,2,56,TALTAL,234,Jurel,"4,500,000",,0.08,B,,CHD
2014,3,2,56,TALTAL,227,Congrio colorado,"3,800,000",,0.05,B,,CHD
2014,3,2,56,TALTAL,231,Dorado de altura,"4,000,000",,0.06,B,,CHD
2014,3,4,122,COQUIMBO,242,Merluza común,"1,800,000",,0.25,B,BN,CHD
2014,3,4,122,COQUIMBO,227,Congrio colorado,"3,500,000",,0.24,B,BN,CHD
2014,3,4,122,COQUIMBO,236,Lenguado de ojos chicos,"4,500,000",,0.25,B,BN,CHD
2014,3,4,122,COQUIMBO,230,Corvina,"2,500,000",,0.01,B,BN,CHD
2014,3,4,122,COQUIMBO,226,Cojinoba del norte,"2,000,000",,0.015,B,BN,CHD
2014,3,4,122,COQUIMBO,242,Merluza común,"1,800,000",,0.26,B,BN,CHD
2014,3,4,122,COQUIMBO,234,Jurel,"1,800,000",,0.05,B,BN,CHD
2014,3,4,122,COQUIMBO,219,Cabinza,"500,000",,0.02,B,BN,CHD
2014,3,5,589,PUERTECITO,242,Merluza común,"900,000",,0.4,B,BN,CHD
2014,3,5,589,PUERTECITO,242,Merluza común,"1,200,000",,0.3,B,BN,CHD
2014,3,5,589,PUERTECITO,227,Congrio colorado,"3,500,000",,0.045,B,BN,CHD
2014,3,5,589,PUERTECITO,229,Congrio negro,"1,300,000",,0.02,B,BN,CHD
2014,3,5,589,PUERTECITO,651,Jaiba limon,"900,000",,0.16,B,BN,CHD
2014,3,5,589,PUERTECITO,217,Bacalao de profundidad,"7,400,000",,2,L,BN,CHD
2014,3,5,589,PUERTECITO,445,Jibia o calamar rojo,"200,000",,3,B,BN,CHD
2014,3,5,589,PUERTECITO,263,Pejerrata,"800,000",,0.01,L,BN,CHD
2014,3,7,276,LOS PELLINES,230,Corvina,"2,000,000",,0.3,B,BN,CHD
2014,3,7,276,LOS PELLINES,286,Tollo,"800,000",,0.01,B,BN,CHD
2014,3,7,276,LOS PELLINES,236,Lenguado de ojos chicos,"3,000,000",,0.008,B,BN,CHD
2014,3,7,276,LOS PELLINES,227,Congrio colorado,"2,000,000",,0.035,B,BN,CHD
2014,3,7,276,LOS PELLINES,226,Cojinoba del norte,"1,000,000",,0.05,B,BN,CHD
2014,3,7,276,LOS PELLINES,258,Pejegallo,"700,000",,0.3,B,BN,CHD
2014,3,7,276,LOS PELLINES,230,Corvina,"2,000,000",,0.52,B,BN,CHD
2014,3,7,276,LOS PELLINES,229,Congrio negro,"1,700,000",,0.118,B,BN,CHD
2014,3,8,336,SAN VICENTE,820,Piure,"200,000",,0.03,B,BN,CHD
2014,3,8,336,SAN VICENTE,229,Congrio negro,"1,200,000",,0.05,B,BN,CHD
2014,3,8,336,SAN VICENTE,445,Jibia o calamar rojo,"110,000",,5.25,L,BN,CHD
2014,3,8,336,SAN VICENTE,820,Piure,"200,000",,0.03,B,BN,CHD
2014,3,8,310,TOME,640,Jaiba,"1,000,000",,0.05,B,BN,CHD
2014,3,8,310,TOME,820,Piure,"250,000",,0.2,B,BN,CHD
2014,3,8,310,TOME,425,Cholga,"700,000",,0.1,B,BN,CHD
2014,3,8,310,TOME,465,Navajuela,"500,000",,0.25,B,BN,CHD
2014,3,8,316,LIRQUEN,120,Chicorea de mar,"200,000",30,0.1,B,BN,CHD
2014,3,8,316,LIRQUEN,130,Pelillo,"70,000",,0.8,B,BN,CHD
2014,3,8,316,LIRQUEN,137,Luga negra o crespa,"180,000",30,0.15,B,BN,CHD
2014,3,8,350,LO ROJAS,655,Jaiba remadora,"580,000",,1.5,B - L,BN,CHD - PP
2014,3,8,350,LO ROJAS,260,Pejerrey de mar,"320,000",,0.59,B - L,BN,CHD - PP
2014,3,8,350,LO ROJAS,227,Congrio colorado,"1,980,000",,0.68,B,BN,CHD
2014,3,8,350,LO ROJAS,229,Congrio negro,"1,350,000",,1.1,B,BN,CHD
2014,3,8,350,LO ROJAS,270,Robalo,"680,000",,0.49,B,BN,CHD
2014,3,8,350,LO ROJAS,654,Jaiba marmola,"720,000",,1.2,B - L,BN,CHD - PP
2014,3,8,350,LO ROJAS,444,Huepo o navaja de mar,"930,000",,2.66,B,BN,CHD - PP
2014,3,8,350,LO ROJAS,465,Navajuela,"630,000",,3.85,B,BN,CHD - PP
2014,3,8,350,LO ROJAS,406,Almeja,"460,000",,0.71,B,BN,CHD
2014,3,8,350,LO ROJAS,213,Blanquillo,"560,000",,0.78,B,BN,CHD
2014,3,8,350,LO ROJAS,407,Taquilla,"107,000",,4.54,B,BN,CHD
2014,3,8,350,LO ROJAS,258,Pejegallo,"810,000",,0.073,L,BN,CHD - PP
2014,3,8,350,LO ROJAS,230,Corvina,"1,780,000",,0.47,B - L,BN,CHD
2014,3,8,350,LO ROJAS,282,Sierra,"890,000",,1.3,B - L,BN,CHD
2014,3,8,350,LO ROJAS,658,Jaiba reina,"690,000",,1.24,B,BN,CHD - PP
2014,3,8,350,LO ROJAS,820,Piure,"580,000",,1.9,B,BN,CHD
2014,3,8,350,LO ROJAS,276,Sardina común,"880,000",,15.36,L,BN,PP
2014,3,8,350,LO ROJAS,205,Anchoveta,"88,000",,1.52,L,BN,PP
2014,3,8,350,LO ROJAS,653,Jaiba peluda ,"590,000",,1.52,B,BN,CHD - PP
2014,3,8,350,LO ROJAS,425,Cholga,"670,000",,0.68,L,BN,CHD
2014,3,8,350,LO ROJAS,445,Jibia o calamar rojo,"100,000",,4.56,L,BN,CHD - PP
2014,3,8,350,LO ROJAS,236,Lenguado de ojos chicos,"1,350,000",,0.31,B,BN,CHD
2014,3,8,350,LO ROJAS,274,Reineta,"620,000",,4.31,B - L,BN,CHD - PP
2014,3,8,350,LO ROJAS,270,Robalo,"630,000",,0.53,B,BN,CHD
2014,3,8,350,LO ROJAS,654,Jaiba marmola,"690,000",,0.99,,,CHD - PP
2014,3,8,350,LO ROJAS,260,Pejerrey de mar,"380,000",,0.89,B - L,BN,CHD - PP
2014,3,8,350,LO ROJAS,227,Congrio colorado,"1,120,000",,0.38,B,BN,CHD
2014,3,8,350,LO ROJAS,229,Congrio negro,"1,250,000",,0.56,,,
2014,3,8,350,LO ROJAS,465,Navajuela,"600,000",,4,,,PP
2014,3,8,350,LO ROJAS,444,Huepo o navaja de mar,"910,000",,2.6,B,BN,PP
2014,3,8,350,LO ROJAS,282,Sierra,"780,000",,2.54,L,BN,CHD
2014,3,8,350,LO ROJAS,213,Blanquillo,"490,000",,0.81,B,BN,CHD
2014,3,8,350,LO ROJAS,230,Corvina,"1,680,000",,0.43,L,BN,CHD
2014,3,8,350,LO ROJAS,407,Taquilla,"120,000",,5.8,B,BN,PP
2014,3,8,350,LO ROJAS,258,Pejegallo,"790,000",,2.15,B - L,BN,CHD
2014,3,8,350,LO ROJAS,406,Almeja,"550,000",,2.3,B,BN,CHD
2014,3,8,350,LO ROJAS,658,Jaiba reina,"640,000",,1.1,B,BN,CHD - PP
2014,3,8,350,LO ROJAS,425,Cholga,"570,000",,0.49,B,BN,CHD
2014,3,8,350,LO ROJAS,653,Jaiba peluda ,"660,000",,1.13,B,BN,CHD - PP
2014,3,8,350,LO ROJAS,655,Jaiba remadora,"646,000",,1.48,B,BN,CHD - PP
2014,3,8,350,LO ROJAS,276,Sardina común,"910,000",,25.6,L,BN,PP
2014,3,8,350,LO ROJAS,205,Anchoveta,"91,000",,2.15,L,BN,PP
2014,3,8,350,LO ROJAS,820,Piure,"530,000",,1.47,B,BN,CHD
2014,3,8,350,LO ROJAS,445,Jibia o calamar rojo,"100,000",,6.8,L,BN,PP
2014,3,8,350,LO ROJAS,236,Lenguado de ojos chicos,"1,430,000",,0.34,B - L,BN,CHD
2014,3,8,350,LO ROJAS,274,Reineta,"650,000",,4.15,B - L,BN,CHD - PP
2014,3,8,336,LEBU,274,Reineta,"500,000",,52,B - L,BN,CHD
2014,3,8,336,LEBU,274,Reineta,"1,000,000",,5,B - L,BN,CHD
2014,3,8,336,LEBU,445,Jibia o calamar rojo,"110,000",,2,B - L,BN,PP
2014,3,9,338,QUEULE,282,Sierra,"200,000",,1,L,,CHD
2014,3,9,338,QUEULE,230,Corvina,"1,500,000",,1,L,,CHD
2014,3,9,338,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,,CHD
2014,3,9,338,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2014,3,9,338,QUEULE,274,Reineta,"500,000",,1,,,CHD
2014,3,9,338,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2014,3,9,338,QUEULE,236,Lenguado de ojos chicos,"2,500,000",,1,L,,CHD
2014,3,9,338,QUEULE,654,Jaiba marmola,"750,000",,1,L,,CHD
2014,3,9,338,QUEULE,282,Sierra,"200,000",,1,L,,CHD
2014,3,9,338,QUEULE,230,Corvina,"1,500,000",,1,L,,CHD
2014,3,9,338,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,,CHD
2014,3,9,338,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2014,3,9,338,QUEULE,274,Reineta,"700,000",,1,L,,CHD
2014,3,9,338,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2014,3,9,338,QUEULE,227,Congrio colorado,"2,500,000",,1,L,,CHD
2014,3,9,338,QUEULE,236,Lenguado de ojos chicos,"2,500,000",,1,L,,CHD
2014,3,9,338,QUEULE,654,Jaiba marmola,"750,000",,1,L,,CHD
2014,3,14,719,HUAPE,110,Cochayuyo,"80,000",30,200,O,BN,PP
2014,3,10,573,LA VEGA,810,Erizo,"240,000",,0.8,L,BN,PP
2014,3,10,573,LA VEGA,244,Merluza del sur,"800,000",,0.2,B,BN,CHD
2014,3,11,514,PUERTO AYSEN,244,Merluza del sur,"900,000",,1,L,BN,PP
2014,3,11,514,PUERTO AYSEN,228,Congrio dorado,"800,000",,1,L,BN,PP
2014,3,11,514,PUERTO AYSEN,268,Raya volantin,"1,000,000",,1,L,BN,PP
2014,3,11,514,PUERTO AYSEN,275,Sardina austral,"50,000",,1,L,BN,PP
2014,3,11,514,PUERTO AYSEN,654,Jaiba marmola,"175,000",,1,L,BN,PP
2014,3,11,514,PUERTO AYSEN,616,Centolla,"1,900,000",,1,L,BN,PP
2014,3,11,514,PUERTO AYSEN,137,Luga negra o crespa,"160,000",30,21.8,L,,PP
2014,3,11,514,PUERTO AYSEN,136,Luga roja,"290,000",30,4.82,L,,
2014,3,11,514,PUERTO AYSEN,244,Merluza del sur,"900,000",,1,L,BN,PP
2014,3,11,514,PUERTO AYSEN,228,Congrio dorado,"800,000",,1,L,BN,PP
2014,3,11,514,PUERTO AYSEN,268,Raya volantin,"1,000,000",,1,L,BN,PP
2014,3,11,514,PUERTO AYSEN,275,Sardina austral,"50,000",,1,L,BN,PP
2014,3,11,514,PUERTO AYSEN,654,Jaiba marmola,"175,000",,1,L,BN,PP
2014,3,11,514,PUERTO AYSEN,616,Centolla,"1,900,000",,1,L,BN,PP
2014,3,11,514,PUERTO AYSEN,137,Luga negra o crespa,"160,000",30,1,L,,
2014,3,11,514,PUERTO AYSEN,136,Luga roja,"290,000",30,1,L,,
2014,3,12,534,PUNTA ARENAS,620,Centollon,"700,000",,12.24,O,BN,PP
2014,3,12,534,PUNTA ARENAS,475,Ostion del sur,"941,000",,7.13,O,BN,PP
2014,3,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"650,000",,2.9,O,BN,PP
2014,3,12,534,PUNTA ARENAS,244,Merluza del sur,"1,150,000",,4.05,O,BN,PP
2014,3,12,534,PUNTA ARENAS,620,Centollon,"520,000",,1.79,O,BN,PP
2014,3,12,534,PUNTA ARENAS,810,Erizo,"561,000",,5.57,O,BN,PP
2014,3,12,534,PUNTA ARENAS,475,Ostion del sur,"823,000",,4,O,BN,PP
2014,3,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"650,000",,6.66,O,BN,PP
2014,3,12,536,PUERTO NATALES,475,Ostion del sur,"750,000",,21.52,L,BN,PP
2014,3,12,536,PUERTO NATALES,228,Congrio dorado,"1,200,000",,0.07,B,BN,CHD
2014,3,12,536,PUERTO NATALES,244,Merluza del sur,"1,958,000",,4.01,L,BN,PP
2014,3,12,536,PUERTO NATALES,406,Almeja,"200,000",,10.29,B,BN,PP
2014,3,12,536,PUERTO NATALES,810,Erizo,"350,000",,18.53,L,BN,PP
2014,4,15,4,ARICA,271,Rococo,"2,000,000",,0.03,B,BN,CHD
2014,4,15,4,ARICA,485,Pulpo,"1,000,000",,0.02,B,BN,CHD
2014,4,15,4,ARICA,435,Choro,"700,000",,0.05,B,BN,CHD
2014,4,15,4,ARICA,406,Almeja,"1,000,000",,0.03,B,BN,CHD
2014,4,15,4,ARICA,260,Pejerrey de mar,"1,200,000",,0.02,B,BN,CHD
2014,4,15,4,ARICA,226,Cojinoba del norte,"2,500,000",,0.03,B,BN,CHD
2014,4,15,4,ARICA,820,Piure,"200,000",,0.02,B,BN,CHD
2014,4,15,4,ARICA,435,Choro,"1,000,000",,0.05,B,BN,CHD
2014,4,15,4,ARICA,211,Azulejo,"2,000,000",,0.06,B,BN,CHD
2014,4,15,4,ARICA,239,Jerguilla,"2,000,000",,0.01,B,BN,CHD
2014,4,1,8,RIQUELME,260,Pejerrey de mar,"1,000,000",,0.12,B,BN,CHD
2014,4,1,10,CAVANCHA,204,Breca o Bilagay,"1,200,000",,0.17,B,BN,CHD
2014,4,1,10,CAVANCHA,221,Cabrilla común,"1,500,000",,0.11,B,BN,CHD
2014,4,1,10,CAVANCHA,262,Pejeperro,"1,500,000",,0.05,B,BN,CHD
2014,4,1,10,CAVANCHA,229,Congrio negro,"1,800,000",,0.06,B,BN,CHD
2014,4,1,10,CAVANCHA,266,Albacora o pez espada,"2,200,000",,1.07,L,BN,CHD
2014,4,1,10,CAVANCHA,201,Marlin,"1,000,000",,0.2,L,BN,CHD
2014,4,1,10,CAVANCHA,284,Tiburon o marrajo,"1,800,000",,0.14,L,BN,CHD
2014,4,1,10,CAVANCHA,211,Azulejo,"1,000,000",,1.2,L,BN,CHD
2014,4,2,50,ANTOFAGASTA,150,Luche,"400,000",30,0.006,,BN,CHD
2014,4,2,50,ANTOFAGASTA,234,Jurel,"4,000,000",,0.04,L,BN,CHD
2014,4,2,50,ANTOFAGASTA,218,Caballa,"3,000,000",,0.02,,BN,CHD
2014,4,2,50,ANTOFAGASTA,211,Azulejo,"2,500,000",,0.03,,BN,CHD
2014,4,2,50,ANTOFAGASTA,282,Sierra,"1,250,000",,0.02,,BN,CHD
2014,4,2,56,TALTAL,141,Chascon o huiro negro,"350,000",30,2,O,,PP
2014,4,2,56,TALTAL,451,Lapa negra,"700,000",,0.03,O,,PP
2014,4,2,56,TALTAL,266,Albacora o pez espada,"5,000,000",,0.2,O,,CHD
2014,4,2,56,TALTAL,485,Pulpo,"1,100,000",,0.04,O,,PP
2014,4,2,56,TALTAL,227,Congrio colorado,"4,000,000",,0.07,B,,CHD
2014,4,2,56,TALTAL,226,Cojinoba del norte,"3,500,000",,0.02,B,,CHD
2014,4,2,56,TALTAL,231,Dorado de altura,"2,500,000",,0.15,B,,CHD
2014,4,2,56,TALTAL,141,Chascon o huiro negro,"350,000",30,4,O,,PP
2014,4,2,56,TALTAL,142,Huiro palo,"300,000",30,3.5,O,,PP
2014,4,2,56,TALTAL,451,Lapa negra,"700,000",,0.06,O,,PP
2014,4,2,56,TALTAL,485,Pulpo,"1,100,000",,0.07,O,,PP
2014,4,2,56,TALTAL,234,Jurel,"5,000,000",,0.07,B,,CHD
2014,4,2,56,TALTAL,227,Congrio colorado,"4,000,000",,0.05,B,,CHD
2014,4,2,56,TALTAL,231,Dorado de altura,"4,000,000",,0.03,B,,CHD
2014,4,4,122,COQUIMBO,242,Merluza común,"1,800,000",,0.28,B,BN,CHD
2014,4,4,122,COQUIMBO,230,Corvina,"2,500,000",,0.012,B,BN,CHD
2014,4,4,122,COQUIMBO,236,Lenguado de ojos chicos,"5,000,000",,0.01,B,BN,CHD
2014,4,4,122,COQUIMBO,258,Pejegallo,"1,200,000",,0.012,B,BN,CHD
2014,4,4,122,COQUIMBO,445,Jibia o calamar rojo,"115,000",,29.727,B,BN,PP
2014,4,7,276,LOS PELLINES,141,Chascon o huiro negro,"450,000",70,1,,BN,PP
2014,4,7,286,CURANIPE,242,Merluza común,"1,890,370",,5.1,B,BN,CHD
2014,4,7,286,CURANIPE,242,Merluza común,"752,888",,1.69,B,BN,CHD
2014,4,7,282,LOANCO,242,Merluza común,"672,000",,1.51,B,BN,CHD
2014,4,7,273,LA TRINCHERA,230,Corvina,"1,500,000",,1,O,BN,CHD
2014,4,7,273,LA TRINCHERA,238,Lisa,"1,500,000",,1,B,BN,CHD
2014,4,7,273,LA TRINCHERA,270,Robalo,"1,200,000",,1,B,BN,CHD
2014,4,7,273,LA TRINCHERA,236,Lenguado de ojos chicos,"3,500,000",,1,B,BN,CHD
2014,4,7,278,PUTU,110,Cochayuyo,"500,000",30,1,O,BN,CHD
2014,4,7,278,PUTU,137,Luga negra o crespa,"750,000",70,1,O,BN,PP
2014,4,8,336,SAN VICENTE,820,Piure,"200,000",,0.07,B,BN,CHD
2014,4,8,336,SAN VICENTE,445,Jibia o calamar rojo,"110,000",,10,L,BN,PP
2014,4,8,318,CERRO VERDE,406,Almeja,"500,000",,0.05,B,BN,CHD
2014,4,8,318,CERRO VERDE,820,Piure,"300,000",,0.3,B,BN,CHD
2014,4,8,318,CERRO VERDE,425,Cholga,"1,000,000",,0.25,B,BN,CHD
2014,4,8,314,LOS BAGRES,220,Cabrilla ,"500,000",,0.08,B,BN,CHD
2014,4,8,314,LOS BAGRES,274,Reineta,"500,000",,0.25,B,BN,CHD
2014,4,8,314,LOS BAGRES,270,Robalo,"1,000,000",,0.05,B,BN,CHD
2014,4,8,314,LOS BAGRES,640,Jaiba,"1,000,000",,0.25,B,BN,CHD
2014,4,8,350,LO ROJAS,655,Jaiba remadora,"680,000",,1.3,B - L,BN,CHD - PP
2014,4,8,350,LO ROJAS,260,Pejerrey de mar,"410,000",,71,B - L,BN,CHD - PP
2014,4,8,350,LO ROJAS,227,Congrio colorado,"2,130,000",,0.81,B,BN,CHD
2014,4,8,350,LO ROJAS,229,Congrio negro,"1,450,000",,0.94,B,BN,CHD
2014,4,8,350,LO ROJAS,270,Robalo,"720,000",,0.36,B,BN,CHD
2014,4,8,350,LO ROJAS,654,Jaiba marmola,"740,000",,1.38,B - L,BN,CHD - PP
2014,4,8,350,LO ROJAS,444,Huepo o navaja de mar,"930,000",,2.66,B,BN,CHD - PP
2014,4,8,350,LO ROJAS,465,Navajuela,"710,000",,4.21,B,BN,CHD - PP
2014,4,8,350,LO ROJAS,406,Almeja,"530,000",,0.46,B,BN,CHD
2014,4,8,350,LO ROJAS,213,Blanquillo,"680,000",,0.56,B,BN,CHD
2014,4,8,350,LO ROJAS,407,Taquilla,"105,000",,5.1,B,BN,CHD - PP
2014,4,8,350,LO ROJAS,242,Merluza común,"870,000",,1.8,L,BN,CHD - PP
2014,4,8,350,LO ROJAS,258,Pejegallo,"930,000",,0.64,L,BN,CHD - PP
2014,4,8,350,LO ROJAS,230,Corvina,"2,350,000",,0.31,B - L,BN,CHD
2014,4,8,350,LO ROJAS,282,Sierra,"1,150,000",,0.98,B - L,BN,CHD
2014,4,8,350,LO ROJAS,658,Jaiba reina,"710,000",,1.1,B,BN,CHD - PP
2014,4,8,350,LO ROJAS,820,Piure,"720,000",,2.21,B,BN,CHD
2014,4,8,350,LO ROJAS,276,Sardina común,"95,000",,25.3,L,BN,PP
2014,4,8,350,LO ROJAS,205,Anchoveta,"95,000",,5.3,L,BN,PP
2014,4,8,350,LO ROJAS,653,Jaiba peluda ,"680,000",,1.35,B,BN,CHD - PP
2014,4,8,350,LO ROJAS,425,Cholga,"720,000",,0.57,L,BN,CHD
2014,4,8,350,LO ROJAS,445,Jibia o calamar rojo,"100,000",,3.98,L,BN,CHD - PP
2014,4,8,350,LO ROJAS,236,Lenguado de ojos chicos,"1,980,000",,0.42,B,BN,CHD
2014,4,8,350,LO ROJAS,274,Reineta,"840,000",,3.2,B - L,BN,CHD - PP
2014,4,8,350,LO ROJAS,270,Robalo,"780,000",,0.61,B,BN,CHD
2014,4,8,350,LO ROJAS,654,Jaiba marmola,"760,000",,1.1,B,BN,CHD - PP
2014,4,8,350,LO ROJAS,260,Pejerrey de mar,"1,210,000",,0.76,B - L,BN,CHD - PP
2014,4,8,350,LO ROJAS,227,Congrio colorado,"2,350,000",,0.41,B,BN,CHD
2014,4,8,350,LO ROJAS,229,Congrio negro,"2,120,000",,0.74,B,BN,CHD
2014,4,8,350,LO ROJAS,465,Navajuela,"780,000",,5,B,BN,PP
2014,4,8,350,LO ROJAS,444,Huepo o navaja de mar,"920,000",,1.6,B,BN,PP
2014,4,8,350,LO ROJAS,242,Merluza común,"980,000",,2.3,L,BN,CHD
2014,4,8,350,LO ROJAS,282,Sierra,"980,000",,1.88,L,BN,CHD
2014,4,8,350,LO ROJAS,213,Blanquillo,"680,000",,0.95,B,BN,CHD
2014,4,8,350,LO ROJAS,230,Corvina,"2,260,000",,0.37,L,BN,CHD
2014,4,8,350,LO ROJAS,407,Taquilla,"110,000",,6.5,B,BN,PP
2014,4,8,350,LO ROJAS,258,Pejegallo,"980,000",,1.2,B - L,BN,CHD
2014,4,8,350,LO ROJAS,406,Almeja,"760,000",,1.8,B,BN,CHD
2014,4,8,350,LO ROJAS,658,Jaiba reina,"820,000",,1.31,B,BN,CHD - PP
2014,4,8,350,LO ROJAS,425,Cholga,"780,000",,0.71,B,BN,CHD
2014,4,8,350,LO ROJAS,653,Jaiba peluda ,"840,000",,1.23,B,BN,CHD - PP
2014,4,8,350,LO ROJAS,655,Jaiba remadora,"760,000",,1.68,,,
2014,4,8,350,LO ROJAS,276,Sardina común,"95,000",,30.02,L,BN,PP
2014,4,8,350,LO ROJAS,205,Anchoveta,"95,000",,2.81,L,BN,PP
2014,4,8,350,LO ROJAS,820,Piure,"680,000",,1.1,B,BN,CHD
2014,4,8,350,LO ROJAS,445,Jibia o calamar rojo,"100,000",,7.4,L,BN,PP
2014,4,8,350,LO ROJAS,236,Lenguado de ojos chicos,"2,130,000",,0.35,B - L,BN,CHD
2014,4,8,350,LO ROJAS,274,Reineta,"790,000",,3.89,B - L,BN,CHD - PP
2014,4,8,366,LEBU,274,Reineta,"800,000",,31,B - L,BN,CHD
2014,4,8,366,LEBU,266,Albacora o pez espada,"1,360,000",,21,L,BN,CHD - PP
