PRECIOS DE PRIMERA TRANSACCIÓN ,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,
2014,,,,,,,,,,,,
,,,,,,,,,,,,
AÑO,MES,REGIÓN,Codigo Caleta,Nom_caleta,Codigo especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP
2014,4,8,366,LEBU,274,Reineta,"800,000",,12,B - L,BN,CHD
2014,4,8,366,LEBU,445,Jibia o calamar rojo,"200,000",,65,B,BN,PP
2014,4,9,388,QUEULE,282,Sierra,"200,000",,1,L,,CHD
2014,4,9,388,QUEULE,230,Corvina,"2,000,000",,1,L,,CHD
2014,4,9,388,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,,CHD
2014,4,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2014,4,9,388,QUEULE,274,Reineta,"1,000,000",,1,L,,CHD
2014,4,9,388,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2014,4,9,388,QUEULE,227,Congrio colorado,"2,500,000",,1,L,,CHD
2014,4,9,388,QUEULE,236,Lenguado de ojos chicos,"2,500,000",,1,L,,CHD
2014,4,9,388,QUEULE,654,Jaiba marmola,"750,000",,1,L,,CHD
2014,4,9,388,QUEULE,282,Sierra,"200,000",,1,L,,CHD
2014,4,9,388,QUEULE,230,Corvina,"2,000,000",,1,L,,CHD
2014,4,9,388,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,,CHD
2014,4,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2014,4,9,388,QUEULE,274,Reineta,"1,000,000",,1,L,,CHD
2014,4,9,388,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2014,4,9,388,QUEULE,227,Congrio colorado,"2,500,000",,1,L,,CHD
2014,4,9,388,QUEULE,236,Lenguado de ojos chicos,"2,500,000",,1,L,,CHD
2014,4,9,388,QUEULE,654,Jaiba marmola,"750,000",,1,L,,CHD
2014,4,14,441,HUIRO,451,Lapa negra,"500,000",,200,O,BN,PP
2014,4,14,441,HUIRO,138,Luga cuchara o corta,"250,000",30,300,O,BN,PP
2014,4,14,441,HUIRO,137,Luga negra o crespa,"250,000",30,300,O,BN,PP
2014,4,10,573,LA VEGA,244,Merluza del sur,"700,000",,1.8,B,BN,CHD
2014,4,11,514,PUERTO AYSEN,244,Merluza del sur,"900,000",,,L,,PP
2014,4,11,514,PUERTO AYSEN,228,Congrio dorado,"800,000",,200,L,,PP
2014,4,11,514,PUERTO AYSEN,268,Raya volantin,"1,000,000",,1,L,,PP
2014,4,11,514,PUERTO AYSEN,275,Sardina austral,"50,000",,1,L,BN,PP
2014,4,11,514,PUERTO AYSEN,654,Jaiba marmola,"175,000",,1,L,,PP
2014,4,11,514,PUERTO AYSEN,616,Centolla,"1,900,000",,1,L,,PP
2014,4,11,514,PUERTO AYSEN,137,Luga negra o crespa,"160,000",30,1,L,,PP
2014,4,11,514,PUERTO AYSEN,136,Luga roja,"290,000",30,1,L,,PP
2014,4,11,514,PUERTO AYSEN,244,Merluza del sur,"900,000",,1,L,,PP
2014,4,11,514,PUERTO AYSEN,228,Congrio dorado,"800,000",,1,L,,PP
2014,4,11,514,PUERTO AYSEN,268,Raya volantin,"1,000,000",,33,L,,PP
2014,4,11,514,PUERTO AYSEN,275,Sardina austral,"50,000",,40.65,L,BN,PP
2014,4,11,514,PUERTO AYSEN,654,Jaiba marmola,"175,000",,1,L,,PP
2014,4,11,514,PUERTO AYSEN,616,Centolla,"1,900,000",,1,L,,PP
2014,4,11,514,PUERTO AYSEN,137,Luga negra o crespa,"160,000",30,1,L,,PP
2014,4,11,514,PUERTO AYSEN,136,Luga roja,"290,000",30,1,L,,PP
2014,4,12,534,PUNTA ARENAS,810,Erizo,"500,000",,7.2,O,BN,PP
2014,4,12,534,PUNTA ARENAS,810,Erizo,"795,000",,1.67,O,BN,PP
2014,4,12,534,PUNTA ARENAS,810,Erizo,"389,000",,7.33,O,BN,PP
2014,4,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"550,000",,1.83,O,BN,PP
2014,4,12,534,PUNTA ARENAS,620,Centollon,"600,000",,1.66,O,BN,PP
2014,4,12,534,PUNTA ARENAS,620,Centollon,"520,000",,2.55,O,BN,PP
2014,4,12,534,PUNTA ARENAS,620,Centollon,"680,000",,1.22,O,BN,PP
2014,4,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"650,000",,5.8,O,BN,PP
2014,4,12,534,PUNTA ARENAS,810,Erizo,"480,000",,5.88,O,BN,PP
2014,4,12,534,PUNTA ARENAS,810,Erizo,"528,000",,6.03,O,BN,PP
2014,4,12,534,PUNTA ARENAS,810,Erizo,"611,000",,3.7,O,BN,PP
2014,4,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"550,000",,1.63,O,BN,PP
2014,4,12,534,PUNTA ARENAS,620,Centollon,"600,000",,1.59,O,BN,PP
2014,4,12,534,PUNTA ARENAS,620,Centollon,"520,000",,6.42,O,BN,PP
2014,4,12,534,PUNTA ARENAS,620,Centollon,"680,000",,1.25,O,BN,PP
2014,4,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"650,000",,2.64,O,BN,PP
2014,4,12,236,PUERTO NATALES,810,Erizo,"600,000",,47.15,L,BN,PP
2014,4,12,236,PUERTO NATALES,810,Erizo,"600,000",,150,L,BN,PP
2014,4,12,236,PUERTO NATALES,270,Robalo,"1,000,000",,0.8,B,BN,CHD
2014,4,12,236,PUERTO NATALES,244,Merluza del sur,"850,000",,2.22,L,BN,CHD
2014,4,12,236,PUERTO NATALES,406,Almeja,"150,000",,19,L,BN,PP
2014,4,12,236,PUERTO NATALES,430,Chorito,"120,000",,18,B,BN,CHD
2014,5,15,4,ARICA,272,Roncacho,"2,000,000",,0.02,B,BN,CHD
2014,5,15,4,ARICA,271,Rococo,"2,000,000",,0.02,B,BN,CHD
2014,5,15,4,ARICA,435,Choro,"700,000",,0.05,B,BN,CHD
2014,5,15,4,ARICA,272,Roncacho,"2,000,000",,0.04,B,BN,CHD
2014,5,15,4,ARICA,260,Pejerrey de mar,"1,000,000",,0.02,B,BN,CHD
2014,5,15,4,ARICA,220,Cabrilla ,"2,000,000",,0.02,B,BN,CHD
2014,5,15,4,ARICA,211,Azulejo,"2,500,000",,0.05,B,BN,CHD
2014,5,1,10,CAVANCHA,229,Congrio negro,"1,800,000",,0.05,B,BN,CHD
2014,5,1,10,CAVANCHA,221,Cabrilla común,"1,500,000",,0.05,B,BN,CHD
2014,5,1,10,CAVANCHA,204,Breca o Bilagay,"1,200,000",,0.05,B,BN,CHD
2014,5,1,10,CAVANCHA,266,Albacora o pez espada,"2,200,000",,1.68,L,BN,CHD
2014,5,1,10,CAVANCHA,211,Azulejo,"1,000,000",,0.8,L,BN,CHD
2014,5,2,50,ANTOFAGASTA,234,Jurel,"1,000,000",,0.04,,BN,CHD
2014,5,2,50,ANTOFAGASTA,226,Cojinoba del norte,"5,000,000",,0.08,,BN,CHD
2014,5,2,50,ANTOFAGASTA,220,Cabrilla ,"3,000,000",,0.02,B,BN,CHD
2014,5,2,50,ANTOFAGASTA,218,Caballa,"3,000,000",,0.01,,BN,CHD
2014,5,2,50,ANTOFAGASTA,435,Choro,"1,000,000",,0.025,,BN,CHD
2014,5,2,56,TALTAL,141,Chascon o huiro negro,"200,000",30,3.5,O,,PP
2014,5,2,56,TALTAL,450,Lapa,"700,000",,0.04,O,,PP
2014,5,2,56,TALTAL,266,Albacora o pez espada,"2,500,000",,0.13,B,,CHD
2014,5,2,56,TALTAL,485,Pulpo,"1,100,000",,0.08,B,,PP
2014,5,2,56,TALTAL,227,Congrio colorado,"3,000,000",,0.06,B,,CHD
2014,5,2,56,TALTAL,226,Cojinoba del norte,"2,000,000",,0.03,B,,CHD
2014,5,2,56,TALTAL,220,Cabrilla ,"1,800,000",,0.035,B,,CHD
2014,5,2,56,TALTAL,141,Chascon o huiro negro,"300,000",30,5,O,,PP
2014,5,2,56,TALTAL,142,Huiro palo,"200,000",30,2.5,O,,PP
2014,5,2,56,TALTAL,450,Lapa,"700,000",,0.035,O,,PP
2014,5,2,56,TALTAL,485,Pulpo,"1,100,000",,0.06,O,,PP
2014,5,2,56,TALTAL,262,Pejeperro,"2,500,000",,0.03,B,,CHD
2014,5,2,56,TALTAL,227,Congrio colorado,"3,000,000",,0.05,B,,CHD
2014,5,2,56,TALTAL,207,Apanado,"2,000,000",,0.02,B,,CHD
2014,5,3,86,CHAÑARAL,227,Congrio colorado,"2,800,000",,1,B,BN,PP
2014,5,3,86,CHAÑARAL,231,Dorado de altura,"2,500,000",,1,B,BN,PP
2014,5,3,86,CHAÑARAL,226,Cojinoba del norte,"1,700,000",,1,B,BN,PP
2014,5,3,86,CHAÑARAL,273,Rollizo,"800,000",,1,B,BN,PP
2014,5,3,86,CHAÑARAL,236,Lenguado de ojos chicos,"3,000,000",,1,B,BN,PP
2014,5,3,86,CHAÑARAL,286,Tollo,"700,000",,1,B,BN,PP
2014,5,3,86,CHAÑARAL,234,Jurel,"2,000,000",,1,B,BN,PP
2014,5,3,86,CHAÑARAL,230,Corvina,"2,500,000",,1,B,BN,PP
2014,5,4,122,COQUIMBO,227,Congrio colorado,"3,000,000",,0.028,B,BN,CHD
2014,5,4,122,COQUIMBO,653,Jaiba peluda ,"1,600,000",,0.05,B,BN,CHD
2014,5,4,122,COQUIMBO,445,Jibia o calamar rojo,"110,000",,30.06,B,BN,PP
2014,5,8,336,SAN VICENTE,445,Jibia o calamar rojo,"110,000",,10,L,BN,PP
2014,5,8,336,SAN VICENTE,820,Piure,"200,000",,0.07,B,BN,CHD
2014,5,8,336,SAN VICENTE,450,Lapa,"1,000,000",,0.05,B,BN,CHD
2014,5,8,336,SAN VICENTE,425,Cholga,"700,000",,0.09,B,BN,CHD
2014,5,8,336,SAN VICENTE,820,Piure,"200,000",,0.1,B,BN,CHD
2014,5,8,336,SAN VICENTE,445,Jibia o calamar rojo,"100,000",,16,L,BN,PP
2014,5,8,310,TOME,820,Piure,"300,000",,0.5,B,BN,CHD
2014,5,8,310,TOME,425,Cholga,"900,000",,0.14,B,BN,CHD
2014,5,8,310,TOME,640,Jaiba,"1,000,000",,0.22,B,BN,CHD
2014,5,8,310,TOME,242,Merluza común,"360,000",,0.1,B,BN,CHD
2014,5,8,310,TOME,219,Cabinza,"600,000",,0.08,B,BN,CHD
2014,5,8,310,TOME,273,Rollizo,"600,000",,0.02,B,BN,CHD
2014,5,8,310,TOME,227,Congrio colorado,"1,800,000",,0.1,B,BN,CHD
2014,5,8,310,TOME,425,Cholga,"900,000",,0.2,B,BN,CHD
2014,5,8,350,LO ROJAS,655,Jaiba remadora,"620,000",,1.12,B - L,BN,CHD - PP
2014,5,8,350,LO ROJAS,260,Pejerrey de mar,"380,000",,5.8,B - L,BN,CHD - PP
2014,5,8,350,LO ROJAS,227,Congrio colorado,"2,230,000",,0.58,B,BN,CHD
2014,5,8,350,LO ROJAS,229,Congrio negro,"1,530,000",,0.95,B,BN,CHD
2014,5,8,350,LO ROJAS,270,Robalo,"840,000",,0.41,B,BN,CHD
2014,5,8,350,LO ROJAS,654,Jaiba marmola,"710,000",,0.98,B - L,BN,CHD - PP
2014,5,8,350,LO ROJAS,444,Huepo o navaja de mar,"850,000",,2.85,B,BN,CHD - PP
2014,5,8,350,LO ROJAS,465,Navajuela,"530,000",,5.6,B,BN,CHD - PP
2014,5,8,350,LO ROJAS,406,Almeja,"480,000",,0.61,B,BN,CHD - PP
2014,5,8,350,LO ROJAS,213,Blanquillo,"710,000",,0.49,B,BN,CHD - PP
2014,5,8,350,LO ROJAS,407,Taquilla,"105,000",,4.8,B,BN,CHD - PP
2014,5,8,350,LO ROJAS,242,Merluza común,"580,000",,1.6,L,BN,CHD - PP
2014,5,8,350,LO ROJAS,258,Pejegallo,"810,000",,0.71,L,BN,CHD - PP
2014,5,8,350,LO ROJAS,230,Corvina,"2,120,000",,0.42,B - L,BN,CHD - PP
2014,5,8,350,LO ROJAS,282,Sierra,"1,120,000",,0.84,B - L,BN,CHD - PP
2014,5,8,350,LO ROJAS,658,Jaiba reina,"750,000",,0.97,B,BN,CHD - PP
2014,5,8,350,LO ROJAS,820,Piure,"680,000",,1.2,B,BN,CHD
2014,5,8,350,LO ROJAS,276,Sardina común,"95,000",,10.2,L,BN,PP
2014,5,8,350,LO ROJAS,205,Anchoveta,"95,000",,3.8,L,BN,PP
2014,5,8,350,LO ROJAS,653,Jaiba peluda ,"680,000",,1.35,B,BN,CHD - PP
2014,5,8,350,LO ROJAS,425,Cholga,"670,000",,0.45,L,BN,CHD
2014,5,8,350,LO ROJAS,445,Jibia o calamar rojo,"120,000",,4.5,L,BN,CHD - PP
2014,5,8,350,LO ROJAS,236,Lenguado de ojos chicos,"1,620,000",,0.18,B,BN,CHD
2014,5,8,350,LO ROJAS,274,Reineta,"820,000",,2.1,B - L,BN,CHD - PP
2014,5,8,350,LO ROJAS,270,Robalo,"820,000",,0.38,B,BN,CHD
2014,5,8,350,LO ROJAS,654,Jaiba marmola,"750,000",,1.12,B,BN,CHD - PP
2014,5,8,350,LO ROJAS,260,Pejerrey de mar,"450,000",,0.81,B - L,BN,CHD- PP
2014,5,8,350,LO ROJAS,227,Congrio colorado,"1,840,000",,0.39,B,BN,CHD
2014,5,8,350,LO ROJAS,229,Congrio negro,"1,450,000",,0.82,B,BN,CHD
2014,5,8,350,LO ROJAS,465,Navajuela,"610,000",,6,B,BN,PP
2014,5,8,350,LO ROJAS,444,Huepo o navaja de mar,"840,000",,2.1,B,BN,PP
2014,5,8,350,LO ROJAS,242,Merluza común,"890,000",,1.9,L,BN,CHD
2014,5,8,350,LO ROJAS,282,Sierra,"780,000",,1.6,L,BN,CHD
2014,5,8,350,LO ROJAS,213,Blanquillo,"720,000",,0.74,B,BN,CHD
2014,5,8,350,LO ROJAS,230,Corvina,"1,980,000",,0.28,L,BN,CHD
2014,5,8,350,LO ROJAS,407,Taquilla,"110,000",,7.1,B,BN,PP
2014,5,8,350,LO ROJAS,258,Pejegallo,"860,000",,0.96,B - L,BN,CHD
2014,5,8,350,LO ROJAS,406,Almeja,"510,000",,0.64,B,BN,CHD
2014,5,8,350,LO ROJAS,658,Jaiba reina,"830,000",,95,B,BN,CHD - PP
2014,5,8,350,LO ROJAS,425,Cholga,"670,000",,0.45,B,BN,CHD
2014,5,8,350,LO ROJAS,653,Jaiba peluda ,"820,000",,1.1,B,BN,CHD - PP
2014,5,8,350,LO ROJAS,655,Jaiba remadora,"780,000",,1.89,B,BN,CHD - PP
2014,5,8,350,LO ROJAS,276,Sardina común,"95,000",,12.5,L,BN,PP
2014,5,8,350,LO ROJAS,205,Anchoveta,"95,000",,3.5,L,BN,PP
2014,5,8,350,LO ROJAS,820,Piure,"620,000",,1.3,B,BN,CHD
2014,5,8,350,LO ROJAS,445,Jibia o calamar rojo,"110,000",,6.5,L,BN,PP
2014,5,8,350,LO ROJAS,236,Lenguado de ojos chicos,"1,950,000",,0.21,B - L,BN,CHD
2014,5,8,350,LO ROJAS,274,Reineta,"760,000",,2.85,B - L,BN,CHD - PP
2014,5,8,336,LEBU,274,Reineta,"1,200,000",,15,B - L,BN,CHD
2014,5,8,336,LEBU,445,Jibia o calamar rojo,"120,000",,132,B,BN,PP
2014,5,8,336,LEBU,266,Albacora o pez espada,"1,800,000",,25,L,BN,CHD - PP
2014,5,8,336,LEBU,274,Reineta,"2,000,000",,3,B,BN,CHD
2014,5,8,336,LEBU,445,Jibia o calamar rojo,"120,000",,82,B,BN,PP
2014,5,9,388,QUEULE,282,Sierra,"200,000",,1,L,,CHD
2014,5,9,388,QUEULE,230,Corvina,"2,000,000",,1,L,,CHD
2014,5,9,388,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,,CHD
2014,5,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2014,5,9,388,QUEULE,274,Reineta,"1,000,000",,1,L,,CHD
2014,5,9,388,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2014,5,9,388,QUEULE,227,Congrio colorado,"2,500,000",,1,L,,CHD
2014,5,9,388,QUEULE,236,Lenguado de ojos chicos,"2,500,000",,1,L,,CHD
2014,5,9,388,QUEULE,654,Jaiba marmola,"750,000",,1,L,,CHD
2014,5,9,388,QUEULE,282,Sierra,"200,000",,1,L,,CHD
2014,5,9,388,QUEULE,230,Corvina,"2,000,000",,1,L,,CHD
2014,5,9,388,QUEULE,226,Cojinoba del norte,"1,000,000",,1,L,,CHD
2014,5,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,,CHD
2014,5,9,388,QUEULE,274,Reineta,"1,000,000",,1,L,,CHD
2014,5,9,388,QUEULE,286,Tollo,"800,000",,1,L,,CHD
2014,5,9,388,QUEULE,227,Congrio colorado,"2,500,000",,1,L,,CHD
2014,5,9,388,QUEULE,236,Lenguado de ojos chicos,"2,500,000",,1,L,,CHD
2014,5,9,388,QUEULE,654,Jaiba marmola,"750,000",,1,L,,CHD
2014,5,10,573,LA VEGA,244,Merluza del sur,"800,000",,1.2,L,BN,CHD
2014,5,10,573,LA VEGA,425,Cholga,"500,000",,2.2,L,BN,CHD
2014,5,11,614,PUERTO AYSEN,244,Merluza del sur,"900,000",,,L,,PP
2014,5,11,614,PUERTO AYSEN,228,Congrio dorado,"800,000",,,L,,PP
2014,5,11,614,PUERTO AYSEN,268,Raya volantin,"1,000,000",,,L,,PP
2014,5,11,614,PUERTO AYSEN,275,Sardina austral,"50,000",,1,L,BN,PP
2014,5,11,614,PUERTO AYSEN,654,Jaiba marmola,"175,000",,8.138,L,,PP
2014,5,11,614,PUERTO AYSEN,616,Centolla,"1,900,000",,,L,,PP
2014,5,11,614,PUERTO AYSEN,244,Merluza del sur,"900,000",,,L,,PP
2014,5,11,614,PUERTO AYSEN,228,Congrio dorado,"800,000",,,L,,PP
2014,5,11,614,PUERTO AYSEN,268,Raya volantin,"1,000,000",,,L,,PP
2014,5,11,614,PUERTO AYSEN,275,Sardina austral,"50,000",,1,L,BN,PP
2014,5,11,614,PUERTO AYSEN,654,Jaiba marmola,"175,000",,6.434,L,,PP
2014,5,11,614,PUERTO AYSEN,616,Centolla,"1,900,000",,2.024,L,,PP
2014,5,12,534,PUNTA ARENAS,810,Erizo,"453,000",,8.47,O,BN,PP
2014,5,12,534,PUNTA ARENAS,810,Erizo,"753,000",,5.76,O,BN,PP
2014,5,12,534,PUNTA ARENAS,810,Erizo,"647,000",,1.68,O,BN,PP
2014,5,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"550,000",,1.49,O,BN,PP
2014,5,12,534,PUNTA ARENAS,620,Centollon,"600,000",,2.72,O,BN,PP
2014,5,12,534,PUNTA ARENAS,620,Centollon,"520,000",,1.69,O,BN,PP
2014,5,12,534,PUNTA ARENAS,620,Centollon,"680,000",,1.3,O,BN,PP
2014,5,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"650,000",,7.22,O,BN,PP
2014,5,12,534,PUNTA ARENAS,810,Erizo,"514,000",,7.76,O,BN,PP
2014,5,12,534,PUNTA ARENAS,810,Erizo,"494,000",,8.91,O,BN,PP
2014,5,12,534,PUNTA ARENAS,810,Erizo,"583,000",,6.23,O,BN,PP
2014,5,12,534,PUNTA ARENAS,810,Erizo,"633,000",,1.96,O,BN,PP
2014,5,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"550,000",,1.5,O,BN,PP
2014,5,12,534,PUNTA ARENAS,620,Centollon,"600,000",,1.8,O,BN,PP
2014,5,12,534,PUNTA ARENAS,620,Centollon,"520,000",,3.48,O,BN,PP
2014,5,12,534,PUNTA ARENAS,620,Centollon,"730,000",,1.89,O,BN,PP
2014,5,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"650,000",,5.54,O,BN,PP
2014,5,12,534,PUNTA ARENAS,810,Erizo,"617,000",,2.69,O,BN,PP
2014,5,12,536,PUERTO NATALES,810,Erizo,"700,000",,220,L,BN,PP
2014,5,12,536,PUERTO NATALES,270,Robalo,"1,000,000",,0.4,B,BN,CHD
2014,5,12,536,PUERTO NATALES,244,Merluza del sur,"850,000",,0.14,L,BN,CHD
2014,5,12,536,PUERTO NATALES,228,Congrio dorado,"1,200,000",,0.01,L,BN,CHD
2014,5,12,536,PUERTO NATALES,430,Chorito,"120,000",,1,L,BN,CHD
2014,5,12,536,PUERTO NATALES,810,Erizo,"750,000",,150,L,BN,PP
2014,6,12,536,PUERTO NATALES,270,Robalo,"1,000,000",,0.3,B,BN,CHD
2014,6,15,4,ARICA,435,Choro,"700,000",,0.03,B,BN,CHD
2014,6,15,4,ARICA,271,Rococo,"2,000,000",,0.03,B,BN,CHD
2014,6,15,4,ARICA,211,Azulejo,"2,000,000",,0.05,B,BN,CHD
2014,6,15,4,ARICA,820,Piure,"1,000,000",,0.03,B,BN,CHD
2014,6,15,4,ARICA,226,Cojinoba del norte,"2,500,000",,0.02,B,BN,CHD
2014,6,15,4,ARICA,820,Piure,"1,500,000",,0.03,B,BN,CHD
2014,6,15,4,ARICA,211,Azulejo,"2,000,000",,0.06,B,BN,CHD
2014,6,15,4,ARICA,435,Choro,"700,000",,0.03,B,BN,CHD
2014,6,15,4,ARICA,406,Almeja,"1,000,000",,0.03,B,BN,CHD
2014,6,1,8,RIQUELME,211,Azulejo,"1,000,000",,0.2,L,BN,CHD
2014,6,1,8,RIQUELME,284,Tiburon o marrajo,"2,500,000",,0.144,L,BN,CHD
2014,6,1,10,CAVANCHA,211,Azulejo,"1,000,000",,0.6,L,BN,CHD
2014,6,1,10,CAVANCHA,229,Congrio negro,"1,800,000",,0.1,L,BN,CHD
2014,6,2,50,ANTOFAGASTA,214,Bonito,"1,000,000",,0.045,,BN,CHD
2014,6,2,50,ANTOFAGASTA,226,Cojinoba del norte,"3,000,000",,0.03,,BN,CHD
2014,6,2,50,ANTOFAGASTA,218,Caballa,"1,000,000",,0.015,,BN,CHD
2014,6,2,50,ANTOFAGASTA,204,Breca o Bilagay,"1,000,000",,0.012,,BN,CHD
2014,6,2,50,ANTOFAGASTA,415,Caracol locate,"500,000",,0.02,B,BN,CHD
2014,6,2,50,ANTOFAGASTA,406,Almeja,"1,000,000",,0.08,,BN,CHD
2014,6,2,56,TALTAL,141,Chascon o huiro negro,"180,000",30,2.5,O,,PP
2014,6,2,56,TALTAL,450,Lapa,"500,000",,0.03,O,,PP
2014,6,2,56,TALTAL,207,Apanado,"2,500,000",,0.01,B,,CHD
2014,6,2,56,TALTAL,236,Lenguado de ojos chicos,"3,000,000",,0.03,B,,CHD
2014,6,2,56,TALTAL,227,Congrio colorado,"3,000,000",,0.1,B,,CHD
2014,6,2,56,TALTAL,226,Cojinoba del norte,"2,000,000",,0.45,B,,CHD
2014,6,2,56,TALTAL,141,Chascon o huiro negro,"200,000",30,3,O,,PP
2014,6,2,56,TALTAL,142,Huiro palo,"220,000",30,3,O,,PP
2014,6,2,56,TALTAL,451,Lapa negra,"500,000",,0.03,O,,PP
2014,6,2,56,TALTAL,207,Apanado,"2,500,000",,0.01,B,,CHD
2014,6,2,56,TALTAL,262,Pejeperro,"3,500,000",,0.04,B,,CHD
2014,6,2,56,TALTAL,227,Congrio colorado,"3,000,000",,0.04,B,,CHD
2014,6,4,122,COQUIMBO,445,Jibia o calamar rojo,"110,000",,18.339,B,BN,PP
2014,6,4,122,COQUIMBO,242,Merluza común,"1,500,000",,0.39,B,BN,CHD
2014,6,4,122,COQUIMBO,445,Jibia o calamar rojo,"120,000",,40.351,B,BN,PP
2014,6,7,286,CURANIPE,242,Merluza común,"1,333,333",,4.5,B,BN,CHD
2014,6,7,286,CURANIPE,242,Merluza común,"533,333",,1.8,B,BN,CHD
2014,6,8,350,TALCAHUANO,425,Cholga,"600,000",,0.1,B,BN,CHD
2014,6,8,350,TALCAHUANO,644,Picoroco,"500,000",,0.03,B,BN,CHD
2014,6,8,350,TALCAHUANO,653,Jaiba peluda ,"900,000",,0.05,B,BN,CHD
2014,6,8,350,TALCAHUANO,820,Piure,"300,000",,0.5,B,BN,CHD
2014,6,8,336,SAN VICENTE,445,Jibia o calamar rojo,"110,000",,4.6,L,BN,CHD
2014,6,8,336,SAN VICENTE,242,Merluza común,"350,000",,0.8,L,BN,PP
2014,6,8,350,LO ROJAS,655,Jaiba remadora,"640,000",,1.23,B - L,BN,CHD - PP
2014,6,8,350,LO ROJAS,260,Pejerrey de mar,"350,000",,3.1,B - L,BN,CHD - PP
2014,6,8,350,LO ROJAS,227,Congrio colorado,"1,650,000",,0.71,B,BN,CHD
2014,6,8,350,LO ROJAS,229,Congrio negro,"1,280,000",,0.85,B,BN,CHD
2014,6,8,350,LO ROJAS,270,Robalo,"760,000",,0.52,B,BN,CHD
2014,6,8,350,LO ROJAS,654,Jaiba marmola,"766,000",,0.89,B - L,BN,CHD - PP
2014,6,8,350,LO ROJAS,444,Huepo o navaja de mar,"870,000",,2.35,B,BN,CHD - PP
2014,6,8,350,LO ROJAS,465,Navajuela,"560,000",,4.89,B,BN,CHD - PP
2014,6,8,350,LO ROJAS,406,Almeja,"390,000",,0.48,B,BN,CHD
2014,6,8,350,LO ROJAS,213,Blanquillo,"730,000",,0.51,B,BN,CHD
2014,6,8,350,LO ROJAS,407,Taquilla,"90,000",,6.2,,,
2014,6,8,350,LO ROJAS,242,Merluza común,"680,000",,1.75,L,BN,CHD - PP
2014,6,8,350,LO ROJAS,258,Pejegallo,"790,000",,0.54,,,
2014,6,8,350,LO ROJAS,230,Corvina,"1,980,000",,0.38,B - L,BN,CHD
2014,6,8,350,LO ROJAS,282,Sierra,"980,000",,1.1,,,
2014,6,8,350,LO ROJAS,658,Jaiba reina,"780,000",,0.92,B,BN,CHD - PP
2014,6,8,350,LO ROJAS,820,Piure,"580,000",,1.5,B,BN,CHD
2014,6,8,350,LO ROJAS,276,Sardina común,"95,000",,12.5,L,BN,PP
2014,6,8,350,LO ROJAS,205,Anchoveta,"95,000",,3.1,,,
2014,6,8,350,LO ROJAS,653,Jaiba peluda ,"710,000",,1.12,B,BN,CHD - PP
2014,6,8,350,LO ROJAS,425,Cholga,"450,000",,0.36,L,BN,CHD
2014,6,8,350,LO ROJAS,445,Jibia o calamar rojo,"120,000",,5.21,L,BN,CHD - PP
2014,6,8,350,LO ROJAS,236,Lenguado de ojos chicos,"1,560,000",,0.21,B,BN,CHD
2014,6,8,350,LO ROJAS,274,Reineta,"890,000",,2.75,B - L,BN,CHD - PP
2014,6,8,350,LO ROJAS,270,Robalo,"710,000",,0.45,B,BN,CHD
2014,6,8,350,LO ROJAS,654,Jaiba marmola,"780,000",,0.95,B,BN,CHD - PP
2014,6,8,350,LO ROJAS,260,Pejerrey de mar,"380,000",,0.58,B - L,BN,CHD - PP
2014,6,8,350,LO ROJAS,227,Congrio colorado,"1,490,000",,0.41,B,BN,CHD
2014,6,8,350,LO ROJAS,229,Congrio negro,"1,120,000",,0.91,B,BN,CHD
2014,6,8,350,LO ROJAS,465,Navajuela,"570,000",,5.1,B,BN,PP
2014,6,8,350,LO ROJAS,444,Huepo o navaja de mar,"810,000",,1.85,B,BN,PP
2014,6,8,350,LO ROJAS,242,Merluza común,"720,000",,1.51,L,BN,CHD
2014,6,8,350,LO ROJAS,282,Sierra,"860,000",,1.23,L,BN,CHD
2014,6,8,350,LO ROJAS,213,Blanquillo,"680,000",,0.63,B,BN,CHD
2014,6,8,350,LO ROJAS,230,Corvina,"1,780,000",,0.31,L,BN,CHD
2014,6,8,350,LO ROJAS,407,Taquilla,"95,000",,5.92,B,BN,PP
