PRECIOS DE PRIMERA TRANSACCI”N ,,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,,
2016,,,,,,,,,,,,,
,,,,,,,,,,,,,
AãO,MES,REGI”N,Codigo Caleta,Nom_caleta,Codigo especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO,
,,,,,,,,HUMEDAD,,B - L - O,BN - AM,CHD - PP,
2016,2,8,350,LO ROJAS,465,Navajuela,"690,000",,30,B,BN,CHD - PP,
2016,2,8,350,LO ROJAS,406,Almeja,"360,000",,0.2,B,BN,CHD,
2016,2,8,350,LO ROJAS,234,Jurel,"550,000",,10,B - L,BN,CHD - PP,
2016,2,8,350,LO ROJAS,407,Taquilla,"165,000",,14,B,BN,CHD - PP,
2016,2,8,350,LO ROJAS,242,Merluza comun,"1,000,000",,1.5,L,BN,CHD - PP,
2016,2,8,350,LO ROJAS,282,Sierra,"1,000,000",,2.5,B - L,BN,CHD,
2016,2,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.3,B,BN,CHD - PP,
2016,2,8,350,LO ROJAS,820,Piure,"500,000",,0.8,B,BN,CHD,
2016,2,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.2,B,BN,CHD - PP,
2016,2,8,350,LO ROJAS,425,Cholga,"300,000",,0.4,L,BN,CHD,
2016,2,8,350,LO ROJAS,445,Jibia o calamar rojo ,"119,000",,25,L,BN,CHD - PP,
2016,2,8,350,LO ROJAS,274,Reineta,"850,000",,6,B - L,BN,CHD - PP,
2016,2,8,374,LEBU,110,Cochayuyo,"300,000",35,1,O,BN,PP,
2016,2,8,374,LEBU,274,Reineta,"800,000",,65,B - L,BN,CHD,
2016,2,8,374,LEBU,445,Jibia o calamar rojo ,"100,000",,129,B,BN,PP,
2016,2,8,374,LEBU,217,Bacalao de profundidad,"12,000,000",,1,L,BN,PP,
2016,2,8,374,LEBU,137,Luga negra o crespa,"550,000",35,28,O,BN,PP,
2016,2,8,374,LEBU,110,Cochayuyo,"300,000",35,3,O,BN,PP,
2016,2,8,374,LEBU,217,Bacalao de profundidad,"12,000,000",,5,L,BN,PP,
2016,2,8,374,LEBU,274,Reineta,"600,000",,35,B - L,BN,CHD,
2016,2,9,388,QUEULE,282,Sierra,"200,000",,1,L,BN,CHD,
2016,2,9,388,QUEULE,230,Corvina,"1,600,000",,1,L,BN,CHD,
2016,2,9,388,QUEULE,226,Cojinoba del norte,"800,000",,1,L,BN,CHD,
2016,2,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,BN,CHD,
2016,2,9,388,QUEULE,274,Reineta,"1,000,000",,1,L,BN,CHD,
2016,2,10,474,DALCAHUE,228,Congrio dorado,"1,200,000",,0.053,L,BN,PP,
2016,2,10,474,DALCAHUE,258,Pejegallo,"450,000",,0.5,L,BN,PP,
2016,2,10,474,DALCAHUE,137,Luga negra o crespa,"500,000",35,26,L,BN,PP,
2016,2,10,474,DALCAHUE,244,Merluza del sur,"1,000,000",,1.1,L,BN,PP,
2016,2,10,474,DALCAHUE,654,Jaiba marmola,"250,000",,6,L,BN,PP,
2016,2,11,514,PUERTO AYSEN,406,Almeja,"400,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,486,Pulpo del sur,"900,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,425,Cholga,"140,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,430,Chorito,"140,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,244,Merluza del sur,"1,000,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,228,Congrio dorado,"1,300,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,268,Raya volantin,"900,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,275,Sardina austral o del sur,"50,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,654,Jaiba marmola,"170,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,616,Centolla,"2,400,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,137,Luga negra o crespa,"160,000",35,,L,,PP,
2016,2,11,514,PUERTO AYSEN,136,Lucha cuchara o corta,"290,000",35,,L,,PP,
2016,2,11,514,PUERTO AYSEN,810,Erizo,"360,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,406,Almeja,"400,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,486,Pulpo del sur,"900,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,425,Cholga,"140,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,430,Chorito,"140,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,244,Merluza del sur,"1,000,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,228,Congrio dorado,"1,300,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,268,Raya volantin,"1,000,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,275,Sardina austral o del sur,"50,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,654,Jaiba marmola,"170,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,616,Centolla,"2,400,000",,,L,,PP,
2016,2,11,514,PUERTO AYSEN,137,Luga negra o crespa,"160,000",35,,L,,PP,
2016,2,11,514,PUERTO AYSEN,136,Lucha cuchara o corta,"290,000",35,,L,,PP,
2016,2,11,514,PUERTO AYSEN,810,Erizo,"360,000",,,L,,PP,
2016,2,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"600,000",,7.51,O,BN,PP,
2016,2,12,534,PUNTA ARENAS,475,Ostion del sur,"625,000",,14.07,O,BN,PP,
2016,2,12,534,PUNTA ARENAS,475,Ostion del sur,"875,000",,4.4,O,BN,PP,
2016,2,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"600,000",,10.45,O,BN,PP,
2016,2,12,534,PUNTA ARENAS,475,Ostion del sur,"687,000",,12.18,O,BN,PP,
2016,2,12,536,PUERTO NATALES,475,Ostion del sur,"300,000",,25,L,BN,PP,
2016,2,12,536,PUERTO NATALES,244,Merluza del sur,"1,000,000",,0.08,B,BN,CHD,
2016,2,12,536,PUERTO NATALES,228,Congrio dorado,"500,000",,2.47,L,BN,PP,
2016,2,12,536,PUERTO NATALES,475,Ostion del sur,"650,000",,200,L,BN,PP,
2016,2,12,536,PUERTO NATALES,244,Merluza del sur,"1,000,000",,0.1,B,BN,CHD,
2016,2,12,536,PUERTO NATALES,228,Congrio dorado,"500,000",,10,L,BN,PP,
2016,2,12,536,PUERTO NATALES,270,Robalo,"1,000,000",,0.023,B,BN,CHD,
2016,3,15,4,ARICA,272,Roncacho,"2,000,000",,0.03,B,BN,CHD,
2016,3,15,4,ARICA,260,Pejerrey de mar,"800,000",,0.03,B,BN,CHD,
2016,3,15,4,ARICA,254,Palometa,"1,500,000",,0.05,B,BN,CHD,
2016,3,15,4,ARICA,820,Piure,"800,000",,0.03,B,BN,CHD,
2016,3,15,4,ARICA,406,Almeja,"1,000,000",,0.02,B,BN,CHD,
2016,3,15,4,ARICA,435,Choro,"1,000,000",,0.02,B,BN,CHD,
2016,3,15,4,ARICA,211,Azulejo,"2,000,000",,0.08,B,BN,CHD,
2016,3,15,4,ARICA,254,Palometa,"1,500,000",,0.04,B,BN,CHD,
2016,3,1,8,RIQUELME,214,Bonito,"1,000,000",,0.11,L,BN,CHD,
2016,3,1,8,RIQUELME,214,Bonito,"2,300,000",,0.36,L,BN,CHD,
2016,3,1,10,CAVANCHA,229,Congrio negro,"1,500,000",,0.04,B,BN,CHD,
2016,3,1,10,CAVANCHA,204,Breca o Bilagay,"1,100,000",,0.08,B,BN,CHD,
2016,3,1,10,CAVANCHA,231,Dorado,"1,300,000",,2.7,L,BN,CHD,
2016,3,1,10,CAVANCHA,221,Cabrilla comun,"1,500,000",,0.1,L,BN,CHD,
2016,3,1,10,CAVANCHA,229,Congrio negro,"1,800,000",,0.04,L,BN,CHD,
2016,3,1,10,CAVANCHA,204,Breca o Bilagay,"1,200,000",,0.07,B,BN,CHD,
2016,3,2,46,TOCOPILLA,266,Albacora o pez espada,"4,000,000",,0.07,L,BN,CHD,
2016,3,2,46,TOCOPILLA,211,Azulejo,"1,000,000",,0.12,L,BN,CHD,
2016,3,2,46,TOCOPILLA,231,Dorado,"2,000,000",,0.6,L,BN,CHD,
2016,3,2,46,TOCOPILLA,485,Pulpo,"1,500,000",,1.1,O,BN,PP,
2016,3,2,46,TOCOPILLA,451,Lapa negra,"800,000",,0.13,O,BN,PP,
2016,3,2,60,MEJILLONES,229,Congrio negro,"2,700,000",,1,O,BN,CHD,
2016,3,2,60,MEJILLONES,141,Chascon o huiro negro,"130,000",46,1,O,BN,PP,
2016,3,2,60,MEJILLONES,142,Huiro palo,"190,000",53,1,O,BN,PP,
2016,3,2,60,MEJILLONES,266,Albacora o pez espada,"7,000,000",,1,B,BN,CHD,
2016,3,2,60,MEJILLONES,465,Navajuela,"350,000",,1,O,BN,CHD,
2016,3,2,60,MEJILLONES,142,Huiro palo,"180,000",53,1,O,BN,PP,
2016,3,2,60,MEJILLONES,141,Chascon o huiro negro,"120,000",46,1,O,BN,PP,
2016,3,2,60,MEJILLONES,130,Pelillo,"85,000",35,1,O,BN,PP,
2016,3,2,60,MEJILLONES,231,Dorado,"3,500,000",,1,B,BN,CHD,
2016,3,2,56,TALTAL,141,Chascon o huiro negro,"250,000",46,1,O,BN,PP,
2016,3,2,56,TALTAL,142,Huiro palo,"320,000",53,1,O,BN,PP,
2016,3,2,56,TALTAL,451,Lapa negra,"600,000",,1,O,BN,PP,
2016,3,2,56,TALTAL,262,Pejeperro,"3,500,000",,1,B,BN,CHD,
2016,3,2,56,TALTAL,207,Apanado,"3,500,000",,1,B,BN,CHD,
2016,3,2,56,TALTAL,227,Congrio colorado,"3,400,000",,1,B,BN,CHD,
2016,3,2,56,TALTAL,231,Dorado,"1,800,000",,1,B - L,BN,CHD,
2016,3,2,56,TALTAL,226,Cojinoba del norte,"2,000,000",,1,B - L,BN,CHD,
2016,3,2,56,TALTAL,221,Cabrilla comun,"1,800,000",,1,B,BN,CHD,
2016,3,2,56,TALTAL,810,Erizo,"560,000",,1,O,BN,CHD,
2016,3,2,56,TALTAL,252,Vieja o mulata,"3,500,000",,1,B,BN,CHD,
2016,3,2,56,TALTAL,266,Albacora o pez espada,"3,800,000",,1,O,BN,CHD,
2016,3,2,56,TALTAL,485,Pulpo,"1,800,000",,1,O,BN,CHD,
2016,3,2,56,TALTAL,236,Lenguado de ojos chicos,"4,000,000",,1,B,BN,CHD,
2016,3,2,56,TALTAL,141,Chascon o huiro negro,"260,000",46,1,O,BN,PP,
2016,3,2,56,TALTAL,142,Huiro palo,"340,000",53,1,O,BN,PP,
2016,3,2,56,TALTAL,451,Lapa negra,"550,000",,1,O,BN,PP,
2016,3,2,56,TALTAL,262,Pejeperro,"3,500,000",,1,B,BN,CHD,
2016,3,2,56,TALTAL,207,Apanado,"3,500,000",,1,B,BN,CHD,
2016,3,2,56,TALTAL,227,Congrio colorado,"3,400,000",,1,B,BN,CHD,
2016,3,2,56,TALTAL,231,Dorado,"1,600,000",,1,B - L,BN,CHD,
2016,3,2,56,TALTAL,226,Cojinoba del norte,"2,000,000",,1,B - L,BN,CHD,
2016,3,2,56,TALTAL,221,Cabrilla comun,"1,800,000",,1,B,BN,CHD,
2016,3,2,56,TALTAL,810,Erizo,"560,000",,1,O,BN,CHD,
2016,3,2,56,TALTAL,252,Vieja o mulata,"3,500,000",,1,B,BN,CHD,
2016,3,2,56,TALTAL,266,Albacora o pez espada,"3,800,000",,1,O,BN,CHD,
2016,3,2,56,TALTAL,485,Pulpo,"1,800,000",,1,O,BN,CHD,
2016,3,2,56,TALTAL,236,Lenguado de ojos chicos,"4,000,000",,1,B,BN,CHD,
2016,3,2,50,ANTOFAGASTA,451,Lapa negra,"1,000,000",,0.001,O,BN,CHD,
2016,3,2,50,ANTOFAGASTA,406,Almeja,"1,000,000",,0.001,O,BN,CHD,
2016,3,2,50,ANTOFAGASTA,460,Macha,"1,000,000",,0.001,O,BN,CHD,
2016,3,2,50,ANTOFAGASTA,485,Pulpo,"3,000,000",,0.002,O,BN,CHD,
2016,3,2,50,ANTOFAGASTA,230,Corvina,"5,000,000",,0.002,O,BN,CHD,
2016,3,2,50,ANTOFAGASTA,451,Lapa negra,"1,000,000",,0.001,O,BN,CHD,
2016,3,3,76,CALDERA,406,Almeja,"1,000,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,207,Apanado,"1,200,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,451,Lapa negra,"1,000,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,820,Piure,"250,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,234,Jurel,"750,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,227,Congrio colorado,"3,500,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,242,Merluza comun,"1,200,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,214,Bonito,"2,000,000",,,B,BN,PP,
2016,3,3,76,CALDERA,221,Cabrilla comun,"2,500,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,273,Rollizo,"2,500,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,229,Congrio negro,"2,000,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,258,Pejegallo,"1,500,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,236,Lenguado de ojos chicos,"6,000,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,262,Pejeperro,"1,500,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,226,Cojinoba del norte,"2,500,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,230,Corvina,"3,000,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,231,Dorado,"3,000,000",,,B,BN,CHD,
2016,3,3,76,CALDERA,252,Vieja o mulata,"3,500,000",,,B,BN,CHD,
2016,3,5,230,SAN ANTONIO,651,Jaiba limon,"1,000,000",,,B,BN,CHD,
2016,3,5,230,SAN ANTONIO,242,Merluza comun,"1,200,000",,,B - L,BN,CHD,
2016,3,5,230,SAN ANTONIO,229,Congrio negro,"1,500,000",,,B - L,BN,CHD,
2016,3,5,230,SAN ANTONIO,227,Congrio colorado,"4,250,000",,,B,BN,CHD,
2016,3,5,230,SAN ANTONIO,282,Sierra,"1,200,000",,,B - L,BN,CHD,
2016,3,5,230,SAN ANTONIO,227,Congrio colorado,"5,500,000",,,B,BN,CHD,
2016,3,5,230,SAN ANTONIO,230,Corvina,"2,250,000",,,B - L,BN,CHD,
2016,3,5,230,SAN ANTONIO,217,Bacalao de profundidad,"12,000,000",,,L,BN,CHD,
2016,3,6,246,PICHILEMU,242,Merluza comun,"892,857",,0.084,B,BN,CHD,
2016,3,7,637,RIO MAULE,270,Rococo,"1,500,000",,1,B,BN,CHD,
2016,3,7,637,RIO MAULE,238,Lisa,"1,300,000",,1,B,BN,CHD,
2016,3,7,637,RIO MAULE,230,Corvina,"2,000,000",,1,B,BN,CHD,
2016,3,7,637,RIO MAULE,260,Pejerrey de mar,"1,500,000",,1,B,BN,CHD,
2016,3,7,268,DUAO,242,Merluza comun,"271,600",,0.001,B,BN,CHD,
2016,3,7,268,DUAO,242,Merluza comun,"444,000",,0.001,B,BN,CHD,
2016,3,7,268,DUAO,242,Merluza comun,"370,400",,0.001,B,BN,CHD,
2016,3,7,268,DUAO,274,Reineta,"2,000,000",,0.001,B,BN,CHD,
2016,3,7,268,DUAO,242,Merluza comun,"370,400",,0.001,B,BN,CHD,
2016,3,7,268,DUAO,242,Merluza comun,"667,000",,0.001,B,BN,CHD,
2016,3,7,268,DUAO,242,Merluza comun,"926,000",,0.001,B,BN,CHD,
2016,3,7,268,DUAO,242,Merluza comun,"1,111,000",,0.001,B,BN,CHD,
2016,3,7,268,DUAO,242,Merluza comun,"370,400",,0.001,B,BN,CHD,
2016,3,7,286,CURANIPE,242,Merluza comun,"1,167,407",,3.152,B,BN,CHD,
2016,3,8,336,SAN VICENTE,820,Piure,"250,000",,0.7,B,BN,CHD,
2016,3,8,336,SAN VICENTE,445,Jibia o calamar rojo ,"110,000",,3,L,BN,PP,
2016,3,8,336,SAN VICENTE,644,Picoroco,"400,000",,0.9,B,BN,CHD,
2016,3,8,336,SAN VICENTE,217,Bacalao de profundidad,"14,000,000",,1,L,BN,PP,
2016,3,8,336,SAN VICENTE,445,Jibia o calamar rojo ,"100,000",,1.6,L,BN,PP,
2016,3,8,308,COCHOLGUE,230,Corvina,"2,500,000",,0.08,B,BN,CHD,
2016,3,8,308,COCHOLGUE,274,Reineta,"1,200,000",,0.3,B,BN,CHD,
2016,3,8,308,COCHOLGUE,260,Pejerrey de mar,"1,000,000",,0.45,B,BN,CHD,
2016,3,8,314,LOS BAGRES,242,Merluza comun,"800,000",,0.1,B,BN,CHD,
2016,3,8,314,LOS BAGRES,227,Congrio colorado,"1,000,000",,0.01,B,BN,CHD,
2016,3,8,314,LOS BAGRES,213,Blanquillo,"500,000",,0.02,B,BN,CHD,
2016,3,8,350,LO ROJAS,655,Jaiba remadora,"820,000",,1.2,B - L,BN,CHD - PP,
2016,3,8,350,LO ROJAS,260,Pejerrey de mar,"500,000",,2.1,B - L,BN,CHD - PP,
2016,3,8,350,LO ROJAS,227,Congrio colorado,"2,500,000",,0.3,B,BN,CHD,
2016,3,8,350,LO ROJAS,654,Jaiba marmola,"960,000",,0.8,B - L,BN,CHD - PP,
2016,3,8,350,LO ROJAS,444,Huepo o navaja de mar,"1,180,000",,8,B,BN,CHD - PP,
2016,3,8,350,LO ROJAS,465,Navajuela,"690,000",,22,B,BN,CHD - PP,
2016,3,8,350,LO ROJAS,234,Jurel,"550,000",,3,B - L,BN,CHD - PP,
2016,3,8,350,LO ROJAS,407,Taquilla,"165,000",,5,B,BN,CHD - PP,
2016,3,8,350,LO ROJAS,242,Merluza comun,"1,000,000",,3.4,L,BN,CHD - PP,
2016,3,8,350,LO ROJAS,282,Sierra,"1,000,000",,1,B - L,BN,CHD,
2016,3,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.8,B,BN,CHD - PP,
2016,3,8,350,LO ROJAS,820,Piure,"500,000",,2.2,B,BN,CHD,
2016,3,8,350,LO ROJAS,276,Sardina comun,"120,000",,25,L,BN,PP,
2016,3,8,350,LO ROJAS,205,Anchoveta,"120,000",,32,L,BN,PP,
2016,3,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.6,B,BN,CHD - PP,
2016,3,8,350,LO ROJAS,445,Jibia o calamar rojo ,"119,000",,12,L,BN,CHD - PP,
2016,3,8,350,LO ROJAS,655,Jaiba remadora,"820,000",,0.6,B - L,BN,CHD - PP,
2016,3,8,350,LO ROJAS,260,Pejerrey de mar,"500,000",,0.5,B - L,BN,CHD - PP,
2016,3,8,350,LO ROJAS,654,Jaiba marmola,"960,000",,1.1,B - L,BN,CHD - PP,
2016,3,8,350,LO ROJAS,444,Huepo o navaja de mar,"1,180,000",,1.5,B,BN,CHD - PP,
2016,3,8,350,LO ROJAS,465,Navajuela,"690,000",,15,B,BN,CHD - PP,
2016,3,8,350,LO ROJAS,234,Jurel,"550,000",,2.2,B - L,BN,CHD - PP,
2016,3,8,350,LO ROJAS,407,Taquilla,"165,000",,2,B,BN,CHD - PP,
2016,3,8,350,LO ROJAS,242,Merluza comun,"1,000,000",,3,L,BN,CHD - PP,
2016,3,8,350,LO ROJAS,282,Sierra,"1,000,000",,1.5,B - L,BN,CHD,
2016,3,8,350,LO ROJAS,658,Jaiba reina,"980,000",,0.2,B,BN,CHD - PP,
2016,3,8,350,LO ROJAS,820,Piure,"500,000",,0.3,B,BN,CHD,
2016,3,8,350,LO ROJAS,276,Sardina comun,"120,000",,48,L,BN,PP,
2016,3,8,350,LO ROJAS,205,Anchoveta,"120,000",,29,L,BN,PP,
2016,3,8,350,LO ROJAS,653,Jaiba peluda,"940,000",,0.2,B,BN,CHD - PP,
2016,3,8,350,LO ROJAS,445,Jibia o calamar rojo ,"119,000",,4.5,L,BN,CHD - PP,
2016,3,8,374,LEBU,274,Reineta,"1,800,000",,3,B - L,BN,CHD ,
2016,3,8,374,LEBU,110,Cochayuyo,"300,000",35,3,O,BN,PP,
2016,3,8,374,LEBU,217,Bacalao de profundidad,"12,200,000",,6,L,BN,PP,
2016,3,10,474,DALCAHUE,460,Macha,"1,200,000",,0.769,L,BN,CHD,
2016,3,9,388,QUEULE,282,Sierra,"200,000",,1,L,BN,CHD,
2016,3,9,388,QUEULE,230,Corvina,"1,600,000",,1,L,BN,CHD,
2016,3,9,388,QUEULE,226,Cojinoba del norte,"800,000",,1,L,BN,CHD,
2016,3,9,388,QUEULE,258,Pejegallo,"800,000",,1,L,BN,CHD,
2016,3,9,388,QUEULE,274,Reineta,"1,000,000",,1,L,BN,CHD,
2016,3,9,388,QUEULE,286,Tollo,"800,000",,1,L,BN,CHD,
2016,3,10,474,DALCAHUE,616,Centolla,"2,800,000",,1.25,L,BN,PP,
2016,3,10,474,DALCAHUE,654,Jaiba marmola,"250,000",,1.103,L,BN,PP,
2016,3,10,474,DALCAHUE,244,Merluza del sur,"1,500,000",,0.5,L,BN,PP,
2016,3,10,474,DALCAHUE,425,Cholga,"90,000",,0.9,L,BN,PP,
2016,3,10,474,DALCAHUE,406,Almeja,"400,000",,1.04,L,BN,PP,
2016,3,10,474,DALCAHUE,258,Pejegallo,"450,000",,0.15,L,BN,PP,
2016,3,10,474,DALCAHUE,228,Congrio dorado,"1,200,000",,0.076,L,BN,PP,
2016,3,10,474,DALCAHUE,244,Merluza del sur,"1,000,000",,0.48,L,BN,PP,
2016,3,11,514,PUERTO AYSEN,406,Almeja,"400,000",,,L,,PP,
2016,3,11,514,PUERTO AYSEN,486,Pulpo del sur,"900,000",,,L,,PP,
2016,3,11,514,PUERTO AYSEN,267,Puye,"8,500,000",,,,,,
2016,3,11,514,PUERTO AYSEN,425,Cholga,"140,000",,,,,,
2016,3,11,514,PUERTO AYSEN,435,Choro,"140,000",,,,,,
2016,3,11,514,PUERTO AYSEN,430,Chorito,"140,000",,,,,,
2016,3,11,514,PUERTO AYSEN,270,Robalo,"700,000",,,,,,
2016,3,11,514,PUERTO AYSEN,440,Culengue,"250,000",,,L,,PP,
2016,3,11,514,PUERTO AYSEN,244,Merluza del sur,"1,000,000",,,,,,
2016,3,11,514,PUERTO AYSEN,228,Congrio dorado,"1,300,000",,,,,,
2016,3,11,514,PUERTO AYSEN,275,Sardina austral o del sur,"50,000",,,L,,,
2016,3,11,514,PUERTO AYSEN,654,Jaiba marmola,"170,000",,,,,,
2016,3,11,514,PUERTO AYSEN,616,Centolla,"2,000,000",,,,,,
2016,3,11,514,PUERTO AYSEN,137,Luga negra o crespa,"160,000",35,,L,,PP,
2016,3,11,514,PUERTO AYSEN,136,Lucha cuchara o corta,"290,000",35,,L,,PP,
2016,3,11,514,PUERTO AYSEN,810,Erizo,"360,000",,,,,,
2016,3,11,514,PUERTO AYSEN,268,Raya volantin,"1,500,000",,,,,,
2016,3,12,534,PUNTA ARENAS,475,Ostion del sur,"787,000",,,,,,
2016,3,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"600,000",,,B,BN,CHD - PP,
2016,3,12,534,PUNTA ARENAS,620,Centollon,"750,000",,,,,,
2016,3,12,534,PUNTA ARENAS,810,Erizo,"727,000",,,,,,
2016,3,12,534,PUNTA ARENAS,810,Erizo,"528,000",,,,,,
2016,3,12,534,PUNTA ARENAS,475,Ostion del sur,"725,000",,,,,,
2016,3,12,534,PUNTA ARENAS,620,Centollon,"750,000",,,,,,
2016,3,12,534,PUNTA ARENAS,444,Huepo o navaja de mar,"456,000",,6.79,O,BN,PP,
2016,3,12,534,PUNTA ARENAS,475,Ostion del sur,"800,000",,6.05,O,BN,PP,
2016,3,12,534,PUNTA ARENAS,228,Congrio dorado,"1,000,000",,6.73,O,BN,PP,
2016,3,12,534,PUNTA ARENAS,244,Merluza del sur,"1,000,000",,6.81,O,BN,PP,
2016,3,12,534,PUNTA ARENAS,810,Erizo,"400,000",,14.39,O,BN,PP,
2016,3,12,534,PUNTA ARENAS,228,Congrio dorado,"1,500,000",,12.66,O,BN,PP,
2016,3,12,534,PUNTA ARENAS,270,Robalo,"1,000,000",,7.15,O,BN,PP,
2016,3,12,534,PUNTA ARENAS,475,Ostion del sur,"800,000",,1,O,BN,PP,
2016,3,12,536,PUERTO NATALES,260,Pejerrey de mar,"1,800,000",,30,L,BN,PP,
2016,3,12,536,PUERTO NATALES,406,Almeja,"650,000",,1.5,L,BN,CHD,
2016,3,12,536,PUERTO NATALES,425,Cholga,"555,000",,2.39,L,BN,PP,
2016,3,12,536,PUERTO NATALES,430,Chorito,"600,000",,122,L,BN,PP,
2016,4,15,4,ARICA,352,Tiburon sardinero,"2,000,000",,0.04,B,BN,CHD,
2016,4,15,4,ARICA,214,Bonito,"100,000",,0.4,B,BN,CHD,
2016,4,15,4,ARICA,820,Piure,"700,000",,0.03,B,BN,CHD,
2016,4,15,4,ARICA,342,Pez Sol,"3,500,000",,0.02,B,BN,CHD,
2016,4,15,4,ARICA,406,Almeja,"900,000",,0.05,B,BN,CHD,
2016,4,15,4,ARICA,485,Pulpo,"1,500,000",,0.03,B,BN,CHD,
2016,4,15,4,ARICA,272,Roncacho,"1,200,000",,0.04,B,BN,CHD,
2016,4,15,4,ARICA,286,Tollo,"1,500,000",,0.03,B,BN,CHD,
2016,4,15,4,ARICA,406,Almeja,"1,000,000",,0.02,B,BN,CHD,
2016,4,15,4,ARICA,435,Choro,"1,000,000",,0.08,B,BN,CHD,
2016,4,15,4,ARICA,485,Pulpo,"1,700,000",,0.05,B,BN,CHD,
2016,4,15,4,ARICA,214,Bonito,"1,000,000",,0.3,B,BN,CHD,
2016,4,15,4,ARICA,451,Lapa negra,"1,500,000",,0.05,B,BN,CHD,
2016,4,15,4,ARICA,820,Piure,"800,000",,0.05,B,BN,CHD,
2016,4,1,8,RIQUELME,260,Pejerrey de mar,"3,000,000",,0.108,B,BN,CHD,
2016,4,1,8,RIQUELME,266,Albacora o pez espada,"5,000,000",,0.07,L,BN,PP,
2016,4,1,8,RIQUELME,211,Azulejo,"1,200,000",,0.025,L,BN,CHD,
2016,4,1,10,CAVANCHA,485,Pulpo,"1,200,000",,0.1,B,BN,PP,
2016,4,1,10,CAVANCHA,266,Albacora o pez espada,"2,000,000",,0.7,L,BN,CHD,
2016,4,1,10,CAVANCHA,266,Albacora o pez espada,"2,000,000",,2.9,L,BN,CHD,
2016,4,1,10,CAVANCHA,284,Tiburon o marrajo,"1,500,000",,0.2,L,BN,CHD,
2016,4,1,10,CAVANCHA,485,Pulpo,"1,200,000",,0.08,B,BN,PP,
2016,4,2,56,TALTAL,227,Congrio colorado,"2,300,000",,0.01,B,BN,CHD,
2016,4,2,56,TALTAL,226,Cojinoba del norte,"1,500,000",,0.01,B,BN,CHD,
2016,4,2,56,TALTAL,207,Apanado,"800,000",,0.012,B,BN,CHD,
2016,4,2,46,TOCOPILLA,231,Dorado,"2,000,000",,1.5,L,BN,CHD,
2016,4,2,46,TOCOPILLA,226,Cojinoba del norte,"2,500,000",,0.05,L,BN,CHD,
