PRECIOS DE PRIMERA TRANSACCIÓN ,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,
2012,,,,,,,,,,,,
,,,,,,,,,,,,
AÑO,MES,REGIÓN,Código Caleta,Nom_caleta,Código especie,Nom_Especie,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
2012,1,X,474,DALCAHUE,137,Luga negra o crespa,"352,000",50,3.40,O,BN,PP
2012,1,X,474,DALCAHUE,137,Luga negra o crespa,"150,000",50,3.80,O,BN,PP
2012,1,X,474,DALCAHUE,654,JAIBA MARMOLA,"110,000",,6.50,L,,PP
2012,1,X,474,DALCAHUE,654,JAIBA MARMOLA,"110,000",,8.10,L,,PP
2012,1,X,474,DALCAHUE,654,JAIBA MARMOLA,"120,000",,2.10,L,,PP
2012,1,X,474,DALCAHUE,137,Luga negra o crespa,"100,000",50,4.10,O,BN,PP
2012,1,X,474,DALCAHUE,137,Luga negra o crespa,"80,000",50,0.90,O,BN,PP
2012,1,X,474,DALCAHUE,465,NAVAJUELA,"100,000",,1.20,O,BN,PP
2012,1,X,474,DALCAHUE,654,JAIBA MARMOLA,"190,000",,4.90,L,,PP
2012,1,X,474,DALCAHUE,654,JAIBA MARMOLA,"170,000",,1.50,L,,CHD
2012,1,X,474,DALCAHUE,654,JAIBA MARMOLA,"190,000",,5.20,L,,PP
2012,1,X,474,DALCAHUE,654,JAIBA MARMOLA,"190,000",,4.60,L,,PP
2012,1,X,474,DALCAHUE,145,Huiro,"30,000",50,42.00,L,,PP
2012,1,X,573,LA VEGA,425,CHOLGA,"60,000",,8.00,L,BN,PP
2012,1,X,573,LA VEGA,406,ALMEJA,"300,000",,0.12,L,BN,PP
2012,1,X,573,LA VEGA,440,CULENGUE,"350,000",,0.50,L,BN,PP
2012,1,X,573,LA VEGA,465,NAVAJUELA,"400,000",,0.55,L,BN,PP
2012,1,X,573,LA VEGA,408,TUMBAO,"200,000",,3.50,L,BN,PP
2012,1,XI,514,PUERTO CHACABUCO,228,Congrio dorado,"800,000",,13.00,L,,PP
2012,1,XI,514,PUERTO CHACABUCO,244,Merluza del sur o austral,"800,000",,74.58,,,
2012,1,XI,514,PUERTO CHACABUCO,228,Congrio dorado,"800,000",,,,,
2012,1,XII,534,PUNTA ARENAS,244,Merluza del sur o austral,"1,000,000",,0.49,L,BN,PP
2012,1,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,000,000",,0.48,L,BN,PP
2012,1,XII,534,PUNTA ARENAS,244,Merluza del sur o austral,"1,000,000",,0.99,L,BN,PP
2012,1,XII,534,PUNTA ARENAS,228,Congrio dorado,"1,000,000",,0.37,L,BN,PP
2012,1,XII,534,PUNTA ARENAS,444,HUEPO O NAVAJA,"678,000",,4.36,B,BN,PP
2012,1,XII,534,PUNTA ARENAS,444,HUEPO O NAVAJA,"580,000",,2.16,B,BN,PP
2012,1,XII,536,PUERTO NATALES,228,Congrio dorado,"1,400,000",,1.26,L,BN,PP
2012,1,XII,536,PUERTO NATALES,244,Merluza del sur o austral,"850,000",,5.68,L,BN,PP
2012,2,XV,4,CALETA ARICA,238,Lisa,"1,000,000",,0.02,B,BN,CHD
2012,2,XV,4,CALETA ARICA,291,BILAGAY,"1,500,000",,0.01,B,BN,CHD
2012,2,XV,4,CALETA ARICA,653,JAIBA PELUDA,"1,500,000",,0.01,B,BN,CHD
2012,2,XV,4,CALETA ARICA,271,ROCOCO,"1,200,000",,0.01,B,BN,CHD
2012,2,XV,4,CALETA ARICA,284,TIBURÓN O MARRAJO,"4,500,000",,1.00,B,BN,CHD
2012,2,XV,4,CALETA ARICA,260,Pejerrey de mar,"120,000",,0.02,B,BN,CHD
2012,2,XV,4,CALETA ARICA,254,Palometa,"2,000,000",,0.50,B,BN,CHD
2012,2,II,56,TALTAL,141,Chascón o huiro negro,"145,000",50,1.50,O,,PP
2012,2,II,56,TALTAL,226,Cojinoba del norte,"2,000,000",,0.05,B,,CHD
2012,2,II,56,TALTAL,231,Dorado de altura,"3,200,000",,0.05,O,,CHD
2012,2,II,56,TALTAL,450,LAPA,"800,000",,0.40,O,,CHD
2012,2,II,56,TALTAL,207,Apañado,"2,000,000",,0.01,B,,CHD
2012,2,II,56,TALTAL,220,Cabrilla,"1,500,000",,0.01,B,,CHD
2012,2,II,56,TALTAL,227,Congrio colorado,"3,000,000",,0.03,O,,CHD
2012,2,II,56,TALTAL,141,Chascón o huiro negro,"130,000",50,5.00,O,,PP
2012,2,II,56,TALTAL,227,Congrio colorado,"3,200,000",,0.05,O,,CHD
2012,2,II,56,TALTAL,231,Dorado de altura,"3,000,000",,0.09,B,,CHD
2012,2,II,56,TALTAL,450,LAPA,"800,000",,0.10,O,,PP
2012,2,II,56,TALTAL,145,Huiro,"80,000",50,2.50,O,BN,PP
2012,2,II,56,TALTAL,450,LAPA,"100,000",,0.06,B,BN,PP
2012,2,II,56,TALTAL,226,Cojinoba del norte,"1,200,000",,0.08,L,BN,CHD
2012,2,II,56,TALTAL,284,TIBURÓN O MARRAJO,"1,100,000",,0.70,L,BN,CHD
2012,2,IV,122,COQUIMBO,445,JIBIA O CALAMAR ROJO,"110,000",,18.64,B,BN,PP
2012,2,IV,122,COQUIMBO,234,Jurel,"800,000",,0.43,B,BN,CHD
2012,2,IV,122,COQUIMBO,219,Cabinza,"300,000",,0.06,B,BN,CHD
2012,2,IV,122,COQUIMBO,242,Merluza común,"800,000",,0.02,B,BN,CHD
2012,2,IV,122,COQUIMBO,236,Lenguado de ojos chicos,"3,500,000",,0.01,B,BN,CHD
2012,2,IV,122,COQUIMBO,218,Caballa,"500,000",,0.02,B,BN,CHD
2012,2,IV,122,COQUIMBO,227,Congrio colorado,"2,300,000",,0.29,B,BN,CHD
2012,2,IV,122,COQUIMBO,242,Merluza común,"800,000",,1.06,B,BN,CHD
2012,2,V,230,SAN ANTONIO,242,Merluza común,"1,100,000",,0.15,B,BN,CHD
2012,2,V,230,SAN ANTONIO,242,Merluza común,"1,200,000",,0.30,B,BN,CHD
2012,2,V,230,SAN ANTONIO,242,Merluza común,"1,100,000",,0.15,B,BN,CHD
2012,2,V,230,SAN ANTONIO,242,Merluza común,"1,100,000",,0.02,B,BN,CHD
2012,2,V,214,PORTALES,242,Merluza común,"1,018,000",,0.59,B,,PP
2012,2,V,214,PORTALES,242,Merluza común,"801,282",,0.62,B,,PP
2012,2,V,208,HIGUERILLAS,242,Merluza común,"925,925",,0.34,B,,PP
2012,2,V,210,EL MEMBRILLO,242,Merluza común,"666,666",,0.56,B,,PP
2012,2,V,190,HORCON,227,Congrio colorado,"3,500,000",,0.08,B,BN,CHD
2012,2,V,190,HORCON,242,Merluza común,"1,666,666",,0.04,B,BN,CHD
2012,2,V,190,HORCON,229,Congrio negro,"2,000,000",,0.02,B,BN,CHD
2012,2,V,190,HORCON,236,Lenguado de ojos chicos,"5,000,000",,0.00,B,BN,CHD
2012,2,VIII,324,LO ROJAS,655,JAIBA REMADORA,"840,000",,1.40,B - L,BN,CHD-PP
2012,2,VIII,324,LO ROJAS,260,Pejerrey de mar,"350,000",,0.78,B - L,BN,CHD-PP
2012,2,VIII,324,LO ROJAS,227,Congrio colorado,"1,750,000",,0.83,B,BN,CHD
2012,2,VIII,324,LO ROJAS,229,Congrio negro,"1,350,000",,1.10,B,BN,CHD
2012,2,VIII,324,LO ROJAS,270,Alfonsino,"850,000",,0.28,B,BN,CHD
2012,2,VIII,324,LO ROJAS,654,JAIBA MARMOLA,"780,000",,1.10,B - L,BN,CHD-PP
2012,2,VIII,324,LO ROJAS,444,HUEPO O NAVAJA,"700,000",,5.30,B,BN,PP
2012,2,VIII,324,LO ROJAS,465,NAVAJUELA,"600,000",,3.42,B,BN,PP
2012,2,VIII,324,LO ROJAS,406,ALMEJA,"860,000",,0.71,B,BN,CHD
2012,2,VIII,324,LO ROJAS,213,Blanquillo,"390,000",,0.31,B,BN,CHD
2012,2,VIII,324,LO ROJAS,234,Jurel,"410,000",,5.60,B -L,BN,CHD
2012,2,VIII,324,LO ROJAS,407,TAQUILLA,"120,000",,4.85,B,BN,PP
2012,2,VIII,324,LO ROJAS,242,Merluza común,"890,000",,1.20,L,BN,CHD - PP
2012,2,VIII,324,LO ROJAS,258,Pejegallo,"1,870,000",,0.57,L,BN,CHD - PP
2012,2,VIII,324,LO ROJAS,230,Corvina,"2,800,000",,1.30,B - L,BN,CHD
2012,2,VIII,324,LO ROJAS,282,SIERRA,"510,000",,1.40,B - L,BN,CHD
2012,2,VIII,324,LO ROJAS,658,JAIBA REINA,"930,000",,1.10,B - L,BN,CHD-PP
2012,2,VIII,324,LO ROJAS,236,Lenguado de ojos chicos,"2,420,000",,1.80,L,BN,PP CHD
2012,2,VIII,324,LO ROJAS,270,Alfonsino,"830,000",,0.31,B,BN,CHD
2012,2,VIII,324,LO ROJAS,654,JAIBA MARMOLA,"780,000",,1.90,B - L,BN,CHD - PP
2012,2,VIII,324,LO ROJAS,260,Pejerrey de mar,"460,000",,1.80,B - L,BN,CHD - PP
2012,2,VIII,324,LO ROJAS,227,Congrio colorado,"1,420,000",,0.27,B,BN,CHD
2012,2,VIII,324,LO ROJAS,229,Congrio negro,"1,310,000",,0.95,B,BN,CHD
2012,2,VIII,324,LO ROJAS,465,NAVAJUELA,"600,000",,3.00,B,BN,PP
2012,2,VIII,324,LO ROJAS,444,HUEPO O NAVAJA,"700,000",,8.50,B,BN,PP
2012,2,VIII,324,LO ROJAS,242,Merluza común,"1,180,000",,0.75,L,BN,CHD
2012,2,VIII,324,LO ROJAS,234,Jurel,"480,000",,4.80,L,BN,CHD
2012,2,VIII,324,LO ROJAS,282,SIERRA,"520,000",,1.80,L,BN,CHD
2012,2,VIII,324,LO ROJAS,230,Corvina,"2,540,000",,0.52,L,BN,CHD
2012,2,VIII,324,LO ROJAS,407,TAQUILLA,"120,000",,4.65,B,BN,PP
2012,2,VIII,324,LO ROJAS,258,Pejegallo,"950,000",,4.20,B - L,BN,CHD
2012,2,VIII,324,LO ROJAS,406,ALMEJA,"940,000",,1.10,L,BN,CHD
2012,2,VIII,324,LO ROJAS,658,JAIBA REINA,"1,100,000",,0.98,B,BN,CHD - PP
2012,2,VIII,324,LO ROJAS,213,Blanquillo,"480,000",,0.56,B,BN,CHD
2012,2,VIII,324,LO ROJAS,655,JAIBA REMADORA,"870,000",,2.50,B,BN,CHD - PP
2012,2,VIII,324,LO ROJAS,820,PIURE,"430,000",,0.21,B,BN,CHD
2012,2,VIII,324,LO ROJAS,236,Lenguado de ojos chicos,"1,860,000",,0.34,B,BN,CHD
2012,2,VIII,336,LEBU,274,REINETA,"174,500",,0.11,L,BN,CHD
2012,2,VIII,336,LEBU,274,REINETA,"210,714",,0.92,L,BN,CHD
2012,2,VIII,336,LEBU,217,Bacalao de profundidad,"6,300,000",,3.00,L,BN,CHD
2012,2,VIII,336,LEBU,242,Merluza común,"150,000",,6.00,L,BN,CHD
2012,2,X,474,DALCAHUE,654,JAIBA MARMOLA,"130,000",,2.60,L,,PP
2012,2,X,474,DALCAHUE,616,CENTOLLA,"850,000",,0.40,L,BN,PP
2012,2,X,474,DALCAHUE,460,MACHA,"250,000",,9.10,O,BN,PP
2012,2,X,474,DALCAHUE,654,JAIBA MARMOLA,"190,000",,6.50,L,,PP
2012,2,X,474,DALCAHUE,258,Pejegallo,"200,000",,0.20,L,,CHD
2012,2,X,474,DALCAHUE,654,JAIBA MARMOLA,"190,000",,4.30,L,,PP
2012,2,X,474,DALCAHUE,654,JAIBA MARMOLA,"190,000",,3.10,L,,PP
2012,2,X,474,DALCAHUE,145,Huiro,"30,000",50,14.60,L,,PP
2012,2,X,474,DALCAHUE,654,JAIBA MARMOLA,"110,000",,9.00,L,,PP
2012,2,X,474,DALCAHUE,654,JAIBA MARMOLA,"70,000",,2.00,L,,PP
2012,2,X,474,DALCAHUE,258,Pejegallo,"200,000",,0.40,L,,CHD
2012,2,X,474,DALCAHUE,465,NAVAJUELA,"500,000",,1.70,O,BN,PP
2012,2,X,474,DALCAHUE,465,NAVAJUELA,"500,000",,2.80,O,BN,PP
2012,2,X,474,DALCAHUE,460,MACHA,"100,000",,2.50,O,BN,PP
2012,2,X,474,DALCAHUE,460,MACHA,"100,000",,7.00,O,BN,PP
2012,2,X,474,DALCAHUE,460,MACHA,"200,000",,1.10,O,BN,PP
2012,2,X,474,DALCAHUE,460,MACHA,"200,000",,1.90,O,BN,PP
2012,2,X,474,DALCAHUE,616,CENTOLLA,"850,000",,0.40,L,BN,PP
2012,2,X,474,DALCAHUE,145,Huiro,"25,000",50,19.90,L,,PP
2012,2,X,474,DALCAHUE,465,NAVAJUELA,"150,000",,0.80,O,BN,PP
2012,2,X,474,DALCAHUE,465,NAVAJUELA,"530,000",,3.20,O,BN,PP
2012,2,X,474,DALCAHUE,408,TUMBAO,"170,000",,2.10,L,BN,PP
2012,2,X,474,DALCAHUE,465,NAVAJUELA,"400,000",,2.10,O,BN,PP
2012,2,X,474,DALCAHUE,258,Pejegallo,"200,000",,0.80,L,,CHD
2012,2,X,474,DALCAHUE,137,Luga negra o crespa,"200,000",50,30.00,O,BN,PP
2012,2,X,474,DALCAHUE,616,CENTOLLA,"2,300,000",,0.40,L,BN,PP
2012,2,X,474,DALCAHUE,654,JAIBA MARMOLA,"190,000",,0.30,L,,PP
2012,2,X,474,DALCAHUE,616,CENTOLLA,"2,300,000",,0.40,L,BN,PP
2012,2,X,474,DALCAHUE,616,CENTOLLA,"2,300,000",,0.50,L,BN,PP
2012,2,X,474,DALCAHUE,654,JAIBA MARMOLA,"110,000",,5.60,L,,PP
2012,2,X,474,DALCAHUE,654,JAIBA MARMOLA,"110,000",,5.10,L,,PP
2012,2,X,474,DALCAHUE,654,JAIBA MARMOLA,"110,000",,0.60,L,,PP
2012,2,X,474,DALCAHUE,654,JAIBA MARMOLA,"170,000",,2.00,L,,PP
2012,2,X,474,DALCAHUE,654,JAIBA MARMOLA,"190,000",,7.60,L,,PP
2012,2,X,474,DALCAHUE,137,Luga negra o crespa,"100,000",50,26.00,O,BN,PP
2012,2,X,474,DALCAHUE,654,JAIBA MARMOLA,"190,000",,4.50,L,,PP
2012,2,X,456,ANCUD,217,Bacalao de profundidad,"6,500,000",,1.50,L,BN,PP
2012,2,X,456,ANCUD,406,ALMEJA,"250,000",,0.46,B - L,BN,CHD -PP
2012,2,X,456,ANCUD,444,HUEPO O NAVAJA,"800,000",,0.30,B - L,BN,PP
2012,2,X,456,ANCUD,654,JAIBA MARMOLA,"250,000",,2.30,B - L,BN,PP
2012,2,X,456,ANCUD,136,Luga roja,"250,000",40,0.60,B - L,BN,PP
2012,2,X,456,ANCUD,130,Pelillo,"40,000",60,3.00,B - L,BN,PP
2012,2,XI,514,PUERTO CHACABUCO,244,Merluza del sur o austral,"800,000",,16.64,L,,PP
2012,2,XI,514,PUERTO CHACABUCO,228,Congrio dorado,"800,000",,0.31,L,,PP
2012,2,XI,514,PUERTO CHACABUCO,244,Merluza del sur o austral,"800,000",,22.02,L,,PP
2012,2,XI,514,PUERTO CHACABUCO,228,Congrio dorado,"800,000",,0.21,L,,PP
2012,2,XII,534,PUNTA ARENAS,475,OSTIÓN DEL SUR,"500,000",,3.42,O,BN,PP
2012,2,XII,534,PUNTA ARENAS,244,Merluza del sur o austral,"1,000,000",,3.68,O,BN,PP
2012,2,XII,534,PUNTA ARENAS,444,HUEPO O NAVAJA,"595,000",,2.06,B,BN,PP
2012,2,XII,534,PUNTA ARENAS,444,HUEPO O NAVAJA,"690,000",,4.34,B,BN,PP
2012,2,XII,534,PUNTA ARENAS,475,OSTIÓN DEL SUR,"670,000",,4.57,O,BN,PP
2012,2,XII,534,PUNTA ARENAS,244,Merluza del sur o austral,"1,000,000",,7.01,O,BN,PP
2012,2,XII,534,PUNTA ARENAS,620,CENTOLLÓN,"550,000",,1.52,O,BN,PP
2012,2,XII,534,PUNTA ARENAS,444,HUEPO O NAVAJA,"595,000",,1.55,B,BN,PP
2012,2,XII,534,PUNTA ARENAS,444,HUEPO O NAVAJA,"700,000",,2.80,B,BN,PP
2012,2,XII,536,PUERTO NATALES,475,OSTIÓN DEL SUR,"420,000",,32.00,L,BN,PP
2012,2,XII,536,PUERTO NATALES,244,Merluza del sur o austral,"850,000",,1.85,L,BN,PP
2012,2,XII,536,PUERTO NATALES,475,OSTIÓN DEL SUR,"420,000",,54.00,L,BN,PP
2012,2,XII,536,PUERTO NATALES,244,Merluza del sur o austral,"1,200,000",,50.00,L,BN,PP
2012,3,XV,4,ARICA,238,Lisa,"1,000,000",,0.01,B,BN,CHD
2012,3,XV,4,ARICA,234,Jurel,"750,000",,0.03,B,BN,CHD
2012,3,XV,4,ARICA,219,Cabinza,"1,000,000",,0.01,B,BN,CHD
2012,3,XV,4,ARICA,406,ALMEJA,"1,000,000",,0.01,B,BN,CHD
2012,3,XV,4,ARICA,260,Pejerrey de mar,"1,200,000",,0.02,B,BN,CHD
2012,3,XV,4,ARICA,450,LAPA,"1,000,000",,0.01,B,BN,CHD
2012,3,XV,4,ARICA,435,CHORO,"500,000",,0.02,B,BN,CHD
2012,3,XV,4,ARICA,271,ROCOCO,"1,500,000",,0.01,B,BN,CHD
2012,3,XV,4,ARICA,258,Pejegallo,"1,000,000",,0.01,B,BN,CHD
2012,3,XV,4,ARICA,234,Jurel,"750,000",,0.02,B,BN,CHD
2012,3,XV,4,ARICA,406,ALMEJA,"1,000,000",,0.01,B,BN,CHD
2012,3,XV,4,ARICA,260,Pejerrey de mar,"1,200,000",,0.02,B,BN,CHD
2012,3,XV,4,ARICA,450,LAPA,"1,000,000",,0.00,B,BN,CHD
2012,3,XV,4,ARICA,435,CHORO,"500,000",,0.01,B,BN,CHD
